fold,seed,epoch,train_ba,val_ba,train_loss,val_loss,grad_l1,grad_l2,grad_out
0,11,1.0,0.1017280983279042,0.0673076923076923,2.487980145099116,2.481706493202297,0.0026253429241478,0.0303103057667613,0.1734680421650409
0,11,2.0,0.1228092195946035,0.0653846153846153,2.4703488480811027,2.4690192814531,0.0026604945887811,0.0303695979528129,0.1593617461621761
0,11,3.0,0.1190582329198194,0.0918803418803418,2.4543780878478407,2.459375863787772,0.0030150943202897,0.0251577170565724,0.1483286749571561
0,11,4.0,0.1207507672673028,0.0840544871794871,2.4374208543814864,2.4504009416733665,0.0038215642562136,0.0264843055047094,0.1505459640175104
0,11,5.0,0.12614700531849,0.0840544871794871,2.423268820257748,2.4426220367694724,0.0037827304913662,0.029628443531692,0.16526959836483
0,11,6.0,0.1196595527250013,0.097943376068376,2.405495076086007,2.4347981228225533,0.0037219746736809,0.0285197827033698,0.1533567309379577
0,11,7.0,0.1266360105658209,0.101068376068376,2.389218935312009,2.426927325369298,0.0046552895801141,0.0339801884256303,0.1737086623907089
0,11,8.0,0.1307129787761147,0.1085470085470085,2.3752661948110543,2.418491108664151,0.0041671388316899,0.0344979092478752,0.1773503422737121
0,11,9.0,0.1498906618581829,0.1297720797720797,2.358207461413216,2.410376926948284,0.0059276795363985,0.0419495943933725,0.2072142623364925
0,11,10.0,0.1682041282723662,0.1322026353276353,2.339304653803508,2.400678988160758,0.0060496352380141,0.0406959187239408,0.2027266435325145
0,11,11.0,0.1899191583147834,0.1477386039886039,2.319381399715648,2.387304138863224,0.0046254816115833,0.0364847443997859,0.176037710160017
0,11,12.0,0.2069151947338219,0.1644548738298738,2.3018614086450317,2.376281757464354,0.0071235188515856,0.0443659387528896,0.2365835420787334
0,11,13.0,0.2340152947889686,0.1612802706552706,2.2798715264189475,2.3635814984639487,0.006130690104328,0.0401266338303685,0.2057483792304992
0,11,14.0,0.2404991482432199,0.1649839743589743,2.260954180885764,2.3501003610676734,0.0076562972972169,0.0466033006086945,0.2367344796657562
0,11,15.0,0.24618399278676,0.1815794159544159,2.2373149207994047,2.332049904198482,0.006878963438794,0.0418712850660085,0.2099621891975402
0,11,16.0,0.2650832752071442,0.2022717206540736,2.2128220436619777,2.315148208333158,0.0071033249842002,0.0431693457067012,0.2226485721766948
0,11,17.0,0.2803755900616357,0.2159254620651679,2.1882374978532977,2.2972242695161667,0.0074987320695072,0.047291868366301,0.2354864589869976
0,11,18.0,0.2891386738969275,0.2380015681486269,2.1645420504551307,2.27651098678852,0.0085146683268249,0.0509930318221449,0.2422553151845932
0,11,19.0,0.2971659743735459,0.2491126792597381,2.13892515780879,2.253499606560017,0.0097873925697058,0.0504608182236552,0.2181771174073219
0,11,20.0,0.3127936263708787,0.2517085787306375,2.109528092777028,2.2335351801466667,0.0095962698105722,0.0474378317594528,0.2303836122155189
0,11,21.0,0.3230669700570731,0.245227097249156,2.083951844421088,2.208284153335396,0.0084652289515361,0.053769520483911,0.2592102959752083
