seed,weight_source,class_index,q_centered,q_nonnegative,q_integer
11,affine_w,0,-10.448261260986328,0.012836456298828125,0
23,affine_w,0,-9.643899917602539,0.15178871154785156,0
37,affine_w,0,-9.751623153686523,0.38059043884277344,0
11,affine_w,1,-10.461097717285156,0.0,0
23,affine_w,1,-9.71950912475586,0.07617950439453125,0
37,affine_w,1,-8.671545028686523,1.4606685638427734,1
11,affine_w,2,10.174028396606445,20.6351261138916,21
23,affine_w,2,9.283834457397461,19.07952308654785,19
37,affine_w,2,7.223376750946045,17.355590343475342,17
11,affine_w,3,-1.1310193538665771,9.330078363418579,9
23,affine_w,3,2.272066116333008,12.067754745483398,12
37,affine_w,3,0.13186059892177582,10.264074191451073,10
11,affine_w,4,-6.297277927398682,4.163819789886475,4
23,affine_w,4,-9.79568862915039,0.0,0
37,affine_w,4,-10.132213592529297,0.0,0
11,affine_w,5,-0.43415766954421997,10.026940047740936,10
23,affine_w,5,-1.467787265777588,8.327901363372803,8
37,affine_w,5,2.0735135078430176,12.205727100372314,12
11,affine_w,6,-9.554317474365234,0.9067802429199219,1
23,affine_w,6,-9.257253646850586,0.5384349822998047,1
37,affine_w,6,-8.41161823272705,1.720595359802246,2
11,affine_w,7,12.857211112976074,23.31830883026123,23
23,affine_w,7,11.87755012512207,21.67323875427246,22
37,affine_w,7,11.085378646850586,21.217592239379883,21
11,affine_w,8,12.33659553527832,22.797693252563477,23
23,affine_w,8,13.029401779174805,22.825090408325195,23
37,affine_w,8,10.388543128967285,20.520756721496582,21
11,affine_w,9,-5.541230201721191,4.919867515563965,5
23,affine_w,9,-3.023252248764038,6.7724363803863525,7
37,affine_w,9,-4.835791110992432,5.296422481536865,5
11,affine_w,10,-0.13401788473129272,10.327079832553864,10
23,affine_w,10,-1.5438880920410156,8.251800537109375,8
37,affine_w,10,5.690029144287109,15.822242736816406,16
11,affine_w,11,8.63354206085205,19.094639778137207,19
23,affine_w,11,7.988428592681885,17.784117221832275,18
37,affine_w,11,5.210087299346924,15.34230089187622,15
11,no_bias_w,0,-0.7890074849128723,0.6686753630638123,1
23,no_bias_w,0,-0.04999895393848419,1.8253922462463379e-06,0
37,no_bias_w,0,-0.9569457769393921,2.3016234636306763,2
11,no_bias_w,1,-1.4036954641342163,0.05398738384246826,0
23,no_bias_w,1,0.049996186047792435,0.09999696537852287,0
37,no_bias_w,1,3.5650367736816406,6.823606014251709,7
11,no_bias_w,2,-1.3719500303268433,0.08573281764984131,0
23,no_bias_w,2,-0.05000036954879761,4.0978193283081055e-07,0
37,no_bias_w,2,-0.06061860918998718,3.197950631380081,3
11,no_bias_w,3,1.762649655342102,3.2203325033187866,3
23,no_bias_w,3,0.04999781399965286,0.0999985933303833,0
37,no_bias_w,3,0.18190789222717285,3.440477132797241,3
11,no_bias_w,4,-1.346384048461914,0.11129879951477051,0
23,no_bias_w,4,-0.05000077933073044,0.0,0
37,no_bias_w,4,0.876319169998169,4.134888410568237,4
11,no_bias_w,5,1.7301278114318848,3.1878106594085693,3
23,no_bias_w,5,0.04999830573797226,0.0999990850687027,0
37,no_bias_w,5,-2.0095624923706055,1.249006748199463,1
11,no_bias_w,6,1.7453798055648804,3.203062653541565,3
23,no_bias_w,6,0.049997664988040924,0.09999844431877136,0
37,no_bias_w,6,1.217548131942749,4.476117372512817,4
11,no_bias_w,7,-1.3474525213241577,0.11023032665252686,0
23,no_bias_w,7,-0.05000028759241104,4.917383193969727e-07,0
37,no_bias_w,7,-1.232380986213684,2.0261882543563843,2
11,no_bias_w,8,-1.4576828479766846,0.0,0
23,no_bias_w,8,-0.049984924495220184,1.5854835510253906e-05,0
37,no_bias_w,8,-3.2585692405700684,0.0,0
11,no_bias_w,9,0.5519828796386719,2.0096657276153564,2
23,no_bias_w,9,-0.04999939724802971,1.3820827007293701e-06,0
37,no_bias_w,9,0.6875391602516174,3.946108400821686,4
11,no_bias_w,10,0.9108162522315979,2.3684991002082825,2
23,no_bias_w,10,0.04999648407101631,0.09999726340174675,0
37,no_bias_w,10,-3.2374444007873535,0.021124839782714844,0
11,no_bias_w,11,1.0152161121368408,2.4728989601135254,2
23,no_bias_w,11,0.04999825730919838,0.09999903663992882,0
37,no_bias_w,11,4.227170467376709,7.485739707946777,7
