weight_source,class_index,q_centered_mean,q_centered_std,q_centered_count,q_nonnegative_mean,q_nonnegative_std,q_nonnegative_count,q_integer_mean,q_integer_std,q_integer_count
affine_w,0,-9.947928110758463,0.43663602669821644,3,0.18173853556315103,0.18569731254959954,3,0.0,0.0,3
affine_w,1,-9.61738395690918,0.8991367352902634,3,0.5122826894124349,0.8222090089123918,3,0.3333333333333333,0.5773502691896258,3
affine_w,2,8.893746534983316,1.51351006733343,3,19.02341318130493,1.640487719691836,3,19.0,2.0,3
affine_w,3,0.42430245379606885,1.72028758009602,3,10.553969100117683,1.3916706818719708,3,10.333333333333334,1.5275252316519468,3
affine_w,4,-8.741726716359457,2.1236312472115166,3,1.3879399299621582,2.4039824765480473,3,1.3333333333333333,2.3094010767585034,3
affine_w,5,0.05718952417373657,1.8210626954864453,3,10.186856170495352,1.943852614364462,3,10.0,2.0,3
affine_w,6,-9.074396451314291,0.592889496179237,3,1.0552701950073242,0.6049072151473877,3,1.3333333333333333,0.5773502691896258,3
affine_w,7,11.940046628316244,0.8875679870791349,3,22.06971327463786,1.1050550134609893,3,22.0,1.0,3
affine_w,8,11.918180147806803,1.3692469389955468,3,22.047846794128418,1.3225697404991494,3,22.333333333333332,1.154700538379251,3
affine_w,9,-4.466757853825887,1.2989197055883732,3,5.6629087924957275,0.9791511690323943,3,5.666666666666667,1.1547005383792517,3
affine_w,10,1.3373743891716003,3.834858023876129,3,11.467041035493216,3.9118451442933497,3,11.333333333333334,4.163331998932265,3
affine_w,11,7.277352650960286,1.8191295644317023,3,17.407019297281902,1.9043801912595437,3,17.333333333333332,2.081665999466132,3
no_bias_w,0,-0.5986507385969162,0.4825089668481385,3,0.990100217362245,1.1839978860295381,3,1.0,1.0,3
no_bias_w,1,0.7371124985317389,2.554637280112148,3,2.3258634544909,3.8952272489305506,3,2.3333333333333335,4.041451884327381,3
no_bias_w,2,-0.49418966968854267,0.7601813104675614,3,1.0945612862706184,1.8220929076970027,3,1.0,1.7320508075688772,3
no_bias_w,3,0.6648517871896426,0.9530058691710986,3,2.2536027431488037,1.8683211822538417,3,2.0,1.7320508075688772,3
no_bias_w,4,-0.1733552192648252,1.1164741993108456,3,1.415395736694336,2.3558071139492136,3,1.3333333333333333,2.3094010767585034,3
no_bias_w,5,-0.07647879173358281,1.8730505156634756,3,1.5122721642255783,1.5606494126207089,3,1.3333333333333333,1.5275252316519468,3
no_bias_w,6,1.0043085341652234,0.8675733370683814,3,2.5930594901243844,2.25092916657961,3,2.3333333333333335,2.0816659994661326,3
no_bias_w,7,-0.8766112650434176,0.7181745230652864,3,0.7121396909157435,1.1393333026101766,3,0.6666666666666666,1.1547005383792517,3
no_bias_w,8,-1.5887456710139911,1.608302342853251,3,5.284945170084636e-06,9.15379354980233e-06,3,0.0,0.0,3
no_bias_w,9,0.39650754754741985,0.39258147576818864,3,1.985258503506581,1.9731667276935299,3,2.0,2.0,3
no_bias_w,10,-0.7588772214949131,2.189229114326153,3,0.8298737344642481,1.3330721011577387,3,0.6666666666666666,1.1547005383792517,3
no_bias_w,11,1.764128278940916,2.186971420327768,3,3.3528792349000773,3.770684988030569,3,3.0,3.605551275463989,3
