contrast,mean,std,count
affine_vs_no_bias_linear_pp,4.529197654197659,3.331323800655433,3.0
hybrid_b1_effect_on_W0_pp,-6.152181152181149,12.64448966231558,3.0
same_W1_bias_effect_pp,17.03257390757391,4.190150262086806,3.0
affineW_gain_lif_gap_to_affine_linear_pp,16.624047249047248,3.1479186830956025,3.0
affineW_count_bias_recovery_pp,8.691909941909941,2.647740765082988,3.0
noBiasW_gain_lif_gap_to_no_bias_linear_pp,2.5351731601731617,2.9384812349823775,3.0
noBiasW_count_bias_recovery_pp,0.460557960557965,2.9730930158990607,3.0
selected_gain_affineW,13.333333333333334,4.618802153517006,3.0
selected_gain_noBiasW,6.666666666666667,8.082903768654761,3.0
