objective,mem_shift,tau_mem_ms,seed,best_epoch,train_loss,val_loss,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1,train_wholecount_ce,val_wholecount_ce,test_wholecount_ce,test_hce_loss,test_cg_loss,test_orig_margin,test_rev_margin,test_mid_gain,test_long_gain,hidden_s4_fr_tail,hidden_s4_fr_valid,hidden_s5_fr_tail,hidden_s5_fr_valid,hidden_s6_fr_tail,hidden_s6_fr_valid,output_fr_tail,output_fr_valid,synapse_mode,synaptic_update
whole_count_hce,2,54.31342963722199,11,95,3.1729211758007896,3.1769585609436035,0.08599794611980148,0.09722222222222222,0.08603896103896104,0.0821917808219178,0.024999999999999998,2.4804890283003527,2.48384428024292,2.484907836130221,0.6927550206445667,0.0,-2.3988782167434692,-2.399361252784729,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_hce,2,54.31342963722199,23,90,3.1725502321929406,3.178098678588867,0.08551292130301565,0.08333333333333333,0.09027777777777778,0.0821917808219178,0.02040816326530612,2.4801809808268196,2.484750509262085,2.4840047032865757,0.6928747206518094,0.0,-2.3983142375946045,-2.3985135555267334,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_hce,2,54.31342963722199,37,99,3.17130402935967,3.177584171295166,0.0869528212295508,0.09166666666666667,0.08703102453102453,0.0821917808219178,0.03568661419360682,2.4791842688791927,2.484422445297241,2.4843554464105058,0.6928718473813306,0.0,-2.400278925895691,-2.400233507156372,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_hce,3,117.0136826471659,11,98,3.0922579904841885,3.1466808319091797,0.18089880216452545,0.1786375661375661,0.1988844488844489,0.21232876712328766,0.11527358806770571,2.4036192303064974,2.4553472995758057,2.405949004708904,0.6907501579963997,0.0,-2.379445433616638,-2.3839683532714844,,,0.0,0.0010335916886106133,0.0,0.001291989698074758,0.0,0.0,0.0,0.0018518518190830946,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_hce,3,117.0136826471659,23,100,3.0736941093011487,3.123622417449951,0.16678257539106597,0.19285714285714284,0.15838328338328336,0.1643835616438356,0.0899143588032477,2.3867267474865543,2.432699680328369,2.4112556241963006,0.6892365413169338,0.0,-2.3691400289535522,-2.378379225730896,,,0.0,0.001291989698074758,0.0,0.0007751937955617905,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_hce,3,117.0136826471659,37,83,3.1386124225984138,3.1684298515319824,0.12621894542098946,0.1292989417989418,0.11688311688311688,0.1232876712328767,0.061816596557322114,2.4482994592538594,2.475943088531494,2.4594046710288686,0.6912105932627639,0.0,-2.3946361541748047,-2.3976399898529053,,,0.0,0.0005167958443053067,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_contextual_gain,1,22.542110013890053,11,1,3.8712010383605957,3.871201276779175,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,2.4849066734313965,2.4849069118499756,2.4849066440373253,0.0,1.3862943649291992,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_contextual_gain,1,22.542110013890053,23,1,3.8712010383605957,3.871201276779175,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,2.4849066734313965,2.4849069118499756,2.4849066440373253,0.0,1.3862943649291992,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_contextual_gain,1,22.542110013890053,37,1,3.8712010383605957,3.871201276779175,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,2.4849066734313965,2.4849069118499756,2.4849066440373253,0.0,1.3862943649291992,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_contextual_gain,2,54.31342963722199,11,1,3.8712010383605957,3.871201276779175,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,2.4849066734313965,2.4849069118499756,2.4849066440373253,0.0,1.3862943649291992,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_contextual_gain,2,54.31342963722199,23,1,3.8712010383605957,3.871201276779175,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,2.4849066734313965,2.4849069118499756,2.4849066440373253,0.0,1.3862943649291992,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_contextual_gain,2,54.31342963722199,37,62,3.7829188664480657,3.8076934814453125,0.0829326923076923,0.09166666666666667,0.06818181818181819,0.06164383561643835,0.010067114093959733,2.4848759465701815,2.4845240116119385,2.4853775729871774,0.0,1.2700029431957087,,,0.17892775312066078,0.0009166593081317842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_contextual_gain,3,117.0136826471659,11,100,2.3909005191363075,2.4436395168304443,0.15352260348583877,0.125,0.1130952380952381,0.08904109589041095,0.03946504644179063,2.3872313835945063,2.4335765838623047,2.422502488306124,0.0,0.00258522776708211,,,7.366280555725098,5.880728006362915,0.0005603810423053801,0.01989664137363434,0.0004202857962809503,0.011886305175721645,0.001434308709576726,0.008465608581900597,0.0060240961611270905,0.06759259104728699,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_contextual_gain,3,117.0136826471659,23,100,2.3806241354720727,2.442756175994873,0.15419177594168346,0.14393939393939395,0.1336996336996337,0.1506849315068493,0.06637806637806637,2.3762381680040474,2.4317259788513184,2.424856528843919,0.0,0.002931919765390762,,,6.657612323760986,5.8567914962768555,0.0007004763465374708,0.021705426275730133,0.0004202857962809503,0.011627906933426857,0.001721170381642878,0.008730159141123295,0.008534136228263378,0.07314814627170563,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count_contextual_gain,3,117.0136826471659,37,100,2.403132043483951,2.439727783203125,0.15361409796893669,0.1349206349206349,0.1056547619047619,0.1095890410958904,0.035983937499089014,2.4001476657985616,2.4311676025390625,2.4337828681893545,0.0,0.0021762145836263487,,,7.30446195602417,6.184210300445557,0.0004202857962809503,0.02067183516919613,0.0007004763465374708,0.012403100728988647,0.001577739487402141,0.008201058022677898,0.006526104640215635,0.04537037014961243,normalized_unit_dc,I_t = alpha*I_{t-1} + (1-alpha)*W*x_t
whole_count,1,22.542110013890053,11,97,1.228836241564529,1.6400024890899658,0.7768567224641867,0.4669733044733045,0.4097687035187035,0.4178082191780822,0.4006689698470262,1.228836241564529,1.6400024890899658,1.8228908385315987,0.0,0.0,,,,,0.0014009526930749416,0.02816537395119667,0.015130288898944855,0.07751937955617905,0.06497418135404587,0.16216930747032166,0.05823293328285217,0.28425925970077515,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count,1,22.542110013890053,23,51,1.5295621854302806,1.7563706636428833,0.6087632568113261,0.4634379509379509,0.40266469641469643,0.4178082191780822,0.3743810243906993,1.5295621854302806,1.7563706636428833,1.8425953780135063,0.0,0.0,,,,,0.00014009526057634503,0.008010336197912693,0.0021014290396124125,0.02506459876894951,0.048766493797302246,0.13280422985553741,0.05873493850231171,0.1944444477558136,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count,1,22.542110013890053,37,94,1.299343401101288,1.6430377960205078,0.7323472010654188,0.4663419913419913,0.4421668609168609,0.4520547945205479,0.42038540704602406,1.299343401101288,1.6430377960205078,1.7625341758336106,0.0,0.0,,,,,0.0004202857962809503,0.011627906933426857,0.0028019053861498833,0.049354005604982376,0.06540447473526001,0.14206349849700928,0.09989959746599197,0.22777777910232544,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count,2,54.31342963722199,11,85,1.3438513145594506,1.6652464866638184,0.7065763527867461,0.45635521885521874,0.3851613664113664,0.3972602739726027,0.3737503804334166,1.3438513145594506,1.6652464866638184,1.8091773251964622,0.0,0.0,,,,,0.003922667354345322,0.04005168005824089,0.020313814282417297,0.1054263561964035,0.09638553857803345,0.20291005074977875,0.07228915393352509,0.2657407522201538,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count,2,54.31342963722199,23,89,1.3597350399588555,1.6634516716003418,0.7160728282834619,0.49191317941317947,0.4221903096903097,0.4383561643835616,0.4002463045995641,1.3597350399588555,1.6634516716003418,1.8204243836337572,0.0,0.0,,,,,0.0021014290396124125,0.04315245524048805,0.01008685864508152,0.07364340871572495,0.09423407912254333,0.1994708925485611,0.08584337681531906,0.24537037312984467,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count,2,54.31342963722199,37,59,1.530944650226534,1.7266154289245605,0.602755350949972,0.44987373737373737,0.383490120990121,0.3972602739726027,0.3725229016609642,1.530944650226534,1.7266154289245605,1.8692743549608204,0.0,0.0,,,,,0.00126085733063519,0.02971576154232025,0.00938638299703598,0.08217054605484009,0.0751577764749527,0.16931216418743134,0.08132530003786087,0.24259258806705475,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count,3,117.0136826471659,11,84,1.4081344577818853,1.6853419542312622,0.6526583150249208,0.4596320346320346,0.3657328782328782,0.3767123287671233,0.34344554728707927,1.4081344577818853,1.6853419542312622,1.868460046101923,0.0,0.0,,,,,0.006724572740495205,0.05658914893865585,0.023115718737244606,0.1054263561964035,0.12191623449325562,0.2211640179157257,0.08734939992427826,0.25833332538604736,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count,3,117.0136826471659,23,81,1.4410861445376058,1.6991028785705566,0.6502105091945308,0.4834475709475709,0.3999000999000999,0.4178082191780822,0.3834193776918235,1.4410861445376058,1.6991028785705566,1.8490540752672169,0.0,0.0,,,,,0.004202858079224825,0.0633074939250946,0.014990193769335747,0.0901808813214302,0.11804360151290894,0.22751322388648987,0.07279116660356522,0.2212962955236435,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count,3,117.0136826471659,37,92,1.4219851719532899,1.694287896156311,0.6942261456319762,0.45248917748917755,0.3768301143301143,0.3904109589041096,0.36743225454248196,1.4219851719532899,1.694287896156311,1.850505673722045,0.0,0.0,,,,,0.004623143933713436,0.0516795851290226,0.017652003094553947,0.1033591702580452,0.10470452904701233,0.19920635223388672,0.11044176667928696,0.2527777850627899,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_hce,1,22.542110013890053,11,94,2.1125506845891167,2.4449713230133057,0.5139061609240353,0.4339646464646465,0.33764985014985016,0.3356164383561644,0.31662211965144443,1.6887031898235905,1.9206575155258179,2.0092820010773123,0.5047777842168939,0.0,-2.299232602119446,-2.736684560775757,,,0.002381619531661272,0.027906976640224457,0.010507144965231419,0.05917312577366829,0.09122203290462494,0.18835978209972382,0.07078313082456589,0.16388888657093048,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_hce,1,22.542110013890053,23,73,2.268188121601965,2.5477335453033447,0.4823771403434382,0.373953823953824,0.3352688977688978,0.3561643835616438,0.28062030848408565,1.8114182150917906,2.0074543952941895,1.975986016939764,0.5245959750593525,0.0,-2.2765952348709106,-2.688386082649231,,,0.0011207620846107602,0.02222222276031971,0.01106752548366785,0.03798449784517288,0.08605851978063583,0.15529100596904755,0.042670682072639465,0.08888889104127884,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_hce,1,22.542110013890053,37,65,2.3349461842732255,2.5707733631134033,0.43586236025077124,0.36141774891774886,0.3206987456987457,0.3424657534246575,0.2685563948721843,1.8412316762641867,1.9995949268341064,2.0457958325947803,0.5706540631921324,0.0,-2.2840276956558228,-2.555908441543579,,,0.0007004763465374708,0.011627906933426857,0.00840571615844965,0.05271317809820175,0.09337349236011505,0.172751322388649,0.044678714126348495,0.07500000298023224,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_hce,2,54.31342963722199,11,78,2.2833924104752925,2.483849287033081,0.4194418180555373,0.3499338624338624,0.29536713286713284,0.3082191780821918,0.25065904633726627,1.8858788614634188,2.025386333465576,2.051049826896354,0.4539443344286043,0.0,-2.687808394432068,-3.467239737510681,,,0.009946763515472412,0.08475451916456223,0.032642196863889694,0.1338501274585724,0.1718301773071289,0.2904762029647827,0.07630521804094315,0.10925926268100739,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_hce,2,54.31342963722199,23,50,2.43946500284126,2.634334087371826,0.4042935471146285,0.3260582010582011,0.27604895104895105,0.3013698630136986,0.21577614282023924,1.9636044526879841,2.1024985313415527,2.0575241552640313,0.514812367419674,0.0,-2.5575180053710938,-3.022306799888611,,,0.004623143933713436,0.06614986807107925,0.025777528062462807,0.10103359073400497,0.13826735317707062,0.2531746029853821,0.05973895639181137,0.08981481194496155,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_hce,2,54.31342963722199,37,41,2.528339618249522,2.6392507553100586,0.4059248541243084,0.3376382876382877,0.2868242868242868,0.3082191780821918,0.23382542799209463,1.9845854470733932,2.04359769821167,2.1072328678549153,0.5951511990534116,0.0,-2.387053608894348,-2.5921467542648315,,,0.004202858079224825,0.05116279050707817,0.017792098224163055,0.10258398205041885,0.11746987700462341,0.21587301790714264,0.04518072307109833,0.10277777910232544,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_hce,3,117.0136826471659,11,34,2.5508945895144124,2.6818768978118896,0.3670258493253777,0.3203042328042328,0.2552655677655678,0.273972602739726,0.19675570375458395,1.990573451153793,2.0787107944488525,2.0816663846577685,0.5972079912277117,0.0,-2.4287084341049194,-2.620022416114807,,,0.00938638299703598,0.08087855577468872,0.02619781531393528,0.10775193572044373,0.141279399394989,0.2470899522304535,0.03714859485626221,0.10925926268100739,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_hce,3,117.0136826471659,23,47,2.488419513489006,2.650322914123535,0.40096399563426943,0.31984126984126987,0.2715617715617716,0.2945205479452055,0.20300544358663006,2.013258499040456,2.124096632003784,2.090029824269961,0.5104145056580844,0.0,-2.6264796257019043,-3.114471197128296,,,0.011908097192645073,0.1167958676815033,0.03642476722598076,0.13462531566619873,0.16508892178535461,0.27142858505249023,0.06877510249614716,0.09259258955717087,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_hce,3,117.0136826471659,37,55,2.4675462258251932,2.594118118286133,0.37406723878606973,0.3714646464646465,0.2836857586857587,0.3082191780821918,0.22803825406545594,2.033792432532253,2.0992817878723145,2.1458962224934197,0.47802958014893204,0.0,-2.758034825325012,-3.320495128631592,,,0.010787335224449635,0.09974160045385361,0.04833286628127098,0.2051679641008377,0.19678714871406555,0.28809523582458496,0.09186746925115585,0.08055555820465088,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_contextual_gain,1,22.542110013890053,11,87,1.604563736259014,1.7625445127487183,0.5678680294155558,0.43282227032227033,0.34707653457653453,0.363013698630137,0.3206505377558009,1.6041326621313308,1.7614256143569946,1.9005399713777515,0.0,0.000676490659889293,,,9.82841968536377,7.821125030517578,0.005323620047420263,0.1382429003715515,0.004202858079224825,0.055297158658504486,0.04718875512480736,0.15529100596904755,0.04518072307109833,0.2361111044883728,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_contextual_gain,1,22.542110013890053,23,87,1.5921764548181871,1.7805267572402954,0.5756003368113792,0.4401515151515151,0.38790515040515033,0.3904109589041096,0.366935156014353,1.5915143695017147,1.7796622514724731,1.8509714897364786,0.0,0.00025022372105860545,,,8.508563041687012,9.246992111206055,0.0037825722247362137,0.11214470118284225,0.0033622863702476025,0.05710594356060028,0.05608147010207176,0.1616402119398117,0.05722891539335251,0.20555555820465088,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_contextual_gain,1,22.542110013890053,37,99,1.5803462496723037,1.7495297193527222,0.5525517310404697,0.4184042809042809,0.34050047175047177,0.3561643835616438,0.29856049701250936,1.5799518497388252,1.7487328052520752,1.8659561072310356,0.0,0.00034892272956873457,,,9.447427749633789,8.320785284042358,0.004623143933713436,0.1382429003715515,0.004623143933713436,0.07002583891153336,0.036861732602119446,0.14417989552021027,0.0431726910173893,0.26759257912635803,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_contextual_gain,2,54.31342963722199,11,95,1.730163541800389,1.803044080734253,0.5131378109161828,0.3978956228956228,0.3459242146742146,0.3561643835616438,0.3071223489981875,1.729634342218225,1.801719069480896,1.9525656896094754,0.0,0.0012826802374871625,,,9.415833473205566,7.056127071380615,0.011908097192645073,0.1764857918024063,0.010647240094840527,0.0863049104809761,0.0714285746216774,0.18042327463626862,0.056726906448602676,0.24074074625968933,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_contextual_gain,2,54.31342963722199,23,92,1.6355573435453457,1.7927906513214111,0.550361002789808,0.42347883597883595,0.3716193528693528,0.3698630136986301,0.35431480447360664,1.6350127360086228,1.792203426361084,1.8981558933649978,0.0,0.0003023799046338217,,,8.707831144332886,8.258880615234375,0.011768002063035965,0.16770026087760925,0.00840571615844965,0.08940568566322327,0.06526104360818863,0.17910052835941315,0.06124497950077057,0.21574074029922485,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_contextual_gain,2,54.31342963722199,37,87,1.7201159297907003,1.7947624921798706,0.5080886673765629,0.4143638768638768,0.37083263958263957,0.3972602739726027,0.33285195225984704,1.7197025630642337,1.7941075563430786,1.8969730285749042,0.0,0.0002705589262130734,,,8.898620128631592,8.681567430496216,0.01036704983562231,0.18630491197109222,0.009946763515472412,0.08914728462696075,0.05393000692129135,0.1568783074617386,0.05823293328285217,0.24722221493721008,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_contextual_gain,3,117.0136826471659,11,82,1.8197143151714963,1.848188042640686,0.4384836371421393,0.40576599326599333,0.32495143745143745,0.3356164383561644,0.30899292199601797,1.8189999622239919,1.846622347831726,2.00375526571927,0.0,0.0011035882204464855,,,8.77004098892212,7.071344375610352,0.015270384028553963,0.1782945692539215,0.017091622576117516,0.10051679611206055,0.078886978328228,0.18518517911434174,0.05923694744706154,0.2518518567085266,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_contextual_gain,3,117.0136826471659,23,71,1.8031443646770746,1.9172320365905762,0.4680075955729053,0.41343795093795094,0.33401112776112774,0.3424657534246575,0.3113962629467473,1.8022667584033514,1.9163987636566162,1.9514781350958836,0.0,0.0005059479672002466,,,7.772400856018066,7.996042728424072,0.014289717189967632,0.18294574320316315,0.013309050351381302,0.09328165650367737,0.07917384058237076,0.18227513134479523,0.06375502049922943,0.1944444477558136,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
whole_count_contextual_gain,3,117.0136826471659,37,75,1.8122675576841976,1.8737430572509766,0.4452868058847228,0.39752886002886006,0.3239461926961927,0.3493150684931507,0.2875944897295823,1.8118175834468637,1.8730729818344116,1.9546754131578419,0.0,0.00029440727627083455,,,8.850848913192749,8.382645606994629,0.014569907449185848,0.1935400515794754,0.01625104993581772,0.11395348608493805,0.06784279644489288,0.16746032238006592,0.07831325381994247,0.2231481522321701,legacy_unnormalized,I_t = alpha*I_{t-1} + W*x_t
