objective,mem_shift,seed,val_ba_normalized,test_ba_normalized,test_accuracy_normalized,test_macro_f1_normalized,hidden_s4_fr_valid_normalized,hidden_s5_fr_valid_normalized,hidden_s6_fr_valid_normalized,hidden_s4_fr_tail_normalized,hidden_s5_fr_tail_normalized,hidden_s6_fr_tail_normalized,val_ba_legacy,test_ba_legacy,test_accuracy_legacy,test_macro_f1_legacy,hidden_s4_fr_valid_legacy,hidden_s5_fr_valid_legacy,hidden_s6_fr_valid_legacy,hidden_s4_fr_tail_legacy,hidden_s5_fr_tail_legacy,hidden_s6_fr_tail_legacy,val_ba_legacy_minus_normalized,test_ba_legacy_minus_normalized,test_accuracy_legacy_minus_normalized,test_macro_f1_legacy_minus_normalized,hidden_s4_fr_valid_legacy_minus_normalized,hidden_s5_fr_valid_legacy_minus_normalized,hidden_s6_fr_valid_legacy_minus_normalized,hidden_s4_fr_tail_legacy_minus_normalized,hidden_s5_fr_tail_legacy_minus_normalized,hidden_s6_fr_tail_legacy_minus_normalized
whole_count,1,11,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.4669733044733045,0.4097687035187035,0.4178082191780822,0.4006689698470262,0.02816537395119667,0.07751937955617905,0.16216930747032166,0.0014009526930749416,0.015130288898944855,0.06497418135404587,0.38363997113997117,0.32643537018537017,0.34246575342465757,0.3889916874691069,0.02816537395119667,0.07751937955617905,0.16216930747032166,0.0014009526930749416,0.015130288898944855,0.06497418135404587
whole_count,1,23,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.4634379509379509,0.40266469641469643,0.4178082191780822,0.3743810243906993,0.008010336197912693,0.02506459876894951,0.13280422985553741,0.00014009526057634503,0.0021014290396124125,0.048766493797302246,0.3801046176046176,0.3193313630813631,0.34246575342465757,0.36270374201278,0.008010336197912693,0.02506459876894951,0.13280422985553741,0.00014009526057634503,0.0021014290396124125,0.048766493797302246
whole_count,1,37,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.4663419913419913,0.4421668609168609,0.4520547945205479,0.42038540704602406,0.011627906933426857,0.049354005604982376,0.14206349849700928,0.0004202857962809503,0.0028019053861498833,0.06540447473526001,0.38300865800865797,0.3588335275835276,0.37671232876712324,0.40870812466810474,0.011627906933426857,0.049354005604982376,0.14206349849700928,0.0004202857962809503,0.0028019053861498833,0.06540447473526001
whole_count,2,11,0.11904761904761903,0.08225108225108226,0.08904109589041095,0.023909657320872274,0.0,0.0,0.0,0.0,0.0,0.0,0.45635521885521874,0.3851613664113664,0.3972602739726027,0.3737503804334166,0.04005168005824089,0.1054263561964035,0.20291005074977875,0.003922667354345322,0.020313814282417297,0.09638553857803345,0.3373075998075997,0.30291028416028415,0.3082191780821918,0.3498407231125443,0.04005168005824089,0.1054263561964035,0.20291005074977875,0.003922667354345322,0.020313814282417297,0.09638553857803345
whole_count,2,23,0.11805555555555554,0.08603896103896104,0.0821917808219178,0.02236524537409493,0.0010335916886106133,0.0,0.0,0.0,0.0,0.0,0.49191317941317947,0.4221903096903097,0.4383561643835616,0.4002463045995641,0.04315245524048805,0.07364340871572495,0.1994708925485611,0.0021014290396124125,0.01008685864508152,0.09423407912254333,0.37385762385762394,0.33615134865134866,0.3561643835616438,0.37788105922546916,0.04211886355187744,0.07364340871572495,0.1994708925485611,0.0021014290396124125,0.01008685864508152,0.09423407912254333
whole_count,2,37,0.125,0.0762987012987013,0.0821917808219178,0.026641091219096334,0.0007751937955617905,0.0,0.0,0.0,0.0,0.0,0.44987373737373737,0.383490120990121,0.3972602739726027,0.3725229016609642,0.02971576154232025,0.08217054605484009,0.16931216418743134,0.00126085733063519,0.00938638299703598,0.0751577764749527,0.32487373737373737,0.30719141969141966,0.3150684931506849,0.34588181044186783,0.02894056774675846,0.08217054605484009,0.16931216418743134,0.00126085733063519,0.00938638299703598,0.0751577764749527
whole_count,3,11,0.32936507936507936,0.2461802086802087,0.2671232876712329,0.16951481058623918,0.006201550364494324,0.004651162773370743,0.00026455026818439364,0.0,0.0,0.0,0.4596320346320346,0.3657328782328782,0.3767123287671233,0.34344554728707927,0.05658914893865585,0.1054263561964035,0.2211640179157257,0.006724572740495205,0.023115718737244606,0.12191623449325562,0.13026695526695525,0.1195526695526695,0.1095890410958904,0.17393073670084008,0.05038759857416153,0.10077519342303276,0.22089946764754131,0.006724572740495205,0.023115718737244606,0.12191623449325562
whole_count,3,23,0.2441798941798942,0.2580863580863581,0.273972602739726,0.1843807557270859,0.006201550364494324,0.003100775182247162,0.00026455026818439364,0.00014009526057634503,0.00028019052115269005,0.0,0.4834475709475709,0.3999000999000999,0.4178082191780822,0.3834193776918235,0.0633074939250946,0.0901808813214302,0.22751322388648987,0.004202858079224825,0.014990193769335747,0.11804360151290894,0.2392676767676767,0.1418137418137418,0.14383561643835618,0.1990386219647376,0.05710594356060028,0.08708010613918304,0.22724867361830547,0.00406276281864848,0.014710003248183057,0.11804360151290894
whole_count,3,37,0.2414021164021164,0.22165334665334668,0.2465753424657534,0.12576338444982513,0.006201550364494324,0.0020671833772212267,0.0007936508045531809,0.00014009526057634503,0.00028019052115269005,0.0001434308651369065,0.45248917748917755,0.3768301143301143,0.3904109589041096,0.36743225454248196,0.0516795851290226,0.1033591702580452,0.19920635223388672,0.004623143933713436,0.017652003094553947,0.10470452904701233,0.21108706108706116,0.15517676767676764,0.14383561643835618,0.24166887009265683,0.045478034764528275,0.10129198688082397,0.19841270142933354,0.004483048673137091,0.017371812573401257,0.10456109818187542
whole_count_hce,1,11,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.4339646464646465,0.33764985014985016,0.3356164383561644,0.31662211965144443,0.027906976640224457,0.05917312577366829,0.18835978209972382,0.002381619531661272,0.010507144965231419,0.09122203290462494,0.3506313131313132,0.25431651681651685,0.26027397260273977,0.3049448372735251,0.027906976640224457,0.05917312577366829,0.18835978209972382,0.002381619531661272,0.010507144965231419,0.09122203290462494
whole_count_hce,1,23,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.373953823953824,0.3352688977688978,0.3561643835616438,0.28062030848408565,0.02222222276031971,0.03798449784517288,0.15529100596904755,0.0011207620846107602,0.01106752548366785,0.08605851978063583,0.29062049062049067,0.2519355644355645,0.2808219178082192,0.2689430261061663,0.02222222276031971,0.03798449784517288,0.15529100596904755,0.0011207620846107602,0.01106752548366785,0.08605851978063583
whole_count_hce,1,37,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.36141774891774886,0.3206987456987457,0.3424657534246575,0.2685563948721843,0.011627906933426857,0.05271317809820175,0.172751322388649,0.0007004763465374708,0.00840571615844965,0.09337349236011505,0.27808441558441555,0.23736541236541236,0.26712328767123283,0.256879112494265,0.011627906933426857,0.05271317809820175,0.172751322388649,0.0007004763465374708,0.00840571615844965,0.09337349236011505
whole_count_hce,2,11,0.09722222222222222,0.08603896103896104,0.0821917808219178,0.024999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.3499338624338624,0.29536713286713284,0.3082191780821918,0.25065904633726627,0.08475451916456223,0.1338501274585724,0.2904762029647827,0.009946763515472412,0.032642196863889694,0.1718301773071289,0.25271164021164016,0.20932817182817182,0.226027397260274,0.22565904633726627,0.08475451916456223,0.1338501274585724,0.2904762029647827,0.009946763515472412,0.032642196863889694,0.1718301773071289
whole_count_hce,2,23,0.08333333333333333,0.09027777777777778,0.0821917808219178,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.3260582010582011,0.27604895104895105,0.3013698630136986,0.21577614282023924,0.06614986807107925,0.10103359073400497,0.2531746029853821,0.004623143933713436,0.025777528062462807,0.13826735317707062,0.2427248677248678,0.18577117327117326,0.2191780821917808,0.19536797955493312,0.06614986807107925,0.10103359073400497,0.2531746029853821,0.004623143933713436,0.025777528062462807,0.13826735317707062
whole_count_hce,2,37,0.09166666666666667,0.08703102453102453,0.0821917808219178,0.03568661419360682,0.0,0.0,0.0,0.0,0.0,0.0,0.3376382876382877,0.2868242868242868,0.3082191780821918,0.23382542799209463,0.05116279050707817,0.10258398205041885,0.21587301790714264,0.004202858079224825,0.017792098224163055,0.11746987700462341,0.245971620971621,0.19979326229326227,0.226027397260274,0.1981388137984878,0.05116279050707817,0.10258398205041885,0.21587301790714264,0.004202858079224825,0.017792098224163055,0.11746987700462341
whole_count_hce,3,11,0.1786375661375661,0.1988844488844489,0.21232876712328766,0.11527358806770571,0.0010335916886106133,0.001291989698074758,0.0,0.0,0.0,0.0,0.3203042328042328,0.2552655677655678,0.273972602739726,0.19675570375458395,0.08087855577468872,0.10775193572044373,0.2470899522304535,0.00938638299703598,0.02619781531393528,0.141279399394989,0.14166666666666672,0.05638111888111891,0.06164383561643835,0.08148211568687824,0.07984496408607811,0.10645994602236897,0.2470899522304535,0.00938638299703598,0.02619781531393528,0.141279399394989
whole_count_hce,3,23,0.19285714285714284,0.15838328338328336,0.1643835616438356,0.0899143588032477,0.001291989698074758,0.0007751937955617905,0.0,0.0,0.0,0.0,0.31984126984126987,0.2715617715617716,0.2945205479452055,0.20300544358663006,0.1167958676815033,0.13462531566619873,0.27142858505249023,0.011908097192645073,0.03642476722598076,0.16508892178535461,0.12698412698412703,0.11317848817848822,0.13013698630136988,0.11309108478338235,0.11550387798342854,0.13385012187063694,0.27142858505249023,0.011908097192645073,0.03642476722598076,0.16508892178535461
whole_count_hce,3,37,0.1292989417989418,0.11688311688311688,0.1232876712328767,0.061816596557322114,0.0005167958443053067,0.0,0.0,0.0,0.0,0.0,0.3714646464646465,0.2836857586857587,0.3082191780821918,0.22803825406545594,0.09974160045385361,0.2051679641008377,0.28809523582458496,0.010787335224449635,0.04833286628127098,0.19678714871406555,0.2421657046657047,0.16680264180264182,0.18493150684931509,0.16622165750813384,0.0992248046095483,0.2051679641008377,0.28809523582458496,0.010787335224449635,0.04833286628127098,0.19678714871406555
whole_count_contextual_gain,1,11,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.43282227032227033,0.34707653457653453,0.363013698630137,0.3206505377558009,0.1382429003715515,0.055297158658504486,0.15529100596904755,0.005323620047420263,0.004202858079224825,0.04718875512480736,0.349488936988937,0.2637432012432012,0.28767123287671237,0.30897325537788156,0.1382429003715515,0.055297158658504486,0.15529100596904755,0.005323620047420263,0.004202858079224825,0.04718875512480736
whole_count_contextual_gain,1,23,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.4401515151515151,0.38790515040515033,0.3904109589041096,0.366935156014353,0.11214470118284225,0.05710594356060028,0.1616402119398117,0.0037825722247362137,0.0033622863702476025,0.05608147010207176,0.3568181818181818,0.304571817071817,0.31506849315068497,0.3552578736364337,0.11214470118284225,0.05710594356060028,0.1616402119398117,0.0037825722247362137,0.0033622863702476025,0.05608147010207176
whole_count_contextual_gain,1,37,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.4184042809042809,0.34050047175047177,0.3561643835616438,0.29856049701250936,0.1382429003715515,0.07002583891153336,0.14417989552021027,0.004623143933713436,0.004623143933713436,0.036861732602119446,0.3350709475709476,0.25716713841713845,0.2808219178082192,0.28688321463459004,0.1382429003715515,0.07002583891153336,0.14417989552021027,0.004623143933713436,0.004623143933713436,0.036861732602119446
whole_count_contextual_gain,2,11,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.0,0.0,0.0,0.0,0.0,0.0,0.3978956228956228,0.3459242146742146,0.3561643835616438,0.3071223489981875,0.1764857918024063,0.0863049104809761,0.18042327463626862,0.011908097192645073,0.010647240094840527,0.0714285746216774,0.3145622895622895,0.26259088134088127,0.2808219178082192,0.2954450666202682,0.1764857918024063,0.0863049104809761,0.18042327463626862,0.011908097192645073,0.010647240094840527,0.0714285746216774
