stage,l1_mem_shift,native_test_ba_delta_count,native_test_ba_delta_mean,native_test_ba_delta_std,l1_pre_reset_fixed250_ba_delta_count,l1_pre_reset_fixed250_ba_delta_mean,l1_pre_reset_fixed250_ba_delta_std,l1_spike_fixed250_ba_delta_count,l1_spike_fixed250_ba_delta_mean,l1_spike_fixed250_ba_delta_std,l1_quantization_delta_delta_count,l1_quantization_delta_delta_mean,l1_quantization_delta_delta_std,l2_pre_reset_fixed250_ba_delta_count,l2_pre_reset_fixed250_ba_delta_mean,l2_pre_reset_fixed250_ba_delta_std,l2_spike_fixed250_ba_delta_count,l2_spike_fixed250_ba_delta_mean,l2_spike_fixed250_ba_delta_std,l2_spike_whole_ba_delta_count,l2_spike_whole_ba_delta_mean,l2_spike_whole_ba_delta_std,l2_temporal_ordering_gain_delta_count,l2_temporal_ordering_gain_delta_mean,l2_temporal_ordering_gain_delta_std
frozen_replay,2,3,-0.14359436179289117,0.04248196848394241,3,0.02476861373920199,0.02976624231917612,3,0.03410709660709658,0.03390746394380685,3,0.00933848286789459,0.03380082869916849,3,0.011089972119383932,0.02021313797409568,3,0.04832654409860301,0.014284417338396279,3,-0.0015254829593065455,0.019678855676425966,3,0.04985202705790955,0.010074794807240162
frozen_replay,3,3,-0.25245340851958503,0.05271241255432073,3,0.03113287855934921,0.02470036488930645,3,0.05595086422292306,0.017610577480652836,3,0.02481798566357385,0.04117838043658101,3,0.0016810259457319028,0.03796525108365799,3,0.05051942882825233,0.04652719495930415,3,0.023436476377652782,0.02752098954831596,3,0.02708295245059955,0.05279720893190511
frozen_replay,4,3,-0.30483821053673993,0.04001678785709067,3,0.023064639608757338,0.011569100564456813,3,0.03623556454438803,0.026651859293950374,3,0.013170924935630693,0.020379878937884666,3,-0.014674983241159678,0.02595885742361626,3,0.07814366325395743,0.014782383300023568,3,0.007190875573228395,0.007265721343429528,3,0.07095278768072903,0.01568851166524618
