stage,l1_mem_shift,native_test_ba_delta_count,native_test_ba_delta_mean,native_test_ba_delta_std,l1_pre_reset_fixed250_ba_delta_count,l1_pre_reset_fixed250_ba_delta_mean,l1_pre_reset_fixed250_ba_delta_std,l1_spike_fixed250_ba_delta_count,l1_spike_fixed250_ba_delta_mean,l1_spike_fixed250_ba_delta_std,l1_quantization_delta_delta_count,l1_quantization_delta_delta_mean,l1_quantization_delta_delta_std,l2_pre_reset_fixed250_ba_delta_count,l2_pre_reset_fixed250_ba_delta_mean,l2_pre_reset_fixed250_ba_delta_std,l2_spike_fixed250_ba_delta_count,l2_spike_fixed250_ba_delta_mean,l2_spike_fixed250_ba_delta_std,l2_spike_whole_ba_delta_count,l2_spike_whole_ba_delta_mean,l2_spike_whole_ba_delta_std,l2_temporal_ordering_gain_delta_count,l2_temporal_ordering_gain_delta_mean,l2_temporal_ordering_gain_delta_std
e2e_retrain,2,3,0.03604112390877101,0.008298990105459507,3,0.04063575993723064,0.013728638442183458,3,0.04867490896902652,0.025658518250751387,3,0.008039149031795886,0.025188861389477218,3,-0.00426179212943915,0.06788052006925438,3,0.04198813169401405,0.03464279708504503,3,0.05804381484528539,0.014760940797493616,3,-0.016055683151271333,0.020412116501287964
e2e_retrain,3,3,0.024599358974359015,0.028562107637479753,3,0.04748574546368678,0.022601196784043005,3,0.04652149321266963,0.012141547215737312,3,-0.0009642522510171503,0.013383573466887675,3,-0.0032290285966756946,0.07485767016538031,3,0.05343860932096226,0.011919357681703834,3,0.038524479333302684,0.013992452646740297,3,0.014914129987659583,0.02487161973458134
e2e_retrain,4,3,-0.0013258527964410034,0.022503509463438667,3,0.02676239201974499,0.02215097223879007,3,0.036617637536755177,0.018297841500110552,3,0.009855245517010188,0.013173162659892147,3,0.005180957386839695,0.04257956392657048,3,0.02731376738729685,0.04134322889815096,3,0.026098846687081918,0.00907524442252015,3,0.0012149207002149314,0.035183957093936756
frozen_replay,2,3,-0.14359436179289117,0.04248196848394241,3,0.02476861373920199,0.02976624231917612,3,0.03410709660709658,0.03390746394380685,3,0.00933848286789459,0.03380082869916849,3,0.011089972119383932,0.02021313797409568,3,0.04832654409860301,0.014284417338396279,3,-0.0015254829593065455,0.019678855676425966,3,0.04985202705790955,0.010074794807240162
frozen_replay,3,3,-0.25245340851958503,0.05271241255432073,3,0.03113287855934921,0.02470036488930645,3,0.05595086422292306,0.017610577480652836,3,0.02481798566357385,0.04117838043658101,3,0.0016810259457319028,0.03796525108365799,3,0.05051942882825233,0.04652719495930415,3,0.023436476377652782,0.02752098954831596,3,0.02708295245059955,0.05279720893190511
frozen_replay,4,3,-0.30483821053673993,0.04001678785709067,3,0.023064639608757338,0.011569100564456813,3,0.03623556454438803,0.026651859293950374,3,0.013170924935630693,0.020379878937884666,3,-0.014674983241159678,0.02595885742361626,3,0.07814366325395743,0.014782383300023568,3,0.007190875573228395,0.007265721343429528,3,0.07095278768072903,0.01568851166524618
