seed,train_shift1_native_test_ba,replay_shift1_native_test_ba,absolute_delta
11,0.5275252525252524,0.5275252525252524,0.0
23,0.5083871806298277,0.5083871806298277,0.0
37,0.5267899584076056,0.5267899584076056,0.0
