stage,l1_mem_shift,l1_beta,l1_tau_mem_ms,l2_mem_shift,seed,native_train_ba,native_val_ba,native_test_ba,lif_test_ba,l1_pre_reset_fixed250_ba,l1_spike_fixed250_ba,l1_quantization_delta,l2_pre_reset_fixed250_ba,l2_spike_fixed250_ba,l2_quantization_delta,l2_spike_whole_ba,l2_temporal_ordering_gain,best_epoch,stopped_epoch
frozen_replay,1,0.4999675576146916,22.54,1,11,0.9056435753913753,0.5350628538128538,0.5275252525252524,0.4670306001188354,0.7076578854152383,0.6108234494263907,-0.09683443598884767,0.58520184880479,0.5800299373828787,-0.005171911421911313,0.5391061348781937,0.04092380250468497,96,
frozen_replay,1,0.4999675576146916,22.54,1,23,0.8700925821595695,0.5535804473304473,0.5083871806298277,0.42969214200831846,0.700447918094977,0.6369521001873943,-0.06349581790758263,0.6391592680195621,0.6019125074272133,-0.03724676059234888,0.5356040609717082,0.06630844645550504,81,
frozen_replay,1,0.4999675576146916,22.54,1,37,0.8916760782892573,0.5684003496503496,0.5267899584076056,0.4424168152109329,0.6954388340417751,0.6607797431326843,-0.034659090909090806,0.6378143710864298,0.5940360905434434,-0.04377828054298638,0.5436590166369579,0.05037707390648549,92,
frozen_replay,2,0.75,54.31342963722199,1,11,0.6279076034686276,0.42954510767010773,0.40423051213492395,0.3555012797659856,0.7534223741944329,0.6833127656657069,-0.07010960852872605,0.609981317701906,0.635002313862608,0.02502099616070197,0.5353479649435532,0.09965434891905478,96,
frozen_replay,2,0.75,54.31342963722199,1,23,0.6074551333110009,0.41103618603618597,0.39331679350061705,0.3524089880707528,0.6911514751588282,0.658562862790804,-0.03258861236802424,0.6270331996434937,0.6338425259381143,0.00680932629462061,0.5156112882215824,0.11823123771653188,81,
frozen_replay,2,0.75,54.31342963722199,1,37,0.5847716430286725,0.4569212037962038,0.33437200054847116,0.2537410302116185,0.7332766294163352,0.6690009541112482,-0.06427567530508704,0.658430886923534,0.6521133278486221,-0.006317559074911938,0.5628335104438046,0.0892798174048175,92,
frozen_replay,3,0.875,117.0136826471659,1,11,0.44127932769631734,0.3542950105450105,0.2961611305361305,0.2672599867452809,0.7121660610631199,0.6803875862699392,-0.03177847479318063,0.6298486848119201,0.6057398075780429,-0.024108877233877224,0.5336228518213812,0.07211695575666166,96,
frozen_replay,3,0.875,117.0136826471659,1,23,0.40303176447583167,0.27202727827727824,0.29483637277754926,0.25694958636135107,0.7360358391608393,0.6991784359431419,-0.03685740321769737,0.611819838658074,0.6235675476484299,0.011747708990355932,0.584908331048037,0.038659216600392954,81,
frozen_replay,3,0.875,117.0136826471659,1,37,0.40061990883876764,0.2925248362748363,0.2143446626902509,0.2324442102015631,0.7487413730060789,0.6968418632021574,-0.05189950980392155,0.6255500422779835,0.6982294666118195,0.072679424333836,0.5701474587504,0.12808200786141954,92,
frozen_replay,4,0.9375,242.10347130039656,1,11,0.36987485035954704,0.3326069763569764,0.23540538301567715,0.2503922139951552,0.7422059966177614,0.6767551076374606,-0.06545088898030083,0.6004950523332876,0.6717038884318297,0.07120883609854212,0.5419970348279172,0.12970685360391254,96,
frozen_replay,4,0.9375,242.10347130039656,1,23,0.2985851436559886,0.22697614885114883,0.23566090771973125,0.21306603935280402,0.7236819552996024,0.651344754102107,-0.07233720119749543,0.6100415923945336,0.6823030931486814,0.07226150075414783,0.5511837835367247,0.13111930961195672,81,
frozen_replay,4,0.9375,242.10347130039656,1,37,0.3139756594340919,0.20875860250860248,0.17712146921705743,0.21561728712464004,0.7068506044608985,0.6891621246400658,-0.01768847982083277,0.6076138934594817,0.6564025435348965,0.048788650075414774,0.5467610208419031,0.10964152269299332,92,
