family,architecture,objective,variant,hidden_cap,output_cap,seed,primary_readout,best_epoch,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1,native_test_ba,test_last_hidden_events_per_neuron_second,regularization,test_mean_dead_neuron_fraction,test_mean_active_step_fraction,test_mean_fraction_at_cap,test_last_hidden_dead_neuron_fraction,test_last_hidden_active_step_fraction,test_last_hidden_fraction_at_cap
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,11,output_whole_count,99,0.4937809655402339,0.21005291005291,0.2335678210678211,0.2397260273972602,0.2009165571054836,0.2335678210678211,5.432571239231279,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,23,output_whole_count,100,0.4789709719307955,0.2223544973544974,0.2314713064713065,0.2397260273972602,0.2290855595314798,0.2314713064713065,4.828528827037774,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,37,output_whole_count,93,0.4782574451589986,0.1888888888888888,0.2239607614607614,0.2328767123287671,0.2212189366375932,0.2239607614607614,5.190772034459907,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,53,output_whole_count,79,0.4016667164561305,0.1648148148148148,0.1978785103785103,0.2054794520547945,0.1603434189767861,0.1978785103785103,3.531022200132538,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,binary,1,1.0,71,output_whole_count,100,0.5151540270321895,0.2064814814814815,0.2067370129870129,0.2123287671232876,0.1569475260434049,0.2067370129870129,4.86174618952949,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,multi_h,31,1.0,11,output_whole_count,87,0.3323723719450689,0.1792989417989418,0.1896714396714397,0.1986301369863013,0.1598338409437849,0.1896714396714397,19.34638005301524,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,multi_h,31,1.0,23,output_whole_count,78,0.3510970354405441,0.2042989417989417,0.2253496503496503,0.2328767123287671,0.2151862365362971,0.2253496503496503,18.323765738899933,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,multi_h,31,1.0,37,output_whole_count,99,0.4060393736100388,0.1805555555555555,0.2071969696969696,0.2191780821917808,0.1691395243550979,0.2071969696969696,22.01685719019218,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,multi_h,31,1.0,53,output_whole_count,53,0.284206044012509,0.162037037037037,0.1634199134199134,0.1712328767123287,0.1301441514479148,0.1634199134199134,9.589131875414182,off,,,,,,
direct_snn,short_mid_long,whole_count_ce,multi_h,31,1.0,71,output_whole_count,79,0.4147088876135306,0.1856481481481481,0.157059607059607,0.1643835616438356,0.1184455976122642,0.157059607059607,26.11178760768721,off,,,,,,
direct_snn,short_mid_long,timestep_ce,binary,1,1.0,11,output_whole_count,92,0.2812271937480039,0.1388888888888889,0.1098484848484848,0.1095890410958904,0.0641178266178266,0.1098484848484848,1.5637839628893306,off,,,,,,
direct_snn,short_mid_long,timestep_ce,binary,1,1.0,23,output_whole_count,68,0.2676054364254974,0.1666666666666666,0.1327922077922078,0.136986301369863,0.105014022643333,0.1327922077922078,2.4341865473823723,off,,,,,,
direct_snn,short_mid_long,timestep_ce,binary,1,1.0,37,output_whole_count,98,0.3161350596944859,0.1700396825396825,0.1525974025974026,0.1643835616438356,0.1032773186165516,0.1525974025974026,2.611994698475812,off,,,,,,
