family,architecture,objective,variant,regularization,primary_readout,test_ba_mean,test_ba_std,test_ba_count,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,native_test_ba_mean,native_test_ba_std,native_test_ba_count,test_last_hidden_events_per_neuron_second_mean,test_last_hidden_events_per_neuron_second_std,test_last_hidden_events_per_neuron_second_count
direct_snn,mid_long,timestep_ce,binary,off,output_whole_count,0.304034299034299,0.044997094508910235,5,0.3191780821917808,0.04809175255216975,5,0.24047667463581818,0.04524224384826945,5,0.304034299034299,0.044997094508910235,5,8.332745195493704,1.777455889101763,5
direct_snn,mid_long,timestep_ce,binary,on,output_whole_count,0.0851082251082251,0.026078051969287246,5,0.07945205479452054,0.029300341967407443,5,0.02690257931241884,0.030049320517516406,5,0.0851082251082251,0.026078051969287246,5,1.856742876076872,1.542901700753235,5
direct_snn,mid_long,timestep_ce,multi_h,off,output_whole_count,0.2386770174270174,0.058815638419067805,5,0.24794520547945204,0.06647718114274483,5,0.17868867505233227,0.06440818917632837,5,0.2386770174270174,0.058815638419067805,5,21.273194168323393,8.250360767974401,5
direct_snn,mid_long,timestep_ce,multi_h,on,output_whole_count,0.07651515151515151,0.01127049023227908,5,0.07123287671232877,0.012442398715469144,5,0.020086085596354192,0.01216264348961693,5,0.07651515151515151,0.01127049023227908,5,3.3620444002650762,2.005788019542268,5
direct_snn,mid_long,whole_count_ce,binary,off,output_whole_count,0.4007899045399045,0.0306368736022209,5,0.41369863013698627,0.03445144202728572,5,0.38111260300777505,0.03067497778057107,5,0.4007899045399045,0.0306368736022209,5,11.645352882703778,0.866013032118293,5
direct_snn,mid_long,whole_count_ce,binary,on,output_whole_count,0.08984848484848484,0.027732607433111546,5,0.08904109589041095,0.03024575639153372,5,0.051047272737553925,0.015460885107384742,5,0.08984848484848484,0.027732607433111546,5,1.8452037773359842,1.297388472485695,5
direct_snn,mid_long,whole_count_ce,multi_h,off,output_whole_count,0.41376248751248745,0.011693478772687045,5,0.4246575342465754,0.013698630136986294,5,0.39336744795535605,0.020866650535008087,5,0.41376248751248745,0.011693478772687045,5,35.10123426110006,6.136572756054524,5
direct_snn,mid_long,whole_count_ce,multi_h,on,output_whole_count,0.08333694083694085,0.022921528330426003,5,0.08356164383561644,0.02077500121657959,5,0.05286407243166874,0.01253028542363684,5,0.08333694083694085,0.022921528330426003,5,2.746727965540093,1.4939973295862894,5
direct_snn,short_mid,timestep_ce,binary,off,output_whole_count,0.28146353646353645,0.0251649721244545,5,0.3,0.025351719894961284,5,0.22171685672284674,0.031169667317996193,5,0.28146353646353645,0.0251649721244545,5,3.6394797879390324,0.9188306844144388,5
direct_snn,short_mid,timestep_ce,binary,on,output_whole_count,0.08333333333333333,0.0,5,0.07534246575342465,0.0,5,0.0117383400635555,0.0001365291356313097,5,0.08333333333333333,0.0,5,0.040747183565275014,0.017770836930087373,5
direct_snn,short_mid,timestep_ce,multi_h,off,output_whole_count,0.29216880341880336,0.027146058580313895,5,0.3095890410958904,0.031536614885537904,5,0.23596006754944962,0.017160761925657766,5,0.29216880341880336,0.027146058580313895,5,10.080790258449303,2.3964122659963576,5
direct_snn,short_mid,timestep_ce,multi_h,on,output_whole_count,0.08333333333333333,0.0,5,0.07534246575342465,0.0,5,0.0117383400635555,0.0001365291356313097,5,0.08333333333333333,0.0,5,0.04095427435387674,0.017896200757748792,5
direct_snn,short_mid,whole_count_ce,binary,off,output_whole_count,0.4572102897102896,0.02698467670942381,5,0.4726027397260274,0.03175896745032776,5,0.4358815874975087,0.040385863215967883,5,0.4572102897102896,0.02698467670942381,5,9.917577866136515,0.8742927475240453,5
direct_snn,short_mid,whole_count_ce,binary,on,output_whole_count,0.08333333333333333,0.0,5,0.07534246575342465,0.0,5,0.011753310938398986,0.00013219539674057794,5,0.08333333333333333,0.0,5,0.04076375082836316,0.017801652354680297,5
direct_snn,short_mid,whole_count_ce,multi_h,off,output_whole_count,0.4345732045732046,0.024066565755432097,5,0.4506849315068493,0.028816005435565232,5,0.41372690078006535,0.021039261286451012,5,0.4345732045732046,0.024066565755432097,5,37.278851888667994,5.736842139830583,5
direct_snn,short_mid,whole_count_ce,multi_h,on,output_whole_count,0.08333333333333333,0.0,5,0.07534246575342465,0.0,5,0.0117383400635555,0.0001365291356313097,5,0.08333333333333333,0.0,5,0.04097912524850895,0.01794000620052608,5
direct_snn,short_mid_long,timestep_ce,binary,off,output_whole_count,0.13210456210456206,0.015681832788252182,5,0.13698630136986298,0.0199690133385113,5,0.0929414637912318,0.016806935103807662,5,0.13210456210456206,0.015681832788252182,5,2.007074221338635,0.48007749933679783,5
direct_snn,short_mid_long,timestep_ce,binary,on,output_whole_count,0.08419913419913419,0.001935989590908913,5,0.07671232876712328,0.003063106818492864,5,0.015651620338885043,0.00846113564397324,5,0.08419913419913419,0.001935989590908913,5,0.25402584493041747,0.3325556174059875,5
direct_snn,short_mid_long,timestep_ce,multi_h,off,output_whole_count,0.13601731601731598,0.013544016655857815,5,0.1397260273972602,0.0164953350394415,5,0.09284954648433044,0.015122899246498648,5,0.13601731601731598,0.013544016655857815,5,7.878214049039099,3.236122762923654,5
direct_snn,short_mid_long,timestep_ce,multi_h,on,output_whole_count,0.08419913419913419,0.002929084113143801,5,0.07671232876712328,0.003063106818492864,5,0.015880175594228673,0.005360012481685266,5,0.08419913419913419,0.002929084113143801,5,0.6595924453280319,0.7585515695052306,5
direct_snn,short_mid_long,whole_count_ce,binary,off,output_whole_count,0.21872308247308245,0.01572004141028019,5,0.22602739726027393,0.01606306767062818,5,0.19370239965894953,0.03363374125849328,5,0.21872308247308245,0.01572004141028019,5,4.768928098078197,0.735349063816526,5
direct_snn,short_mid_long,whole_count_ce,binary,on,output_whole_count,0.08419913419913419,0.001935989590908913,5,0.07671232876712328,0.003063106818492864,5,0.015732583655142473,0.008419082232309756,5,0.08419913419913419,0.001935989590908913,5,0.2813369781312127,0.3456000989992994,5
direct_snn,short_mid_long,whole_count_ce,multi_h,off,output_whole_count,0.188539516039516,0.028837245539270744,5,0.1972602739726027,0.029618833301972153,5,0.1585498701790718,0.0378705191586698,5,0.188539516039516,0.028837245539270744,5,19.077584493041748,6.098986889033757,5
direct_snn,short_mid_long,whole_count_ce,multi_h,on,output_whole_count,0.08268398268398268,0.005430161776754155,5,0.07534246575342465,0.004843197131414709,5,0.01562949456495059,0.005142908041028963,5,0.08268398268398268,0.005430161776754155,5,0.6561795891318754,0.7619100044696606,5
snn_fixed250_linear,local_234x2,timestep_ce,binary,not_applicable,l2_fixed250_ordered_linear,0.5954369241869242,0.03205844044596807,5,0.6109589041095891,0.03472271741270295,5,0.5910230949477635,0.03942696065511801,5,0.4981725219225218,0.03129524216219401,5,16.34900596421471,1.0487246140670816,5
snn_fixed250_linear,local_234x2,timestep_ce,multi_h,not_applicable,l2_fixed250_ordered_linear,0.6009740259740259,0.014364008097057668,5,0.6178082191780823,0.01561884143971421,5,0.6047355850148824,0.016878208425171997,5,0.49638347763347757,0.02318837492369578,5,61.28023525513585,5.162454971818301,5
