family,condition,architecture,objective,variant,hidden_cap,output_cap,seed,epochs,primary_readout,best_epoch,train_ba,val_ba,test_ba,test_accuracy,test_macro_f1,native_test_ba,test_last_hidden_events_per_neuron_second,test_mean_dead_neuron_fraction,test_last_hidden_dead_neuron_fraction,test_mean_active_step_fraction,test_last_hidden_active_step_fraction,test_mean_abs_pre_reset_membrane,test_last_hidden_mean_abs_pre_reset_membrane
direct_snn,no_reg,short_mid,whole_count_ce,binary,1,1,11,30,output_whole_count,30,0.29427788304753716,0.20119047619047623,0.18786352536352535,0.19863013698630136,0.15101257819281075,0.18786352536352535,2.6433482438701126,0.19921875,0.0546875,0.0223981631047051,0.04130231631047051,0.13574782675508634,0.14827213704467532
direct_snn,no_reg,short_mid,whole_count_ce,binary,1,1,23,30,output_whole_count,29,0.3425131086542019,0.22414021164021167,0.1966297591297591,0.21232876712328766,0.15561128757723183,0.1966297591297591,3.7436630218687874,0.2109375,0.0625,0.031427321487740224,0.0584947347166998,0.15297679414490029,0.1868634644211958
direct_snn,no_reg,short_mid,whole_count_ce,binary,1,1,37,30,output_whole_count,28,0.31746662724650143,0.19265873015873014,0.21576756576756576,0.2328767123287671,0.15943105562008,0.21576756576756576,4.20551689860835,0.2734375,0.109375,0.03487085300695825,0.06571120154075547,0.16366037680977935,0.20627839838613177
direct_snn,no_reg,short_mid,whole_count_ce,binary,1,1,53,30,output_whole_count,29,0.3646269129056772,0.19298941798941796,0.2779900654900655,0.2945205479452055,0.24114210793210208,0.2779900654900655,4.015159045725646,0.234375,0.046875,0.03387778795974155,0.06273686008946322,0.17297269620193878,0.21718273453557627
direct_snn,no_reg,short_mid,whole_count_ce,binary,1,1,71,30,output_whole_count,27,0.3326185391508643,0.2148809523809524,0.2545954045954046,0.273972602739726,0.21314889124322664,0.2545954045954046,4.031146454605699,0.265625,0.140625,0.03385740246023857,0.06298666335321405,0.17339232238102148,0.22838022726272572
direct_snn,no_reg,short_mid,timestep_ce,binary,1,1,11,30,output_whole_count,30,0.1778466398788726,0.09722222222222221,0.11742424242424242,0.11643835616438356,0.06658644009390279,0.11742424242424242,0.5719847581179589,0.2421875,0.1171875,0.005036512694665341,0.008937261845593108,0.07891959974985394,0.051550853323509865
direct_snn,no_reg,short_mid,timestep_ce,binary,1,1,23,30,output_whole_count,29,0.1689298881004856,0.1111111111111111,0.11222943722943723,0.1095890410958904,0.07053352076252839,0.11222943722943723,0.7730284956925116,0.3125,0.1875,0.006791607128064944,0.012078570245195494,0.08982731791977222,0.07573314247106068
direct_snn,no_reg,short_mid,timestep_ce,binary,1,1,37,30,output_whole_count,30,0.2111896378720278,0.15277777777777776,0.13203463203463203,0.136986301369863,0.08213039485766759,0.13203463203463203,0.9035371106693174,0.31640625,0.125,0.007660417702120609,0.014117767354208085,0.09164136225534164,0.07504792842270919
direct_snn,no_reg,short_mid,timestep_ce,binary,1,1,53,30,output_whole_count,29,0.1770302280994105,0.1111111111111111,0.10822510822510822,0.1095890410958904,0.06624577005900943,0.10822510822510822,0.4256129887342611,0.32421875,0.1640625,0.003868714794565938,0.00665020294897283,0.07919141983970102,0.05353157515554258
direct_snn,no_reg,short_mid,timestep_ce,binary,1,1,71,30,output_whole_count,27,0.21818047940296367,0.16898148148148148,0.19123376623376623,0.19863013698630136,0.12162162639798729,0.19123376623376623,1.1541169648774023,0.34375,0.2890625,0.009961066931742877,0.01803307757620941,0.11042837562586315,0.11596824919016177
direct_snn,no_reg,mid_long,whole_count_ce,binary,1,1,11,30,output_whole_count,27,0.6322825509234652,0.3000721500721501,0.34994727494727496,0.3698630136986301,0.3257499184328453,0.34994727494727496,10.883614976805832,0.109375,0.015625,0.09502101971504308,0.17005648401259113,0.5076330493348098,0.8504891367129256
direct_snn,no_reg,mid_long,whole_count_ce,binary,1,1,23,30,output_whole_count,30,0.690200458565425,0.301461038961039,0.3549075924075924,0.3767123287671233,0.3284704642390737,0.3549075924075924,10.92192677269715,0.17578125,0.03125,0.09722006502650762,0.17065510582339297,0.6336275749130704,1.1037347488959472
direct_snn,no_reg,mid_long,whole_count_ce,binary,1,1,37,30,output_whole_count,27,0.563782434021289,0.2523809523809523,0.25169830169830165,0.2602739726027397,0.21575738922157328,0.25169830169830165,8.959700132538105,0.1953125,0.0390625,0.07669186702700465,0.13999531457090789,0.42334920859163055,0.6893834138722353
direct_snn,no_reg,mid_long,whole_count_ce,binary,1,1,53,30,output_whole_count,30,0.6181116202344109,0.3375721500721501,0.3340041902541903,0.3493150684931507,0.31159193427076,0.3340041902541903,9.131668323392976,0.1640625,0.03125,0.07946688359426773,0.14268231755301525,0.4054056424190857,0.6381871430110742
direct_snn,no_reg,mid_long,whole_count_ce,binary,1,1,71,30,output_whole_count,30,0.7065259919871733,0.32282347282347285,0.4162032412032411,0.4178082191780822,0.3997293141738707,0.4162032412032411,9.08304340622929,0.14453125,0.0,0.07920154852137176,0.14192255322233266,0.43894909074402866,0.7013356516580853
direct_snn,no_reg,mid_long,timestep_ce,binary,1,1,11,30,output_whole_count,29,0.28520974439606517,0.22281746031746033,0.17136335886335885,0.1780821917808219,0.12939842834454351,0.17136335886335885,7.41343605036448,0.16796875,0.0390625,0.06355778091865474,0.115834938286945,0.37011271490017417,0.5754371172865153
direct_snn,no_reg,mid_long,timestep_ce,binary,1,1,23,30,output_whole_count,27,0.32178763729864357,0.19523809523809524,0.2262834387834388,0.2465753424657534,0.1863068382313907,0.2262834387834388,11.169938701126574,0.28125,0.1484375,0.098250018120444,0.17453029220510272,0.7486357944860136,1.3255301665754173
direct_snn,no_reg,mid_long,timestep_ce,binary,1,1,37,30,output_whole_count,29,0.28544120084468766,0.19960317460317464,0.1853896103896104,0.19863013698630136,0.12572505765663286,0.1853896103896104,7.567842942345925,0.1953125,0.0390625,0.0644693039678595,0.11824754597415507,0.3634695908816308,0.5660559955695514
direct_snn,no_reg,mid_long,timestep_ce,binary,1,1,53,30,output_whole_count,27,0.24338734567901235,0.18015873015873016,0.1962121212121212,0.2054794520547945,0.13749618437118435,0.1962121212121212,5.219350563286945,0.20703125,0.0,0.04441191393306825,0.08155235255135851,0.26171243577859826,0.36926657573682253
direct_snn,no_reg,mid_long,timestep_ce,binary,1,1,71,30,output_whole_count,26,0.27969851149350783,0.2027116402116402,0.18297258297258298,0.19863013698630136,0.12677379240846734,0.18297258297258298,5.885934393638171,0.17578125,0.046875,0.05085276103793903,0.09196772490059642,0.3277932629038594,0.49488604060856217
direct_snn,original_reg,short_mid_long,whole_count_ce,binary,1,1,11,30,output_whole_count,1,0.07677771049506309,0.09027777777777778,0.08333333333333333,0.07534246575342465,0.012387387387387387,0.08333333333333333,0.40680914512922467,0.40625,0.109375,0.00252478186436934,0.0063563928926441355,0.04708953370630859,0.02920614890976407
direct_snn,original_reg,short_mid_long,whole_count_ce,binary,1,1,23,30,output_whole_count,1,0.06874587880091025,0.09027777777777778,0.08766233766233766,0.0821917808219178,0.030784708249496983,0.08766233766233766,0.832090788601723,0.3984375,0.0703125,0.005272186326485531,0.013001418571901922,0.06197418625686035,0.06386374795255162
direct_snn,original_reg,short_mid_long,whole_count_ce,binary,1,1,37,30,output_whole_count,17,0.08333333333333333,0.09027777777777778,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,4.14181577203446e-05,0.8984375,0.9921875,2.718066600397614e-05,6.471587143803844e-07,0.02619559281125668,0.0002649969182478979
direct_snn,original_reg,short_mid_long,whole_count_ce,binary,1,1,53,30,output_whole_count,2,0.09060544670214482,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011752136752136752,0.08333333333333333,0.05591451292246521,0.5755208333333334,0.3125,0.0003928253396288933,0.0008736642644135189,0.03429680774846244,0.005684214289256324
direct_snn,original_reg,short_mid_long,whole_count_ce,binary,1,1,71,30,output_whole_count,3,0.07959520286101862,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.012061403508771931,0.08333333333333333,0.11187044400265077,0.5703125,0.3203125,0.0007817677269715043,0.0017479756875414182,0.03874266661106157,0.009521114660304773
direct_snn,original_reg,short_mid_long,timestep_ce,binary,1,1,11,30,output_whole_count,5,0.08541666666666665,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.03230616302186879,0.5963541666666666,0.421875,0.0002562748508946322,0.0005047837972166998,0.03118344482428616,0.0023623372325050347
direct_snn,original_reg,short_mid_long,timestep_ce,binary,1,1,23,30,output_whole_count,1,0.06874587880091025,0.09027777777777778,0.08766233766233766,0.0821917808219178,0.030784708249496983,0.08766233766233766,0.8316351888667992,0.3984375,0.0703125,0.00526959769162801,0.012994299826043738,0.061969971509334774,0.06385088243414978
direct_snn,original_reg,short_mid_long,timestep_ce,binary,1,1,37,30,output_whole_count,3,0.07797364672364672,0.09027777777777778,0.08333333333333333,0.07534246575342465,0.011982570806100218,0.08333333333333333,0.2379473161033797,0.5130208333333334,0.234375,0.0014356137480671528,0.003717926814115308,0.03969726741959092,0.014513832417602488
direct_snn,original_reg,short_mid_long,timestep_ce,binary,1,1,53,30,output_whole_count,2,0.08900288259958071,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011752136752136752,0.08333333333333333,0.05595593108018555,0.5755208333333334,0.3125,0.0003928253396288933,0.0008743114231278993,0.034283083181573984,0.005666181060002291
direct_snn,original_reg,short_mid_long,timestep_ce,binary,1,1,71,30,output_whole_count,3,0.08149509803921569,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.012061403508771931,0.08333333333333333,0.1122846255798542,0.5703125,0.3203125,0.0007843563618290259,0.001754447274685222,0.03876338473529196,0.009584905297018345
direct_snn,original_reg,short_mid,whole_count_ce,binary,1,1,11,30,output_whole_count,1,0.08653846153846155,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.04990888005301524,0.609375,0.59375,0.0005601158672962226,0.0007798262508283631,0.053511583386390234,0.018735337999974597
direct_snn,original_reg,short_mid,whole_count_ce,binary,1,1,23,30,output_whole_count,2,0.08159722222222222,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011982570806100218,0.08333333333333333,0.05231113320079523,0.6171875,0.5625,0.0005860022158714381,0.0008173614562624255,0.050899107915190686,0.018071075675501737
direct_snn,original_reg,short_mid,whole_count_ce,binary,1,1,37,30,output_whole_count,1,0.08490566037735849,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011752136752136752,0.08333333333333333,0.04990888005301524,0.62109375,0.625,0.000562380922796554,0.0007798262508283631,0.05728674695300614,0.023058315592147088
direct_snn,original_reg,short_mid,whole_count_ce,binary,1,1,53,30,output_whole_count,1,0.0852528825995807,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.009691848906560637,0.67578125,0.703125,0.00018055728131212724,0.00015143513916500995,0.0509410502353277,0.01257848531264513
direct_snn,original_reg,short_mid,whole_count_ce,binary,1,1,71,30,output_whole_count,1,0.08698899371069181,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.041998011928429425,0.6171875,0.6171875,0.0005620573434393639,0.0006562189363817098,0.058442854541591496,0.027837609754958005
direct_snn,original_reg,short_mid,timestep_ce,binary,1,1,11,30,output_whole_count,1,0.08653846153846155,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.04990888005301524,0.609375,0.59375,0.0005601158672962226,0.0007798262508283631,0.0535116505255519,0.018735276993099945
direct_snn,original_reg,short_mid,timestep_ce,binary,1,1,23,30,output_whole_count,2,0.08159722222222222,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011982570806100218,0.08333333333333333,0.052269715043074885,0.6171875,0.5625,0.0005860022158714381,0.0008167142975480451,0.0509078345447285,0.018089105310307347
direct_snn,original_reg,short_mid,timestep_ce,binary,1,1,37,30,output_whole_count,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.049867461895294896,0.62109375,0.625,0.0005620573434393638,0.0007791790921139827,0.0572869313956097,0.023058750204411147
direct_snn,original_reg,short_mid,timestep_ce,binary,1,1,53,30,output_whole_count,1,0.08698899371069181,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.00973326706428098,0.67578125,0.703125,0.0001808808606693174,0.00015208229787939031,0.050942090591150374,0.012580152702220945
direct_snn,original_reg,short_mid,timestep_ce,binary,1,1,71,30,output_whole_count,1,0.08698899371069181,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.04195659377070908,0.6171875,0.6171875,0.0005617337640821736,0.0006555717776673294,0.0584428024023396,0.027837157249450684
direct_snn,original_reg,mid_long,whole_count_ce,binary,1,1,11,30,output_whole_count,15,0.11279736467236466,0.126984126984127,0.13365800865800867,0.136986301369863,0.06061159844054581,0.13365800865800867,0.7894300861497681,0.26171875,0.1484375,0.007075062644963552,0.012334845096090126,0.08944877612819888,0.07567060365038569
direct_snn,original_reg,mid_long,whole_count_ce,binary,1,1,23,30,output_whole_count,13,0.14580075570248527,0.16865079365079363,0.08787878787878788,0.08904109589041095,0.06277930823385369,0.08787878787878788,1.4631378396288932,0.19140625,0.046875,0.012924083105533465,0.022861528744201456,0.10889077834375177,0.11283602882016171
direct_snn,original_reg,mid_long,whole_count_ce,binary,1,1,37,30,output_whole_count,3,0.10711202494221361,0.12896825396825395,0.07997835497835497,0.07534246575342465,0.04228046594982079,0.07997835497835497,4.107935719019218,0.2109375,0.0078125,0.0354827415714049,0.06418649560967528,0.20045605110284742,0.2682285890269548
direct_snn,original_reg,mid_long,whole_count_ce,binary,1,1,53,30,output_whole_count,4,0.06413115492124927,0.10416666666666667,0.09036796536796537,0.08904109589041095,0.06168940420908925,0.09036796536796537,1.5103959575878065,0.2109375,0.015625,0.01309946311713055,0.023599936837309477,0.11782319819081928,0.11875243088992089
direct_snn,original_reg,mid_long,whole_count_ce,binary,1,1,71,30,output_whole_count,4,0.09318046820405311,0.1125,0.05735930735930735,0.0547945205479452,0.027875586854460094,0.05735930735930735,1.3551192842942346,0.203125,0.0546875,0.011952050716534128,0.021173738817097415,0.1198828389425006,0.1188958903035239
direct_snn,original_reg,mid_long,timestep_ce,binary,1,1,11,30,output_whole_count,3,0.08018639141623014,0.09166666666666667,0.06060606060606061,0.0547945205479452,0.009456264775413711,0.06060606060606061,3.921305500331345,0.1640625,0.0078125,0.033994600107687206,0.06127039844267727,0.1827190473744852,0.2332324564575438
direct_snn,original_reg,mid_long,timestep_ce,binary,1,1,23,30,output_whole_count,30,0.09945987654320987,0.11805555555555554,0.12337662337662338,0.1232876712328767,0.07466017808089419,0.12337662337662338,0.5410868124585818,0.30859375,0.1640625,0.004847865929423459,0.00845448144466534,0.07494256731846066,0.055231190422973225
direct_snn,original_reg,mid_long,timestep_ce,binary,1,1,37,30,output_whole_count,6,0.09217721380064148,0.11527777777777777,0.07575757575757576,0.0684931506849315,0.011111111111111112,0.07575757575757576,2.502526507620941,0.1953125,0.0390625,0.021615101060304835,0.0391019766815772,0.13614690343301925,0.1572886891045896
direct_snn,original_reg,mid_long,timestep_ce,binary,1,1,53,30,output_whole_count,3,0.06976439731942878,0.09027777777777778,0.07651515151515152,0.0684931506849315,0.022394272394272396,0.07651515151515152,2.1990970841616964,0.21484375,0.015625,0.018870177373260435,0.034360891940026506,0.137538885264463,0.15167448297883596
direct_snn,original_reg,mid_long,timestep_ce,binary,1,1,71,30,output_whole_count,17,0.08666666666666667,0.09722222222222222,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.1486911862160371,0.37890625,0.3046875,0.001476816186216037,0.00232329978462558,0.06651070506624862,0.03834053299299054
direct_snn,temporal_norm,short_mid_long,whole_count_ce,binary,1,1,11,30,output_whole_count,1,0.08388242579997111,0.09027777777777778,0.0817099567099567,0.07534246575342465,0.022372372372372374,0.0817099567099567,0.45680086149768057,0.40625,0.0859375,0.0028162190054119725,0.007137513460901259,0.048344413913425976,0.03173798295028009
direct_snn,temporal_norm,short_mid_long,whole_count_ce,binary,1,1,23,30,output_whole_count,1,0.09170950118207795,0.09722222222222222,0.07846320346320346,0.07534246575342465,0.03781893192059432,0.07846320346320346,0.9808648111332008,0.3776041666666667,0.0703125,0.006211429340622929,0.015326012673956262,0.06816020142513314,0.07891997025453784
direct_snn,temporal_norm,short_mid_long,whole_count_ce,binary,1,1,37,30,output_whole_count,3,0.09980891298894444,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.012304250559284116,0.08333333333333333,0.2579108681245858,0.5078125,0.2109375,0.0015313932377954496,0.004029857314446653,0.04148986018570364,0.015784206652657097
direct_snn,temporal_norm,short_mid_long,whole_count_ce,binary,1,1,53,30,output_whole_count,30,0.15098044090506169,0.09027777777777778,0.08928571428571429,0.0821917808219178,0.022026143790849672,0.08928571428571429,0.294110337972167,0.546875,0.203125,0.0016524119173845816,0.00459547403081511,0.03489495927901202,0.01601908426556546
direct_snn,temporal_norm,short_mid_long,whole_count_ce,binary,1,1,71,30,output_whole_count,27,0.15235739175528298,0.09722222222222222,0.09361471861471861,0.08904109589041095,0.032248858447488586,0.09361471861471861,0.36994698475811794,0.5755208333333334,0.2578125,0.002163883021316545,0.005780421636845593,0.03856104524135063,0.022419258962015666
direct_snn,temporal_norm,short_mid_long,timestep_ce,binary,1,1,11,30,output_whole_count,1,0.07903077776829165,0.09027777777777778,0.08928571428571429,0.0821917808219178,0.023252391464311992,0.08928571428571429,0.4627650762094102,0.3828125,0.09375,0.002860225797989839,0.0072307043157720345,0.04894285272335358,0.03264497083255674
direct_snn,temporal_norm,short_mid_long,timestep_ce,binary,1,1,23,30,output_whole_count,1,0.07777365657868802,0.10416666666666667,0.06655844155844155,0.06164383561643835,0.019127930892636775,0.06655844155844155,0.9448724320742213,0.3854166666666667,0.09375,0.006091057819748177,0.014763631751159708,0.07017057267724743,0.08405961024200308
direct_snn,temporal_norm,short_mid_long,timestep_ce,binary,1,1,37,30,output_whole_count,1,0.07762764518267663,0.09027777777777778,0.08333333333333333,0.07534246575342465,0.012820512820512822,0.08333333333333333,0.5390987408880054,0.4479166666666667,0.125,0.0032416180003313456,0.008423417826375084,0.05318534785031167,0.0376736801771868
direct_snn,temporal_norm,short_mid_long,timestep_ce,binary,1,1,53,30,output_whole_count,2,0.09564221140802719,0.08333333333333333,0.0909090909090909,0.0821917808219178,0.0257168458781362,0.0909090909090909,0.10043903247183565,0.5104166666666666,0.2421875,0.000653414581952728,0.001569359882372432,0.03710299704955433,0.008089296228447998
direct_snn,temporal_norm,short_mid_long,timestep_ce,binary,1,1,71,30,output_whole_count,1,0.08127206053630397,0.09027777777777778,0.07575757575757576,0.0684931506849315,0.011655011655011656,0.07575757575757576,0.4469019218025182,0.4322916666666667,0.109375,0.0027890383394079967,0.006982842528164347,0.05208772996258256,0.03205191306992032
direct_snn,temporal_norm,short_mid,whole_count_ce,binary,1,1,11,30,output_whole_count,28,0.1362111621781433,0.09027777777777778,0.10119047619047618,0.0958904109589041,0.03824046087473197,0.10119047619047618,0.273194168323393,0.4609375,0.34375,0.002370218791418158,0.0042686588800530155,0.0548396324424099,0.03219208593317971
direct_snn,temporal_norm,short_mid,whole_count_ce,binary,1,1,23,30,output_whole_count,29,0.20184962326864841,0.15416666666666667,0.1638777888777889,0.17123287671232876,0.10978586403114705,0.1638777888777889,1.182446984758118,0.328125,0.1640625,0.009851049950298212,0.018475734136845594,0.07570851244145944,0.06604962494295903
direct_snn,temporal_norm,short_mid,whole_count_ce,binary,1,1,37,30,output_whole_count,30,0.16759075597125914,0.09722222222222222,0.12158674658674656,0.11643835616438356,0.07159408072720767,0.12158674658674656,0.44710901259111996,0.3203125,0.1640625,0.003797203756626905,0.006986078321736249,0.060647083067435784,0.0400482141631893
direct_snn,temporal_norm,short_mid,whole_count_ce,binary,1,1,53,30,output_whole_count,29,0.166437535638886,0.10416666666666667,0.16385281385281383,0.1643835616438356,0.11642365389504977,0.16385281385281383,0.6634360503644798,0.39453125,0.234375,0.005558446197813122,0.010366188286944997,0.06611524535141851,0.05065716742837247
direct_snn,temporal_norm,short_mid,whole_count_ce,binary,1,1,71,30,output_whole_count,30,0.17316287471554767,0.09722222222222222,0.09715284715284715,0.10273972602739725,0.06558441558441558,0.09715284715284715,0.7388585155732273,0.4609375,0.3203125,0.006174541293903248,0.011544664305831677,0.06814886656243568,0.05652822509674618
direct_snn,temporal_norm,short_mid,timestep_ce,binary,1,1,11,30,output_whole_count,1,0.08678774928774928,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.0770791915175613,0.55078125,0.5390625,0.0008108898691186217,0.0012043623674618954,0.05626916227710413,0.021938269109896588
direct_snn,temporal_norm,short_mid,timestep_ce,binary,1,1,23,30,output_whole_count,1,0.08229166666666667,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.012061403508771931,0.08333333333333333,0.15469681908548708,0.53515625,0.453125,0.0015337661530815108,0.0024171377982107355,0.06179994593557733,0.03217813003292298
direct_snn,temporal_norm,short_mid,timestep_ce,binary,1,1,37,30,output_whole_count,30,0.13546211184575965,0.09722222222222222,0.09166666666666667,0.0821917808219178,0.025871459694989107,0.09166666666666667,0.0356610337972167,0.60546875,0.5390625,0.0003549665548376408,0.0005572036530815109,0.04305766634964011,0.012983095189686086
direct_snn,temporal_norm,short_mid,timestep_ce,binary,1,1,53,30,output_whole_count,1,0.09457983927323549,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.011752136752136752,0.08333333333333333,0.015366136514247846,0.6015625,0.5859375,0.00024947968439363816,0.0002400958830351226,0.05352246563331112,0.015322514910268183
direct_snn,temporal_norm,short_mid,timestep_ce,binary,1,1,71,30,output_whole_count,1,0.08726851851851851,0.08333333333333333,0.08333333333333333,0.07534246575342465,0.01167728237791932,0.08333333333333333,0.060843273691186216,0.5859375,0.5625,0.0007316129266070246,0.0009506761514247846,0.06104090531351078,0.030548956790769865
direct_snn,temporal_norm,mid_long,whole_count_ce,binary,1,1,11,30,output_whole_count,28,0.4931732355353511,0.21626984126984125,0.27284937284937283,0.2876712328767123,0.28126114005936903,0.27284937284937283,3.7275927766732937,0.12109375,0.0,0.031858976350231945,0.058243637135520214,0.16212951465503045,0.20322104113397416
direct_snn,temporal_norm,mid_long,whole_count_ce,binary,1,1,23,30,output_whole_count,26,0.4725150711410899,0.24034992784992784,0.23688672438672434,0.2465753424657534,0.1924592229236192,0.23688672438672434,5.206179589131875,0.15625,0.0,0.04431969381626905,0.08134655608018555,0.18810840313445662,0.2573267947450389
direct_snn,temporal_norm,mid_long,whole_count_ce,binary,1,1,37,30,output_whole_count,19,0.38403894309161607,0.22420634920634921,0.22613220113220112,0.23972602739726026,0.19436243330406436,0.22613220113220112,3.975563286944997,0.15234375,0.0,0.033751268431080186,0.062118176358515576,0.1632703221183964,0.21084275571141833
direct_snn,temporal_norm,mid_long,whole_count_ce,binary,1,1,53,30,output_whole_count,28,0.5234135910378183,0.25886243386243385,0.2903818403818404,0.3013698630136986,0.2710000647500647,0.2903818403818404,4.694375414181577,0.140625,0.0,0.04007336191186216,0.07334961584658714,0.17311220314425296,0.22500942525996365
direct_snn,temporal_norm,mid_long,whole_count_ce,binary,1,1,71,30,output_whole_count,9,0.26930003449264456,0.17817460317460318,0.18285325785325782,0.1917808219178082,0.16003363525610467,0.18285325785325782,3.294855864811133,0.1875,0.0078125,0.02795240277087475,0.05148212288767395,0.15937263938747076,0.19691896786193647
direct_snn,temporal_norm,mid_long,timestep_ce,binary,1,1,11,30,output_whole_count,30,0.23975540459424105,0.1597222222222222,0.14707792207792206,0.1506849315068493,0.09765556354341402,0.14707792207792206,1.228628230616302,0.1796875,0.0078125,0.01067650089049039,0.01919731610337972,0.10597948351784839,0.10429678696366317
direct_snn,temporal_norm,mid_long,timestep_ce,binary,1,1,23,30,output_whole_count,27,0.2293243361285814,0.2236111111111111,0.17676767676767677,0.1780821917808219,0.16816710658622425,0.17676767676767677,1.6861332007952285,0.1875,0.0546875,0.014627081262425446,0.026345831262425446,0.11717341229013453,0.12769652392549813
