condition,architecture,objective,seed,epoch,lambda_scale,lambda_p2,lambda_a1,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,first_batch_task_grad_norm,first_batch_p2_grad_norm_raw,first_batch_a1_grad_norm_raw,first_batch_weighted_p2_grad_norm,first_batch_weighted_a1_grad_norm,first_batch_reg_grad_norm,first_batch_p2_to_task_grad_ratio,first_batch_a1_to_task_grad_ratio,first_batch_reg_to_task_grad_ratio,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
tau_gain_norm,mid_long,timestep_ce,53,20,1.0,0.01,0.1,2.449424339859088,0.049774602356907,0.0039930084444543,0.0004977460112763,0.0003993008535222,2.4503214018685475,0.000366227627529,0.0833333333333333,2.488651752471924,0.0133981825775176,0.0695175810434957,0.0024499594351377,0.0006951757562715,0.0002449959398884,0.0008475842690273,0.0518858249803282,0.0182857591670385,0.0632611374060219,0.0498898929808923,0.0496593109122036,
tau_gain_norm,mid_long,timestep_ce,53,21,1.0,0.01,0.1,2.4451447382646254,0.0490100941077362,0.0040700475179563,0.0004901009226673,0.0004070047576664,2.4460418072501886,0.0003668926694991,0.0833333333333333,2.4885988235473637,,,,,,,,,,0.0487047861973,0.0493154020181724,
tau_gain_norm,mid_long,timestep_ce,53,22,1.0,0.01,0.1,2.442222642816488,0.0476766673017697,0.0040330750380423,0.0004767666680244,0.0004033075089337,2.443102665078825,0.0003603578811894,0.0833333333333333,2.4890387058258057,,,,,,,,,,0.0475642995110579,0.0477890363556177,
tau_gain_norm,mid_long,timestep_ce,53,23,1.0,0.01,0.1,2.4399345376610557,0.0463310046547866,0.0040629328334328,0.0004633100315741,0.0004062932975495,2.4408041659402766,0.0003564043689292,0.0833333333333333,2.488753318786621,,,,,,,,,,0.0465221779866596,0.0461398317012134,
tau_gain_norm,mid_long,timestep_ce,53,24,1.0,0.01,0.1,2.437192189713969,0.0456686311765299,0.0041804761800549,0.0004566863095351,0.0004180476251086,2.4380669195762805,0.000358910527588,0.0833333333333333,2.489556312561035,,,,,,,,,,0.0456079204988356,0.0457293431173606,
tau_gain_norm,mid_long,timestep_ce,53,25,1.0,0.01,0.1,2.4325781562036983,0.0447454031383724,0.0042338083015687,0.0004474540245971,0.0004233808430807,2.4334490299224854,0.0003579884434368,0.0833333333333333,2.488940477371216,,,,,,,,,,0.0447181808135493,0.0447726259056138,
tau_gain_norm,mid_long,timestep_ce,53,26,1.0,0.01,0.1,2.429113898958479,0.0431845927620611,0.0041831016397061,0.0004318459203411,0.0004183101781768,2.42996401138437,0.0003499860994095,0.0833333333333333,2.48846435546875,,,,,,,,,,0.0438769136438476,0.0424922718802745,
tau_gain_norm,mid_long,timestep_ce,53,27,1.0,0.01,0.1,2.4236000999936547,0.0420637743454586,0.0042197413128606,0.0004206377312199,0.0004219741350329,2.42444270408092,0.0003476695129098,0.0902777777777777,2.489071846008301,,,,,,,,,,0.0430806113692343,0.0410469377641013,
tau_gain_norm,mid_long,timestep_ce,53,28,1.0,0.01,0.1,2.420304599194026,0.0414596342012004,0.0042739463224686,0.0004145963341995,0.00042739463935,2.421146625495819,0.0003478863667944,0.0902777777777777,2.488596200942993,,,,,,,,,,0.0423926141196397,0.0405266542827611,
tau_gain_norm,mid_long,timestep_ce,53,29,1.0,0.01,0.1,2.41194920859936,0.0407329694449696,0.0043331526160535,0.0004073296867554,0.0004333152789674,2.4127898388598337,0.0003485334445376,0.0902777777777777,2.487764358520508,,,,,,,,,,0.0415661223553339,0.0398998153035283,
tau_gain_norm,mid_long,timestep_ce,53,30,1.0,0.01,0.1,2.4119761129664883,0.0403496674270002,0.0043956863640995,0.0004034966662992,0.0004395686480514,2.4128191331577797,0.0003495330280505,0.0902777777777777,2.4887306690216064,0.0222304860827455,0.0708913413022216,0.0023371272807648,0.0007089133596839,0.0002337127194117,0.0008778014627029,0.0318892424144579,0.0105131628045324,0.0394863818737771,0.0408593051058597,0.0398400285170636,
tau_gain_norm,mid_long,timestep_ce,71,1,1.0,0.01,0.1,2.6461919609732965,1.7381583224475483,0.0364878147955913,0.0173815824844827,0.0036487814945468,2.667222334062376,0.0079474067978403,0.0817460317460317,2.48783540725708,0.5152467859649806,8.80913847530989,0.0169461330141629,0.0880913812579188,0.0016946133148337,0.0886027612404928,0.1709692979315471,0.0032889352461655,0.1719617931716994,0.4758182967693998,3.0004984294280743,
tau_gain_norm,mid_long,timestep_ce,71,2,1.0,0.01,0.1,2.505942286394549,0.7873822214681392,0.026472722941596,0.0078738219955881,0.0026472723359969,2.516463360975203,0.0041984583558476,0.0714285714285714,2.4858856201171875,0.0415813670300891,2.9764946556869964,0.0121676258255584,0.0297649453725721,0.0012167625671392,0.0301511714809259,0.7158241178322403,0.0292622069461732,0.7251125596498041,0.3534228313400084,1.2213416186749628,
tau_gain_norm,mid_long,timestep_ce,71,3,1.0,0.01,0.1,2.490618491131755,0.4574968255222767,0.0205571065222437,0.0045749682643756,0.0020557106368359,2.4972492323069484,0.0026622619742129,0.0972222222222222,2.484261512756348,,,,,,,,,,0.2669876903654581,0.6480059376989913,
tau_gain_norm,mid_long,timestep_ce,71,4,1.0,0.01,0.1,2.484674981457026,0.3021229828696653,0.0162677375925143,0.0030212298114968,0.0016267737746399,2.48932299720646,0.0018706686471367,0.0972222222222222,2.4839024543762207,,,,,,,,,,0.2050200673317129,0.3992258951247456,
tau_gain_norm,mid_long,timestep_ce,71,5,1.0,0.01,0.1,2.483145518064909,0.2118379311594413,0.0130694998578904,0.0021183792419135,0.0013069499964487,2.486570840037833,0.0013794315369127,0.0902777777777777,2.484029531478882,0.0042426496589146,0.4726511584551516,0.0072738039258451,0.0047265116093357,0.0007273803878956,0.0050217099189413,1.114047114261351,0.1714448390446893,1.1836258759640497,0.161143408584923,0.2625324471682156,
tau_gain_norm,mid_long,timestep_ce,71,6,1.0,0.01,0.1,2.4824320461581784,0.1605928907629339,0.0106205692957195,0.0016059288937396,0.0010620569451607,2.4851000826042817,0.0010747467762629,0.0833333333333333,2.484956979751587,,,,,,,,,,0.1314490456743207,0.1897367358515471,
tau_gain_norm,mid_long,timestep_ce,71,7,1.0,0.01,0.1,2.481696497347597,0.1274186430720166,0.008637462085411,0.0012741864096051,0.0008637462341885,2.48383441767471,0.000861480300302,0.0902777777777777,2.48457670211792,,,,,,,,,,0.1106819159090006,0.1441553735179047,
tau_gain_norm,mid_long,timestep_ce,71,8,1.0,0.01,0.1,2.4806770445352577,0.1053303906665201,0.0073029127760618,0.0010533038889043,0.0007302912880655,2.482460651053004,0.0007189953165806,0.0833333333333333,2.484956979751587,,,,,,,,,,0.0956840637987944,0.1149767182908452,
tau_gain_norm,mid_long,timestep_ce,71,9,1.0,0.01,0.1,2.478003540055477,0.0913622467786638,0.0064638612748615,0.0009136224610782,0.0006463861431751,2.479563555906233,0.0006295425244705,0.0902777777777777,2.4846270084381104,,,,,,,,,,0.0850119349288653,0.0977125578718628,
tau_gain_norm,mid_long,timestep_ce,71,10,1.0,0.01,0.1,2.474367424050625,0.0806506687772048,0.0059206262206828,0.0008065066640561,0.0005920626316359,2.4757660120571745,0.0005652229665239,0.0833333333333333,2.4847605228424072,0.031305024526014,0.1807812774438927,0.0040041619512128,0.0018078126767386,0.0004004161913948,0.0019591058476076,0.0577483232838978,0.0127907962845411,0.06258119510431,0.0765169740184859,0.0847843651773597,
tau_gain_norm,mid_long,timestep_ce,71,11,1.0,0.01,0.1,2.4702839547713733,0.0733661634427545,0.0055292420539677,0.0007336616116173,0.0005529242059878,2.4715705225676965,0.0005208250715955,0.0833333333333333,2.4850549697875977,,,,,,,,,,0.070196454648871,0.0765358750770916,
tau_gain_norm,mid_long,timestep_ce,71,12,1.0,0.01,0.1,2.465738598943372,0.0680244645799499,0.0052439718300447,0.0006802446202282,0.0005243971934638,2.466943206967668,0.0004885521174905,0.0833333333333333,2.485050916671753,,,,,,,,,,0.0652907245027834,0.0707582013742443,
tau_gain_norm,mid_long,timestep_ce,71,13,1.0,0.01,0.1,2.464173059660473,0.0643159495009407,0.0052704269951289,0.0006431594719227,0.0005270427008954,2.465343241026808,0.0004748863592313,0.0972222222222222,2.4841649532318115,,,,,,,,,,0.0615208445312439,0.0671110519443649,
tau_gain_norm,mid_long,timestep_ce,71,14,1.0,0.01,0.1,2.4593371044132675,0.0613088562392121,0.0052429495592523,0.0006130885400147,0.0005242949728966,2.460474432848407,0.0004624756447053,0.0972222222222222,2.4831435680389404,,,,,,,,,,0.0585196059639605,0.0640981052513274,
tau_gain_norm,mid_long,timestep_ce,71,15,1.0,0.01,0.1,2.4522903371801066,0.0581696850092193,0.0052395903805139,0.0005816968407148,0.0005239590511756,2.4533959227051465,0.0004508666348055,0.0902777777777777,2.484048128128052,,,,,,,,,,0.0560526011861129,0.0602867688323257,
tau_gain_norm,mid_long,timestep_ce,71,16,1.0,0.01,0.1,2.448715769690614,0.0559804045600037,0.0052027038086955,0.0005598040383786,0.0005202703847166,2.449795820216509,0.0004410779055961,0.0972222222222222,2.4818060398101807,,,,,,,,,,0.0541793727692659,0.0577814384345959,
tau_gain_norm,mid_long,timestep_ce,71,17,1.0,0.01,0.1,2.445637715663024,0.0541743313230048,0.0053443808409925,0.0005417432961224,0.0005344380971233,2.446713878037392,0.0004400412155706,0.0972222222222222,2.480920553207397,,,,,,,,,,0.0525167844676622,0.0558318778000477,
tau_gain_norm,mid_long,timestep_ce,71,18,1.0,0.01,0.1,2.439525555004967,0.0529963621250938,0.0052940635493092,0.0005299636108116,0.0005294063757494,2.440584906202175,0.0004342524653564,0.1041666666666666,2.479170322418213,,,,,,,,,,0.0512215430542134,0.0547711832798286,
tau_gain_norm,mid_long,timestep_ce,71,19,1.0,0.01,0.1,2.43329744371818,0.0504133370344281,0.005043173103037,0.0005041333501008,0.0005043173168157,2.4343058677220304,0.0004144378935341,0.1041666666666666,2.4775068759918213,,,,,,,,,,0.0499204023518373,0.0509062721594373,
tau_gain_norm,mid_long,timestep_ce,71,20,1.0,0.01,0.1,2.4268813888300307,0.0487261885158371,0.0049576510389923,0.0004872618706555,0.0004957651078465,2.4278644013527955,0.0004050576938067,0.1041666666666666,2.476834535598755,0.0249480108235382,0.077644991733807,0.0024915400865947,0.0007764498840131,0.0002491539815671,0.0009281663991985,0.0311227171378562,0.009986927748648,0.0372040242311741,0.0486316465405609,0.0488207301128136,
tau_gain_norm,mid_long,timestep_ce,71,21,1.0,0.01,0.1,2.4208281700869643,0.0483390592461814,0.0052987527632813,0.000483390581768,0.0005298752794839,2.4218414297612725,0.000418561661572,0.0972222222222222,2.476835012435913,,,,,,,,,,0.0475591200815831,0.049119000494634,
tau_gain_norm,mid_long,timestep_ce,71,22,1.0,0.01,0.1,2.414471670190151,0.0476391993257859,0.005622479239905,0.0004763919849104,0.0005622479306027,2.4155102957956966,0.0004301727489026,0.0972222222222222,2.4764230251312256,,,,,,,,,,0.0463686612676732,0.0489097398460526,
tau_gain_norm,mid_long,timestep_ce,71,23,1.0,0.01,0.1,2.410318712359246,0.0474574072046041,0.0058172459308564,0.0004745740589237,0.0005817245955502,2.4113750043301083,0.0004382402414492,0.1041666666666666,2.4740633964538574,,,,,,,,,,0.0454506734883005,0.0494641438254801,
tau_gain_norm,mid_long,timestep_ce,71,24,1.0,0.01,0.1,2.403493761400758,0.0465872235685946,0.0059007534047143,0.0004658722271621,0.000590075342445,2.4045497156461626,0.0004393385939108,0.0972222222222222,2.471975564956665,,,,,,,,,,0.0447513819792389,0.0484230656003685,
tau_gain_norm,mid_long,timestep_ce,71,25,1.0,0.01,0.1,2.394487773284649,0.04639967193702,0.006052599569042,0.0004639967094037,0.0006052599656804,2.395557049834995,0.0004465492315366,0.0972222222222222,2.47042179107666,,,,,,,,,,0.0439978287701147,0.0488015142190887,
tau_gain_norm,mid_long,timestep_ce,71,26,1.0,0.01,0.1,2.390306494527348,0.045303038021681,0.0062265808737344,0.0004530303658502,0.0006226580948673,2.391382252698101,0.0004500211429707,0.0972222222222222,2.471612930297852,,,,,,,,,,0.0430652057101209,0.0475408723529768,
tau_gain_norm,mid_long,timestep_ce,71,27,1.0,0.01,0.1,2.382782158055527,0.0433293649359332,0.006009285266891,0.0004332936363372,0.0006009285231425,2.383816307465098,0.0004340397446671,0.0972222222222222,2.473036289215088,,,,,,,,,,0.0420156221727803,0.0446431065000683,
tau_gain_norm,mid_long,timestep_ce,71,28,1.0,0.01,0.1,2.380403665995639,0.0436816856957548,0.0064305318327117,0.0004368168322919,0.0006430531926485,2.381483510110957,0.0004536499587723,0.0853174603174603,2.474759578704834,,,,,,,,,,0.0413943512201719,0.0459690209920558,
tau_gain_norm,mid_long,timestep_ce,71,29,1.0,0.01,0.1,2.3716181018061158,0.0423296608043619,0.0062953008630548,0.0004232966004656,0.0006295300928175,2.372670935681682,0.0004439275836532,0.0936507936507936,2.474593162536621,,,,,,,,,,0.04068029380809,0.0439790273582155,
tau_gain_norm,mid_long,timestep_ce,71,30,1.0,0.01,0.1,2.368593681289489,0.0417974726481302,0.0063698929121394,0.0004179747166571,0.000636989298317,2.369648588298725,0.0004453967868393,0.1055555555555555,2.4746553897857666,0.0456251836623585,0.0927077901872072,0.0035531531642171,0.0009270778531637,0.0003553153312198,0.0011808927940415,0.0203194327944941,0.0077877019378012,0.0258824775979114,0.0401361921478364,0.043458753969142,
warmup,short_mid_long,whole_count_ce,11,1,0.1,0.001,0.01,2.509815275566508,659.0267030647002,0.0066747071947613,0.659026746598045,6.674707070932356e-05,3.1689087630549317,0.2626063758895506,0.0902777777777777,2.4859495162963867,0.1324306236458308,4736.013038411106,0.0025294082463942,4.7360129033224325,2.52940804398348e-05,4.736016009556909,35.762218533292625,0.0001909987263027,35.76224198885291,21.297604037233967,27.606991411691688,1928.1754846884749
warmup,short_mid_long,whole_count_ce,11,2,0.2,0.002,0.02,2.490173879876194,175.02684927068765,0.0042397889569914,0.350053721266236,8.479577714163352e-05,2.8403123836714306,0.1406080594905227,0.0833333333333333,2.4856295585632324,0.0518487054582974,1584.0080436733506,0.0021493456790783,3.168016332816977,4.298690505943165e-05,3.16801811343256,61.10116549322622,0.0008290834781594,61.101199835753526,17.73390984658325,17.435310050255254,489.9113260554775
warmup,short_mid_long,whole_count_ce,11,3,0.3,0.003,0.03,2.485775992299932,81.3104186722826,0.0030274971251226,0.2439312595303415,9.082491108023588e-05,2.7297980838716542,0.0981673671309551,0.0833333333333333,2.4849367141723637,,,,,,,,,,14.25311999558992,12.048359112567212,217.6297758171357
warmup,short_mid_long,whole_count_ce,11,4,0.4,0.004,0.04,2.485144228615161,39.84369405657822,0.0021682403710784,0.1593747873006712,8.672961300273431e-05,2.644605769142637,0.0641659003439544,0.0833333333333333,2.484906911849976,,,,,,,,,,11.168645428708416,9.336582109973271,99.02585642514254
warmup,short_mid_long,whole_count_ce,11,5,0.5,0.005,0.05,2.485820923737938,19.703729599970757,0.0015147538204868,0.0985186451632471,7.573769288027351e-05,2.5844153032450587,0.0396627053520294,0.0833333333333333,2.484906911849976,0.0089218537038052,58.82659399464448,0.0008105028484785,0.2941329434836894,4.052514549226864e-05,0.2941487450352748,32.967694074409415,0.0045422338045045,32.96946518074113,8.6317112819258,7.725585192288055,42.75389287557947
warmup,short_mid_long,whole_count_ce,11,6,0.6,0.006,0.06,2.485506519803492,12.189138363232503,0.0011269477169087,0.0731348303850362,6.761686106141507e-05,2.558709005890943,0.0294517220787194,0.0833333333333333,2.484906911849976,,,,,,,,,,6.761458163827709,6.005388698561466,23.800569362771697
warmup,short_mid_long,whole_count_ce,11,7,0.7,0.0069999999999999,0.0699999999999999,2.485269207552255,10.049381293035824,0.0009083996102912,0.0703456702829689,6.358797282339228e-05,2.555678534630859,0.0283306363921591,0.0833333333333333,2.484906911849976,,,,,,,,,,5.528144990720765,4.42589654856828,20.194103050406337
warmup,short_mid_long,whole_count_ce,11,8,0.8,0.008,0.08,2.4853244287421905,7.664989583053195,0.0007508309203778,0.0613199200051581,6.0066472146485365e-05,2.546704458082399,0.0246969714567078,0.0833333333333333,2.484906911849976,,,,,,,,,,4.739256891654404,3.630512500178588,14.62519916527858
warmup,short_mid_long,whole_count_ce,11,9,0.9,0.009,0.09,2.485248407275254,5.057363404669573,0.0005452812083963,0.0455162687204688,4.9075310461205294e-05,2.53081373257399,0.0183343217915533,0.0833333333333333,2.484906911849976,,,,,,,,,,4.211127934480493,3.009666996035026,7.951295119759958
warmup,short_mid_long,whole_count_ce,11,10,1.0,0.01,0.1,2.485049071287329,7.748371624905558,0.0003909500498473,0.0774837114243878,3.909500582942041e-05,2.562571882586061,0.0311956843532502,0.0833333333333333,2.484906911849976,0.0014352836095341,16.40073722136032,0.0004996534612743,0.1640073472087141,4.996535235454852e-05,0.1640469360632582,114.26825062257024,0.0348121806886418,114.29583322316644,3.75517191575029,2.418144187705652,17.071798138897513
warmup,short_mid_long,whole_count_ce,11,11,1.0,0.01,0.1,2.483336980084339,7.274326376988842,0.0004411729282287,0.0727432607681123,4.411729318855199e-05,2.5561243584972653,0.029310310539824,0.0833333333333333,2.484906911849976,,,,,,,,,,3.3514996009931712,2.0967738534004883,16.374705867800163
warmup,short_mid_long,whole_count_ce,11,12,1.0,0.01,0.1,2.483978172177497,3.831488998334297,0.0003021727553019,0.0383148891386446,3.0217276462703664e-05,2.5223231906529757,0.0154369739817372,0.0833333333333333,2.484906911849976,,,,,,,,,,3.049591155963182,1.88148081651448,6.563394919242999
warmup,short_mid_long,whole_count_ce,11,13,1.0,0.01,0.1,2.484320246208965,5.192485326743988,0.0002332626651209,0.0519248506185725,2.3326266910331788e-05,2.536268465695406,0.0209104188418361,0.0833333333333333,2.484906911849976,,,,,,,,,,2.825446320482868,1.661555187632418,11.090454669499357
warmup,short_mid_long,whole_count_ce,11,14,1.0,0.01,0.1,2.4846864846405188,2.909224986414491,0.0002183445313095,0.0290922498179795,2.1834453606521517e-05,2.5138006033872777,0.0117174075890698,0.0833333333333333,2.484906911849976,,,,,,,,,,2.654261365404638,1.514563857996115,4.558849914143705
warmup,short_mid_long,whole_count_ce,11,15,1.0,0.01,0.1,2.484599974397538,1.880129461239209,0.0001728717445495,0.0188012946294476,1.7287174815619797e-05,2.5034185900335264,0.0075740891886736,0.0833333333333333,2.484906911849976,,,,,,,,,,2.5128834514322462,1.3899127517838077,1.7375921702425985
warmup,short_mid_long,whole_count_ce,11,16,1.0,0.01,0.1,2.484225096677954,1.8346091679164345,0.0001753433444216,0.0183460910270782,1.7534334258701957e-05,2.502588745649013,0.0073920939716347,0.0833333333333333,2.484906911849976,,,,,,,,,,2.386112279612924,1.3015873174659152,1.8161280844585008
warmup,short_mid_long,whole_count_ce,11,17,1.0,0.01,0.1,2.484877626579928,1.5774044569921577,0.0001186086007415,0.0157740441040358,1.1860860239848456e-05,2.500663518495281,0.006352789688884,0.0833333333333333,2.484906911849976,,,,,,,,,,2.276264043354947,1.2102118369429125,1.245737355131906
warmup,short_mid_long,whole_count_ce,11,18,1.0,0.01,0.1,2.4849066734313965,1.3206358817686517,9.433431027893125e-05,0.0132063586623912,9.433431128078427e-06,2.498122443840959,0.0053184259331839,0.0833333333333333,2.484906911849976,,,,,,,,,,2.183346504188446,1.104779917073537,0.6737812786217195
warmup,short_mid_long,whole_count_ce,11,19,1.0,0.01,0.1,2.484955049833209,1.3342873403824955,8.794805630471472e-05,0.0133428727332727,8.794805862463065e-06,2.498306678617677,0.0053730016323761,0.0833333333333333,2.484906911849976,,,,,,,,,,2.0990121192242728,1.0364838672381875,0.8673659958035113
warmup,short_mid_long,whole_count_ce,11,20,1.0,0.01,0.1,2.484921380697963,1.21514733748674,8.208487267036306e-05,0.0121514731841787,8.208487236980715e-06,2.4970810384635467,0.0048933868756846,0.0833333333333333,2.484906911849976,0.0006445454323393,9.407075560577631,0.000267010603943,0.0940707405499929,2.670105803984924e-05,0.0940820034057052,145.94896779977267,0.0414261845638049,145.9664419065574,2.024631072034524,0.9689565179885562,0.6518544164869338
warmup,short_mid_long,whole_count_ce,11,21,1.0,0.01,0.1,2.484936350594289,1.170767016747322,9.27679254178506e-05,0.0117076698966362,9.276792650110418e-06,2.4966532835246364,0.0047151898625025,0.0833333333333333,2.484906911849976,,,,,,,,,,1.95317438711603,0.9048431356679552,0.6542834847806448
warmup,short_mid_long,whole_count_ce,11,22,1.0,0.01,0.1,2.4849066734313965,1.0656768206680087,6.834196609097473e-05,0.0106567680778017,6.834196688463018e-06,2.49557040152164,0.004291349203777,0.0833333333333333,2.484906911849976,,,,,,,,,,1.892215645867248,0.845324517424874,0.4594902706023132
warmup,short_mid_long,whole_count_ce,11,23,1.0,0.01,0.1,2.4848294873656176,1.0091471105762686,6.278291703406209e-05,0.0100914708910936,6.278291903150656e-06,2.494927214673382,0.004063759398518,0.0833333333333333,2.484906911849976,,,,,,,,,,1.835603802216443,0.7935147695820426,0.3983227691633976
warmup,short_mid_long,whole_count_ce,11,24,1.0,0.01,0.1,2.4849066734313965,0.935177583394896,5.603480081240949e-05,0.0093517757073788,5.603480092042176e-06,2.4942639620907334,0.003765686368635,0.0833333333333333,2.484906911849976,,,,,,,,,,1.7814749906067184,0.7600153200392469,0.2640424373843378
warmup,short_mid_long,whole_count_ce,11,25,1.0,0.01,0.1,2.4849162331546646,0.8703949109822665,4.929853397613494e-05,0.0087039488673902,4.929853502808062e-06,2.4936252407691155,0.0035046971019368,0.0833333333333333,2.484906911849976,,,,,,,,,,1.7295196842203453,0.6969796032380319,0.1846854918076947
warmup,short_mid_long,whole_count_ce,11,26,1.0,0.01,0.1,2.4849162331546646,0.892454870186246,5.06181937835177e-05,0.0089245484316346,5.061819428444422e-06,2.4938457931380675,0.0035935256617188,0.0833333333333333,2.484906911849976,,,,,,,,,,1.682450365486736,0.6607638092746833,0.3341503373111587
warmup,short_mid_long,whole_count_ce,11,27,1.0,0.01,0.1,2.4849162331546646,0.8391281018569013,5.152093295745108e-05,0.0083912809951657,5.152093561627509e-06,2.493312648980014,0.0033789602147143,0.0833333333333333,2.484906911849976,,,,,,,,,,1.6370364000793167,0.6426470838807741,0.2377008025802146
warmup,short_mid_long,whole_count_ce,11,28,1.0,0.01,0.1,2.4849162331546646,0.8208308971892536,4.954479630679259e-05,0.0082083088522151,4.954479686955222e-06,2.4931295361248025,0.0033052475662228,0.0833333333333333,2.484906911849976,,,,,,,,,,1.5931124028568628,0.5962232598544398,0.2731570882302758
warmup,short_mid_long,whole_count_ce,11,29,1.0,0.01,0.1,2.4849162331546646,0.781245882560382,4.661788891799992e-05,0.0078124586803752,4.661788969247928e-06,2.492733355028084,0.0031458285655852,0.0833333333333333,2.484906911849976,,,,,,,,,,1.552402156355459,0.567835785640907,0.2234996649566492
warmup,short_mid_long,whole_count_ce,11,30,1.0,0.01,0.1,2.4849162331546646,0.7668908941150737,4.55295807937851e-05,0.0076689087431525,4.552958107868706e-06,2.492589737174844,0.0030880162473399,0.0833333333333333,2.484906911849976,4.530364891482432e-05,2.9356043664679388,0.000113131680818,0.0293560432695039,1.13131681883777e-05,0.0293599116144758,647.9840801498452,0.2497186972653717,648.0694672006566,1.512220774378095,0.5396744425243437,0.2487774490284222
warmup,short_mid_long,whole_count_ce,23,1,0.1,0.001,0.01,2.5238820488809925,670.5072161728667,0.0086081580927342,0.6705072415983,8.608157852289496e-05,3.1944753733846696,0.2656991532049377,0.0902777777777777,2.476208448410034,0.1277396937724295,1679.557358911865,0.0024888875929733,1.6795574237669553,2.488887622971676e-05,1.6795653387491516,13.148281275506386,0.0001948405816132,13.148343237312952,22.49520803441689,28.80003557517073,1960.226426562836
warmup,short_mid_long,whole_count_ce,23,2,0.2,0.002,0.02,2.4833318497761185,174.09621730154436,0.0047363286265677,0.3481924484087965,9.472657065388142e-05,2.831619031252836,0.1402499529053476,0.0902777777777777,2.482417106628418,0.0280122398561084,218.7317782589272,0.0013581887739107,0.4374635183076157,2.71637732492894e-05,0.4374730573387692,15.616870359341185,0.0009697108617098,15.617210890166367,18.47299113248999,18.293150315801785,485.5225180857358
warmup,short_mid_long,whole_count_ce,23,3,0.3,0.003,0.03,2.481682320675218,87.63525007677981,0.0029717858365004,0.2629057587302336,8.915357315417326e-05,2.7446772112493467,0.1059744472982472,0.0833333333333333,2.48622989654541,,,,,,,,,,14.672842129167304,12.91091717130756,235.32199392794743
warmup,short_mid_long,whole_count_ce,23,4,0.4,0.004,0.04,2.4840355539075683,43.847962945750986,0.0019610059948913,0.1753918606140322,7.844023976835467e-05,2.659505845347288,0.0706392066642416,0.0833333333333333,2.4854073524475098,,,,,,,,,,11.359367608613688,8.981957732707826,111.20256126521991
warmup,short_mid_long,whole_count_ce,23,5,0.5,0.005,0.05,2.4842300911573454,23.774010902838125,0.001453597778246,0.1188700520617826,7.267989055534084e-05,2.603172855820385,0.0478791124766246,0.0833333333333333,2.484906911849976,0.0002940889228397,10.078890678240564,0.0002427267011127,0.0503944515566511,1.2136335444422595e-05,0.0504024414251541,171.35787050408106,0.0412675707987733,171.38503871030218,8.75647519746869,6.530973669173591,56.03458392722676
warmup,short_mid_long,whole_count_ce,23,6,0.6,0.006,0.06,2.4846929079899485,15.62458312121603,0.001133602596627,0.0937474978872913,6.801615423172642e-05,2.5785084529916102,0.0377573879411187,0.0833333333333333,2.484906911849976,,,,,,,,,,6.856486319674888,5.120726990822876,34.89653458981013
warmup,short_mid_long,whole_count_ce,23,7,0.7,0.0069999999999999,0.0699999999999999,2.485015144036272,10.30714793377612,0.0009617708128894,0.072150037891637,6.732395860891895e-05,2.5572325177939543,0.0290611355120143,0.0833333333333333,2.484906911849976,,,,,,,,,,5.551442779074848,3.970005650938891,21.39999605825559
warmup,short_mid_long,whole_count_ce,23,8,0.8,0.008,0.08,2.4838899281677405,13.880198168672504,0.0006826992408455,0.1110415902395897,5.461593718009149e-05,2.594986202384437,0.044726702627568,0.0833333333333333,2.484906911849976,,,,,,,,,,4.651127743844116,2.9382169870419266,34.05125010649637
warmup,short_mid_long,whole_count_ce,23,9,0.9,0.009,0.09,2.484094974301153,7.227416291089148,0.0005827067209522,0.0650467442191508,5.244360674151e-05,2.549194219395544,0.0262064005198539,0.0833333333333333,2.484906911849976,,,,,,,,,,3.973760758743024,2.341525075768029,15.366962826882911
warmup,short_mid_long,whole_count_ce,23,10,1.0,0.01,0.1,2.48326660310545,5.487865991313363,0.0004980340998125,0.0548786604408296,4.9803410702584975e-05,2.5381950363645043,0.0221194388805621,0.0833333333333333,2.484906911849976,0.007009949042115,10.024766674798734,0.0002765104633582,0.100247662074079,2.7651044970683712e-05,0.1002622762627323,14.30076901726416,0.0039445429352708,14.30285379542238,3.4560673150671533,1.947351770639009,11.060178492519611
warmup,short_mid_long,whole_count_ce,23,11,1.0,0.01,0.1,2.4834575148334603,3.744727346449834,0.0004127177679526,0.0374472725642732,4.127177656984851e-05,2.520946058677109,0.0150953032684986,0.0833333333333333,2.484906911849976,,,,,,,,,,3.06116449935506,1.6603810344013208,6.512636811720936
warmup,short_mid_long,whole_count_ce,23,12,1.0,0.01,0.1,2.4835583966693453,3.198882352464581,0.0002735346784533,0.0319888218339667,2.7353468073252267e-05,2.5155745110700547,0.012891251256655,0.0833333333333333,2.484906911849976,,,,,,,,,,2.778326577040497,1.46624766528709,5.35207277649241
warmup,short_mid_long,whole_count_ce,23,13,1.0,0.01,0.1,2.482628938047898,2.109797176416072,0.0002197238640896,0.0210979712514684,2.1972386474476207e-05,2.503748892096357,0.0085070883184619,0.0833333333333333,2.484906911849976,,,,,,,,,,2.5686667445604647,1.263828619314348,2.496896098683654
