condition,architecture,objective,epoch,first_batch_task_grad_norm_mean,first_batch_task_grad_norm_std,first_batch_task_grad_norm_count,first_batch_p2_grad_norm_raw_mean,first_batch_p2_grad_norm_raw_std,first_batch_p2_grad_norm_raw_count,first_batch_a1_grad_norm_raw_mean,first_batch_a1_grad_norm_raw_std,first_batch_a1_grad_norm_raw_count,first_batch_weighted_p2_grad_norm_mean,first_batch_weighted_p2_grad_norm_std,first_batch_weighted_p2_grad_norm_count,first_batch_weighted_a1_grad_norm_mean,first_batch_weighted_a1_grad_norm_std,first_batch_weighted_a1_grad_norm_count,first_batch_reg_grad_norm_mean,first_batch_reg_grad_norm_std,first_batch_reg_grad_norm_count,first_batch_p2_to_task_grad_ratio_mean,first_batch_p2_to_task_grad_ratio_std,first_batch_p2_to_task_grad_ratio_count,first_batch_a1_to_task_grad_ratio_mean,first_batch_a1_to_task_grad_ratio_std,first_batch_a1_to_task_grad_ratio_count,first_batch_reg_to_task_grad_ratio_mean,first_batch_reg_to_task_grad_ratio_std,first_batch_reg_to_task_grad_ratio_count,train_reg_to_task_ratio_mean,train_reg_to_task_ratio_std,train_reg_to_task_ratio_count,train_p2_mean,train_p2_std,train_p2_count,train_a1_mean,train_a1_std,train_a1_count,val_native_ba_mean,val_native_ba_std,val_native_ba_count
all_fixes,mid_long,whole_count_ce,20,0.15395874951622662,0.02839816296532602,5,0.0032709326675602205,0.0014496446780292898,5,0.0210703743699715,0.0019344126238332593,5,3.2709325834517145e-05,1.4496445816078535e-05,5,0.0021070375285465,0.0001934413279504609,5,0.0021171932007873198,0.00019535577414595765,5,0.00020648184859620001,6.244156264350058e-05,5,0.01408241931801626,0.0029327429569004425,5,0.01414775116914592,0.0029348672973227245,5,0.0036822928535032,0.000333912259105483,5,0.00099065272093838,0.0003499053721706841,5,0.06453350585422084,0.005606901896707115,5,0.20785834535834535,0.027240192151571436,5
all_fixes,mid_long,whole_count_ce,30,0.15477315995812055,0.03244140352065462,5,0.00326329231886038,0.000913357167484913,5,0.02016569983623418,0.0014937196086918987,5,3.263292208947595e-05,9.133571110201898e-06,5,0.0020165700548220996,0.000149371914329433,5,0.00202627842439366,0.00015126308787731665,5,0.000212887834066,5.4347383754066325e-05,5,0.01339789066576474,0.002278766787094623,5,0.01346095541791858,0.0022826186042847452,5,0.0046945056596788,0.00045506737220148515,5,0.00107583070697622,0.00032913632127175123,5,0.0687829552567764,0.005092976671681537,5,0.2425613275613275,0.02871924347509172,5
all_fixes,short_mid,timestep_ce,1,0.01847812492319128,0.005604528432330396,5,0.00013895735466008,1.3937767332877864e-05,5,0.0011447735670460399,0.00033880432956336965,5,1.3895736023853885e-07,1.3937766176762788e-08,5,1.1447735586071755e-05,3.3880434879574766e-06,5,1.148925298160131e-05,3.3935782262762064e-06,5,8.122230322976035e-06,2.4920338710181906e-06,5,0.00064658551852408,0.00020784583420769426,5,0.00064893602867372,0.00020819228701368837,5,6.709254213664508e-06,1.4474804375253997e-06,5,0.00010013713325513628,7.610090949464838e-06,5,0.00166270610042434,0.0003620843255580525,5,0.0833333333333333,0.0,5
all_fixes,short_mid,timestep_ce,2,0.0033305860951138,0.0029930389007076057,5,0.00013311705937372,1.1556237565504877e-05,5,0.0008757934411249601,0.0003054991046155039,5,2.662341314538863e-07,2.3112479686776004e-08,5,1.7515867478748493e-05,6.109981554508835e-06,5,1.7591377098379458e-05,6.120122472612477e-06,5,0.00019100161287187242,0.00020447267447240238,5,0.013274447655095601,0.016861426240073023,5,0.013329736112080543,0.01691849297753688,5,1.2001463751036034e-05,2.7199360126189953e-06,5,0.00010044838689250314,8.012932727016297e-06,5,0.00148119258576328,0.0003374216238479971,5,0.0833333333333333,0.0,5
all_fixes,short_mid,timestep_ce,5,0.0037011520509458396,0.0029573110221670176,5,0.00013424349499264,1.1607159444925922e-05,5,0.00072790573106484,0.0002946959475771213,5,6.712174639863348e-07,5.803577765164182e-08,5,3.639528709131019e-05,1.4734797224504895e-05,5,3.658544561612001e-05,1.4738758594351056e-05,5,0.0006042322436472573,0.0007749067894145667,5,0.03494156602715084,0.04224205930429707,5,0.03510908930036658,0.04245370627343847,5,2.8699066516886818e-05,6.795212919484221e-06,5,0.0001058562021147678,9.750956507873706e-06,5,0.0014149692562759198,0.00033686674595840725,5,0.0833333333333333,0.0,5
all_fixes,short_mid,timestep_ce,10,0.006346551711010701,0.0022901699006831087,5,0.00014758916953229998,1.0164981827353792e-05,5,0.00075848536722536,0.0002821372936101205,5,1.4758916372704114e-06,1.016498385933061e-07,5,7.58485374491402e-05,2.8213727981677875e-05,5,7.61847935173611e-05,2.823893565934492e-05,5,0.0002840190359185,0.00018265182396069428,5,0.01235156589618278,0.002474443630234953,5,0.01241296863723972,0.00249222303256274,5,5.971480948229954e-05,1.543541291154352e-05,5,0.00012177503035600001,1.2387382894501151e-05,5,0.001466338226344,0.00038081726886201326,5,0.08611111111111105,0.0038036288715636354,5
all_fixes,short_mid,timestep_ce,20,0.01386758696129218,0.006228144249606876,5,0.00019848387981225997,1.7887755670817696e-05,5,0.0009604367892007401,0.00035287296147548056,5,1.9848387829210055e-06,1.78877584543079e-07,5,9.604368172259575e-05,3.528729963815218e-05,5,9.649363305513614e-05,3.5406080712984323e-05,5,0.00016771602781978,7.40385578812074e-05,5,0.0072239382638748404,0.0019123849354117921,5,0.00725877996680028,0.001921089000341533,5,9.090936113585487e-05,2.5337660839748342e-05,5,0.00017599151531378,1.8680610781082667e-05,5,0.0022146272022804,0.0006179144893409227,5,0.0905555555555555,0.009075727362613629,5
all_fixes,short_mid,timestep_ce,30,0.01989621246248096,0.004580445849170898,5,0.00021299586186636,1.979316834282229e-05,5,0.00125150823916352,0.00035576436960055286,5,2.129958572764036e-06,1.9793169742063057e-07,5,0.0001251508285689127,3.5576443932048294e-05,5,0.00012563951485033948,3.5621582049329195e-05,5,0.00011349034700296237,3.7656770312103465e-05,5,0.00626254292097336,0.0006912286020494102,5,0.00628815289618904,0.0006924031631725652,5,0.00013753397657397296,2.9092335297925196e-05,5,0.00021481163229302003,2.526372698448047e-05,5,0.00332011087210892,0.0006960845964942605,5,0.10416666666666666,0.023032116599690292,5
all_fixes,short_mid,whole_count_ce,1,0.009398957403005939,0.004488597893059423,5,0.00013895735466008,1.3937767332877864e-05,5,0.0011447735670460399,0.00033880432956336965,5,1.3895736023853885e-07,1.3937766176762788e-08,5,1.1447735586071755e-05,3.3880434879574766e-06,5,1.148925298160131e-05,3.3935782262762064e-06,5,1.8544846225401517e-05,1.074571354976014e-05,5,0.0016385888024826802,0.0012861171963385498,5,0.0016441254150027797,0.0012893703886800636,5,6.9278349978510155e-06,1.5105294432200398e-06,5,0.00010001919653436511,7.431290143581569e-06,5,0.0017125647605825598,0.0003761702830631918,5,0.0833333333333333,0.0,5
all_fixes,short_mid,whole_count_ce,2,0.00586279745536466,0.004832939488958716,5,0.00013345891859274,1.2705344404703454e-05,5,0.00096394799227706,0.0003507436235180541,5,2.66917844578638e-07,2.5410690016559212e-08,5,1.9278958542983455e-05,7.014871108246975e-06,5,1.9356057132649888e-05,7.028538705318757e-06,5,0.0001610443277251608,0.00018544437887505727,5,0.01304012963852696,0.01643063919026466,5,0.01308724591107038,0.016485235316259266,5,1.3111697042377348e-05,3.0066884621328053e-06,5,0.0001002842182711339,8.039431175709624e-06,5,0.0016172058048189602,0.0003731773149299103,5,0.08472222222222218,0.0031056499687496892,5
all_fixes,short_mid,whole_count_ce,5,0.01020164494162654,0.008519442505292633,5,0.00013962698398914001,1.4218061304501226e-05,5,0.00101291798125844,0.0004823776679718042,5,6.9813488098672e-07,7.1090302968584e-08,5,5.0645899170220215e-05,2.411888141380088e-05,5,5.085261814492771e-05,2.4141664043085393e-05,5,0.00012068040592543797,9.654670651617908e-05,5,0.00706153647653158,0.004175600283380429,5,0.0070985369845020605,0.004207189794048764,5,3.9358027328797345e-05,7.75702766863775e-06,5,0.00011029541841856949,8.74886010976132e-06,5,0.00193441171802594,0.00038301710482978026,5,0.0833333333333333,0.0,5
all_fixes,short_mid,whole_count_ce,10,0.01836266940528728,0.010854630042121127,5,0.00017531711218303999,4.920852620064528e-05,5,0.0018394487094747398,0.0014022081175080333,5,1.7531710570018012e-06,4.920851907674657e-07,5,0.0001839448705811346,0.000140220807157478,5,0.00018446292058080355,0.00014036862149856993,5,0.00010669136064328806,2.8918838104124814e-05,5,0.00961753307971808,0.0030779737298615357,5,0.00964856938796202,0.0030770981802237863,5,0.0001312610288097818,4.998418282235674e-05,5,0.00014027928281138,1.7954480680865724e-05,5,0.00318943901574988,0.0011973796507114883,5,0.08611111111111105,0.00380362887156363,5
all_fixes,short_mid,whole_count_ce,20,0.04312427968466246,0.018473606339688198,5,0.00035481298492102,0.0001095645952195006,5,0.00442134949182738,0.0025481511970070914,5,3.5481298906940005e-06,1.095646004574974e-06,5,0.00044213493365122,0.00025481506924504034,5,0.00044356474405184,0.0002552418930439426,5,8.891441244805319e-05,2.336409346277366e-05,5,0.010066898761749678,0.0027860097467207047,5,0.0101018680682256,0.002788939507925793,5,0.00042414410236962,0.00016691060428762668,5,0.00024645957795128,4.128784958064443e-05,5,0.00972013154376466,0.00360929287661593,5,0.12380952380952377,0.027550087234459956,5
all_fixes,short_mid,whole_count_ce,30,0.06953754489663912,0.024195314551329956,5,0.00057500816835606,0.00015831140279188877,5,0.0068890780617939795,0.0026798304513191862,5,5.750081549886386e-06,1.5831139488205934e-06,5,0.00068890778602984,0.0002679830119755018,5,0.00069133100326274,0.00026853942717084805,5,8.627561469280546e-05,2.2999804654480644e-05,5,0.0100423026457753,0.00311665840230334,5,0.01007902274049472,0.0031260260978325416,5,0.0009306182829105801,0.000257399279471283,5,0.00039760196464662,4.3661861947217215e-05,5,0.019475207211074617,0.004918914166870281,5,0.18728835978835973,0.034211518850116224,5
all_fixes,short_mid_long,timestep_ce,1,0.15227410361740065,0.03825116724107744,5,0.00049669215002268,0.0001850778065790645,5,0.00242874603052284,0.0006302567222471941,5,4.966921483148222e-07,1.8507780402550802e-07,5,2.4287458557340082e-05,6.302566705990908e-06,5,2.444689969957393e-05,6.359753366039653e-06,5,3.220984637262643e-06,8.758318715136367e-07,5,0.00016232526473438,3.9469910923798954e-05,5,0.0001633791285297,3.9802922786921606e-05,5,2.8665520193455346e-05,4.997180700691625e-06,5,0.00023015296963937998,5.9418686993290176e-05,5,0.00739434600724366,0.0013553947774175355,5,0.08888888888888884,0.00905444778500366,5
all_fixes,short_mid_long,timestep_ce,2,0.052840719344249276,0.010352087769402843,5,0.00034080018350482,0.0002193658588150147,5,0.00184729129379918,0.0003105880362983627,5,6.816004229306887e-07,4.3873178444569156e-07,5,3.694582202608023e-05,6.211759258151961e-06,5,3.715052238798738e-05,6.274223278956085e-06,5,1.4054338880839258e-05,1.1360341437119104e-05,5,0.0007309880754353801,0.00022513341817146233,5,0.00073515703697562,0.00022723384188913485,5,4.924650833863992e-05,7.564017333042043e-06,5,0.00021663455227406,6.0838817540342386e-05,5,0.0061197024669093604,0.0009331642263053997,5,0.08472222222222218,0.0031056499687496892,5
all_fixes,short_mid_long,timestep_ce,5,0.01645585871943292,0.013281531458945497,5,0.0003507890739366,0.00022365809422912576,5,0.00150000301851186,0.0002691132375689094,5,1.753945254468187e-06,1.118290429125446e-06,5,7.500015484831786e-05,1.3455665684611794e-05,5,7.542914061635242e-05,1.3510687211977451e-05,5,0.0003402423590518782,0.0005054374619647985,5,0.02176142173990746,0.035705714335180216,5,0.02184808982744928,0.03581995339474267,5,0.00011475834771816973,1.9114403862384338e-05,5,0.0002369176923971,7.486697421185368e-05,5,0.005661837640539,0.000943202188538432,5,0.08749999999999995,0.006211299937499418,5
all_fixes,short_mid_long,timestep_ce,10,0.024460802297847178,0.00906938546984899,5,0.00034694339345686003,0.00012793600376412596,5,0.00151410067925028,8.640147834878982e-05,5,3.4694337333323516e-06,1.2793600671275105e-06,5,0.00015141006213648,8.640148834746386e-06,5,0.00015230919648862002,8.80299667828278e-06,5,0.00014993703108419828,4.9920259300555396e-05,5,0.0069333730878386,0.002583621195295817,5,0.00697164474935284,0.002588394327434359,5,0.00021429581270208,3.755920822138338e-05,5,0.00021845101755650002,6.381992021381725e-05,5,0.00524753110091358,0.0008979871432778721,5,0.09027777777777775,0.006944444444444446,5
all_fixes,short_mid_long,timestep_ce,20,0.02959291982254698,0.01332560819503358,5,0.00063542389651536,0.0005327896446094839,5,0.00137674399000862,0.00036082999462647006,5,6.35423841097508e-06,5.327895933258674e-06,5,0.00013767439709329825,3.608299772966284e-05,5,0.00013897344306048205,3.661816021669278e-05,5,0.0002138038441822089,0.00018971016842625553,5,0.00521477361363138,0.001884088184406807,5,0.00526012519466864,0.0018967346622121772,5,0.00022533164378630001,4.498813157467065e-05,5,0.00022986328567728,6.1613283575876e-05,5,0.005415157177814081,0.0010471134545999657,5,0.09027777777777772,0.008505172717997134,5
all_fixes,short_mid_long,timestep_ce,30,0.022631605485726,0.012409641247411457,5,0.0005612721778271,0.0003180409226809934,5,0.0014936296720899,0.00037001865184167185,5,5.612721328561069e-06,3.180408967251179e-06,5,0.00014936297123004,3.700186462244327e-05,5,0.00015067020427712,3.681112904944398e-05,5,0.0005537387609734446,0.0008722409794290493,5,0.00942455051906262,0.0068008775247544425,5,0.00954639720937204,0.006968788874827157,5,0.00024474795306732,5.6566756116863775e-05,5,0.00026305891488668,7.238687501281498e-05,5,0.00580664142956648,0.001287893454273539,5,0.09583333333333328,0.016579633869879637,5
all_fixes,short_mid_long,whole_count_ce,1,0.1144910739322041,0.016924372231288894,5,0.00049669215002268,0.0001850778065790645,5,0.00242874603052284,0.0006302567222471941,5,4.966921483148222e-07,1.8507780402550802e-07,5,2.4287458557340082e-05,6.302566705990908e-06,5,2.444689969957393e-05,6.359753366039653e-06,5,4.408236414529179e-06,1.7595353151584061e-06,5,0.00021953390774266,8.546668535118918e-05,5,0.00022097912531236002,8.615451644101376e-05,5,3.095611274075898e-05,6.162027761491655e-06,5,0.00024067586210057998,6.693684617197122e-05,5,0.00776526341551394,0.001575621266601755,5,0.09166666666666662,0.005810139073153308,5
all_fixes,short_mid_long,whole_count_ce,2,0.04466842122305782,0.008550106964648117,5,0.00036633782249824,0.00017480640041171654,5,0.0020471823055891797,0.0005844945775364489,5,7.326756838278728e-07,3.4961282646570337e-07,5,4.094364114452247e-05,1.168988860935096e-05,5,4.117754039066025e-05,1.1756575990928299e-05,5,1.6949296582801436e-05,8.641824928916383e-06,5,0.0009279694359834599,0.00022947773314263366,5,0.00093330814417478,0.00023094398067040212,5,5.6512220651479324e-05,9.64908910757661e-06,5,0.00023196990497367998,6.739302423046388e-05,5,0.006954347174582561,0.0011746610979839827,5,0.09166666666666663,0.011410886614690974,5
all_fixes,short_mid_long,whole_count_ce,5,0.03753104943934446,0.010688779356115402,5,0.00040563413974306005,0.0001970729274490075,5,0.00168972382535308,0.0003984425862421143,5,2.0281705602328577e-06,9.85364538665417e-07,5,8.448619529799451e-05,1.9922131119540413e-05,5,8.503858343657888e-05,2.0188504372494684e-05,5,5.701222089359492e-05,3.3685413668674104e-05,5,0.00233809170969736,0.0005499914617083309,5,0.00235275034331038,0.0005530193384214897,5,0.00014987839977548002,2.7114060023456855e-05,5,0.00025897801097262004,7.353229649028312e-05,5,0.007236418241182879,0.0012461179531753123,5,0.08749999999999995,0.006211299937499413,5
all_fixes,short_mid_long,whole_count_ce,10,0.047630684387324464,0.011331046408081288,5,0.0005747082468958,0.00020270250959423508,5,0.00250737581316426,0.0006192808816988369,5,5.747082026581313e-06,2.0270249667822764e-06,5,0.00025073757621382,6.192808633199015e-05,5,0.00025248927939202,6.231491372086812e-05,5,0.0001228132139995744,3.469794839274644e-05,5,0.00541075510263126,0.0013463322681109278,5,0.0054475199590551995,0.0013497873450880596,5,0.00037869968951088,9.505447531020609e-05,5,0.00031963345149024,8.542660298634599e-05,5,0.00888303495653402,0.0020900701486877334,5,0.10039682539682535,0.006050774080149566,5
all_fixes,short_mid_long,whole_count_ce,20,0.037441162950085836,0.014040162394663096,5,0.0009620770294064201,0.0005533060388593844,5,0.00261673562626378,0.0006301634477485556,5,9.62076957211285e-06,5.53305987275625e-06,5,0.00026167356695118,6.301634986325296e-05,5,0.00026417559981617997,6.398839697243162e-05,5,0.000256036969601,0.00012823459557942442,5,0.007284084834433879,0.0012167873068046125,5,0.007351276746790899,0.0012191566464640122,5,0.00048137857553728,0.00011476238226201751,5,0.00037526747378818,7.3477006474518e-05,5,0.010708493600229161,0.0023257978227433124,5,0.11752645502645498,0.016503940212930994,5
all_fixes,short_mid_long,whole_count_ce,30,0.03511221712526642,0.013881154535113446,5,0.0008622191237661201,0.00027093653822557115,5,0.00267500386952324,0.0007987046327622697,5,8.622190556395563e-06,2.709365319520516e-06,5,0.00026750039272942,7.98704618868196e-05,5,0.00027003826798495997,8.035372225675662e-05,5,0.00026533034207828,0.00011570847458927818,5,0.007868485974062641,0.001917368416086558,5,0.007943281375431141,0.0019138860780455308,5,0.0005548562139841,0.00012824399314049524,5,0.00041123925384232003,6.935613416944769e-05,5,0.01191090855590366,0.002468967786701989,5,0.11038359788359783,0.008602334013028736,5
no_reg,mid_long,timestep_ce,1,1.0795072488855115,0.4710761648265657,5,18420.716740790464,8665.613174752974,5,0.02609033209438986,0.007784932435009921,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,4057.58194405692,2344.3458536811963,5,0.06627808475222517,0.019846474751620963,5,0.07428571428571425,0.008771322506525448,5
no_reg,mid_long,timestep_ce,2,0.19901295762759322,0.34394163631310537,5,14931.341284875769,7763.916443600194,5,0.02353291054839048,0.007347514184763321,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,3890.9411336192984,2359.314271798349,5,0.06039793068180803,0.01749847295558709,5,0.08817460317460313,0.005816233981485554,5
no_reg,mid_long,timestep_ce,5,0.015620977603911079,0.0032877057136419495,5,16759.025456183736,9927.020018551992,5,0.0214856696047842,0.004914013889705769,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5076.605841810322,4149.628048721116,5,0.05969163121690842,0.017068160227533817,5,0.08202380952380947,0.0156705841743321,5
no_reg,mid_long,timestep_ce,10,0.06204564839288251,0.04288843930566156,5,20574.85146146306,18831.666201465403,5,0.020649348100461422,0.005850727680664477,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5596.942307301191,5369.836300938779,5,0.05975240631327157,0.018154145054864818,5,0.10083333333333329,0.02136021209800491,5
no_reg,mid_long,timestep_ce,20,0.1129683762574785,0.0390049840605915,5,21600.64389629628,18891.342503425956,5,0.019945967612889682,0.002967614046576346,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5823.747130402189,5700.6792949400515,5,0.062066048119544116,0.01818665610526545,5,0.16248677248677246,0.023037689972956323,5
no_reg,mid_long,timestep_ce,30,0.1549690317500933,0.06265962765308698,5,21471.233767132217,17607.564550398547,5,0.01904758094252198,0.003549604111255485,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,6109.764786181557,6291.123905544223,5,0.06441997389297882,0.018072649417143073,5,0.17900793650793645,0.018819107129374863,5
no_reg,mid_long,whole_count_ce,1,0.6276491276039927,0.4257293087307586,5,18420.716721213794,8665.613169071947,5,0.0260903318164842,0.007784931846808669,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,4043.8871562281493,2311.812049968974,5,0.06682126888309611,0.019616885716802628,5,0.08693843193843186,0.045516572436296365,5
no_reg,mid_long,whole_count_ce,2,0.14455378193333612,0.07825443481108195,5,14940.77432425079,7516.681040509868,5,0.02415218211234168,0.007726342713376127,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,3821.7993928420155,2185.758067165586,5,0.062104961622294765,0.016598720466965967,5,0.11582732082732079,0.0226134366093073,5
