condition,architecture,objective,epoch,first_batch_task_grad_norm_mean,first_batch_task_grad_norm_std,first_batch_task_grad_norm_count,first_batch_p2_grad_norm_raw_mean,first_batch_p2_grad_norm_raw_std,first_batch_p2_grad_norm_raw_count,first_batch_a1_grad_norm_raw_mean,first_batch_a1_grad_norm_raw_std,first_batch_a1_grad_norm_raw_count,first_batch_weighted_p2_grad_norm_mean,first_batch_weighted_p2_grad_norm_std,first_batch_weighted_p2_grad_norm_count,first_batch_weighted_a1_grad_norm_mean,first_batch_weighted_a1_grad_norm_std,first_batch_weighted_a1_grad_norm_count,first_batch_reg_grad_norm_mean,first_batch_reg_grad_norm_std,first_batch_reg_grad_norm_count,first_batch_p2_to_task_grad_ratio_mean,first_batch_p2_to_task_grad_ratio_std,first_batch_p2_to_task_grad_ratio_count,first_batch_a1_to_task_grad_ratio_mean,first_batch_a1_to_task_grad_ratio_std,first_batch_a1_to_task_grad_ratio_count,first_batch_reg_to_task_grad_ratio_mean,first_batch_reg_to_task_grad_ratio_std,first_batch_reg_to_task_grad_ratio_count,train_reg_to_task_ratio_mean,train_reg_to_task_ratio_std,train_reg_to_task_ratio_count,train_p2_mean,train_p2_std,train_p2_count,train_a1_mean,train_a1_std,train_a1_count,val_native_ba_mean,val_native_ba_std,val_native_ba_count
all_fixes,mid_long,timestep_ce,1,1.079507261092043,0.4710761901408244,5,0.00393336736876932,0.0017914285958854296,5,0.0260903318164842,0.007784931846808669,5,3.933367533787458e-06,1.7914285864788396e-06,5,0.00026090330368168,7.784931695112017e-05,5,0.00026207324259862,7.812208932399364e-05,5,3.959061554281819e-06,2.0259967825343593e-06,5,0.00025712500382472,5.327224403225622e-05,5,0.00025828986910586,5.3530881979169044e-05,5,0.00021985994012838,5.087474665616497e-05,5,0.0010892269728450799,0.0005480129982586005,5,0.06625833849513996,0.019856465652827733,5,0.07702380952380948,0.014257716170395798,5
all_fixes,mid_long,timestep_ce,2,0.20623512192992086,0.3663100453625081,5,0.0035667643931061,0.0019811805693054647,5,0.023534176289669643,0.00739495711621314,5,7.133529339726112e-06,3.962361635609714e-06,5,0.00047068350751508,0.00014789914217563723,5,0.00047275524688595997,0.0001487562844117772,5,0.00011928364825688851,9.721011946932148e-05,5,0.00919628516878078,0.006438229094717616,5,0.009232622869810279,0.006467761773704209,5,0.00047768640018136,0.0001313862491882294,5,0.00107297483152784,0.0006138752465372412,5,0.06032594977757808,0.01748637168316689,5,0.08440476190476186,0.006393385482586596,5
all_fixes,mid_long,timestep_ce,5,0.020679698051305363,0.027393777244036882,5,0.00369462735121584,0.0026653396329476236,5,0.02087107939203938,0.005332252560588549,5,1.8473135664472746e-05,1.3326696256616165e-05,5,0.00104355397837366,0.00026661265133939133,5,0.00104922270905268,0.0002694472484957634,5,0.0019527093321501001,0.0015845276296713342,5,0.1166970573598752,0.0751232115324782,5,0.11727671614192811,0.07536725670807393,5,0.00115040773158622,0.0003482919895400517,5,0.0012601897080401201,0.0010155309979774658,5,0.05705185670681332,0.017227417117973993,5,0.08718253968253963,0.005485312737912343,5
all_fixes,mid_long,timestep_ce,10,0.036956675733713,0.010801057594792336,5,0.00298219119362488,0.00299402557692067,5,0.01806798309241048,0.006819797865859551,5,2.98219106459976e-05,2.9940252946229342e-05,5,0.00180679830899108,0.0006819797765779918,5,0.0018158538072550999,0.0006878927448489305,5,0.0008695723300590199,0.00097016790878841,5,0.05017245891280516,0.017670781547600108,5,0.05042885128307112,0.017883371428133142,5,0.00182626861310938,0.0007550169299102439,5,0.00094778886698652,0.0009093618879830623,5,0.0452425445123814,0.018710542436144017,5,0.10273809523809518,0.0152270597027374,5
all_fixes,mid_long,timestep_ce,20,0.0722213668280455,0.03468473504317369,5,0.00175359489870708,0.0017116873843030969,5,0.013075254411177361,0.004480339243382264,5,1.7535948785042472e-05,1.7116874245640538e-05,5,0.0013075254028384,0.0004480339142691409,5,0.00131358397541448,0.00045254076396402515,5,0.00022987125646580544,0.00014627075577206632,5,0.0200515250623351,0.009562793538862132,5,0.0201349812631258,0.00960519661571722,5,0.00136421866499874,0.0006756853145061869,5,0.00055635341416266,0.00048193253402185714,5,0.033391320214265344,0.016792467986677228,5,0.14682539682539678,0.01338293283090307,5
all_fixes,mid_long,timestep_ce,30,0.09842207494068268,0.05041197787987529,5,0.00146332614693646,0.001241180876600303,5,0.011952101644173681,0.0040669936595373645,5,1.4633261183990096e-05,1.2411808201007758e-05,5,0.00119521019426982,0.00040669938260538634,5,0.00120027999482258,0.0004102636788293025,5,0.0001414628970681898,6.48349326803587e-05,5,0.01312330127722334,0.0039405164330885995,5,0.013173330039765818,0.0039511901923432804,5,0.00141482287224294,0.0005901563514278384,5,0.00053178725013562,0.0003918610479736038,5,0.03316811707749216,0.014313724758528993,5,0.1733333333333333,0.015392401385364239,5
all_fixes,mid_long,whole_count_ce,1,0.6276491276039927,0.4257293087307586,5,0.00393336736876932,0.0017914285958854296,5,0.0260903318164842,0.007784931846808669,5,3.933367533787458e-06,1.7914285864788396e-06,5,0.00026090330368168,7.784931695112017e-05,5,0.00026207324259862,7.812208932399364e-05,5,8.035811404015419e-06,4.426073634973742e-06,5,0.00053996158490868,0.00029029526226044165,5,0.0005423311793415,0.0002912410182996699,5,0.00025159902726578,6.361695393841404e-05,5,0.00108649577522086,0.0005396454450236442,5,0.06668716748076745,0.019663703189485213,5,0.08762025012025007,0.034362886849063225,5
all_fixes,mid_long,whole_count_ce,2,0.14560097336385702,0.06952403981037181,5,0.00353775317002138,0.001918902575779594,5,0.02392036004803478,0.007699611960091182,5,7.075506697292084e-06,3.837805549319081e-06,5,0.00047840718651722005,0.00015399223635676493,5,0.00048046595574814,0.00015480215681157205,5,5.3216873710671256e-05,3.2711926923066926e-05,5,0.0038731763453995196,0.002317424923490214,5,0.0038892541342653,0.002327481530927225,5,0.00049733665420596,0.00012980657959116754,5,0.00103784923232518,0.0005684473013870151,5,0.061321380397179825,0.016651121433286783,5,0.11501443001442997,0.030683039215841472,5
all_fixes,mid_long,whole_count_ce,5,0.17153221734542856,0.04406555537073631,5,0.0035572444170635597,0.0019665221021108003,5,0.02261087512773702,0.005307119304531588,5,1.7786221642950686e-05,9.832610691659077e-06,5,0.00113054379465432,0.00026535594431581245,5,0.00113600483646022,0.00026668236034136956,5,0.00011513103989759031,9.193476037323428e-05,5,0.00685789583255442,0.0019407316502279709,5,0.00689284685876834,0.00196118384912289,5,0.00127397389814864,0.00021608039576418648,5,0.0011331805020005999,0.0006980335943738962,5,0.06006281969751422,0.011655016031423448,5,0.13018518518518513,0.028023470935885513,5
all_fixes,mid_long,whole_count_ce,10,0.21719088617507323,0.03522264515682012,5,0.0032926599284767003,0.0018330694875175833,5,0.021534740781514038,0.004951366476372247,5,3.29265978518771e-05,1.83306932015125e-05,5,0.0021534740658469996,0.0004951366711922683,5,0.00216401094076586,0.0004966117157396369,5,0.00015178162056121955,7.400976178661075e-05,5,0.010022210902304981,0.0021148458758760485,5,0.01007113096931762,0.002120195100600807,5,0.00284887390422434,0.00025415665590582863,5,0.00103782551601948,0.0005414258164024841,5,0.06117554557431172,0.007905581179788429,5,0.14683862433862432,0.028278987891765826,5
