condition,architecture,objective,seed,no_reg_test_ba,condition_test_ba,delta_test_ba_vs_no_reg,no_reg_last_hidden_events_per_neuron_second,condition_last_hidden_events_per_neuron_second,delta_last_hidden_events_per_neuron_second_vs_no_reg,no_reg_last_hidden_dead_neuron_fraction,condition_last_hidden_dead_neuron_fraction,delta_last_hidden_dead_neuron_fraction_vs_no_reg
original_reg,short_mid,timestep_ce,23,0.11222943722943723,0.08333333333333333,-0.028896103896103906,0.7730284956925116,0.052269715043074885,-0.7207587806494368,0.1875,0.5625,0.375
original_reg,short_mid,timestep_ce,37,0.13203463203463203,0.08333333333333333,-0.048701298701298704,0.9035371106693174,0.049867461895294896,-0.8536696487740225,0.125,0.625,0.5
original_reg,short_mid,timestep_ce,53,0.10822510822510822,0.08333333333333333,-0.024891774891774895,0.4256129887342611,0.00973326706428098,-0.41587972166998016,0.1640625,0.703125,0.5390625
original_reg,short_mid,timestep_ce,71,0.19123376623376623,0.08333333333333333,-0.1079004329004329,1.1541169648774023,0.04195659377070908,-1.1121603711066932,0.2890625,0.6171875,0.328125
original_reg,mid_long,whole_count_ce,11,0.34994727494727496,0.13365800865800867,-0.21628926628926629,10.883614976805832,0.7894300861497681,-10.094184890656065,0.015625,0.1484375,0.1328125
original_reg,mid_long,whole_count_ce,23,0.3549075924075924,0.08787878787878788,-0.2670288045288045,10.92192677269715,1.4631378396288932,-9.458788933068256,0.03125,0.046875,0.015625
original_reg,mid_long,whole_count_ce,37,0.25169830169830165,0.07997835497835497,-0.17171994671994667,8.959700132538105,4.107935719019218,-4.851764413518887,0.0390625,0.0078125,-0.03125
original_reg,mid_long,whole_count_ce,53,0.3340041902541903,0.09036796536796537,-0.24363622488622494,9.131668323392976,1.5103959575878065,-7.6212723658051695,0.03125,0.015625,-0.015625
original_reg,mid_long,whole_count_ce,71,0.4162032412032411,0.05735930735930735,-0.35884393384393376,9.08304340622929,1.3551192842942346,-7.727924121935056,0.0,0.0546875,0.0546875
original_reg,mid_long,timestep_ce,11,0.17136335886335885,0.06060606060606061,-0.11075729825729824,7.41343605036448,3.921305500331345,-3.4921305500331346,0.0390625,0.0078125,-0.03125
original_reg,mid_long,timestep_ce,23,0.2262834387834388,0.12337662337662338,-0.10290681540681541,11.169938701126574,0.5410868124585818,-10.628851888667992,0.1484375,0.1640625,0.015625
original_reg,mid_long,timestep_ce,37,0.1853896103896104,0.07575757575757576,-0.10963203463203465,7.567842942345925,2.502526507620941,-5.065316434724984,0.0390625,0.0390625,0.0
original_reg,mid_long,timestep_ce,53,0.1962121212121212,0.07651515151515152,-0.11969696969696968,5.219350563286945,2.1990970841616964,-3.020253479125248,0.0,0.015625,0.015625
original_reg,mid_long,timestep_ce,71,0.18297258297258298,0.08333333333333333,-0.09963924963924965,5.885934393638171,0.1486911862160371,-5.737243207422134,0.046875,0.3046875,0.2578125
temporal_norm,short_mid_long,whole_count_ce,11,0.137987012987013,0.0817099567099567,-0.05627705627705629,2.7432074221338634,0.45680086149768057,-2.2864065606361827,0.0234375,0.0859375,0.0625
temporal_norm,short_mid_long,whole_count_ce,23,0.12121212121212122,0.07846320346320346,-0.04274891774891776,3.029199801192843,0.9808648111332008,-2.048334990059642,0.03125,0.0703125,0.0390625
temporal_norm,short_mid_long,whole_count_ce,37,0.10381285381285381,0.08333333333333333,-0.02047952047952048,2.8446404903909874,0.2579108681245858,-2.5867296222664016,0.0,0.2109375,0.2109375
temporal_norm,short_mid_long,whole_count_ce,53,0.13203463203463203,0.08928571428571429,-0.042748917748917745,2.0504473161033796,0.294110337972167,-1.7563369781312126,0.0234375,0.203125,0.1796875
temporal_norm,short_mid_long,whole_count_ce,71,0.10227272727272728,0.09361471861471861,-0.00865800865800867,2.0104373757455267,0.36994698475811794,-1.640490390987409,0.0234375,0.2578125,0.234375
temporal_norm,short_mid_long,timestep_ce,11,0.08928571428571429,0.08928571428571429,0.0,0.7123508946322068,0.4627650762094102,-0.2495858184227966,0.1328125,0.09375,-0.0390625
temporal_norm,short_mid_long,timestep_ce,23,0.16666666666666666,0.06655844155844155,-0.1001082251082251,1.956138170974155,0.9448724320742213,-1.0112657388999335,0.0390625,0.09375,0.0546875
temporal_norm,short_mid_long,timestep_ce,37,0.08333333333333333,0.08333333333333333,0.0,0.5482521537442014,0.5390987408880054,-0.009153412856196086,0.1015625,0.125,0.0234375
temporal_norm,short_mid_long,timestep_ce,53,0.09956709956709957,0.0909090909090909,-0.00865800865800867,0.715498674618953,0.10043903247183565,-0.6150596421471174,0.0625,0.2421875,0.1796875
temporal_norm,short_mid_long,timestep_ce,71,0.091991341991342,0.07575757575757576,-0.01623376623376624,0.945079522862823,0.4469019218025182,-0.49817760106030484,0.078125,0.109375,0.03125
temporal_norm,short_mid,whole_count_ce,11,0.18786352536352535,0.10119047619047618,-0.08667304917304917,2.6433482438701126,0.273194168323393,-2.3701540755467194,0.0546875,0.34375,0.2890625
temporal_norm,short_mid,whole_count_ce,23,0.1966297591297591,0.1638777888777889,-0.032751970251970214,3.7436630218687874,1.182446984758118,-2.561216037110669,0.0625,0.1640625,0.1015625
temporal_norm,short_mid,whole_count_ce,37,0.21576756576756576,0.12158674658674656,-0.09418081918081919,4.20551689860835,0.44710901259111996,-3.75840788601723,0.109375,0.1640625,0.0546875
temporal_norm,short_mid,whole_count_ce,53,0.2779900654900655,0.16385281385281383,-0.11413725163725166,4.015159045725646,0.6634360503644798,-3.3517229953611665,0.046875,0.234375,0.1875
temporal_norm,short_mid,whole_count_ce,71,0.2545954045954046,0.09715284715284715,-0.15744255744255742,4.031146454605699,0.7388585155732273,-3.292287939032472,0.140625,0.3203125,0.1796875
temporal_norm,short_mid,timestep_ce,11,0.11742424242424242,0.08333333333333333,-0.03409090909090909,0.5719847581179589,0.0770791915175613,-0.4949055666003976,0.1171875,0.5390625,0.421875
temporal_norm,short_mid,timestep_ce,23,0.11222943722943723,0.08333333333333333,-0.028896103896103906,0.7730284956925116,0.15469681908548708,-0.6183316766070246,0.1875,0.453125,0.265625
temporal_norm,short_mid,timestep_ce,37,0.13203463203463203,0.09166666666666667,-0.04036796536796536,0.9035371106693174,0.0356610337972167,-0.8678760768721007,0.125,0.5390625,0.4140625
temporal_norm,short_mid,timestep_ce,53,0.10822510822510822,0.08333333333333333,-0.024891774891774895,0.4256129887342611,0.015366136514247846,-0.4102468522200133,0.1640625,0.5859375,0.421875
temporal_norm,short_mid,timestep_ce,71,0.19123376623376623,0.08333333333333333,-0.1079004329004329,1.1541169648774023,0.060843273691186216,-1.0932736911862162,0.2890625,0.5625,0.2734375
temporal_norm,mid_long,whole_count_ce,11,0.34994727494727496,0.27284937284937283,-0.07709790209790213,10.883614976805832,3.7275927766732937,-7.156022200132538,0.015625,0.0,-0.015625
temporal_norm,mid_long,whole_count_ce,23,0.3549075924075924,0.23688672438672434,-0.11802086802086806,10.92192677269715,5.206179589131875,-5.7157471835652744,0.03125,0.0,-0.03125
temporal_norm,mid_long,whole_count_ce,37,0.25169830169830165,0.22613220113220112,-0.025566100566100536,8.959700132538105,3.975563286944997,-4.984136845593108,0.0390625,0.0,-0.0390625
temporal_norm,mid_long,whole_count_ce,53,0.3340041902541903,0.2903818403818404,-0.04362234987234992,9.131668323392976,4.694375414181577,-4.437292909211399,0.03125,0.0,-0.03125
temporal_norm,mid_long,whole_count_ce,71,0.4162032412032411,0.18285325785325782,-0.23334998334998328,9.08304340622929,3.294855864811133,-5.788187541418157,0.0,0.0078125,0.0078125
temporal_norm,mid_long,timestep_ce,11,0.17136335886335885,0.14707792207792206,-0.024285436785436793,7.41343605036448,1.228628230616302,-6.184807819748178,0.0390625,0.0078125,-0.03125
temporal_norm,mid_long,timestep_ce,23,0.2262834387834388,0.17676767676767677,-0.04951576201576202,11.169938701126574,1.6861332007952285,-9.483805500331345,0.1484375,0.0546875,-0.09375
temporal_norm,mid_long,timestep_ce,37,0.1853896103896104,0.1582251082251082,-0.027164502164502197,7.567842942345925,1.506129887342611,-6.061713055003313,0.0390625,0.03125,-0.0078125
temporal_norm,mid_long,timestep_ce,53,0.1962121212121212,0.14393939393939395,-0.05227272727272725,5.219350563286945,0.9163353214049039,-4.303015241882041,0.0,0.078125,0.078125
temporal_norm,mid_long,timestep_ce,71,0.18297258297258298,0.13333333333333333,-0.04963924963924965,5.885934393638171,0.5485006626905236,-5.337433730947647,0.046875,0.1015625,0.0546875
tau_gain_norm,short_mid_long,whole_count_ce,11,0.137987012987013,0.08333333333333333,-0.05465367965367966,2.7432074221338634,0.3849403578528827,-2.3582670642809807,0.0234375,0.140625,0.1171875
tau_gain_norm,short_mid_long,whole_count_ce,23,0.12121212121212122,0.08766233766233766,-0.03354978354978355,3.029199801192843,0.7689695162359178,-2.260230284956925,0.03125,0.0546875,0.0234375
tau_gain_norm,short_mid_long,whole_count_ce,37,0.10381285381285381,0.08333333333333333,-0.02047952047952048,2.8446404903909874,0.03756626905235255,-2.807074221338635,0.0,0.71875,0.71875
tau_gain_norm,short_mid_long,whole_count_ce,53,0.13203463203463203,0.0909090909090909,-0.041125541125541135,2.0504473161033796,0.03735917826375083,-2.013088137839629,0.0234375,0.4765625,0.453125
tau_gain_norm,short_mid_long,whole_count_ce,71,0.10227272727272728,0.08333333333333333,-0.01893939393939395,2.0104373757455267,0.09671139827700465,-1.913725977468522,0.0234375,0.34375,0.3203125
tau_gain_norm,short_mid_long,timestep_ce,11,0.08928571428571429,0.08333333333333333,-0.005952380952380959,0.7123508946322068,0.3886265738899934,-0.3237243207422134,0.1328125,0.171875,0.0390625
tau_gain_norm,short_mid_long,timestep_ce,23,0.16666666666666666,0.08603896103896104,-0.08062770562770562,1.956138170974155,0.785826706428098,-1.170311464546057,0.0390625,0.0703125,0.03125
tau_gain_norm,short_mid_long,timestep_ce,37,0.08333333333333333,0.08333333333333333,0.0,0.5482521537442014,0.04742379058979457,-0.5008283631544068,0.1015625,0.6328125,0.53125
tau_gain_norm,short_mid_long,timestep_ce,53,0.09956709956709957,0.0909090909090909,-0.00865800865800867,0.715498674618953,0.03582670642809808,-0.679671968190855,0.0625,0.5078125,0.4453125
tau_gain_norm,short_mid_long,timestep_ce,71,0.091991341991342,0.08333333333333333,-0.00865800865800867,0.945079522862823,0.09099569251159709,-0.8540838303512259,0.078125,0.3828125,0.3046875
tau_gain_norm,short_mid,whole_count_ce,11,0.18786352536352535,0.08333333333333333,-0.10453019203019202,2.6433482438701126,0.053802186878727634,-2.589546056991385,0.0546875,0.5703125,0.515625
tau_gain_norm,short_mid,whole_count_ce,23,0.1966297591297591,0.08333333333333333,-0.11329642579642578,3.7436630218687874,0.12711232604373757,-3.6165506958250497,0.0625,0.5234375,0.4609375
tau_gain_norm,short_mid,whole_count_ce,37,0.21576756576756576,0.08333333333333333,-0.1324342324342324,4.20551689860835,0.05446487740225315,-4.151052021206096,0.109375,0.5859375,0.4765625
tau_gain_norm,short_mid,whole_count_ce,53,0.2779900654900655,0.08333333333333333,-0.19465673215673218,4.015159045725646,0.012922465208747515,-4.0022365805168985,0.046875,0.640625,0.59375
tau_gain_norm,short_mid,whole_count_ce,71,0.2545954045954046,0.08333333333333333,-0.17126207126207127,4.031146454605699,0.04618124585818423,-3.984965208747515,0.140625,0.5859375,0.4453125
tau_gain_norm,short_mid,timestep_ce,11,0.11742424242424242,0.08333333333333333,-0.03409090909090909,0.5719847581179589,0.05628727634194831,-0.5156974817760106,0.1171875,0.5703125,0.453125
tau_gain_norm,short_mid,timestep_ce,23,0.11222943722943723,0.08333333333333333,-0.028896103896103906,0.7730284956925116,0.06113320079522863,-0.711895294897283,0.1875,0.59375,0.40625
tau_gain_norm,short_mid,timestep_ce,37,0.13203463203463203,0.08333333333333333,-0.048701298701298704,0.9035371106693174,0.05409211398277004,-0.8494449966865474,0.125,0.578125,0.453125
tau_gain_norm,short_mid,timestep_ce,53,0.10822510822510822,0.08333333333333333,-0.024891774891774895,0.4256129887342611,0.012384029158383035,-0.4132289595758781,0.1640625,0.640625,0.4765625
tau_gain_norm,short_mid,timestep_ce,71,0.19123376623376623,0.08333333333333333,-0.1079004329004329,1.1541169648774023,0.04721669980119284,-1.1069002650762094,0.2890625,0.578125,0.2890625
tau_gain_norm,mid_long,whole_count_ce,11,0.34994727494727496,0.21357323232323233,-0.13637404262404262,10.883614976805832,1.7016650099403579,-9.181949966865474,0.015625,0.125,0.109375
tau_gain_norm,mid_long,whole_count_ce,23,0.3549075924075924,0.19215367965367966,-0.16275391275391274,10.92192677269715,2.187831345261763,-8.734095427435387,0.03125,0.0546875,0.0234375
tau_gain_norm,mid_long,whole_count_ce,37,0.25169830169830165,0.20435397935397934,-0.047344322344322315,8.959700132538105,2.3252982107355864,-6.634401921802518,0.0390625,0.1015625,0.0625
tau_gain_norm,mid_long,whole_count_ce,53,0.3340041902541903,0.16022311022311023,-0.1737810800310801,9.131668323392976,2.171056991385023,-6.960611332007953,0.03125,0.1171875,0.0859375
tau_gain_norm,mid_long,whole_count_ce,71,0.4162032412032411,0.16592712842712845,-0.2502761127761126,9.08304340622929,2.2917909211398277,-6.791252485089462,0.0,0.125,0.125
tau_gain_norm,mid_long,timestep_ce,11,0.17136335886335885,0.14794372294372293,-0.023419635919635917,7.41343605036448,0.6754473161033797,-6.7379887342611,0.0390625,0.203125,0.1640625
tau_gain_norm,mid_long,timestep_ce,23,0.2262834387834388,0.1158008658008658,-0.110482572982573,11.169938701126574,0.8202451954937044,-10.34969350563287,0.1484375,0.140625,-0.0078125
tau_gain_norm,mid_long,timestep_ce,37,0.1853896103896104,0.0935064935064935,-0.09188311688311691,7.567842942345925,0.5981196156394963,-6.969723326706428,0.0390625,0.1875,0.1484375
tau_gain_norm,mid_long,timestep_ce,53,0.1962121212121212,0.06006493506493507,-0.13614718614718613,5.219350563286945,5.265076209410205,0.04572564612326069,0.0,0.0390625,0.0390625
tau_gain_norm,mid_long,timestep_ce,71,0.18297258297258298,0.06818181818181819,-0.11479076479076479,5.885934393638171,0.4232107355864811,-5.46272365805169,0.046875,0.296875,0.25
warmup,short_mid_long,whole_count_ce,11,0.137987012987013,0.08333333333333333,-0.05465367965367966,2.7432074221338634,0.40743041749502984,-2.3357770046388335,0.0234375,0.1015625,0.078125
warmup,short_mid_long,whole_count_ce,23,0.12121212121212122,0.08766233766233766,-0.03354978354978355,3.029199801192843,0.8337889330682571,-2.195410868124586,0.03125,0.0703125,0.0390625
warmup,short_mid_long,whole_count_ce,37,0.10381285381285381,0.08333333333333333,-0.02047952047952048,2.8446404903909874,0.0,-2.8446404903909874,0.0,1.0,1.0
warmup,short_mid_long,whole_count_ce,53,0.13203463203463203,0.08333333333333333,-0.048701298701298704,2.0504473161033796,0.04671968190854871,-2.003727634194831,0.0234375,0.40625,0.3828125
warmup,short_mid_long,whole_count_ce,71,0.10227272727272728,0.08333333333333333,-0.01893939393939395,2.0104373757455267,0.07554671968190854,-1.934890656063618,0.0234375,0.3828125,0.359375
warmup,short_mid_long,timestep_ce,11,0.08928571428571429,0.08333333333333333,-0.005952380952380959,0.7123508946322068,0.03197481776010603,-0.6803760768721008,0.1328125,0.4140625,0.28125
warmup,short_mid_long,timestep_ce,23,0.16666666666666666,0.08766233766233766,-0.079004329004329,1.956138170974155,0.8315523525513585,-1.1245858184227964,0.0390625,0.0703125,0.03125
warmup,short_mid_long,timestep_ce,37,0.08333333333333333,0.08333333333333333,0.0,0.5482521537442014,0.0,-0.5482521537442014,0.1015625,1.0,0.8984375
warmup,short_mid_long,timestep_ce,53,0.09956709956709957,0.08333333333333333,-0.01623376623376624,0.715498674618953,0.04651259111994698,-0.668986083499006,0.0625,0.40625,0.34375
warmup,short_mid_long,timestep_ce,71,0.091991341991342,0.08333333333333333,-0.00865800865800867,0.945079522862823,0.07778330019880715,-0.8672962226640158,0.078125,0.3671875,0.2890625
warmup,short_mid,whole_count_ce,11,0.18786352536352535,0.08333333333333333,-0.10453019203019202,2.6433482438701126,0.04990888005301524,-2.5934393638170974,0.0546875,0.59375,0.5390625
warmup,short_mid,whole_count_ce,23,0.1966297591297591,0.08333333333333333,-0.11329642579642578,3.7436630218687874,0.04961895294897283,-3.6940440689198146,0.0625,0.5390625,0.4765625
warmup,short_mid,whole_count_ce,37,0.21576756576756576,0.08333333333333333,-0.1324342324342324,4.20551689860835,0.04990888005301524,-4.155608018555334,0.109375,0.6328125,0.5234375
warmup,short_mid,whole_count_ce,53,0.2779900654900655,0.08333333333333333,-0.19465673215673218,4.015159045725646,0.00973326706428098,-4.005425778661365,0.046875,0.703125,0.65625
warmup,short_mid,whole_count_ce,71,0.2545954045954046,0.08333333333333333,-0.17126207126207127,4.031146454605699,0.04195659377070908,-3.9891898608349905,0.140625,0.6171875,0.4765625
warmup,short_mid,timestep_ce,11,0.11742424242424242,0.08333333333333333,-0.03409090909090909,0.5719847581179589,0.05019880715705766,-0.5217859509609013,0.1171875,0.5859375,0.46875
warmup,short_mid,timestep_ce,23,0.11222943722943723,0.08333333333333333,-0.028896103896103906,0.7730284956925116,0.049411862160371106,-0.7236166335321406,0.1875,0.546875,0.359375
warmup,short_mid,timestep_ce,37,0.13203463203463203,0.08333333333333333,-0.048701298701298704,0.9035371106693174,0.049867461895294896,-0.8536696487740225,0.125,0.6328125,0.5078125
warmup,short_mid,timestep_ce,53,0.10822510822510822,0.08333333333333333,-0.024891774891774895,0.4256129887342611,0.00973326706428098,-0.41587972166998016,0.1640625,0.703125,0.5390625
warmup,short_mid,timestep_ce,71,0.19123376623376623,0.08333333333333333,-0.1079004329004329,1.1541169648774023,0.04203943008614977,-1.1120775347912526,0.2890625,0.6171875,0.328125
warmup,mid_long,whole_count_ce,11,0.34994727494727496,0.08993506493506494,-0.26001221001221003,10.883614976805832,1.8735917826375084,-9.010023194168324,0.015625,0.046875,0.03125
warmup,mid_long,whole_count_ce,23,0.3549075924075924,0.07413419913419914,-0.28077339327339323,10.92192677269715,0.44516235917826374,-10.476764413518886,0.03125,0.1875,0.15625
warmup,mid_long,whole_count_ce,37,0.25169830169830165,0.08073593073593073,-0.17096237096237094,8.959700132538105,3.877775016567263,-5.081925115970842,0.0390625,0.0,-0.0390625
warmup,mid_long,whole_count_ce,53,0.3340041902541903,0.07251082251082251,-0.2614933677433678,9.131668323392976,1.0433648111332008,-8.088303512259776,0.03125,0.0390625,0.0078125
warmup,mid_long,whole_count_ce,71,0.4162032412032411,0.06655844155844155,-0.34964479964479955,9.08304340622929,1.552642478462558,-7.530400927766732,0.0,0.046875,0.046875
warmup,mid_long,timestep_ce,11,0.17136335886335885,0.07102272727272728,-0.10034063159063157,7.41343605036448,4.539305831676607,-2.8741302186878723,0.0390625,0.0078125,-0.03125
warmup,mid_long,timestep_ce,23,0.2262834387834388,0.08333333333333333,-0.14295010545010545,11.169938701126574,0.4442925778661365,-10.725646123260438,0.1484375,0.1953125,0.046875
warmup,mid_long,timestep_ce,37,0.1853896103896104,0.0817099567099567,-0.1036796536796537,7.567842942345925,2.3568174287607686,-5.211025513585156,0.0390625,0.0390625,0.0
warmup,mid_long,timestep_ce,53,0.1962121212121212,0.08928571428571429,-0.10692640692640691,5.219350563286945,0.5615888005301524,-4.657761762756792,0.0,0.0859375,0.0859375
warmup,mid_long,timestep_ce,71,0.18297258297258298,0.06060606060606061,-0.12236652236652237,5.885934393638171,1.5513585155732272,-4.3345758780649435,0.046875,0.046875,0.0
all_fixes,short_mid_long,whole_count_ce,11,0.137987012987013,0.09956709956709957,-0.03841991341991342,2.7432074221338634,0.509857521537442,-2.2333499005964215,0.0234375,0.0703125,0.046875
all_fixes,short_mid_long,whole_count_ce,23,0.12121212121212122,0.1423160173160173,0.021103896103896097,3.029199801192843,2.029696819085487,-0.999502982107356,0.03125,0.0390625,0.0078125
all_fixes,short_mid_long,whole_count_ce,37,0.10381285381285381,0.10768398268398267,0.003871128871128865,2.8446404903909874,1.7569582504970178,-1.0876822398939696,0.0,0.0625,0.0625
all_fixes,short_mid_long,whole_count_ce,53,0.13203463203463203,0.10822510822510822,-0.023809523809523808,2.0504473161033796,1.405649436713055,-0.6447978793903246,0.0234375,0.046875,0.0234375
all_fixes,short_mid_long,whole_count_ce,71,0.10227272727272728,0.10465367965367967,0.0023809523809523864,2.0104373757455267,1.3845261762756793,-0.6259111994698474,0.0234375,0.0078125,-0.015625
all_fixes,short_mid_long,timestep_ce,11,0.08928571428571429,0.09523809523809523,0.005952380952380945,0.7123508946322068,0.7187707090788602,0.006419814446653405,0.1328125,0.0859375,-0.046875
all_fixes,short_mid_long,timestep_ce,23,0.16666666666666666,0.11147186147186146,-0.0551948051948052,1.956138170974155,1.0285371106693175,-0.9276010603048375,0.0390625,0.0625,0.0234375
all_fixes,short_mid_long,timestep_ce,37,0.08333333333333333,0.09523809523809523,0.011904761904761904,0.5482521537442014,0.27816434724983435,-0.2700878064943671,0.1015625,0.21875,0.1171875
all_fixes,short_mid_long,timestep_ce,53,0.09956709956709957,0.07489177489177488,-0.024675324675324684,0.715498674618953,0.6049536116633533,-0.11054506295559974,0.0625,0.1171875,0.0546875
all_fixes,short_mid_long,timestep_ce,71,0.091991341991342,0.08333333333333333,-0.00865800865800867,0.945079522862823,0.23334990059642147,-0.7117296222664016,0.078125,0.171875,0.09375
all_fixes,short_mid,whole_count_ce,11,0.18786352536352535,0.15134171384171383,-0.036521811521811526,2.6433482438701126,1.33051689860835,-1.3128313452617626,0.0546875,0.1640625,0.109375
all_fixes,short_mid,whole_count_ce,23,0.1966297591297591,0.21303696303696304,0.016407203907203932,3.7436630218687874,3.3715622929092115,-0.3721007289595759,0.0625,0.078125,0.015625
all_fixes,short_mid,whole_count_ce,37,0.21576756576756576,0.1784049284049284,-0.03736263736263737,4.20551689860835,2.9191517561298874,-1.2863651424784623,0.109375,0.1796875,0.0703125
all_fixes,short_mid,whole_count_ce,53,0.2779900654900655,0.175999000999001,-0.10199106449106449,4.015159045725646,1.7871520874751492,-2.228006958250497,0.046875,0.1015625,0.0546875
all_fixes,short_mid,whole_count_ce,71,0.2545954045954046,0.2142163392163392,-0.04037906537906538,4.031146454605699,3.21993041749503,-0.8112160371106696,0.140625,0.2265625,0.0859375
all_fixes,short_mid,timestep_ce,11,0.11742424242424242,0.08928571428571429,-0.02813852813852813,0.5719847581179589,0.10375248508946322,-0.4682322730284957,0.1171875,0.484375,0.3671875
all_fixes,short_mid,timestep_ce,23,0.11222943722943723,0.10194805194805194,-0.010281385281385294,0.7730284956925116,0.3724320742213386,-0.400596421471173,0.1875,0.2890625,0.1015625
all_fixes,short_mid,timestep_ce,37,0.13203463203463203,0.1324925074925075,0.00045787545787545625,0.9035371106693174,0.3757869449966865,-0.5277501656726309,0.125,0.25,0.125
all_fixes,short_mid,timestep_ce,53,0.10822510822510822,0.11147186147186146,0.003246753246753234,0.4256129887342611,0.1833996023856859,-0.24221338634857523,0.1640625,0.3671875,0.203125
all_fixes,short_mid,timestep_ce,71,0.19123376623376623,0.09361471861471861,-0.09761904761904762,1.1541169648774023,0.28321736249171636,-0.870899602385686,0.2890625,0.453125,0.1640625
all_fixes,mid_long,whole_count_ce,11,0.34994727494727496,0.33866688866688865,-0.011280386280386301,10.883614976805832,8.932198475811797,-1.9514165009940356,0.015625,0.0,-0.015625
all_fixes,mid_long,whole_count_ce,23,0.3549075924075924,0.28520368520368516,-0.06970390720390723,10.92192677269715,8.64918820410868,-2.272738568588469,0.03125,0.03125,0.0
all_fixes,mid_long,whole_count_ce,37,0.25169830169830165,0.2176004551004551,-0.034097846597846565,8.959700132538105,7.044731610337972,-1.914968522200133,0.0390625,0.015625,-0.0234375
all_fixes,mid_long,whole_count_ce,53,0.3340041902541903,0.34744422244422246,0.013440032190032147,9.131668323392976,7.203777335984095,-1.9278909874088805,0.03125,0.0078125,-0.0234375
all_fixes,mid_long,whole_count_ce,71,0.4162032412032411,0.35753829503829504,-0.05866494616494605,9.08304340622929,7.736497680583168,-1.3465457256461226,0.0,0.0,0.0
all_fixes,mid_long,timestep_ce,11,0.17136335886335885,0.1591991341991342,-0.012164224664224649,7.41343605036448,3.639993373094765,-3.7734426772697147,0.0390625,0.0390625,0.0
all_fixes,mid_long,timestep_ce,23,0.2262834387834388,0.22919857919857922,0.0029151404151404325,11.169938701126574,7.166790921139827,-4.0031477799867465,0.1484375,0.1015625,-0.046875
all_fixes,mid_long,timestep_ce,37,0.1853896103896104,0.13495670995670997,-0.05043290043290044,7.567842942345925,3.6124502982107356,-3.955392644135189,0.0390625,0.015625,-0.0234375
