objective,mean_probe_val_balanced_accuracy,sd_probe_val_balanced_accuracy
timestep_ce,0.5517128961573406,0.03689689309301409
fixed250_sequence_ce,0.511863342418898,0.06615009975720101
relative10_sequence_ce,0.504548126770349,0.07518629062985611
