objective,mean_absolute_time_position_gain_ba,sd_absolute_time_position_gain_ba,mean_relative_phase_position_gain_ba,sd_relative_phase_position_gain_ba,mean_posthoc_linear_accessibility_gap_ba,sd_posthoc_linear_accessibility_gap_ba,mean_duration_only_ba,sd_duration_only_ba
fixed250_sequence_ce,0.1809574684574684,0.03757323393042418,0.2651621526621526,0.045744427875769086,0.13902740777740766,0.012624196382499288,0.1130952380952381,0.0
relative10_sequence_ce,0.18803002553002549,0.07014906778770434,0.27685115810115807,0.06842507391756297,-0.004189329189329238,0.018871306171491374,0.1130952380952381,0.0
timestep_ce,0.11042106042106038,0.020757082275519704,0.12298673548673544,0.04681088786883415,0.2027620527620528,0.0355216682446412,0.1130952380952381,0.0
