objective,seed,test_accuracy,test_balanced_accuracy,test_macro_f1,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1
timestep_ce,11,0.5,0.47474123099123094,0.4397730462844942,0.7986230636833046,0.7894637494537396,0.7877133177408794,0.49206349206349204,0.47543891293891294,0.4387046345704401
timestep_ce,23,0.5068493150684932,0.487338356088356,0.45859847443009777,0.8055077452667814,0.7982523146766879,0.800941304939807,0.47619047619047616,0.4776515151515151,0.43927301558064674
timestep_ce,101,0.541095890410959,0.515783522033522,0.4957973257143738,0.810671256454389,0.8030093147013041,0.8041559396778427,0.5,0.487974987974988,0.4580999333475282
relative10_sequence_ce,11,0.6986301369863014,0.6867465867465867,0.6887887745271554,0.9793459552495697,0.979117453341046,0.9802030654701818,0.6428571428571429,0.6428751803751803,0.6492886582017017
relative10_sequence_ce,23,0.6575342465753424,0.6483197358197358,0.641143508933364,0.9948364888123924,0.9950023741690409,0.9950948403429826,0.6984126984126984,0.703433140933141,0.7039555473766
relative10_sequence_ce,101,0.7054794520547946,0.6940989565989567,0.695046564846224,0.9827882960413081,0.983719137119988,0.9839188107824822,0.6666666666666666,0.6743927368927368,0.6753252764943437
fixed250_sequence_ce,11,0.5342465753424658,0.5159403096903097,0.5115241865241865,0.9862306368330465,0.9869267080051394,0.9869944620610739,0.5793650793650794,0.5694925444925444,0.5770383706894863
fixed250_sequence_ce,23,0.5068493150684932,0.49446178821178827,0.48173304232082886,0.9965576592082617,0.996545584045584,0.996651896640988,0.5396825396825397,0.533080808080808,0.5438308964044258
fixed250_sequence_ce,101,0.4931506849315068,0.4806020368520369,0.468892479262567,0.9931153184165232,0.9932776101893749,0.9934264111502635,0.6111111111111112,0.5989898989898989,0.6100148040365433
