objective,seed,absolute_time_position_gain_ba,relative_phase_position_gain_ba,best_frozen_probe_ba,native_test_ba,posthoc_linear_accessibility_gap_ba,duration_only_ba
fixed250_sequence_ce,11,0.14657703407703404,0.2830516705516705,0.6445387945387945,0.5159403096903097,0.1285984848484848,0.1130952380952381
fixed250_sequence_ce,23,0.22106573981573974,0.21317640692640677,0.629883311133311,0.49446178821178827,0.1354215229215227,0.1130952380952381
fixed250_sequence_ce,101,0.1752296314796315,0.29925838050838044,0.6336642524142524,0.4806020368520369,0.1530622155622155,0.1130952380952381
relative10_sequence_ce,11,0.10851578976578968,0.2818882506382507,0.6739642302142302,0.6867465867465867,-0.012782356532356487,0.1130952380952381
relative10_sequence_ce,23,0.24116647241647243,0.20604673104673094,0.6657689532689531,0.6483197358197358,0.017449217449217347,0.1130952380952381
relative10_sequence_ce,101,0.21440781440781437,0.34261849261849264,0.6768641081141081,0.6940989565989567,-0.017234848484848575,0.1130952380952381
timestep_ce,11,0.09415792540792534,0.17647977022977024,0.7153339715839716,0.47474123099123094,0.24059274059274066,0.1130952380952381
timestep_ce,23,0.13380022755022752,0.08952228327228318,0.6849116161616161,0.487338356088356,0.1975732600732601,0.1130952380952381
timestep_ce,101,0.1033050283050283,0.10295815295815292,0.6859036796536796,0.515783522033522,0.17012015762015764,0.1130952380952381
