epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3,train_p2_output
1,2.616477537155151,28034871.8,332.3342010498047,280348.715625,33.23342056274414,280384.5703125,107160.08261642368,0.08333333333333333,2.4775397777557373,326369.740625,372424.725,27294690.9,41387.380859375
2,2.53576602935791,7400317.6,189.94942321777344,74003.175,18.994942665100098,74024.7046875,29191.24599259992,0.08333333333333333,2.483835220336914,270758.3125,250956.346875,6860721.65,17881.44453125
3,2.5102506637573243,4291980.3625,130.06752548217773,42919.80185546875,13.00675301551819,42935.319580078125,17102.99661637088,0.08333333333333333,2.487894058227539,223348.8546875,193006.91796875,3866109.028125,9515.59248046875
4,2.509508514404297,2300360.8875,93.23273849487305,23003.60859375,9.3232741355896,23015.44150390625,9170.294396609514,0.08333333333333333,2.4864728450775146,184608.475,152159.0265625,1957210.5875,6382.839697265625
5,2.5093774795532227,1396689.525,74.9053581237793,13966.89501953125,7.4905359745025635,13976.89453125,5568.865453432616,0.08333333333333333,2.485064744949341,154310.2796875,124539.9484375,1112929.2859375,4909.973461914063
6,2.5091363906860353,1017033.35,68.76777496337891,10170.33310546875,6.876777458190918,10179.71904296875,4056.060850540029,0.08333333333333333,2.483590602874756,131687.3953125,104368.76875,777110.95625,3866.2541015625
7,2.4994274139404298,749664.70625,56.82257919311523,7496.647021484375,5.68225793838501,7504.8287109375,3001.6191858898956,0.08333333333333333,2.4842028617858887,115062.7609375,92263.8671875,538910.3125,3427.7539794921877
8,2.4960928916931153,608208.9296875,48.910284423828124,6082.089038085937,4.891028439998626,6089.476123046875,2438.60318130913,0.08333333333333333,2.4849069118499756,102524.72109375,79122.275,423590.223828125,2971.711181640625
9,2.4952471256256104,436799.60625,43.84085235595703,4367.995947265625,4.384085416793823,4374.875341796875,1752.2833661560362,0.08333333333333333,2.4849069118499756,92711.96953125,72361.776171875,268834.434375,2891.416259765625
10,2.4934486389160155,413353.303125,41.735619735717776,4133.532922363282,4.173561948537826,4140.199938964844,1659.4312069369985,0.08333333333333333,2.4849069118499756,85287.0875,64610.47421875,260514.40234375,2941.3405364990235
11,2.493139886856079,347053.88125,40.629543685913085,3470.538671875,4.062954425811768,3477.0947265625,1393.6649301625766,0.08333333333333333,2.4849069118499756,79343.728125,57510.58828125,206928.746875,3270.808740234375
12,2.4925587654113768,278240.809375,36.42344856262207,2782.4080078125,3.642344856262207,2788.542919921875,1117.747108445384,0.08333333333333333,2.4849069118499756,74508.90859375,51700.37890625,149760.921875,2270.6024169921875
