epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3,train_p2_output
1,2.5307794570922852,18069326.5,239.49982452392578,180693.258984375,23.94998245239258,180719.7359375,71407.72715709519,0.08333333333333333,2.4865260124206543,322067.4,361246.6,17331549.3875,54463.7388671875
2,2.500510883331299,4497095.75,149.39010009765624,44970.95703125,14.939010429382325,44988.396875,17990.681960858754,0.08333333333333333,2.484891653060913,262511.178125,232500.2015625,3984975.4,17109.0287109375
3,2.4949420928955077,2247514.13125,104.29813652038574,22475.140966796876,10.429813718795776,22488.065234375,9012.46199041839,0.08333333333333333,2.4849069118499756,213242.184375,180516.384375,1842869.0375,10886.47705078125
4,2.48936448097229,1319045.678125,79.61446971893311,13190.456323242188,7.961446940898895,13200.907202148437,5301.922587498348,0.08333333333333333,2.4849069118499756,172941.5234375,145367.55703125,992469.9484375,8266.665197753906
5,2.4882912158966066,816025.46875,65.44693984985352,8160.2544921875,6.544694089889527,8169.2875,3282.0913943284745,0.08333333333333333,2.4849069118499756,142196.3234375,122947.16796875,544927.190625,5954.7794921875
6,2.4882763862609862,589118.14375,56.4815372467041,5891.18134765625,5.6481538772583,5899.317724609375,2369.845059854622,0.08333333333333333,2.4849069118499756,120442.21953125,110671.03125,353492.8984375,4512.00400390625
7,2.488237762451172,459500.49375,49.94042682647705,4595.004907226563,4.994042754173279,4602.487255859375,1848.6975076888396,0.08333333333333333,2.4849069118499756,104206.25,98902.316015625,252456.565234375,3935.3705444335938
8,2.4883842945098875,396334.534375,40.64152717590332,3963.3452880859377,4.064152812957763,3969.8978759765623,1594.371677096731,0.08333333333333333,2.4849069118499756,91897.6203125,87167.23125,213847.0484375,3422.6236328125
9,2.488130044937134,320236.946875,36.826459884643555,3202.369384765625,3.682646059989929,3208.5401123046877,1288.5387712548684,0.08333333333333333,2.4849069118499756,82628.78515625,77285.835546875,157385.3453125,2936.9826782226564
10,2.4860036849975584,267906.3765625,31.97222602069378,2679.063720703125,3.1972227189689875,2684.7468994140627,1078.9448783237538,0.08333333333333333,2.4849069118499756,75249.74921875,68150.8556640625,122112.62373046875,2393.1421441912653
