epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3,train_p2_output
1,2.5902465343475343,27772493.1,251.33616790771484,277724.92421875,25.13361759185791,277752.64609375,107229.19774364459,0.08333333333333333,2.486018419265747,309445.515625,356617.915625,27062588.0,43842.6125
2,2.5506112575531006,7189793.8,159.90794830322267,71897.9359375,15.990795421600343,71916.476171875,28194.781356807547,0.08333333333333333,2.484189987182617,259264.18125,241613.16875,6674932.7,13983.726953125
3,2.5449396133422852,4207082.775,124.3977264404297,42070.8265625,12.439773082733154,42085.8107421875,16536.056932335032,0.08333333333333333,2.4848432540893555,215571.2125,182699.090625,3797125.025,11687.3271484375
4,2.52713680267334,2210783.0125,99.24386138916016,22107.8302734375,9.924386310577393,22120.2814453125,8752.100256840366,0.08333333333333333,2.485018014907837,179697.20625,157015.2078125,1864780.4625,9290.151171875
5,2.5175737857818605,1123772.44375,80.66358108520508,11237.724267578125,8.06635823249817,11248.30791015625,4466.916000365852,0.08333333333333333,2.4849069118499756,150610.315625,139611.80625,826137.871875,7412.434375
6,2.5042084217071534,756876.153125,66.25988082885742,7568.761474609375,6.625988340377807,7577.89150390625,3025.0626893848985,0.08333333333333333,2.4849069118499756,128131.2,123430.340625,499829.609375,5484.989599609375
7,2.5023109912872314,606574.353125,58.24179344177246,6065.743505859375,5.824179458618164,6074.070092773438,2426.3841330907776,0.08333333333333333,2.4849069118499756,111587.30390625,108519.669140625,382116.18046875,4351.188024902343
8,2.505160617828369,467426.23125,47.5546070098877,4674.2620849609375,4.755460715293884,4681.522778320313,1867.7515175583028,0.08333333333333333,2.4849069118499756,99414.359375,91853.82265625,273265.14375,2892.8955078125
9,2.4995656967163087,387158.965625,41.4689640045166,3871.5896240234374,4.146896505355835,3878.236181640625,1550.5639742217486,0.08333333333333333,2.4849069118499756,90601.0703125,81859.45078125,212045.3328125,2653.131982421875
10,2.4962706565856934,337779.0671875,35.20310325622559,3377.790637207031,3.520310401916504,3383.8071899414062,1354.5450044402555,0.08333333333333333,2.4849069118499756,83862.034375,69131.560546875,182577.22578125,2208.2355224609373
11,2.4990543365478515,286759.421875,33.23977146148682,2867.5941650390623,3.323977196216583,2873.4171630859373,1148.8018088478675,0.08333333333333333,2.4849069118499756,78678.22578125,60965.9578125,144886.4515625,2228.7942016601564
12,2.493752288818359,250475.7921875,31.232244729995728,2504.7578125,3.1232246100902556,2510.3748291015627,1005.6656582753156,0.08333333333333333,2.4849069118499756,74355.62734375,56677.9447265625,117423.229296875,2018.993096923828
13,2.4966436862945556,321190.06875,29.804437828063964,3211.900634765625,2.9804437875747682,3217.3776611328126,1287.6811762132668,0.08333333333333333,2.4849069118499756,70722.7859375,47927.825,200578.4546875,1960.9960876464843
14,2.4933170795440676,227472.365625,25.935215568542482,2274.7236572265624,2.5935215592384337,2279.810498046875,913.3684590177496,0.08333333333333333,2.4849069118499756,67702.678125,44921.7453125,112810.032421875,2037.9021362304688
15,2.491164970397949,191491.8203125,22.951360654830932,1914.9181396484375,2.2951360642910004,1919.7044189453125,769.6051038347994,0.08333333333333333,2.4849069118499756,65043.8078125,42578.9078125,82553.538671875,1315.5619873046876
