epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3,train_p2_output
1,2.510936450958252,27772493.1,251.33616790771484,277724.92421875,25.13361759185791,277752.57578125,110616.12400837294,0.08333333333333333,2.486018419265747,309445.515625,356617.9140625,27062588.0,43842.602734375
2,2.495383358001709,7189793.9,159.90794830322267,71897.93671875,15.990795421600343,71916.421875,28818.789419097484,0.08333333333333333,2.484189987182617,259264.18125,241613.16875,6674932.8,13983.73701171875
3,2.497176933288574,4207082.675,124.3977264404297,42070.825,12.439773082733154,42085.7619140625,16852.336016760564,0.08333333333333333,2.4848432540893555,215571.20625,182699.090625,3797124.925,11687.3787109375
4,2.491741943359375,2210783.05,99.24386138916016,22107.83046875,9.924386310577393,22120.2458984375,8876.422742734485,0.08333333333333333,2.485018014907837,179697.209375,157015.215625,1864780.4625,9290.1759765625
5,2.4882813930511474,1123768.21875,80.66358108520508,11237.681884765625,8.06635823249817,11248.236376953126,4519.4841204067,0.08333333333333333,2.4849069118499756,150610.3125,139611.8,826137.871875,7408.24736328125
6,2.4878602027893066,756876.10625,66.25988082885742,7568.76083984375,6.625988340377807,7577.874755859375,3044.9407163999226,0.08333333333333333,2.4849069118499756,128131.2,123430.334375,499829.5515625,5485.013818359375
7,2.4885027408599854,606574.21875,58.24179344177246,6065.7420654296875,5.824179458618164,6074.05478515625,2439.8471197946415,0.08333333333333333,2.4849069118499756,111587.3078125,108519.687890625,382116.18046875,4351.037243652344
8,2.4894293785095214,467426.015625,47.5546070098877,4674.260034179688,4.755460715293884,4681.504931640625,1879.553417055123,0.08333333333333333,2.4849069118499756,99414.3640625,91853.84765625,273265.165625,2892.6193359375
9,2.48720965385437,387158.853125,41.4689640045166,3871.5884521484377,4.146896505355835,3878.222607421875,1558.2664463559224,0.08333333333333333,2.4849069118499756,90601.0734375,81859.49609375,212045.334375,2652.9451416015627
10,2.485850143432617,337778.98125,35.20310325622559,3377.789660644531,3.520310401916504,3383.7959228515624,1360.2227712638075,0.08333333333333333,2.4849069118499756,83862.040625,69131.631640625,182577.256640625,2208.0594970703123
11,2.486768198013306,286759.48125,33.23977146148682,2867.5947998046877,3.323977196216583,2873.40556640625,1154.4778396693744,0.08333333333333333,2.4849069118499756,78678.23515625,60966.0265625,144886.46015625,2228.76865234375
12,2.4856863498687742,250475.8390625,31.232244729995728,2504.758337402344,3.1232246100902556,2510.3671875,1008.9292086850908,0.08333333333333333,2.4849069118499756,74355.65703125,56677.9810546875,117423.2306640625,2018.9634643554687
13,2.486400270462036,321190.1015625,29.804437828063964,3211.9009765625,2.9804437875747682,3217.3677490234377,1292.9862735868624,0.08333333333333333,2.4849069118499756,70722.8578125,47927.826953125,200578.3140625,1961.0981811523438
14,2.4856035232543947,227383.5453125,25.85857982635498,2273.8353759765623,2.5858580231666566,2278.9068359375,915.8424554448716,0.08333333333333333,2.4849069118499756,67702.775,44924.763671875,112730.362109375,2025.6425903320312
15,2.4841240882873534,191492.6859375,22.951360654830932,1914.9268188476562,2.2951360642910004,1919.7060546875,771.7899294772149,0.08333333333333333,2.4849069118499756,65043.98046875,42579.240625,82554.1240234375,1315.3408203125
16,2.484526252746582,192583.40625,23.55423812866211,1925.8339965820312,2.3554238438606263,1930.6739379882813,776.0793102082645,0.08333333333333333,2.4849069118499756,62611.36328125,40042.854296875,88872.8328125,1056.359915161133
17,2.4854009628295897,200581.40703125,22.25013346672058,2005.8140380859375,2.22501340508461,2010.5244750976562,807.9336419041624,0.08333333333333333,2.4849069118499756,60295.77109375,37816.9966796875,101408.9861328125,1059.6553955078125
18,2.4853649616241453,166196.2578125,20.61339349746704,1661.9625732421875,2.0613393902778627,1666.5092529296876,669.5289980852764,0.08333333333333333,2.4849069118499756,58115.58671875,35848.928125,71218.9650390625,1012.7776077270507
19,2.4848612785339355,140011.715625,17.938000774383546,1400.1171264648438,1.793800064921379,1404.39580078125,564.1807607694263,0.08333333333333333,2.4849069118499756,56218.56875,33343.91953125,49310.1810546875,1139.043992614746
20,2.484485912322998,125832.86484375,16.071711111068726,1258.3286376953124,1.6071711480617523,1262.4203125,507.12133346947917,0.08333333333333333,2.4849069118499756,54422.9453125,31400.42734375,39218.0796875,791.413931274414
21,2.4852975368499757,126295.646875,15.259132903814315,1262.9564331054687,1.5259132854640485,1266.9676513671875,508.78509620768307,0.08333333333333333,2.4849069118499756,52776.85859375,29491.549609375,43224.73232421875,802.5103927612305
22,2.485465478897095,119413.7171875,13.976678371429443,1194.137158203125,1.3976678669452667,1198.0203002929688,481.01043294336125,0.08333333333333333,2.4849069118499756,51274.487109375,28606.24296875,38843.7228515625,689.2646759033203
23,2.484915924072266,112064.55,13.28005484342575,1120.6454711914062,1.3280055202543735,1124.4583740234375,451.513657199708,0.08333333333333333,2.4849069118499756,49888.45390625,27742.223828125,33774.542578125,659.3291679382324
24,2.4848384857177734,115621.70859375,13.074686360359191,1156.2170532226562,1.3074686855077744,1160.009375,465.83491384302187,0.08333333333333333,2.4849069118499756,48565.19765625,26631.106640625,39611.571875,813.8320947647095
25,2.48435320854187,113523.79296875,11.331334400177003,1135.2379211425782,1.133133441209793,1138.8553833007813,457.41122907831334,0.08333333333333333,2.4849069118499756,47319.2828125,25793.5138671875,39921.76533203125,489.234619140625
26,2.4847917556762695,101458.45859375,11.222337913513183,1014.5845764160156,1.122233821451664,1018.1916198730469,408.7693899970418,0.08333333333333333,2.4849069118499756,46134.9390625,24888.6765625,30091.714965820312,343.12611503601073
27,2.4849390506744387,103853.4140625,10.274329948425294,1038.5341186523438,1.0274329900741577,1042.046484375,418.3448891272685,0.08333333333333333,2.4849069118499756,44997.084765625,23863.42109375,34552.3052734375,440.6031997680664
28,2.4849363803863525,97260.5546875,10.048505592346192,972.605517578125,1.004850548505783,976.0952880859375,391.80494752757255,0.08333333333333333,2.4849069118499756,43943.36484375,23227.52890625,29522.5892578125,567.0694431304931
29,2.484797477722168,89827.33984375,9.129181122779846,898.2734008789063,0.9129181161522866,901.6711059570313,361.8750932648842,0.08333333333333333,2.4849069118499756,42947.027734375,22648.966796875,23667.836328125,563.5107403755188
30,2.4846487045288086,84151.3484375,7.910380077362061,841.5134643554687,0.7910380005836487,844.7891357421875,339.0034578412516,0.08333333333333333,2.4849069118499756,41984.54375,22167.361328125,19583.92216796875,415.5188133239746
31,2.4845362663269044,79100.48359375,7.174874359369278,791.004833984375,0.7174874540418387,794.2068725585938,318.6599979113549,0.08333333333333333,2.4849069118499756,41087.078125,21369.5412109375,16409.154931640624,234.70838485956193
32,2.484284257888794,79007.21171875,6.7146620187908415,790.0721069335938,0.6714662015903741,793.2278564453125,318.29834714936266,0.08333333333333333,2.4849069118499756,40231.37578125,20272.7826171875,18181.75625,321.29953242093325
33,2.484478712081909,95324.99296875,7.388592100143432,953.2499084472656,0.738859236240387,956.4732421875,383.9794493083403,0.08333333333333333,2.4849069118499756,39393.709375,19674.84443359375,35926.4759765625,329.9652954101563
34,2.484646129608154,77529.03828125,7.14072318971157,775.2903747558594,0.7140723553486168,778.4890808105469,312.3199065911206,0.08333333333333333,2.4849069118499756,38607.96484375,19171.619140625,19457.763916015625,291.6895723581314
35,2.4849591732025145,81455.80390625,7.844448235630989,814.5580261230468,0.7844448172487318,817.8274230957031,328.1110127413141,0.08333333333333333,2.4849069118499756,37848.102734375,19008.0986328125,24327.503149414064,272.10033148527145
36,2.484903621673584,72506.13046875,6.818925419449807,725.0612976074219,0.6818925321102143,728.2280944824219,292.06090079692655,0.08333333333333333,2.4849069118499756,37118.513671875,18261.915234375,16969.13564453125,156.5649680376053
37,2.484698009490967,80281.5125,6.789203728176654,802.8151123046875,0.6789203835418448,805.9787353515625,323.3769374061031,0.08333333333333333,2.4849069118499756,36412.2390625,17940.284765625,25674.453515625,254.53685077093542
38,2.4849361896514894,71137.558984375,6.86345746666193,711.3755676269532,0.686345742829144,714.5468688964844,286.55138765138616,0.08333333333333333,2.4849069118499756,35759.408984375,17346.3865234375,17752.906201171874,278.85661133527753
39,2.4846782207489015,64268.761328125,5.7431128978729244,642.68759765625,0.5743112996220588,645.7465881347656,258.89143454639685,0.08333333333333333,2.4849069118499756,35124.3234375,16749.91865234375,12233.656860351562,160.86407318115235
40,2.4847795486450197,64812.99375,5.841898202896118,648.129916381836,0.5841898411512375,651.1988708496094,261.0751149238728,0.08333333333333333,2.4849069118499756,34489.479296875,16039.37216796875,14119.917161560059,164.2258560180664
41,2.484989356994629,68094.35703125,5.706107664108276,680.9435485839844,0.5706107787787914,683.9991760253906,274.25234536496896,0.08333333333333333,2.4849069118499756,33908.128515625,15648.994921875,18305.50576171875,231.72896718978882
42,2.4852166175842285,61092.327734375,5.606266689300537,610.9232604980468,0.5606266587972641,613.9691101074219,246.04852664764533,0.08333333333333333,2.4849069118499756,33334.484375,15149.6849609375,12476.589990234375,131.567875289917
43,2.4851643562316896,58496.483203125,5.2038040399551395,584.9648193359375,0.5203803956508637,587.9703735351562,235.59214434387454,0.08333333333333333,2.4849069118499756,32778.3171875,14788.7416015625,10837.608520507812,91.814306640625
44,2.48496789932251,60649.858984375,5.056178247928619,606.4985778808593,0.5056178331375122,609.48916015625,244.27043740866338,0.08333333333333333,2.4849069118499756,32248.216796875,14515.98466796875,13696.442526245117,189.2129412651062
45,2.4849985599517823,55464.3,5.531717753410339,554.6429870605468,0.5531718015670777,557.68115234375,223.41910687983923,0.08333333333333333,2.4849069118499756,31730.77734375,14084.32578125,9473.59638671875,175.60067234039306
46,2.485191011428833,56945.4453125,5.487187604606151,569.4544311523438,0.5487187598831952,572.4883483886719,229.3598951915209,0.08333333333333333,2.4849069118499756,31245.137109375,13845.8064453125,11673.5947265625,180.90783144533634
47,2.484959030151367,58634.326171875,5.7707937464118,586.3432434082031,0.5770793937146663,589.4052795410156,236.18913458149308,0.08333333333333333,2.4849069118499756,30765.4720703125,13554.465234375,14112.631164550781,201.75754795074462
48,2.484874963760376,55048.153515625,4.702530896663665,550.4815246582032,0.4702531203627586,553.4366424560546,221.7221332315278,0.08333333333333333,2.4849069118499756,30298.046484375,13273.64755859375,11359.052151489257,117.40629501342774
49,2.485165739059448,55106.676953125,4.764219570159912,551.0667602539063,0.476421957090497,554.0283630371093,221.93416460816707,0.08333333333333333,2.4849069118499756,29863.477734375,12876.8158203125,12258.08740234375,108.29649920463562
50,2.485033941268921,54761.065625,4.209640896320343,547.61064453125,0.420964091271162,550.516650390625,220.5328464619209,0.08333333333333333,2.4849069118499756,29437.68125,12518.97470703125,12704.818603515625,99.59159731864929
51,2.4846710681915285,50245.821875,4.1551095843315125,502.4582153320313,0.415510955452919,505.35838012695314,202.390462353434,0.08333333333333333,2.4849069118499756,29018.17734375,12273.2158203125,8857.841625976562,96.58597888946534
52,2.4849106311798095,47131.795703125,4.328597736358643,471.31793823242185,0.4328597791492939,474.23569946289064,189.84618283337974,0.08333333333333333,2.4849069118499756,28628.255859375,12131.76396484375,6244.583032226563,127.19316658973693
53,2.484801483154297,55111.3265625,4.4636496610939504,551.1132446289063,0.4463649954181165,554.0444183349609,221.97330988556664,0.08333333333333333,2.4849069118499756,28232.693359375,11672.35927734375,15051.025,155.24838554263115
54,2.484767293930054,52486.18046875,4.599778461456299,524.8617980957031,0.45997785925865176,527.8065368652344,211.416890925058,0.08333333333333333,2.4849069118499756,27841.77421875,11678.5015625,12814.714459037781,151.1894676208496
55,2.4848979473114015,48098.271484375,4.532685649394989,480.9826995849609,0.45326858162879946,483.9208557128906,193.74476472464053,0.08333333333333333,2.4849069118499756,27464.86484375,11495.5634765625,8943.94605102539,193.89842615127563
56,2.485031080245972,46714.44609375,3.9071021556854246,467.1444488525391,0.39071022570133207,470.0201904296875,188.1405680575887,0.08333333333333333,2.4849069118499756,27110.012890625,11494.82998046875,7982.380590820312,127.22356023788453
57,2.485054683685303,46480.61015625,4.031646420806647,464.80608825683595,0.4031646373216063,467.6943115234375,187.20282332148057,0.08333333333333333,2.4849069118499756,26761.28203125,11211.33046875,8429.544775390625,78.45298226624728
58,2.4849016666412354,46008.843359375,4.827767956256866,460.0884155273437,0.48277680948376656,463.0561004638672,185.34785441202882,0.08333333333333333,2.4849069118499756,26414.45546875,10794.74951171875,8545.9228515625,253.7139318227768
59,2.484900712966919,51046.80390625,4.544380994141102,510.46802978515626,0.45443809535354374,513.4073669433594,205.61081785456096,0.08333333333333333,2.4849069118499756,26092.587890625,10512.919140625,14163.73217163086,277.56554172039034
60,2.484795904159546,44945.4046875,4.087271645665169,449.45403442382815,0.40872717183083296,452.34755859375,181.04616191719776,0.08333333333333333,2.4849069118499756,25774.276171875,10228.3162109375,8830.213330078124,112.59694194793701
61,2.484819841384888,44295.705859375,3.7049410790205,442.9570587158203,0.37049410827457907,445.8123840332031,178.4143644703879,0.08333333333333333,2.4849069118499756,25467.933984375,10165.0904296875,8610.066925048828,52.614559173583984
