epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,train_p2_hidden_1,train_p2_hidden_2,train_p2_output
1,3.123005247116089,166989481.6,2295.8563720703123,1669894.775,229.58563842773438,1670127.5125,534781.1574062159,0.06646825396825397,2.8955771923065186,1256342.0,164925904.0,807237.4125
2,2.748083734512329,71225675.6,1878.5193603515625,712256.746875,187.85193939208983,712447.340625,259251.4157654739,0.04265873015873015,2.6999497413635254,1072175.925,69894709.6,258790.1484375
3,2.5828644275665282,35949683.4,1601.2993530273438,359496.8234375,160.12994079589845,359659.525,139247.3215162711,0.0496031746031746,2.6094202995300293,954478.66875,34872431.2,122773.790625
4,2.554578685760498,21780646.3,1409.4329711914063,217806.4578125,140.94329986572265,217949.95,85316.37812811501,0.030753968253968252,2.590977907180786,857398.575,20825049.2,98197.99765625
5,2.5300478458404543,15028533.0,1245.5223510742187,150285.3265625,124.55223846435547,150412.409375,59449.42070887985,0.047619047619047616,2.5805015563964844,758101.275,14194749.4,75682.40625
6,2.529857063293457,10900091.4,1092.5230590820313,109000.9125,109.25230712890625,109112.69375,43128.98400081365,0.03306878306878307,2.554250955581665,664117.575,10175492.4,60481.51953125
7,2.5202094078063966,8445236.1,955.4176391601562,84452.35859375,95.54176559448243,84550.42109375,33547.96633067702,0.023809523809523808,2.533912420272827,585078.1625,7810425.9,49732.0140625
8,2.5107705116271974,6579947.0,840.2199096679688,65799.468359375,84.02199325561523,65886.000390625,26240.347354538742,0.03571428571428571,2.5226566791534424,526613.4375,6010656.9,42676.55703125
9,2.5024117469787597,5446489.25,749.1430419921875,54464.891015625,74.91430435180663,54542.3078125,21794.89661756281,0.05595238095238095,2.508140802383423,484041.175,4925997.8,36450.21328125
10,2.496294927597046,4547137.75,678.8654418945313,45471.3759765625,67.88654594421386,45541.7576171875,18242.741279910857,0.047619047619047616,2.499828338623047,454029.009375,4061473.075,31635.6943359375
11,2.491219472885132,3914371.3,616.7417297363281,39143.711328125,61.67417449951172,39207.87734375,15737.42736412539,0.07142857142857142,2.4948859214782715,430863.7125,3454899.45,28608.1548828125
12,2.489830160140991,3398085.025,566.1455688476562,33980.850390625,56.61455726623535,34039.955078125,13670.59709243935,0.05952380952380953,2.492448568344116,412207.14375,2959928.6,25949.2884765625
13,2.487264108657837,3002141.325,521.6392944335937,30021.4130859375,52.16393051147461,30076.0642578125,12091.026808036522,0.07142857142857142,2.490992784500122,396073.875,2582719.075,23348.34921875
14,2.4841611862182615,2696479.525,485.40732421875,26964.794140625,48.540734100341794,27015.81875,10874.227898169855,0.07142857142857142,2.4915008544921875,381115.14375,2294054.425,21309.97265625
15,2.48167142868042,2437995.85,449.0123291015625,24379.9580078125,44.90123329162598,24427.3408203125,9842.10035173414,0.07142857142857142,2.4909141063690186,367176.259375,2051506.5,19313.0595703125
16,2.48231954574585,2191859.1875,416.22861633300784,21918.5916015625,41.62286186218262,21962.6962890625,8846.650908042708,0.07142857142857142,2.4904184341430664,354087.83125,1819977.575,17793.716015625
17,2.4829360961914064,1993659.275,386.7111572265625,19936.5927734375,38.67111663818359,19977.7466796875,8045.017316682409,0.07142857142857142,2.4891762733459473,342119.1875,1635148.35,16391.7162109375
18,2.4823571681976317,1839771.95,361.238037109375,18397.7193359375,36.12380447387695,18436.3255859375,7425.943122357233,0.07142857142857142,2.489126682281494,330684.14375,1494225.65,14862.1740234375
19,2.4829005718231203,1701437.3375,336.9597869873047,17014.373046875,33.69597949981689,17050.551953125,6866.190785020814,0.07142857142857142,2.4878427982330322,320080.4375,1367548.8875,13808.0095703125
20,2.482270526885986,1583227.2375,315.4962615966797,15832.272265625,31.54962615966797,15866.3033203125,6390.851327427985,0.07142857142857142,2.48715877532959,310549.496875,1259990.8875,12686.85185546875
21,2.483469915390015,1474809.3875,295.37982482910155,14748.09375,29.537982940673828,14780.11484375,5950.396918989828,0.07142857142857142,2.487495183944702,301962.26875,1161032.45,11814.69140625
22,2.4831796169281004,1377937.525,277.18580627441406,13779.37490234375,27.718580627441405,13809.5765625,5560.247590970368,0.07142857142857142,2.486724615097046,293879.165625,1073029.9375,11028.42255859375
23,2.483479118347168,1287031.3875,261.67713317871096,12870.31376953125,26.16771354675293,12898.96494140625,5192.909168352907,0.07142857142857142,2.4866480827331543,286060.03125,990748.9625,10222.4296875
24,2.4843384265899657,1209835.9125,245.92630920410156,12098.35888671875,24.592631149291993,12125.4357421875,4879.750435011448,0.07142857142857142,2.486234426498413,278809.565625,921693.3125,9333.04072265625
25,2.484176683425903,1150336.4125,232.50841064453124,11503.36396484375,23.250841331481933,11529.0990234375,4640.014087194069,0.07142857142857142,2.4859700202941895,271924.659375,869916.6,8495.1783203125
26,2.483867645263672,1095867.7,220.22248229980468,10958.6767578125,22.022248458862304,10983.1828125,4420.806811993286,0.08333333333333333,2.4859580993652344,264955.86875,822996.15,7915.6939453125
27,2.484777498245239,1036644.575,208.10726318359374,10366.4455078125,20.810726928710938,10389.7412109375,4180.356688708239,0.08333333333333333,2.4857370853424072,258804.33125,770411.6625,7428.562109375
28,2.484517765045166,989308.8375,197.4825469970703,9893.087890625,19.7482551574707,9915.3208984375,3989.8431338454384,0.08333333333333333,2.485729217529297,252949.459375,729472.04375,6887.32255859375
29,2.484296464920044,939066.0,187.75232543945313,9390.65986328125,18.7752326965332,9411.91962890625,3787.5653042402173,0.08333333333333333,2.485851764678955,247524.25,685046.79375,6494.96064453125
30,2.484559106826782,891702.75625,177.81263122558593,8917.02734375,17.781263637542725,8937.29306640625,3596.13445413213,0.08333333333333333,2.48569917678833,242345.4875,643391.8,5965.47734375
31,2.484546184539795,852944.89375,169.52217712402344,8529.448828125,16.95221824645996,8548.88564453125,3439.8237793090107,0.08333333333333333,2.4856317043304443,237174.05,610092.33125,5678.51982421875
32,2.483472156524658,812553.075,161.53789367675782,8125.53046875,16.153789710998534,8144.1677734375,3278.347307849175,0.08333333333333333,2.4855732917785645,232441.615625,574715.3125,5396.15234375
33,2.4841233253479005,780177.36875,153.36390380859376,7801.77353515625,15.336390590667724,7819.59423828125,3146.82843882243,0.08333333333333333,2.4855799674987793,227934.025,547167.4125,5075.93134765625
34,2.4838633060455324,751926.23125,146.96133575439453,7519.26201171875,14.696133995056153,7536.441796875,3033.161336767901,0.08333333333333333,2.4854774475097656,223672.975,523427.6875,4825.584252929688
35,2.4838547706604004,723669.075,141.18968963623047,7236.6904296875,14.118969535827636,7253.2931640625,2919.1760665199854,0.08333333333333333,2.485334634780884,219720.7171875,499365.25625,4583.083837890625
