epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3,train_p2_output
1,2.5168813705444335,28034871.8,332.3342010498047,280348.715625,33.23342056274414,280384.465625,111400.54208630127,0.08333333333333333,2.4775397777557373,326369.740625,372424.725,27294690.9,41387.359375
2,2.4872028827667236,7400314.65,189.94942321777344,74003.1453125,18.994942665100098,74024.6265625,29761.1991237418,0.08333333333333333,2.483835220336914,270758.3125,250956.340625,6860721.8,17878.2986328125
3,2.4816656589508055,4291980.34375,130.06752548217773,42919.80307617188,13.00675301551819,42935.2921875,17299.997553795565,0.08333333333333333,2.487894058227539,223348.85625,193006.91875,3866109.33125,9515.2166015625
4,2.484755849838257,2300361.15,93.23273849487305,23003.6107421875,9.3232741355896,23015.41943359375,9261.647987596485,0.08333333333333333,2.4864728450775146,184608.475,152159.04296875,1957210.85625,6382.815673828125
5,2.4871846199035645,1396689.35625,74.9053581237793,13966.89306640625,7.4905359745025635,13976.870166015626,5618.555008161228,0.08333333333333333,2.485064744949341,154310.26875,124539.9546875,1112929.3234375,4909.837573242187
6,2.4839366912841796,1017033.3375,68.76777496337891,10170.333203125,6.876777458190918,10179.69365234375,4097.209891175462,0.08333333333333333,2.483590602874756,131687.384375,104368.7828125,777110.96875,3866.183056640625
7,2.4826872825622557,749664.80625,56.82257919311523,7496.647900390625,5.68225793838501,7504.812890625,3021.858697639211,0.08333333333333333,2.4842028617858887,115062.75390625,92263.8921875,538910.321875,3427.820654296875
8,2.4821039199829102,608209.0296875,48.910284423828124,6082.0902099609375,4.891028439998626,6089.4635009765625,2452.3474578948517,0.08333333333333333,2.4849069118499756,102524.7171875,79122.3171875,423590.217578125,2971.7667846679688
9,2.4839570999145506,436799.7,43.84085235595703,4367.996826171875,4.384085416793823,4374.86494140625,1760.248158770166,0.08333333333333333,2.4849069118499756,92711.94921875,72361.852734375,268834.428125,2891.4703125
10,2.4837889194488527,413353.3296875,41.735619735717776,4133.533166503907,4.173561948537826,4140.190515136719,1665.8850098141966,0.08333333333333333,2.4849069118499756,85287.05625,64610.57734375,260514.433203125,2941.2655075073244
11,2.4815303325653075,347053.934375,40.629543685913085,3470.5392578125,4.062954425811768,3477.0837890625,1400.1852673895814,0.08333333333333333,2.4849069118499756,79343.69140625,57510.723828125,206928.7390625,3270.778076171875
12,2.481843852996826,278241.028125,36.42344856262207,2782.410205078125,3.642344856262207,2788.534423828125,1122.5736649669677,0.08333333333333333,2.4849069118499756,74508.8703125,51700.6359375,149760.909375,2270.6118896484377
13,2.4822057723999023,251788.090625,34.032956504821776,2517.8808837890624,3.4032956779003145,2523.7663696289064,1015.7434196236187,0.08333333333333333,2.4849069118499756,70393.92421875,47125.119921875,132034.5,2234.5407531738283
14,2.4812762260437013,227768.19375,30.149660491943358,2277.681884765625,3.014966142177582,2283.1781982421876,919.1628191047013,0.08333333333333333,2.4849069118499756,66808.4203125,42747.644921875,116582.77890625,1629.347344970703
15,2.482080268859863,173092.175,26.715717840194703,1730.9217163085937,2.671571812778711,1736.075390625,698.4436844654076,0.08333333333333333,2.4849069118499756,63647.6859375,38638.88359375,69698.40131835938,1107.2064197540283
16,2.4836339950561523,166132.41640625,24.862304592132567,1661.3241333007813,2.4862304866313933,1666.2939819335938,669.9096433288255,0.08333333333333333,2.4849069118499756,60852.343359375,35419.2015625,68928.5802734375,932.2899841308594
17,2.483077573776245,159331.5625,23.817609548568726,1593.3156372070312,2.3817610085010528,1598.180419921875,642.6288953142966,0.08333333333333333,2.4849069118499756,58351.78984375,33015.581640625,66951.62548828125,1012.5642929077148
18,2.4841640472412108,145401.334375,23.5903790473938,1454.0133056640625,2.3590379655361176,1458.8565185546875,586.2625478566817,0.08333333333333333,2.4849069118499756,56149.840625,31934.202734375,56313.09453125,1004.1947143554687
19,2.483970594406128,129830.0359375,20.80325779914856,1298.3003051757812,2.08032585978508,1302.86455078125,523.5088667973798,0.08333333333333333,2.4849069118499756,54165.514453125,29154.1013671875,45800.787866210936,709.631530380249
20,2.4838329792022704,123480.8921875,19.949441766738893,1234.8088989257812,1.994944217801094,1239.2876831054687,497.94163033490486,0.08333333333333333,2.4849069118499756,52384.216796875,27458.478515625,43050.973828125,587.2261688232422
21,2.484595537185669,126701.465625,19.166672277450562,1267.0146240234376,1.9166672468185424,1271.4158569335937,510.7194600806495,0.08333333333333333,2.4849069118499756,50764.76015625,26235.7046875,49176.044921875,524.9527290344238
22,2.4840168952941895,118956.5625,19.4916711807251,1189.565625,1.9491670966148376,1193.9987670898438,479.6725796647612,0.08333333333333333,2.4849069118499756,49263.896875,25027.170703125,44109.7921875,555.7048614501953
23,2.484832525253296,106763.366796875,17.403669428825378,1067.6336242675782,1.7403669714927674,1071.858837890625,430.3605898470209,0.08333333333333333,2.4849069118499756,47844.218359375,24181.2255859375,34366.20828857422,371.71700649261476
24,2.4842042922973633,100885.2296875,17.034651684761048,1008.8522705078125,1.7034652281552554,1013.0399597167968,406.7925246201944,0.08333333333333333,2.4849069118499756,46492.587109375,23015.2310546875,30992.61318359375,384.80220659971235
25,2.484194803237915,96284.59296875,16.345321702957154,962.8458923339844,1.6345321878790855,966.9645935058594,388.2466959776076,0.08333333333333333,2.4849069118499756,45277.3703125,21881.9619140625,28542.7671875,582.495825958252
26,2.48398175239563,96190.02265625,15.75527811050415,961.9002197265625,1.5755278289318084,965.9597412109375,387.8755335566729,0.08333333333333333,2.4849069118499756,44056.457421875,20956.1953125,30799.33525390625,378.031396484375
27,2.484292221069336,94217.75078125,14.119385385513306,942.1775146484375,1.4119385778903961,946.0737426757812,379.8222468450874,0.08333333333333333,2.4849069118499756,42975.418359375,20045.75859375,30811.5298828125,385.0452453613281
28,2.4840691566467283,86349.035546875,14.13638607263565,863.4903198242188,1.413638612255454,867.3880432128906,348.1803057383545,0.08333333333333333,2.4849069118499756,41951.7125,19184.381982421874,24814.91877441406,398.02315645217897
29,2.4826923847198485,84192.9875,13.694895887374878,841.9298583984375,1.36948961019516,845.7820434570312,339.6712992712515,0.08333333333333333,2.4849069118499756,40933.043359375,18577.98984375,24343.1978515625,338.75696868896483
30,2.4841033458709716,82480.5078125,12.569038391113281,824.8050598144531,1.2569038808345794,828.5460571289062,332.53929031107015,0.08333333333333333,2.4849069118499756,40005.780078125,18036.5787109375,24188.8107421875,249.33839645385743
31,2.484015130996704,74894.75390625,11.420338654518128,748.947509765625,1.1420338928699494,752.5735473632812,301.9665759272262,0.08333333333333333,2.4849069118499756,39103.140234375,16965.24599609375,18645.281201171874,181.08557052612304
32,2.4840158939361574,70537.471875,11.069369099661708,705.3747009277344,1.106936935009435,708.9656555175782,284.4110778789169,0.08333333333333333,2.4849069118499756,38263.885546875,16546.11982421875,15554.79677734375,172.6663159146905
33,2.484265851974487,76975.828515625,11.514167881011963,769.7582885742188,1.1514167785644531,773.3939910888672,310.3169110262762,0.08333333333333333,2.4849069118499756,37479.716015625,15577.60546875,23739.642578125,178.8654312133789
34,2.4841606616973877,71703.37890625,10.515767246484756,717.0337646484375,1.0515767570585013,720.5695129394531,289.06557956474506,0.08333333333333333,2.4849069118499756,36717.1984375,15018.53955078125,19812.5951171875,155.04617652893066
35,2.4846760749816896,67932.74140625,9.574292659759521,679.327392578125,0.9574292957782745,682.7694885253907,273.7921569429997,0.08333333333333333,2.4849069118499756,35991.243359375,14727.09365234375,17045.400390625,169.00401916503907
36,2.4839950084686278,74519.653125,9.622230505943298,745.1965087890625,0.9622230529785156,748.6427124023437,300.3865665181206,0.08333333333333333,2.4849069118499756,35295.24140625,14514.5169921875,24542.765087890624,167.12802238464354
37,2.4837213516235352,69772.62265625,9.283518731594086,697.7261962890625,0.9283519119024277,701.1382934570313,281.29345014660163,0.08333333333333333,2.4849069118499756,34622.94296875,13858.1421875,21131.0830078125,160.45255374908447
38,2.484334945678711,68104.54609375,8.951598954200744,681.045458984375,0.8951599270105361,684.4249633789062,274.496247012732,0.08333333333333333,2.4849069118499756,33995.023828125,13282.42734375,20516.301953125,310.790771484375
39,2.484026336669922,57742.7453125,8.939686965942382,577.4274383544922,0.8939686998724937,580.8054382324219,232.81613343506683,0.08333333333333333,2.4849069118499756,33388.92421875,12945.65439453125,11282.883544921875,125.28358592987061
40,2.4839725494384766,65499.071875,8.940552831813694,654.990689086914,0.8940553004853428,658.3687194824219,264.0466959007529,0.08333333333333333,2.4849069118499756,32803.754296875,12431.900390625,20077.45134277344,185.96600196957587
