epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,train_p2_hidden_1,train_p2_hidden_2,train_p2_output
1,2.6966966152191163,43060420.2,995.5141906738281,430604.1890625,99.55141906738281,430706.4328125,159715.31170797689,0.061507936507936505,2.4983651638031006,1552786.8625,41293020.8,214612.91875
2,2.652980422973633,15968507.0,795.2265869140625,159685.06875,79.52265930175781,159767.240625,60220.79545925455,0.07341269841269842,2.49685001373291,1238937.8625,14630783.2,98786.590625
3,2.6752089500427245,8755499.15,687.0688354492188,87554.989453125,68.70688552856446,87626.372265625,32753.963512739505,0.07341269841269842,2.4894487857818604,997348.125,7689504.5,68646.815625
4,2.649113130569458,5863760.05,590.5056976318359,58637.59921875,59.050571060180665,58699.2994140625,22157.09443001124,0.0853174603174603,2.481020450592041,807368.2375,5009550.4625,46841.24453125
5,2.6164058685302733,4001589.95,489.4085998535156,40015.89921875,48.94086112976074,40067.456640625,15312.930062485137,0.10416666666666667,2.474292755126953,660402.09375,3307466.25,33721.635546875
6,2.5714014053344725,2957796.0,396.3100280761719,29577.9595703125,39.63100395202637,29620.162109375,11518.073573741416,0.11607142857142856,2.472761869430542,556912.80625,2373700.8,27182.401171875
7,2.546011209487915,2378926.9375,326.94032287597656,23789.26875,32.69403305053711,23824.50947265625,9356.582050493762,0.09722222222222222,2.4723410606384277,481747.56875,1875825.175,21354.18173828125
8,2.5310059547424317,1910099.4,275.8761840820313,19100.993359375,27.58761863708496,19131.1119140625,7557.69892290068,0.09722222222222222,2.473132848739624,424885.696875,1468246.6,16967.105859375
9,2.5191393375396727,1649217.7375,242.13814544677734,16492.1771484375,24.213815116882323,16518.91015625,6556.362610606994,0.09722222222222222,2.475559711456299,381824.2875,1253396.6375,13996.82138671875
10,2.512859344482422,1429220.6625,216.08798370361328,14292.20615234375,21.6087984085083,14316.32783203125,5696.2260869004185,0.09722222222222222,2.4773895740509033,347201.41875,1069661.30625,12357.95791015625
11,2.507405138015747,1297726.3875,198.5678955078125,12977.26357421875,19.856789779663085,12999.628125,5183.494349175569,0.10912698412698413,2.476377010345459,320395.31875,966270.2,11060.89794921875
12,2.504269552230835,1159751.5125,179.48605651855468,11597.51474609375,17.948605918884276,11617.96748046875,4638.26401661332,0.09722222222222222,2.4778082370758057,299702.71875,850718.875,9329.92841796875
13,2.5010666847229004,1053149.75,164.36244354248046,10531.4974609375,16.436244583129884,10550.43466796875,4217.3740388250635,0.09722222222222222,2.479057550430298,283207.421875,761382.025,8560.33759765625
14,2.4992558002471923,967785.29375,150.3685104370117,9677.852734375,15.03685131072998,9695.3884765625,3878.310329309645,0.09722222222222222,2.479011297225952,270517.9125,689484.55625,7782.84111328125
15,2.497738838195801,898817.5,139.7043029785156,8988.17470703125,13.97043056488037,9004.6431640625,3604.1178524888046,0.09722222222222222,2.4822933673858643,259218.978125,632464.825,7133.67744140625
16,2.495571327209473,828863.775,131.6385238647461,8288.63759765625,13.163852500915528,8304.29697265625,3326.6135732694806,0.09722222222222222,2.4832677841186523,249377.903125,572785.59375,6700.27666015625
17,2.495023822784424,774098.325,123.01270141601563,7740.983203125,12.301270484924316,7755.779296875,3107.499176082948,0.10912698412698413,2.482569694519043,240832.45,527157.4125,6108.473095703125
18,2.4932334423065186,719072.64375,114.58414001464844,7190.72607421875,11.458414077758789,7204.67783203125,2888.692396823334,0.09722222222222222,2.4826550483703613,233264.596875,480352.275,5455.755322265625
19,2.4924185276031494,676341.99375,107.03221435546875,6763.41982421875,10.703221607208253,6776.615478515625,2717.891465981172,0.09027777777777778,2.48342227935791,226300.14375,445047.2625,4994.5845703125
20,2.492997980117798,639298.61875,100.41844635009765,6392.986181640625,10.04184513092041,6405.52099609375,2568.4048193528793,0.09027777777777778,2.483675003051758,219577.565625,415035.51875,4685.541650390625
21,2.4907880783081056,608757.878125,95.05563507080078,6087.578662109375,9.505563688278198,6099.574951171875,2447.853464088829,0.09027777777777778,2.483706474304199,213604.9640625,390752.7140625,4400.2142333984375
22,2.49094443321228,576941.04375,89.83039245605468,5769.4103515625,8.983039283752442,5780.884228515625,2319.760053175708,0.08333333333333333,2.4843101501464844,207910.5984375,364957.0625,4073.363134765625
23,2.4906335830688477,546987.5625,84.3221549987793,5469.875537109375,8.432215595245362,5480.79833984375,2199.5639141565307,0.08333333333333333,2.4849374294281006,202719.6515625,340569.04375,3698.861767578125
24,2.490599012374878,520537.16875,79.39875450134278,5205.37158203125,7.939875650405884,5215.802099609375,2093.195826296651,0.08333333333333333,2.48437762260437,197887.7875,319186.475,3462.9067626953124
25,2.492649698257446,493766.51875,74.42351379394532,4937.66513671875,7.442351579666138,4947.60009765625,1983.8758297066074,0.08333333333333333,2.4849693775177,193287.63125,297297.475,3181.4161865234373
26,2.491878795623779,474570.7625,71.76938323974609,4745.70751953125,7.176938438415528,4755.3763671875,1907.349774120896,0.08333333333333333,2.4850027561187744,188974.209375,282535.4,3061.156787109375
27,2.490981674194336,454527.31875,68.73059844970703,4545.272998046875,6.873060035705566,4554.637060546875,1827.450641343996,0.08333333333333333,2.4850027561187744,184995.6890625,266693.003125,2838.6209716796875
28,2.4918053150177,434223.625,64.64384651184082,4342.23623046875,6.464384651184082,4351.1923828125,1745.200794344178,0.08333333333333333,2.4849693775177,181247.7453125,250361.7,2614.169287109375
29,2.490086889266968,418043.3375,61.96741256713867,4180.433251953125,6.196741437911987,4189.1201171875,1681.3188372810148,0.08333333333333333,2.4849374294281006,177709.5078125,237855.61875,2478.2146728515627
30,2.4897556781768797,403789.425,59.420980072021486,4037.8942626953126,5.942098093032837,4046.32607421875,1624.190034481391,0.08333333333333333,2.4849374294281006,174293.896875,227103.55,2391.9789916992186
31,2.4895278930664064,389640.996875,56.63507919311523,3896.4098876953126,5.663507986068725,3904.562939453125,1567.394929194833,0.08333333333333333,2.4849374294281006,170945.35,216444.0109375,2251.620361328125
32,2.4896803855895997,376863.084375,53.4865478515625,3768.63076171875,5.348654842376709,3776.469091796875,1515.8489573220388,0.08333333333333333,2.4849374294281006,167881.9875,206871.64375,2109.4496215820313
33,2.489057493209839,365651.03125,51.524118423461914,3656.510302734375,5.152411937713623,3664.1518310546876,1471.1041125651466,0.08333333333333333,2.4849069118499756,164892.521875,198699.671875,2058.843603515625
34,2.4890859127044678,353667.3625,49.35781402587891,3536.67353515625,4.935781478881836,3544.098388671875,1422.85539384499,0.08333333333333333,2.4849069118499756,162011.7765625,189716.721875,1938.8622314453125
35,2.4892870426177978,342144.56875,47.2500503540039,3421.44560546875,4.725005102157593,3428.65986328125,1376.3662253139994,0.08333333333333333,2.4849069118499756,159320.05625,180963.396875,1861.110107421875
36,2.4898507595062256,333736.834375,45.52644805908203,3337.368310546875,4.552644872665406,3344.41083984375,1342.2173769492485,0.08333333333333333,2.4849069118499756,156706.83125,175298.7140625,1731.2808471679687
37,2.488817548751831,323828.06875,43.02782707214355,3238.28056640625,4.302782750129699,3245.07216796875,1302.861011560518,0.08333333333333333,2.4849069118499756,154110.7203125,168073.4078125,1643.9276977539062
38,2.4888327598571776,314790.74375,41.86407585144043,3147.9073486328125,4.186407613754272,3154.5825439453124,1266.4948031411523,0.08333333333333333,2.4849069118499756,151765.8203125,161442.446875,1582.4743530273438
39,2.488291788101196,304847.059375,40.257988357543944,3048.47060546875,4.0257988452911375,3054.98466796875,1226.7437520433996,0.08333333333333333,2.4849069118499756,149428.6609375,153876.09375,1542.29931640625
40,2.489143896102905,298755.884375,38.88679389953613,2987.5587646484373,3.8886794090270995,2993.9365478515624,1201.7977139614084,0.08333333333333333,2.4849374294281006,147202.603125,150126.325,1426.954443359375
41,2.4888264179229735,291417.0625,37.677643585205075,2914.1704833984377,3.767764449119568,2920.4270751953127,1172.4153307094414,0.08333333333333333,2.4849069118499756,145004.996875,145061.178125,1350.8900207519532
42,2.4889488220214844,283656.759375,36.04255256652832,2836.56748046875,3.6042553424835204,2842.6607177734377,1141.112951251642,0.08333333333333333,2.4849069118499756,142975.18125,139415.6203125,1265.9661010742188
43,2.488223838806152,277466.61875,34.44766755104065,2774.6661376953125,3.444766825437546,2780.5990966796876,1116.5036124136184,0.08333333333333333,2.4849069118499756,141003.0015625,135288.453125,1175.1610313415526
44,2.4879013538360595,269033.3,32.89997253417969,2690.33291015625,3.2899973154067994,2696.110791015625,1082.6887904210503,0.08333333333333333,2.4849069118499756,139050.878125,128877.575,1104.8536315917968
45,2.4878986358642576,262582.48125,31.577692985534668,2625.824755859375,3.1577693700790403,2631.47041015625,1056.7080536688288,0.08333333333333333,2.4849069118499756,137102.84375,124416.965625,1062.6727966308595
46,2.4877657890319824,258283.303125,30.407186126708986,2582.8329345703123,3.040718698501587,2588.36142578125,1039.4361336864458,0.08333333333333333,2.4849069118499756,135245.225,122029.4984375,1008.5674682617188
47,2.4880320549011232,252573.2375,29.199952697753908,2525.7322998046875,2.919995331764221,2531.140380859375,1016.3262527728739,0.08333333333333333,2.4849069118499756,133489.7078125,118155.7578125,927.7693725585938
48,2.4872057914733885,247905.51875,28.01988868713379,2479.0551025390623,2.801988935470581,2484.344287109375,997.8495144964714,0.08333333333333333,2.4849069118499756,131758.7375,115278.71875,868.0688766479492
49,2.487492895126343,243265.4875,27.184106063842773,2432.654833984375,2.7184107303619385,2437.8607177734375,979.0473168732573,0.08333333333333333,2.4849069118499756,130121.5453125,112298.215625,845.7289794921875
50,2.4872250080108644,237833.65,26.244132232666015,2378.3364013671876,2.624413275718689,2383.448046875,957.276003165897,0.08333333333333333,2.4849069118499756,128506.6671875,108483.2734375,843.720068359375
51,2.4877741813659666,234244.265625,25.403056716918947,2342.442626953125,2.540305733680725,2347.4707275390624,942.602809471735,0.08333333333333333,2.4849069118499756,126892.68125,106528.740625,822.8505249023438
52,2.48700852394104,230924.5609375,24.540495300292967,2309.245556640625,2.4540495693683626,2314.1865966796877,929.5101259028886,0.08333333333333333,2.4849069118499756,125392.3140625,104734.29140625,797.9607604980469
53,2.48692364692688,224846.6046875,23.322990798950194,2248.4659912109373,2.3322991132736206,2253.2852294921877,905.0532343868089,0.08333333333333333,2.4849069118499756,123939.0671875,100147.89921875,759.6403915405274
54,2.488557004928589,221027.725,22.896828651428223,2210.2771484375,2.28968288898468,2215.05537109375,889.0963023730196,0.08333333333333333,2.4849069118499756,122518.0671875,97761.04375,748.6156494140625
55,2.487008285522461,216505.8234375,21.94143149852753,2165.058142089844,2.1941432163119314,2169.7393188476562,871.4294592110166,0.08333333333333333,2.4849069118499756,121142.7484375,94665.753125,697.3212244033814
56,2.4870065689086913,212104.33125,21.320191383361816,2121.0432373046874,2.1320191264152526,2125.6621826171877,853.7071365126152,0.08333333333333333,2.4849069118499756,119813.5921875,91618.5296875,672.2097290039062
57,2.486890459060669,206958.4515625,20.883727264404296,2069.5844970703124,2.0883727073669434,2074.1597900390625,833.0374432978352,0.08333333333333333,2.4849069118499756,118392.8140625,87885.9875,679.6486022949218
58,2.487131881713867,204673.621875,20.073041343688963,2046.736181640625,2.0073041915893555,2051.2305908203125,823.7373743206726,0.08333333333333333,2.4849069118499756,117046.80546875,87009.9265625,616.8891052246094
59,2.4867398738861084,199741.34375,19.569158267974853,1997.413427734375,1.956915831565857,2001.8570556640625,804.0126611399288,0.08333333333333333,2.4849069118499756,115744.5703125,83382.446875,614.325927734375
60,2.4868576526641846,197450.396875,18.865234756469725,1974.5039306640624,1.8865235209465028,1978.877294921875,794.7340500441152,0.08333333333333333,2.4849069118499756,114507.375,82371.6140625,571.4119110107422
61,2.4869524002075196,193478.0828125,18.250267219543456,1934.7808349609375,1.825026762485504,1939.092822265625,778.7064447079189,0.08333333333333333,2.4849069118499756,113244.13125,79697.45390625,536.4971160888672
62,2.4867364883422853,190806.0,17.793254375457764,1908.0599609375,1.7793254733085633,1912.3260009765625,768.0103200978687,0.08333333333333333,2.4849069118499756,112022.4046875,78258.6109375,524.9871353149414
63,2.487801170349121,187429.8375,17.346096324920655,1874.29833984375,1.7346096634864807,1878.5207275390626,754.0927996444212,0.08333333333333333,2.4849069118499756,110789.53125,76111.9265625,528.3806976318359
64,2.486611557006836,184158.7296875,16.669123649597168,1841.5872924804687,1.6669123768806458,1845.740771484375,741.271470271817,0.08333333333333333,2.4849069118499756,109708.61015625,73966.015625,484.1061981201172
65,2.487269735336304,181256.2,16.452750968933106,1812.5619750976562,1.6452751398086547,1816.6945556640626,729.3970671790311,0.08333333333333333,2.4849069118499756,108573.5328125,72229.251171875,453.41265258789065
66,2.486464595794678,177855.09375,16.052247953414916,1778.5508666992187,1.6052248418331145,1782.6425170898438,715.9386441905525,0.08333333333333333,2.4849069118499756,107456.51796875,69951.88046875,446.69264221191406
67,2.486545181274414,175631.5609375,15.923205852508545,1756.3155517578125,1.5923206210136414,1760.39443359375,706.967999462554,0.08333333333333333,2.4849069118499756,106342.7703125,68812.49140625,476.29930419921874
68,2.4866209983825684,173812.596875,15.60314769744873,1738.1259643554688,1.560314804315567,1742.1728881835938,699.6185909679721,0.08333333333333333,2.4849069118499756,105292.89609375,68078.28828125,441.4127426147461
69,2.4867556571960447,169898.0203125,15.042120265960694,1698.9801513671875,1.5042120456695556,1702.971044921875,683.8164250243419,0.08333333333333333,2.4849069118499756,104274.778125,65212.13046875,411.110205078125
