epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3,train_p2_output
1,2.594724988937378,25053607.4,254.55172729492188,250536.071875,25.455173301696778,250564.12578125,96565.73552749208,0.08333333333333333,2.4904239177703857,351017.0125,314181.278125,24362084.35,26324.81796875
2,2.5270582675933837,6469046.1,156.66240386962892,64690.4578125,15.666240692138672,64708.652734375,25605.315430583367,0.08333333333333333,2.483116626739502,286452.60625,185211.25625,5984712.15,12670.00498046875
3,2.5189578533172607,3306375.675,112.76520919799805,33063.7568359375,11.276521015167237,33077.5521484375,13130.443335284695,0.09027777777777778,2.481058120727539,231554.171875,131138.7671875,2934234.975,9447.77841796875
4,2.5288787841796876,1966549.6,93.15975418090821,19665.49560546875,9.315975570678711,19677.3400390625,7780.053241034051,0.08333333333333333,2.483476161956787,185958.0640625,104901.965625,1667662.2125,8027.3955078125
5,2.5193201065063477,1362686.7,74.27542037963867,13626.866796875,7.427542209625244,13636.813671875,5411.894385264087,0.09027777777777778,2.4848031997680664,149817.225,89660.0453125,1117477.5625,5731.843359375
6,2.506910562515259,849975.65625,61.449026870727536,8499.756298828124,6.1449028015136715,8508.4080078125,3392.981516299254,0.08333333333333333,2.4855353832244873,122745.9,78137.12265625,644503.121875,4589.521435546875
7,2.5043551445007326,675771.85,50.76351623535156,6757.7181640625,5.076351642608643,6765.29892578125,2700.413529828389,0.08333333333333333,2.485459327697754,103845.46953125,70744.9078125,497500.725,3680.753759765625
8,2.49890775680542,488956.99375,43.867544937133786,4889.569873046875,4.386754631996155,4896.4556640625,1958.4382874281275,0.08333333333333333,2.4846909046173096,90444.6015625,64216.60546875,331100.1515625,3195.6377197265624
9,2.493787431716919,422129.63125,40.403052520751956,4221.296154785156,4.040305268764496,4227.8302734375,1694.345077817987,0.08333333333333333,2.4849956035614014,81302.340625,59441.75,277410.88203125,3974.6634826660156
10,2.4924344539642336,346701.4421875,37.028723526000974,3467.0144165039064,3.7028723835945128,3473.2097412109374,1392.5009275037512,0.08333333333333333,2.484501361846924,74453.40859375,54862.792578125,214361.73359375,3023.493994140625
11,2.4908259868621827,243775.203125,30.734101581573487,2437.7520141601562,3.0734102323651316,2443.3162109375,979.9261117663825,0.08333333333333333,2.4842731952667236,69600.5796875,49781.146875,122542.207421875,1851.2691917419434
12,2.4889892578125,280495.25,27.4665678024292,2804.952429199219,2.7466568112373353,2810.1879638671876,1128.0478922106963,0.08333333333333333,2.484215259552002,65651.37421875,45920.5435546875,167324.635546875,1598.7007301330566
13,2.49247407913208,201582.6375,26.335093879699706,2015.8263061523437,2.633509397506714,2020.9522705078125,809.8217880976764,0.08333333333333333,2.4851255416870117,62325.2828125,42208.0140625,95489.715625,1559.6255981445313
14,2.4902700424194335,183301.1609375,24.7534499168396,1833.0115356445312,2.4753450393676757,1837.9771606445313,737.0633904829948,0.08333333333333333,2.4850635528564453,59532.61328125,39963.56953125,82379.7671875,1425.2141967773437
15,2.4900197982788086,199529.490625,23.00505075454712,1995.2948486328125,2.3005051016807556,2000.085400390625,802.2407513045893,0.08333333333333333,2.483896493911743,57109.8171875,37518.00234375,103498.52578125,1403.1442260742188
16,2.488874912261963,153562.521875,21.87250566482544,1535.6251586914063,2.187250590324402,1540.3013061523438,617.8745270424705,0.08333333333333333,2.4847164154052734,55134.953125,34514.45234375,62586.86328125,1326.2513488769532
17,2.488539695739746,139585.6421875,18.661437606811525,1395.8563903808595,1.866143798828125,1400.211083984375,561.6637486524799,0.08333333333333333,2.484473705291748,53346.33984375,32855.778515625,52311.166796875,1072.3569458007812
18,2.4886682510375975,133593.315625,17.31550168991089,1335.9331420898438,1.7315502107143401,1340.1532958984376,537.5022129779039,0.08333333333333333,2.4848718643188477,51705.35859375,30477.1234375,50536.97734375,873.8565704345704
19,2.4893370628356934,122958.49375,15.935316371917725,1229.5848999023438,1.5935316503047943,1233.6677856445312,494.5808464162619,0.08333333333333333,2.4850575923919678,50206.746484375,28562.2046875,43403.8103515625,785.7316482543945
20,2.4874704360961912,116214.44765625,15.73067603111267,1162.1444702148438,1.5730676352977753,1166.2050354003907,467.83170604289353,0.08333333333333333,2.4849069118499756,48813.303515625,27399.706640625,39353.59311523438,647.844091796875
21,2.486780118942261,102741.26640625,14.038399124145508,1027.4126220703124,1.4038399279117584,1031.3032287597657,413.71428626179704,0.08333333333333333,2.4849069118499756,47496.14609375,26381.2603515625,28347.012716674806,516.8459655761719
22,2.4885566234588623,105282.559375,13.433118438720703,1052.8255615234375,1.343311870098114,1056.6574096679688,423.606545037476,0.08333333333333333,2.4849069118499756,46271.33203125,25364.441015625,33079.226171875,567.5599304199219
23,2.48781361579895,107989.446875,12.628271865844727,1079.8944580078125,1.2628272235393525,1083.6450927734375,434.5813039873339,0.08333333333333333,2.4849069118499756,45159.3890625,24258.48671875,38090.2857421875,481.28630981445315
24,2.4867837905883787,93903.8234375,13.334804248809814,939.0381958007813,1.3334804311394692,942.858447265625,378.1477423935704,0.08333333333333333,2.4849069118499756,44106.880078125,23290.82578125,26052.578515625,453.54006042480466
25,2.4868786334991455,106342.9609375,13.597758102416993,1063.4295959472656,1.3597757905721664,1067.2762512207032,428.1629820590132,0.08333333333333333,2.4849069118499756,43125.137109375,22856.140625,39917.5986328125,444.0887260437012
26,2.4860509395599366,89537.27578125,11.245211505889893,895.3727233886718,1.1245211899280547,898.9833190917968,360.6109715263081,0.08333333333333333,2.4849069118499756,42163.637890625,22292.9390625,24728.856640625,351.83951873779296
27,2.485689878463745,85318.81796875,11.188030350208283,853.1881530761718,1.1188030570745469,856.7926696777344,343.6900811863312,0.08333333333333333,2.4849069118499756,41256.84765625,20991.6484375,22602.64619140625,467.6727981567383
28,2.4865913867950438,79296.3171875,9.581558233499527,792.9631591796875,0.958155843615532,796.40791015625,319.28097203239514,0.08333333333333333,2.4849069118499756,40378.87734375,19899.90546875,18670.84248046875,346.69352900981903
29,2.4873908042907713,77201.8609375,9.811523485183717,772.0185913085937,0.9811523497104645,775.4871459960938,310.7673077848775,0.08333333333333333,2.4849069118499756,39559.93203125,19151.1888671875,18115.3046875,375.4321060180664
30,2.4868987560272218,73746.14765625,9.241659039258957,737.4614501953125,0.9241659082472324,740.8725524902344,296.91020364782287,0.08333333333333333,2.4849069118499756,38739.471484375,18140.96181640625,16516.64052734375,349.0753839492798
31,2.4860158920288087,70035.95078125,8.31413118839264,700.3594848632813,0.8314131289720536,703.6769226074218,282.0540690188507,0.08333333333333333,2.4849069118499756,37984.08984375,17564.8869140625,14202.984814453124,283.9875198364258
32,2.485592079162598,67907.516015625,8.593031072616578,679.0751525878907,0.8593031197786332,682.4200317382813,273.5502987025694,0.08333333333333333,2.4849069118499756,37228.88046875,17191.72861328125,13143.188255310059,343.71925830841064
33,2.4862112045288085,67349.1390625,8.489042222499847,673.4913818359375,0.848904213309288,676.826513671875,271.2321000005505,0.08333333333333333,2.4849069118499756,36498.644921875,16376.4546875,14280.48115234375,193.55834188461304
34,2.485645580291748,67712.230859375,8.219503092765809,677.1223083496094,0.8219503104686737,680.4298889160157,272.74373468018945,0.08333333333333333,2.4849069118499756,35810.178515625,15756.76796875,15844.139001464844,301.1449005126953
35,2.485603141784668,68801.26875,8.035415315628052,688.0126770019531,0.8035415425896645,691.3018127441406,277.12236397077106,0.08333333333333333,2.4849069118499756,35133.946484375,15304.8236328125,18125.001513671876,237.49641914367675
36,2.4857641220092774,61535.152734375,7.611666333675385,615.3515106201172,0.7611666657030582,618.5984558105469,247.8564526017086,0.08333333333333333,2.4849069118499756,34488.786328125,14874.28916015625,11967.44072265625,204.63914699554442
37,2.485629987716675,61121.68359375,7.450333017110824,611.2168212890625,0.7450333340093493,614.4474792480469,246.19990008457626,0.08333333333333333,2.4849069118499756,33839.116015625,14411.7271484375,12509.313110351562,361.5300807118416
38,2.485807752609253,60472.1390625,7.078308111429214,604.7213653564453,0.7078308455646038,607.9150146484375,243.55431169868828,0.08333333333333333,2.4849069118499756,33238.240625,13824.183251953125,13160.750634765625,248.96304321289062
39,2.485977125167847,58254.5234375,6.968220767378807,582.5452209472656,0.6968220982700586,585.7280151367188,234.61279556470444,0.08333333333333333,2.4849069118499756,32631.144921875,13382.4982421875,12069.207836914062,171.6714331150055
40,2.4861091136932374,55704.367578125,6.0908694110810755,557.0436645507813,0.6090869524516165,560.1388610839844,224.30743221676715,0.08333333333333333,2.4849069118499756,32051.4046875,13107.94404296875,10363.697241210937,181.32162692546845
41,2.4860899448394775,58702.073046875,6.800783515535295,587.0207214355469,0.680078382557258,590.1868835449219,236.39563043084144,0.08333333333333333,2.4849069118499756,31496.253515625,12886.7365234375,14082.624890136718,236.45876036435365
42,2.485390377044678,56955.519921875,7.621550905704498,569.5551879882812,0.7621550902724266,572.8027221679688,229.46791310776106,0.08333333333333333,2.4849069118499756,30947.4396484375,12286.49921875,13553.001916503907,168.5782554626465
