epoch,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,train_p2_hidden_1,train_p2_hidden_2,train_p2_output
1,2.4844099998474123,640940.90625,37.702487564086915,6409.40888671875,3.7702489137649535,6415.6634765625,2581.369071943198,0.08333333333333333,2.4849069118499756,334944.096875,301604.640625,4392.177465820312
2,2.4851125717163085,389520.725,21.33658924102783,3895.2071044921877,2.1336589813232423,3899.8259765625,1568.275340051041,0.08333333333333333,2.4849069118499756,241463.9234375,146710.75234375,1346.0359008789062
3,2.48517427444458,262002.1953125,15.3370370388031,2620.0218017578127,1.533703738451004,2624.0406982421873,1054.877934499046,0.08333333333333333,2.4849069118499756,174639.98125,86781.2984375,580.9207183837891
4,2.4851727962493895,186665.578125,11.323500490188598,1866.6556762695313,1.1323500514030456,1870.2732055664062,751.5726991458264,0.08333333333333333,2.4849069118499756,129543.709375,56705.684375,416.18023071289065
5,2.485084581375122,145716.5859375,9.68434476852417,1457.1658447265625,0.968434476852417,1460.6193115234375,586.7543866038379,0.08333333333333333,2.4849069118499756,99596.2359375,45787.51875,332.83002014160155
6,2.485176610946655,118999.759375,8.008239030838013,1189.9975463867188,0.8008238941431045,1193.2835083007812,479.1604608846138,0.08333333333333333,2.4849069118499756,79540.3640625,39227.350390625,232.0450752258301
7,2.4851991653442385,100341.646875,6.553515863418579,1003.4164428710938,0.6553515911102294,1006.556982421875,404.02065494944935,0.08333333333333333,2.4849069118499756,66424.8203125,33752.378125,164.44972229003906
8,2.48512282371521,86139.65625,5.207797956466675,861.396533203125,0.5207798063755036,864.4024169921875,346.83087080619663,0.08333333333333333,2.4849069118499756,57489.30703125,28546.83359375,103.51539344787598
9,2.4850069999694826,74574.010546875,4.080356478691101,745.740087890625,0.4080356560647488,748.6331298828125,300.2599685054621,0.08333333333333333,2.4849069118499756,51515.303125,22983.0779296875,75.63023376464844
10,2.484937810897827,66073.253125,3.1855243682861327,660.7325134277344,0.31855244673788546,663.5360107421875,266.0231829446184,0.08333333333333333,2.4849069118499756,46909.7140625,19114.20927734375,49.328815174102786
11,2.484956645965576,59633.257421875,2.7468493461608885,596.3325622558593,0.27468493916094305,599.0922119140625,240.08758791169873,0.08333333333333333,2.4849069118499756,43550.15390625,16049.38876953125,33.71671139001846
12,2.484937334060669,54162.07734375,2.342450089007616,541.6207702636718,0.23424501409754156,544.3399597167969,218.05580682081705,0.08333333333333333,2.4849069118499756,40755.319140625,13378.475390625,28.281784731149674
13,2.484956693649292,50054.439453125,1.9957534790039062,500.544384765625,0.19957535862922668,503.2289306640625,201.51013553032382,0.08333333333333333,2.4849069118499756,38444.110546875,11584.13271484375,26.196163129806518
14,2.4849493980407713,46947.2484375,1.6019757121801377,469.47246704101565,0.1601975721307099,472.11762084960935,188.99083618500345,0.08333333333333333,2.4849069118499756,36461.971875,10460.188818359375,25.088595193624496
15,2.484930419921875,43748.30390625,1.4024814032018185,437.4830261230469,0.1402481415309012,440.1081970214844,176.11087648817806,0.08333333333333333,2.4849069118499756,34737.176171875,8981.2943359375,29.83391471505165
16,2.4849282264709474,41251.841796875,1.230028748512268,412.518408203125,0.12300287783145905,415.1263427734375,166.05767791811948,0.08333333333333333,2.4849069118499756,33276.846484375,7950.8072265625,24.189543414115906
17,2.484918308258057,39100.0796875,1.1180602692067623,391.00078735351565,0.1118060290813446,393.5975067138672,157.39454777359234,0.08333333333333333,2.4849069118499756,31928.568359375,7152.3302734375,19.181130039691926
18,2.4849308490753175,37145.133984375,1.0146641731262207,371.4513336181641,0.10146641740575432,374.0377197265625,149.52239020004544,0.08333333333333333,2.4849069118499756,30677.737109375,6451.84638671875,15.54950031042099
19,2.4849182605743407,35336.15,0.849421932734549,353.3614929199219,0.08494219640269876,355.9313446044922,142.23664444987912,0.08333333333333333,2.4849069118499756,29550.184765625,5774.41875,11.545210393518209
20,2.4849308013916014,33919.2328125,0.7054461546242237,339.19232482910155,0.07054461473599076,341.74778442382814,136.5280953714465,0.08333333333333333,2.4849069118499756,28523.386328125,5385.862377929688,9.984280753135682
21,2.484918975830078,32525.25390625,0.6045706178992987,325.2525268554688,0.060457063699141146,327.7978851318359,130.91492603315095,0.08333333333333333,2.4849069118499756,27563.842578125,4952.956530761719,8.455094087123872
22,2.4849066734313965,31182.534375,0.498288307338953,311.82533569335936,0.04982883022166788,314.36005859375,125.50779788156551,0.08333333333333333,2.4849069118499756,26645.4,4531.346240234375,5.789175076782703
23,2.4849066734313965,29892.558203125,0.4775153428316116,298.9255737304687,0.04775153500959277,301.4582214355469,120.31571586253072,0.08333333333333333,2.4849069118499756,25817.9251953125,4069.04912109375,5.5839829534292225
