architecture,objective,seed,last_layer,firing_rate,layer,neurons,scope,shift,split,tau_syn_ms
D,fixed250_sequence_ce,11,L3,0.005642671324035474,L1,43,tau_subgroup,3,train,117.0136826471659
D,fixed250_sequence_ce,23,L3,0.006870761521086889,L1,43,tau_subgroup,3,train,117.0136826471659
D,fixed250_sequence_ce,101,L3,0.002474876343820073,L1,43,tau_subgroup,3,train,117.0136826471659
D,fixed250_sequence_ce,11,L3,0.04727052024688818,L1,42,tau_subgroup,4,train,242.10347130039656
D,fixed250_sequence_ce,23,L3,0.031065991305159243,L1,42,tau_subgroup,4,train,242.10347130039656
D,fixed250_sequence_ce,101,L3,0.019124342922222568,L1,42,tau_subgroup,4,train,242.10347130039656
D,fixed250_sequence_ce,11,L3,0.03964398237750939,L2,43,tau_subgroup,2,train,54.31342963722199
D,fixed250_sequence_ce,23,L3,0.025474010487648795,L2,43,tau_subgroup,2,train,54.31342963722199
D,fixed250_sequence_ce,101,L3,0.007100955401980446,L2,43,tau_subgroup,2,train,54.31342963722199
D,fixed250_sequence_ce,11,L3,0.07332863078264751,L2,43,tau_subgroup,3,train,117.0136826471659
D,fixed250_sequence_ce,23,L3,0.045776253884765174,L2,43,tau_subgroup,3,train,117.0136826471659
D,fixed250_sequence_ce,101,L3,0.03374190475114717,L2,43,tau_subgroup,3,train,117.0136826471659
D,fixed250_sequence_ce,11,L3,0.12267046936348694,L2,42,tau_subgroup,4,train,242.10347130039656
D,fixed250_sequence_ce,23,L3,0.10336508361865522,L2,42,tau_subgroup,4,train,242.10347130039656
D,fixed250_sequence_ce,101,L3,0.0770716044302056,L2,42,tau_subgroup,4,train,242.10347130039656
D,fixed250_sequence_ce,11,L3,0.22076747510951206,L3,22,tau_subgroup,2,train,54.31342963722199
D,fixed250_sequence_ce,23,L3,0.16832349488486958,L3,22,tau_subgroup,2,train,54.31342963722199
D,fixed250_sequence_ce,101,L3,0.09036628870986652,L3,22,tau_subgroup,2,train,54.31342963722199
D,fixed250_sequence_ce,11,L3,0.21740371831650912,L3,21,tau_subgroup,3,train,117.0136826471659
D,fixed250_sequence_ce,23,L3,0.1837568698573271,L3,21,tau_subgroup,3,train,117.0136826471659
D,fixed250_sequence_ce,101,L3,0.10211852004271653,L3,21,tau_subgroup,3,train,117.0136826471659
D,fixed250_sequence_ce,11,L3,0.2483141882542288,L3,21,tau_subgroup,4,train,242.10347130039656
D,fixed250_sequence_ce,23,L3,0.23980756822802143,L3,21,tau_subgroup,4,train,242.10347130039656
D,fixed250_sequence_ce,101,L3,0.13533469394591205,L3,21,tau_subgroup,4,train,242.10347130039656
D,fixed250_sequence_ce,11,L3,0.017593205151824744,L1,128,whole_layer,-1,train,
D,fixed250_sequence_ce,23,L3,0.012690094963739596,L1,128,whole_layer,-1,train,
D,fixed250_sequence_ce,101,L3,0.007208116301271208,L1,128,whole_layer,-1,train,
D,fixed250_sequence_ce,11,L3,0.07820298499338436,L2,128,whole_layer,-1,train,
D,fixed250_sequence_ce,23,L3,0.057852303749979066,L2,128,whole_layer,-1,train,
D,fixed250_sequence_ce,101,L3,0.03900976853635252,L2,128,whole_layer,-1,train,
D,fixed250_sequence_ce,11,L3,0.22870250766241815,L3,64,whole_layer,-1,train,
D,fixed250_sequence_ce,23,L3,0.1968432826134289,L3,64,whole_layer,-1,train,
D,fixed250_sequence_ce,101,L3,0.10897774758403538,L3,64,whole_layer,-1,train,
D,fixed250_sequence_ce,11,L3,0.00017353561461210708,L1,43,tau_subgroup,2,val,54.31342963722199
D,fixed250_sequence_ce,23,L3,0.00014699487355378482,L1,43,tau_subgroup,2,val,54.31342963722199
D,fixed250_sequence_ce,101,L3,3.6748718388446205e-05,L1,43,tau_subgroup,2,val,54.31342963722199
D,fixed250_sequence_ce,11,L3,0.0027357379244732174,L1,43,tau_subgroup,3,val,117.0136826471659
D,fixed250_sequence_ce,23,L3,0.0041097316731079,L1,43,tau_subgroup,3,val,117.0136826471659
D,fixed250_sequence_ce,101,L3,0.0010881703833912125,L1,43,tau_subgroup,3,val,117.0136826471659
D,fixed250_sequence_ce,11,L3,0.035650534465388295,L1,42,tau_subgroup,4,val,242.10347130039656
D,fixed250_sequence_ce,23,L3,0.022751880139291254,L1,42,tau_subgroup,4,val,242.10347130039656
D,fixed250_sequence_ce,101,L3,0.01476729749050002,L1,42,tau_subgroup,4,val,242.10347130039656
D,fixed250_sequence_ce,11,L3,0.028619085242735494,L2,43,tau_subgroup,2,val,54.31342963722199
D,fixed250_sequence_ce,23,L3,0.015381380241030761,L2,43,tau_subgroup,2,val,54.31342963722199
D,fixed250_sequence_ce,101,L3,0.0034850034605043148,L2,43,tau_subgroup,2,val,54.31342963722199
D,fixed250_sequence_ce,11,L3,0.053167229126217554,L2,43,tau_subgroup,3,val,117.0136826471659
D,fixed250_sequence_ce,23,L3,0.0331738847274368,L2,43,tau_subgroup,3,val,117.0136826471659
D,fixed250_sequence_ce,101,L3,0.022757664659778323,L2,43,tau_subgroup,3,val,117.0136826471659
D,fixed250_sequence_ce,11,L3,0.10382256668798676,L2,42,tau_subgroup,4,val,242.10347130039656
D,fixed250_sequence_ce,23,L3,0.0812504441685374,L2,42,tau_subgroup,4,val,242.10347130039656
D,fixed250_sequence_ce,101,L3,0.06427380011788755,L2,42,tau_subgroup,4,val,242.10347130039656
D,fixed250_sequence_ce,11,L3,0.18266015434832922,L3,22,tau_subgroup,2,val,54.31342963722199
D,fixed250_sequence_ce,23,L3,0.12338289399126902,L3,22,tau_subgroup,2,val,54.31342963722199
D,fixed250_sequence_ce,101,L3,0.06374250804063815,L3,22,tau_subgroup,2,val,54.31342963722199
D,fixed250_sequence_ce,11,L3,0.18484935893416274,L3,21,tau_subgroup,3,val,117.0136826471659
D,fixed250_sequence_ce,23,L3,0.13580061117590747,L3,21,tau_subgroup,3,val,117.0136826471659
D,fixed250_sequence_ce,101,L3,0.09209024668598016,L3,21,tau_subgroup,3,val,117.0136826471659
D,fixed250_sequence_ce,11,L3,0.20961828678447061,L3,21,tau_subgroup,4,val,242.10347130039656
D,fixed250_sequence_ce,23,L3,0.20485261965377846,L3,21,tau_subgroup,4,val,242.10347130039656
D,fixed250_sequence_ce,101,L3,0.1185271580320303,L3,21,tau_subgroup,4,val,242.10347130039656
D,fixed250_sequence_ce,11,L3,0.012675165700992011,L1,128,whole_layer,-1,val,
D,fixed250_sequence_ce,23,L3,0.008895454744974102,L1,128,whole_layer,-1,val,
D,fixed250_sequence_ce,101,L3,0.005223421999824423,L1,128,whole_layer,-1,val,
D,fixed250_sequence_ce,11,L3,0.061541869677815816,L2,128,whole_layer,-1,val,
D,fixed250_sequence_ce,23,L3,0.042971836318145905,L2,128,whole_layer,-1,val,
D,fixed250_sequence_ce,101,L3,0.029905736985339302,L2,128,whole_layer,-1,val,
D,fixed250_sequence_ce,11,L3,0.19222412430866473,L3,64,whole_layer,-1,val,
D,fixed250_sequence_ce,23,L3,0.1541897111754894,L3,64,whole_layer,-1,val,
D,fixed250_sequence_ce,101,L3,0.09102032306206655,L3,64,whole_layer,-1,val,
E,fixed250_sequence_ce,11,L3,0.0003621680768104551,L1,43,tau_subgroup,2,test,54.31342963722199
E,fixed250_sequence_ce,23,L3,0.00038528518809622883,L1,43,tau_subgroup,2,test,54.31342963722199
E,fixed250_sequence_ce,101,L3,0.00033327168770323794,L1,43,tau_subgroup,2,test,54.31342963722199
E,fixed250_sequence_ce,11,L3,0.005916054063217594,L1,43,tau_subgroup,3,test,117.0136826471659
E,fixed250_sequence_ce,23,L3,0.007174010202351781,L1,43,tau_subgroup,3,test,117.0136826471659
E,fixed250_sequence_ce,101,L3,0.005097323038513108,L1,43,tau_subgroup,3,test,117.0136826471659
E,fixed250_sequence_ce,11,L3,0.042380636814036414,L1,42,tau_subgroup,4,test,242.10347130039656
E,fixed250_sequence_ce,23,L3,0.03260989617848465,L1,42,tau_subgroup,4,test,242.10347130039656
E,fixed250_sequence_ce,101,L3,0.033294281927482725,L1,42,tau_subgroup,4,test,242.10347130039656
E,fixed250_sequence_ce,11,L3,0.028412856196156393,L2,43,tau_subgroup,2,test,54.31342963722199
E,fixed250_sequence_ce,23,L3,0.022300306687009726,L2,43,tau_subgroup,2,test,54.31342963722199
E,fixed250_sequence_ce,101,L3,0.015869896897683665,L2,43,tau_subgroup,2,test,54.31342963722199
E,fixed250_sequence_ce,11,L3,0.04779270115739671,L2,43,tau_subgroup,3,test,117.0136826471659
E,fixed250_sequence_ce,23,L3,0.06115246505463344,L2,43,tau_subgroup,3,test,117.0136826471659
E,fixed250_sequence_ce,101,L3,0.058083668531446975,L2,43,tau_subgroup,3,test,117.0136826471659
E,fixed250_sequence_ce,11,L3,0.12246757549938464,L2,42,tau_subgroup,4,test,242.10347130039656
E,fixed250_sequence_ce,23,L3,0.11508528195903941,L2,42,tau_subgroup,4,test,242.10347130039656
E,fixed250_sequence_ce,101,L3,0.11327077219224337,L2,42,tau_subgroup,4,test,242.10347130039656
E,fixed250_sequence_ce,11,L3,0.1488356681615732,L3,43,tau_subgroup,2,test,54.31342963722199
E,fixed250_sequence_ce,23,L3,0.1762467828686794,L3,43,tau_subgroup,2,test,54.31342963722199
E,fixed250_sequence_ce,101,L3,0.17171968190854872,L3,43,tau_subgroup,2,test,54.31342963722199
E,fixed250_sequence_ce,11,L3,0.18237089093346895,L3,43,tau_subgroup,3,test,117.0136826471659
E,fixed250_sequence_ce,23,L3,0.22148696965493858,L3,43,tau_subgroup,3,test,117.0136826471659
E,fixed250_sequence_ce,101,L3,0.1834978501086504,L3,43,tau_subgroup,3,test,117.0136826471659
E,fixed250_sequence_ce,11,L3,0.23480545299630787,L3,42,tau_subgroup,4,test,242.10347130039656
E,fixed250_sequence_ce,23,L3,0.20863312190349964,L3,42,tau_subgroup,4,test,242.10347130039656
E,fixed250_sequence_ce,101,L3,0.23469105998927073,L3,42,tau_subgroup,4,test,242.10347130039656
E,fixed250_sequence_ce,11,L3,0.016015236704771372,L1,128,whole_layer,-1,test,
E,fixed250_sequence_ce,23,L3,0.013239572978793903,L1,128,whole_layer,-1,test,
E,fixed250_sequence_ce,101,L3,0.012749026673293572,L1,128,whole_layer,-1,test,
E,fixed250_sequence_ce,11,L3,0.06578497763419483,L2,128,whole_layer,-1,test,
E,fixed250_sequence_ce,23,L3,0.06579727364976806,L2,128,whole_layer,-1,test,
E,fixed250_sequence_ce,101,L3,0.06201074801192843,L2,128,whole_layer,-1,test,
E,fixed250_sequence_ce,11,L3,0.18831024271040425,L3,128,whole_layer,-1,test,
E,fixed250_sequence_ce,23,L3,0.20207142561298874,L3,128,whole_layer,-1,test,
E,fixed250_sequence_ce,101,L3,0.1963388937210073,L3,128,whole_layer,-1,test,
E,fixed250_sequence_ce,11,L3,0.0004903791811251924,L1,43,tau_subgroup,2,train,54.31342963722199
E,fixed250_sequence_ce,23,L3,0.0004525977827382633,L1,43,tau_subgroup,2,train,54.31342963722199
E,fixed250_sequence_ce,101,L3,0.0005573730009453139,L1,43,tau_subgroup,2,train,54.31342963722199
E,fixed250_sequence_ce,11,L3,0.005222012455397501,L1,43,tau_subgroup,3,train,117.0136826471659
E,fixed250_sequence_ce,23,L3,0.0065217704596983485,L1,43,tau_subgroup,3,train,117.0136826471659
E,fixed250_sequence_ce,101,L3,0.004827839515525623,L1,43,tau_subgroup,3,train,117.0136826471659
E,fixed250_sequence_ce,11,L3,0.0364845152558486,L1,42,tau_subgroup,4,train,242.10347130039656
E,fixed250_sequence_ce,23,L3,0.029848538139023342,L1,42,tau_subgroup,4,train,242.10347130039656
E,fixed250_sequence_ce,101,L3,0.027266883439526515,L1,42,tau_subgroup,4,train,242.10347130039656
E,fixed250_sequence_ce,11,L3,0.02317518767033276,L2,43,tau_subgroup,2,train,54.31342963722199
E,fixed250_sequence_ce,23,L3,0.022647806088725523,L2,43,tau_subgroup,2,train,54.31342963722199
E,fixed250_sequence_ce,101,L3,0.013697120161595326,L2,43,tau_subgroup,2,train,54.31342963722199
E,fixed250_sequence_ce,11,L3,0.040827280195029916,L2,43,tau_subgroup,3,train,117.0136826471659
E,fixed250_sequence_ce,23,L3,0.05070068914049656,L2,43,tau_subgroup,3,train,117.0136826471659
E,fixed250_sequence_ce,101,L3,0.04636244980819124,L2,43,tau_subgroup,3,train,117.0136826471659
E,fixed250_sequence_ce,11,L3,0.10659354769760584,L2,42,tau_subgroup,4,train,242.10347130039656
E,fixed250_sequence_ce,23,L3,0.10404379481707099,L2,42,tau_subgroup,4,train,242.10347130039656
E,fixed250_sequence_ce,101,L3,0.09792901366753679,L2,42,tau_subgroup,4,train,242.10347130039656
E,fixed250_sequence_ce,11,L3,0.12282226266952455,L3,43,tau_subgroup,2,train,54.31342963722199
E,fixed250_sequence_ce,23,L3,0.15333600010282772,L3,43,tau_subgroup,2,train,54.31342963722199
E,fixed250_sequence_ce,101,L3,0.14377068482874314,L3,43,tau_subgroup,2,train,54.31342963722199
E,fixed250_sequence_ce,11,L3,0.1731229363858626,L3,43,tau_subgroup,3,train,117.0136826471659
E,fixed250_sequence_ce,23,L3,0.20536604916801077,L3,43,tau_subgroup,3,train,117.0136826471659
E,fixed250_sequence_ce,101,L3,0.15915121946279526,L3,43,tau_subgroup,3,train,117.0136826471659
E,fixed250_sequence_ce,11,L3,0.21693157139587207,L3,42,tau_subgroup,4,train,242.10347130039656
E,fixed250_sequence_ce,23,L3,0.20579584271446197,L3,42,tau_subgroup,4,train,242.10347130039656
E,fixed250_sequence_ce,101,L3,0.21948012795819585,L3,42,tau_subgroup,4,train,242.10347130039656
E,fixed250_sequence_ce,11,L3,0.013890488133719665,L1,128,whole_layer,-1,train,
E,fixed250_sequence_ce,23,L3,0.012137003408310584,L1,128,whole_layer,-1,train,
E,fixed250_sequence_ce,101,L3,0.010756040958346593,L1,128,whole_layer,-1,train,
E,fixed250_sequence_ce,11,L3,0.056476836886797194,L2,128,whole_layer,-1,train,
E,fixed250_sequence_ce,23,L3,0.05877988029041821,L2,128,whole_layer,-1,train,
E,fixed250_sequence_ce,101,L3,0.052309219396385685,L2,128,whole_layer,-1,train,
E,fixed250_sequence_ce,11,L3,0.17059976217193965,L3,128,whole_layer,-1,train,
E,fixed250_sequence_ce,23,L3,0.18802823056760515,L3,128,whole_layer,-1,train,
E,fixed250_sequence_ce,101,L3,0.1737797442092217,L3,128,whole_layer,-1,train,
E,fixed250_sequence_ce,11,L3,0.00016536923274800791,L1,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,23,L3,0.00014087008715571044,L1,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,101,L3,0.00011637094156341297,L1,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,11,L3,0.0027336963290071925,L1,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,23,L3,0.00367487183884462,L1,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,101,L3,0.0025887430509194324,L1,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,11,L3,0.027341970059905272,L1,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,23,L3,0.020350234730008236,L1,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,101,L3,0.02158763602008269,L1,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,11,L3,0.015607997337759512,L2,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,23,L3,0.012545604138722329,L2,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,101,L3,0.008507328306925296,L2,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,11,L3,0.031011835128916546,L2,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,23,L3,0.03454787847607148,L2,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,101,L3,0.03270635936571712,L2,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,11,L3,0.09251664848188419,L2,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,23,L3,0.07830952589972869,L2,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,101,L3,0.08568376872301023,L2,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,11,L3,0.09609994018125284,L3,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,23,L3,0.11883310569543887,L3,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,101,L3,0.12246918722042902,L3,43,tau_subgroup,2,val,54.31342963722199
E,fixed250_sequence_ce,11,L3,0.15496934544407764,L3,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,23,L3,0.16935034390675624,L3,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,101,L3,0.1287021781782027,L3,43,tau_subgroup,3,val,117.0136826471659
E,fixed250_sequence_ce,11,L3,0.1870398936503756,L3,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,23,L3,0.1712045014652336,L3,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,101,L3,0.1945897136837353,L3,42,tau_subgroup,4,val,242.10347130039656
E,fixed250_sequence_ce,11,L3,0.009945488763058554,L1,128,whole_layer,-1,val,
E,fixed250_sequence_ce,23,L3,0.007959271574049688,L1,128,whole_layer,-1,val,
E,fixed250_sequence_ce,101,L3,0.007992192300939338,L1,128,whole_layer,-1,val,
E,fixed250_sequence_ce,11,L3,0.04601837525239224,L2,128,whole_layer,-1,val,
E,fixed250_sequence_ce,23,L3,0.04151578000175577,L2,128,whole_layer,-1,val,
E,fixed250_sequence_ce,101,L3,0.041960209814766045,L2,128,whole_layer,-1,val,
E,fixed250_sequence_ce,11,L3,0.14571605324378895,L3,128,whole_layer,-1,val,
E,fixed250_sequence_ce,23,L3,0.15298810464401721,L3,128,whole_layer,-1,val,
E,fixed250_sequence_ce,101,L3,0.14822763036607847,L3,128,whole_layer,-1,val,
A,relative10_sequence_ce,11,L3,0.0003563887989890117,L1,43,tau_subgroup,2,test,54.31342963722199
A,relative10_sequence_ce,23,L3,0.00029859602077457736,L1,43,tau_subgroup,2,test,54.31342963722199
A,relative10_sequence_ce,101,L3,0.0003486830952270871,L1,43,tau_subgroup,2,test,54.31342963722199
A,relative10_sequence_ce,11,L3,0.007260699369673432,L1,43,tau_subgroup,3,test,117.0136826471659
A,relative10_sequence_ce,23,L3,0.00826629371060459,L1,43,tau_subgroup,3,test,117.0136826471659
A,relative10_sequence_ce,101,L3,0.008212353784271117,L1,43,tau_subgroup,3,test,117.0136826471659
A,relative10_sequence_ce,11,L3,0.044678358420903154,L1,42,tau_subgroup,4,test,242.10347130039656
A,relative10_sequence_ce,23,L3,0.038812758370412447,L1,42,tau_subgroup,4,test,242.10347130039656
A,relative10_sequence_ce,101,L3,0.04832710088674303,L1,42,tau_subgroup,4,test,242.10347130039656
A,relative10_sequence_ce,11,L3,0.032991970656680074,L2,43,tau_subgroup,2,test,54.31342963722199
A,relative10_sequence_ce,23,L3,0.037767580563132834,L2,43,tau_subgroup,2,test,54.31342963722199
A,relative10_sequence_ce,101,L3,0.04052622250990183,L2,43,tau_subgroup,2,test,54.31342963722199
A,relative10_sequence_ce,11,L3,0.07117180637107587,L2,43,tau_subgroup,3,test,117.0136826471659
A,relative10_sequence_ce,23,L3,0.0957086935749842,L2,43,tau_subgroup,3,test,117.0136826471659
A,relative10_sequence_ce,101,L3,0.10219882256846517,L2,43,tau_subgroup,3,test,117.0136826471659
A,relative10_sequence_ce,11,L3,0.12212834106472277,L2,42,tau_subgroup,4,test,242.10347130039656
A,relative10_sequence_ce,23,L3,0.1386699643409385,L2,42,tau_subgroup,4,test,242.10347130039656
A,relative10_sequence_ce,101,L3,0.13858318343904824,L2,42,tau_subgroup,4,test,242.10347130039656
A,relative10_sequence_ce,11,L3,0.017218951913518885,L1,128,whole_layer,-1,test,
A,relative10_sequence_ce,23,L3,0.015612703984426773,L1,128,whole_layer,-1,test,
A,relative10_sequence_ce,101,L3,0.018733303305168987,L1,128,whole_layer,-1,test,
A,relative10_sequence_ce,11,L3,0.07506588075712392,L2,128,whole_layer,-1,test,
A,relative10_sequence_ce,23,L3,0.09034076789264414,L2,128,whole_layer,-1,test,
A,relative10_sequence_ce,101,L3,0.09341930189695162,L2,128,whole_layer,-1,test,
A,relative10_sequence_ce,11,L3,0.2230225418323393,L3,64,whole_layer,-1,test,
A,relative10_sequence_ce,23,L3,0.2361469205599735,L3,64,whole_layer,-1,test,
A,relative10_sequence_ce,101,L3,0.24131901300530154,L3,64,whole_layer,-1,test,
A,relative10_sequence_ce,11,L3,0.0005706159653283612,L1,43,tau_subgroup,2,train,54.31342963722199
A,relative10_sequence_ce,23,L3,0.00048219970312389846,L1,43,tau_subgroup,2,train,54.31342963722199
A,relative10_sequence_ce,101,L3,0.0007155095756369963,L1,43,tau_subgroup,2,train,54.31342963722199
A,relative10_sequence_ce,11,L3,0.006448934155591588,L1,43,tau_subgroup,3,train,117.0136826471659
A,relative10_sequence_ce,23,L3,0.007373994167642686,L1,43,tau_subgroup,3,train,117.0136826471659
A,relative10_sequence_ce,101,L3,0.007366593687546277,L1,43,tau_subgroup,3,train,117.0136826471659
A,relative10_sequence_ce,11,L3,0.03818886993389146,L1,42,tau_subgroup,4,train,242.10347130039656
A,relative10_sequence_ce,23,L3,0.0358815708774675,L1,42,tau_subgroup,4,train,242.10347130039656
A,relative10_sequence_ce,101,L3,0.04029040225801075,L1,42,tau_subgroup,4,train,242.10347130039656
A,relative10_sequence_ce,11,L3,0.02807235799939316,L2,43,tau_subgroup,2,train,54.31342963722199
A,relative10_sequence_ce,23,L3,0.03752355008041206,L2,43,tau_subgroup,2,train,54.31342963722199
A,relative10_sequence_ce,101,L3,0.034904948623140676,L2,43,tau_subgroup,2,train,54.31342963722199
A,relative10_sequence_ce,11,L3,0.06397559243764414,L2,43,tau_subgroup,3,train,117.0136826471659
A,relative10_sequence_ce,23,L3,0.08389885335403391,L2,43,tau_subgroup,3,train,117.0136826471659
A,relative10_sequence_ce,101,L3,0.08525547820539137,L2,43,tau_subgroup,3,train,117.0136826471659
A,relative10_sequence_ce,11,L3,0.10736278030732617,L2,42,tau_subgroup,4,train,242.10347130039656
A,relative10_sequence_ce,23,L3,0.1286628272827546,L2,42,tau_subgroup,4,train,242.10347130039656
A,relative10_sequence_ce,101,L3,0.12135132914940977,L2,42,tau_subgroup,4,train,242.10347130039656
A,relative10_sequence_ce,11,L3,0.01488885306580468,L1,128,whole_layer,-1,train,
A,relative10_sequence_ce,23,L3,0.014412830572629674,L1,128,whole_layer,-1,train,
A,relative10_sequence_ce,101,L3,0.01593536980588541,L1,128,whole_layer,-1,train,
A,relative10_sequence_ce,11,L3,0.06615077063828362,L2,128,whole_layer,-1,train,
A,relative10_sequence_ce,23,L3,0.08300782885591304,L2,128,whole_layer,-1,train,
A,relative10_sequence_ce,101,L3,0.08018479826486007,L2,128,whole_layer,-1,train,
A,relative10_sequence_ce,11,L3,0.19837785979868358,L3,64,whole_layer,-1,train,
A,relative10_sequence_ce,23,L3,0.2260442138275244,L3,64,whole_layer,-1,train,
A,relative10_sequence_ce,101,L3,0.21688411744016614,L3,64,whole_layer,-1,train,
A,relative10_sequence_ce,11,L3,0.00015311965995185917,L1,43,tau_subgroup,2,val,54.31342963722199
A,relative10_sequence_ce,23,L3,0.00012249572796148734,L1,43,tau_subgroup,2,val,54.31342963722199
A,relative10_sequence_ce,101,L3,0.00011024615516533861,L1,43,tau_subgroup,2,val,54.31342963722199
A,relative10_sequence_ce,11,L3,0.0035237937743587858,L1,43,tau_subgroup,3,val,117.0136826471659
A,relative10_sequence_ce,23,L3,0.0038484074534567273,L1,43,tau_subgroup,3,val,117.0136826471659
A,relative10_sequence_ce,101,L3,0.004191395491748892,L1,43,tau_subgroup,3,val,117.0136826471659
A,relative10_sequence_ce,11,L3,0.02857310073533408,L1,42,tau_subgroup,4,val,242.10347130039656
A,relative10_sequence_ce,23,L3,0.02687794457612735,L1,42,tau_subgroup,4,val,242.10347130039656
A,relative10_sequence_ce,101,L3,0.031737670926504216,L1,42,tau_subgroup,4,val,242.10347130039656
A,relative10_sequence_ce,11,L3,0.018866383701535077,L2,43,tau_subgroup,2,val,54.31342963722199
A,relative10_sequence_ce,23,L3,0.02366004985576128,L2,43,tau_subgroup,2,val,54.31342963722199
A,relative10_sequence_ce,101,L3,0.022059439010397846,L2,43,tau_subgroup,2,val,54.31342963722199
A,relative10_sequence_ce,11,L3,0.047113898569454055,L2,43,tau_subgroup,3,val,117.0136826471659
A,relative10_sequence_ce,23,L3,0.06485127997827743,L2,43,tau_subgroup,3,val,117.0136826471659
A,relative10_sequence_ce,101,L3,0.06425105091126614,L2,43,tau_subgroup,3,val,117.0136826471659
A,relative10_sequence_ce,11,L3,0.09076505679086665,L2,42,tau_subgroup,4,val,242.10347130039656
A,relative10_sequence_ce,23,L3,0.09979474188059914,L2,42,tau_subgroup,4,val,242.10347130039656
A,relative10_sequence_ce,101,L3,0.10530661215412335,L2,42,tau_subgroup,4,val,242.10347130039656
A,relative10_sequence_ce,11,L3,0.010610761785620227,L1,128,whole_layer,-1,val,
A,relative10_sequence_ce,23,L3,0.010153300851549469,L1,128,whole_layer,-1,val,
A,relative10_sequence_ce,101,L3,0.011859006013519446,L1,128,whole_layer,-1,val,
A,relative10_sequence_ce,11,L3,0.05194753533491353,L2,128,whole_layer,-1,val,
A,relative10_sequence_ce,23,L3,0.06247942454569397,L2,128,whole_layer,-1,val,
A,relative10_sequence_ce,101,L3,0.06354866232113071,L2,128,whole_layer,-1,val,
A,relative10_sequence_ce,11,L3,0.1673840641734703,L3,64,whole_layer,-1,val,
A,relative10_sequence_ce,23,L3,0.19201151128083574,L3,64,whole_layer,-1,val,
A,relative10_sequence_ce,101,L3,0.18745610569748047,L3,64,whole_layer,-1,val,
B,relative10_sequence_ce,11,L2,0.00047390078135836145,L1,43,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,23,L2,0.0006376469862992587,L1,43,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,101,L2,0.00031978670611986995,L1,43,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,11,L2,0.008137223172592353,L1,43,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,23,L2,0.015511581672754172,L1,43,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,101,L2,0.011423705827053186,L1,43,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,11,L2,0.070649515604784,L1,42,tau_subgroup,4,test,242.10347130039656
B,relative10_sequence_ce,23,L2,0.0727322572501499,L1,42,tau_subgroup,4,test,242.10347130039656
B,relative10_sequence_ce,101,L2,0.06576808987345767,L1,42,tau_subgroup,4,test,242.10347130039656
B,relative10_sequence_ce,11,L2,0.15015141707892182,L2,43,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,23,L2,0.14886841740256138,L2,43,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,101,L2,0.15153651733012777,L2,43,tau_subgroup,2,test,54.31342963722199
B,relative10_sequence_ce,11,L2,0.18626419775918135,L2,43,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,23,L2,0.30782938030730345,L2,43,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,101,L2,0.229055897175089,L2,43,tau_subgroup,3,test,117.0136826471659
B,relative10_sequence_ce,11,L2,0.26966968033071415,L2,42,tau_subgroup,4,test,242.10347130039656
B,relative10_sequence_ce,23,L2,0.3068907980687305,L2,42,tau_subgroup,4,test,242.10347130039656
