architecture,objective,seed,last_layer,feature_dim,group_neurons,layer,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy,shift,tau_syn_ms
E,fixed250_sequence_ce,23,L3,43,43,L1,1.0,0.3082191780821918,0.3132284382284382,0.2951303682739158,full_count,0.32751924001924,3,117.0136826471659
E,fixed250_sequence_ce,101,L3,43,43,L1,10.0,0.2534246575342466,0.2399447774447774,0.2401098411392529,full_count,0.2537457912457913,3,117.0136826471659
E,fixed250_sequence_ce,11,L3,672,42,L1,0.1,0.5136986301369864,0.5108356920856921,0.506994650535939,fixed250,0.4771584896584897,4,242.10347130039656
E,fixed250_sequence_ce,23,L3,672,42,L1,0.1,0.4657534246575342,0.4605422355422355,0.45513938674504945,fixed250,0.41449615199615203,4,242.10347130039656
E,fixed250_sequence_ce,101,L3,672,42,L1,0.1,0.5,0.4959949772449772,0.4741873865538102,fixed250,0.47021404521404525,4,242.10347130039656
E,fixed250_sequence_ce,11,L3,42,42,L1,1.0,0.4520547945205479,0.45640054390054385,0.4432036153417733,full_count,0.40754569504569504,4,242.10347130039656
E,fixed250_sequence_ce,23,L3,42,42,L1,1.0,0.3835616438356164,0.37461149961149953,0.3507853784541706,full_count,0.3778860028860029,4,242.10347130039656
E,fixed250_sequence_ce,101,L3,42,42,L1,10.0,0.3767123287671233,0.38060203685203686,0.3531304987514383,full_count,0.3948833573833573,4,242.10347130039656
E,fixed250_sequence_ce,11,L3,688,43,L2,0.1,0.4589041095890411,0.44769466644466643,0.4370332605771388,fixed250,0.4081409331409331,2,54.31342963722199
E,fixed250_sequence_ce,23,L3,688,43,L2,1.0,0.3150684931506849,0.31660214785214785,0.31901933348722405,fixed250,0.3211038961038961,2,54.31342963722199
E,fixed250_sequence_ce,101,L3,688,43,L2,0.1,0.3287671232876712,0.322030747030747,0.3025423693873043,fixed250,0.2788720538720539,2,54.31342963722199
E,fixed250_sequence_ce,11,L3,43,43,L2,1.0,0.3287671232876712,0.3230977355977356,0.30901654651654653,full_count,0.31181457431457427,2,54.31342963722199
E,fixed250_sequence_ce,23,L3,43,43,L2,1.0,0.3287671232876712,0.3217227217227217,0.30158019718110995,full_count,0.249512987012987,2,54.31342963722199
E,fixed250_sequence_ce,101,L3,43,43,L2,1.0,0.2671232876712329,0.2559301809301809,0.22659673991230253,full_count,0.20202020202020202,2,54.31342963722199
E,fixed250_sequence_ce,11,L3,688,43,L2,0.1,0.4589041095890411,0.45703185703185706,0.44476084995027826,fixed250,0.4223244348244348,3,117.0136826471659
E,fixed250_sequence_ce,23,L3,688,43,L2,0.1,0.5205479452054794,0.5195027195027195,0.5122081967016886,fixed250,0.4130651755651756,3,117.0136826471659
E,fixed250_sequence_ce,101,L3,688,43,L2,0.1,0.4863013698630137,0.4708707958707958,0.45559013943386,fixed250,0.45860389610389607,3,117.0136826471659
E,fixed250_sequence_ce,11,L3,43,43,L2,0.1,0.410958904109589,0.4059655622155622,0.3792062651840329,full_count,0.30698051948051946,3,117.0136826471659
E,fixed250_sequence_ce,23,L3,43,43,L2,1.0,0.4589041095890411,0.4476745476745477,0.4298366890663034,full_count,0.3294011544011544,3,117.0136826471659
E,fixed250_sequence_ce,101,L3,43,43,L2,0.1,0.3904109589041096,0.3749902874902875,0.36089792552974465,full_count,0.4036075036075036,3,117.0136826471659
E,fixed250_sequence_ce,11,L3,672,42,L2,0.1,0.5136986301369864,0.5074918137418137,0.5143362875561018,fixed250,0.4457070707070707,4,242.10347130039656
E,fixed250_sequence_ce,23,L3,672,42,L2,1.0,0.4931506849315068,0.48805846930846924,0.4794339365621318,fixed250,0.45106421356421356,4,242.10347130039656
E,fixed250_sequence_ce,101,L3,672,42,L2,0.01,0.5273972602739726,0.5068695193695193,0.4952031178197506,fixed250,0.47321428571428575,4,242.10347130039656
E,fixed250_sequence_ce,11,L3,42,42,L2,10.0,0.410958904109589,0.4208617771117771,0.41876146938057834,full_count,0.3706108706108706,4,242.10347130039656
E,fixed250_sequence_ce,23,L3,42,42,L2,10.0,0.3972602739726027,0.39062187812187815,0.3831144962936186,full_count,0.4277477152477152,4,242.10347130039656
E,fixed250_sequence_ce,101,L3,42,42,L2,0.1,0.4041095890410959,0.3857448107448107,0.3682900960133311,full_count,0.42590187590187584,4,242.10347130039656
E,fixed250_sequence_ce,11,L3,688,43,L3,0.01,0.5342465753424658,0.5263098013098013,0.5198220166693941,fixed250,0.4385281385281385,2,54.31342963722199
E,fixed250_sequence_ce,23,L3,688,43,L3,1.0,0.4794520547945205,0.4775536963036963,0.46045759111415147,fixed250,0.41091269841269834,2,54.31342963722199
E,fixed250_sequence_ce,101,L3,688,43,L3,0.1,0.541095890410959,0.5243950493950493,0.52297967312823,fixed250,0.46753246753246747,2,54.31342963722199
E,fixed250_sequence_ce,11,L3,43,43,L3,0.1,0.4589041095890411,0.44522630147630143,0.4318763368689064,full_count,0.3474567099567099,2,54.31342963722199
E,fixed250_sequence_ce,23,L3,43,43,L3,0.1,0.4589041095890411,0.45383227883227883,0.4410699586924633,full_count,0.37354497354497346,2,54.31342963722199
E,fixed250_sequence_ce,101,L3,43,43,L3,0.01,0.3767123287671233,0.35636863136863134,0.33042073888105455,full_count,0.37398388648388653,2,54.31342963722199
E,fixed250_sequence_ce,11,L3,688,43,L3,1.0,0.4726027397260274,0.4665556665556665,0.46372086948029523,fixed250,0.4690656565656566,3,117.0136826471659
E,fixed250_sequence_ce,23,L3,688,43,L3,1.0,0.4452054794520548,0.4454018204018204,0.43330006200695864,fixed250,0.443488455988456,3,117.0136826471659
E,fixed250_sequence_ce,101,L3,688,43,L3,0.01,0.541095890410959,0.5250874125874125,0.5282362931671933,fixed250,0.46816378066378067,3,117.0136826471659
E,fixed250_sequence_ce,11,L3,43,43,L3,0.1,0.4246575342465753,0.4205891330891331,0.4082467939768937,full_count,0.3246392496392496,3,117.0136826471659
E,fixed250_sequence_ce,23,L3,43,43,L3,10.0,0.3219178082191781,0.31776626151626153,0.311256348581033,full_count,0.36706950456950455,3,117.0136826471659
E,fixed250_sequence_ce,101,L3,43,43,L3,0.1,0.3767123287671233,0.3733016983016983,0.3350590023454249,full_count,0.403944203944204,3,117.0136826471659
E,fixed250_sequence_ce,11,L3,672,42,L3,0.1,0.4726027397260274,0.4651556776556777,0.4636094748812971,fixed250,0.40952380952380946,4,242.10347130039656
E,fixed250_sequence_ce,23,L3,672,42,L3,1.0,0.4178082191780822,0.41748667998667993,0.39580122799050693,fixed250,0.4038059163059162,4,242.10347130039656
E,fixed250_sequence_ce,101,L3,672,42,L3,0.01,0.4383561643835616,0.42392815517815513,0.42541229281787185,fixed250,0.4780483405483405,4,242.10347130039656
E,fixed250_sequence_ce,11,L3,42,42,L3,0.1,0.410958904109589,0.40380799755799757,0.3851933741639624,full_count,0.31892135642135644,4,242.10347130039656
E,fixed250_sequence_ce,23,L3,42,42,L3,0.1,0.4041095890410959,0.40063755688755687,0.3686286622508664,full_count,0.36537999037999036,4,242.10347130039656
E,fixed250_sequence_ce,101,L3,42,42,L3,1.0,0.3972602739726027,0.39250471750471755,0.3789797840236437,full_count,0.37497594997595,4,242.10347130039656
A,relative10_sequence_ce,11,L3,688,43,L1,0.1,0.1506849315068493,0.1391192141192141,0.11881733051332076,fixed250,0.11746031746031747,2,54.31342963722199
A,relative10_sequence_ce,23,L3,688,43,L1,0.1,0.1506849315068493,0.13465700965700964,0.10067974574801784,fixed250,0.14305555555555555,2,54.31342963722199
A,relative10_sequence_ce,101,L3,688,43,L1,0.001,0.0958904109589041,0.0847069597069597,0.03273040482342807,fixed250,0.10555555555555556,2,54.31342963722199
A,relative10_sequence_ce,11,L3,43,43,L1,10.0,0.13013698630136986,0.13195138195138195,0.12487602267014032,full_count,0.0994047619047619,2,54.31342963722199
A,relative10_sequence_ce,23,L3,43,43,L1,0.01,0.1643835616438356,0.14623015873015874,0.11097965232213898,full_count,0.13194444444444445,2,54.31342963722199
A,relative10_sequence_ce,101,L3,43,43,L1,0.001,0.0958904109589041,0.0847069597069597,0.03474149450097646,full_count,0.09027777777777778,2,54.31342963722199
A,relative10_sequence_ce,11,L3,688,43,L1,1.0,0.3082191780821918,0.3032682595182595,0.2905954186947211,fixed250,0.25911495911495913,3,117.0136826471659
A,relative10_sequence_ce,23,L3,688,43,L1,10.0,0.3082191780821918,0.30625971250971246,0.2921875171842614,fixed250,0.29500962000962,3,117.0136826471659
A,relative10_sequence_ce,101,L3,688,43,L1,0.1,0.3424657534246575,0.3359453046953047,0.3262522707644659,fixed250,0.3712061087061087,3,117.0136826471659
A,relative10_sequence_ce,11,L3,43,43,L1,10.0,0.2671232876712329,0.25818487068487067,0.25190224179729426,full_count,0.2450276575276575,3,117.0136826471659
A,relative10_sequence_ce,23,L3,43,43,L1,10.0,0.273972602739726,0.2684169996669996,0.2502166847822474,full_count,0.3145021645021645,3,117.0136826471659
A,relative10_sequence_ce,101,L3,43,43,L1,10.0,0.3013698630136986,0.29352522477522475,0.2879956781677796,full_count,0.30562770562770564,3,117.0136826471659
A,relative10_sequence_ce,11,L3,672,42,L1,10.0,0.4520547945205479,0.4459269896769897,0.44170330700034605,fixed250,0.4725709475709476,4,242.10347130039656
A,relative10_sequence_ce,23,L3,672,42,L1,10.0,0.4726027397260274,0.4586593961593961,0.4443727620634561,fixed250,0.4339766714766715,4,242.10347130039656
A,relative10_sequence_ce,101,L3,672,42,L1,0.1,0.5068493150684932,0.4985632423132423,0.4907312422988983,fixed250,0.45090187590187586,4,242.10347130039656
A,relative10_sequence_ce,11,L3,42,42,L1,10.0,0.4794520547945205,0.4798014485514485,0.46800190977782524,full_count,0.3978294853294853,4,242.10347130039656
A,relative10_sequence_ce,23,L3,42,42,L1,1.0,0.4178082191780822,0.4082403707403708,0.3750049610707422,full_count,0.35992664742664743,4,242.10347130039656
A,relative10_sequence_ce,101,L3,42,42,L1,0.1,0.363013698630137,0.3519882894882895,0.3181908641498619,full_count,0.3613816738816739,4,242.10347130039656
A,relative10_sequence_ce,11,L3,688,43,L2,1.0,0.4315068493150685,0.4245705683205683,0.412662264526464,fixed250,0.41630591630591635,2,54.31342963722199
A,relative10_sequence_ce,23,L3,688,43,L2,1.0,0.4041095890410959,0.4039356476856477,0.3822895915001178,fixed250,0.4128367003367004,2,54.31342963722199
A,relative10_sequence_ce,101,L3,688,43,L2,0.1,0.4041095890410959,0.4018752081252081,0.3784809353287614,fixed250,0.3908429533429533,2,54.31342963722199
A,relative10_sequence_ce,11,L3,43,43,L2,10.0,0.2876712328767123,0.2843462093462093,0.27338863999481056,full_count,0.33638167388167384,2,54.31342963722199
A,relative10_sequence_ce,23,L3,43,43,L2,1.0,0.4041095890410959,0.4046460483960484,0.3803422220513675,full_count,0.32375541125541124,2,54.31342963722199
A,relative10_sequence_ce,101,L3,43,43,L2,1.0,0.363013698630137,0.3642399267399268,0.345412175679139,full_count,0.34775733525733526,2,54.31342963722199
A,relative10_sequence_ce,11,L3,688,43,L2,1.0,0.4452054794520548,0.44232642357642354,0.4469615731239807,fixed250,0.48469817219817224,3,117.0136826471659
A,relative10_sequence_ce,23,L3,688,43,L2,0.01,0.5205479452054794,0.5088064713064714,0.504252419134649,fixed250,0.4099867724867725,3,117.0136826471659
A,relative10_sequence_ce,101,L3,688,43,L2,1.0,0.4726027397260274,0.45640262515262514,0.44849079032573097,fixed250,0.44114357864357867,3,117.0136826471659
A,relative10_sequence_ce,11,L3,43,43,L2,0.1,0.3561643835616438,0.3506888944388944,0.33340908389928003,full_count,0.38003246753246755,3,117.0136826471659
A,relative10_sequence_ce,23,L3,43,43,L2,1.0,0.4246575342465753,0.40372821622821625,0.38351658148801726,full_count,0.34193722943722943,3,117.0136826471659
A,relative10_sequence_ce,101,L3,43,43,L2,0.1,0.4452054794520548,0.42955169830169826,0.4178204429920116,full_count,0.4623136123136124,3,117.0136826471659
A,relative10_sequence_ce,11,L3,672,42,L2,0.1,0.4726027397260274,0.4636578699078699,0.4701460204686477,fixed250,0.40658369408369416,4,242.10347130039656
A,relative10_sequence_ce,23,L3,672,42,L2,0.1,0.4931506849315068,0.48646423021423013,0.4978765679812653,fixed250,0.4325396825396825,4,242.10347130039656
A,relative10_sequence_ce,101,L3,672,42,L2,0.01,0.4863013698630137,0.4745802808302808,0.48467382277684695,fixed250,0.4345238095238095,4,242.10347130039656
A,relative10_sequence_ce,11,L3,42,42,L2,0.1,0.4315068493150685,0.4215922965922965,0.41011730775247246,full_count,0.35667989417989426,4,242.10347130039656
A,relative10_sequence_ce,23,L3,42,42,L2,10.0,0.3424657534246575,0.3347798035298035,0.33374574256153205,full_count,0.4272847522847523,4,242.10347130039656
A,relative10_sequence_ce,101,L3,42,42,L2,1.0,0.3767123287671233,0.3761766011766012,0.36556999074127455,full_count,0.422029822029822,4,242.10347130039656
B,relative10_sequence_ce,11,L2,688,43,L1,0.001,0.17123287671232876,0.1585997335997336,0.13121173158781643,fixed250,0.1521825396825397,2,54.31342963722199
B,relative10_sequence_ce,23,L2,688,43,L1,0.01,0.1506849315068493,0.13965340215340213,0.12417970290511447,fixed250,0.1307178932178932,2,54.31342963722199
B,relative10_sequence_ce,101,L2,688,43,L1,0.1,0.10273972602739725,0.10881618381618381,0.08723798291246322,fixed250,0.1021825396825397,2,54.31342963722199
B,relative10_sequence_ce,11,L2,43,43,L1,0.1,0.0821917808219178,0.08603896103896103,0.04280193236714976,full_count,0.15218253968253967,2,54.31342963722199
B,relative10_sequence_ce,23,L2,43,43,L1,1.0,0.136986301369863,0.13778860028860027,0.1112385523760435,full_count,0.14325396825396827,2,54.31342963722199
B,relative10_sequence_ce,101,L2,43,43,L1,10.0,0.07534246575342465,0.08084415584415584,0.056276739829371404,full_count,0.10555555555555556,2,54.31342963722199
B,relative10_sequence_ce,11,L2,688,43,L1,0.1,0.3356164383561644,0.33009004884004883,0.3306585954544212,fixed250,0.32216209716209715,3,117.0136826471659
B,relative10_sequence_ce,23,L2,688,43,L1,1.0,0.3424657534246575,0.33544025419025414,0.32742534192691336,fixed250,0.36323352573352574,3,117.0136826471659
B,relative10_sequence_ce,101,L2,688,43,L1,0.1,0.3767123287671233,0.3718691031191031,0.3547573085436571,fixed250,0.3482202982202982,3,117.0136826471659
B,relative10_sequence_ce,11,L2,43,43,L1,10.0,0.22602739726027396,0.21353091353091355,0.20570178541794606,full_count,0.20667989417989419,3,117.0136826471659
B,relative10_sequence_ce,23,L2,43,43,L1,1.0,0.2876712328767123,0.28079351204351205,0.2631721365054699,full_count,0.29556878306878304,3,117.0136826471659
B,relative10_sequence_ce,101,L2,43,43,L1,0.01,0.2876712328767123,0.2696095571095571,0.23831051208786727,full_count,0.2649350649350649,3,117.0136826471659
B,relative10_sequence_ce,11,L2,672,42,L1,1.0,0.4863013698630137,0.4760857198357198,0.4743973716342138,fixed250,0.4932359307359307,4,242.10347130039656
B,relative10_sequence_ce,23,L2,672,42,L1,0.01,0.5068493150684932,0.494234237984238,0.49530385367633145,fixed250,0.4537097162097163,4,242.10347130039656
B,relative10_sequence_ce,101,L2,672,42,L1,1.0,0.4657534246575342,0.457980907980908,0.4552321021666046,fixed250,0.49819624819624825,4,242.10347130039656
B,relative10_sequence_ce,11,L2,42,42,L1,1.0,0.3904109589041096,0.38446275946275943,0.36677843691969086,full_count,0.3682900432900433,4,242.10347130039656
B,relative10_sequence_ce,23,L2,42,42,L1,10.0,0.3767123287671233,0.36451742701742695,0.3686913044787808,full_count,0.3871813371813371,4,242.10347130039656
B,relative10_sequence_ce,101,L2,42,42,L1,10.0,0.3356164383561644,0.3326472138972139,0.31960307187479325,full_count,0.45168951418951425,4,242.10347130039656
B,relative10_sequence_ce,11,L2,688,43,L2,1.0,0.4863013698630137,0.4730713730713731,0.47831437653346254,fixed250,0.4453463203463204,2,54.31342963722199
B,relative10_sequence_ce,23,L2,688,43,L2,0.1,0.541095890410959,0.5335199522699522,0.528569612218993,fixed250,0.49739658489658495,2,54.31342963722199
B,relative10_sequence_ce,101,L2,688,43,L2,0.1,0.5068493150684932,0.4946331446331446,0.4941317205638674,fixed250,0.521897546897547,2,54.31342963722199
B,relative10_sequence_ce,11,L2,43,43,L2,1.0,0.4657534246575342,0.4595952658452658,0.4381362427643907,full_count,0.3547318422318422,2,54.31342963722199
B,relative10_sequence_ce,23,L2,43,43,L2,1.0,0.4178082191780822,0.40900904650904657,0.39808095605888,full_count,0.4340668590668591,2,54.31342963722199
B,relative10_sequence_ce,101,L2,43,43,L2,0.1,0.4315068493150685,0.41777319902319904,0.3918524934768129,full_count,0.4591931216931217,2,54.31342963722199
B,relative10_sequence_ce,11,L2,688,43,L2,1.0,0.4657534246575342,0.4623411310911311,0.466526684744564,fixed250,0.5022005772005772,3,117.0136826471659
B,relative10_sequence_ce,23,L2,688,43,L2,1.0,0.5616438356164384,0.5480901043401043,0.5490336997142805,fixed250,0.5193963443963444,3,117.0136826471659
B,relative10_sequence_ce,101,L2,688,43,L2,0.1,0.5205479452054794,0.5011335886335886,0.5003434811902553,fixed250,0.47527056277056273,3,117.0136826471659
B,relative10_sequence_ce,11,L2,43,43,L2,1.0,0.363013698630137,0.3609792984792985,0.3686566752133817,full_count,0.405525493025493,3,117.0136826471659
B,relative10_sequence_ce,23,L2,43,43,L2,10.0,0.4041095890410959,0.4007749195249195,0.39766031597122636,full_count,0.4396164021164021,3,117.0136826471659
B,relative10_sequence_ce,101,L2,43,43,L2,0.1,0.3835616438356164,0.3793532856032856,0.36895562031411294,full_count,0.4275853775853775,3,117.0136826471659
B,relative10_sequence_ce,11,L2,672,42,L2,0.1,0.5273972602739726,0.5162469474969474,0.516445141368009,fixed250,0.46254810004810004,4,242.10347130039656
B,relative10_sequence_ce,23,L2,672,42,L2,0.01,0.4863013698630137,0.4751665001665002,0.47224008879646134,fixed250,0.5093013468013468,4,242.10347130039656
B,relative10_sequence_ce,101,L2,672,42,L2,1.0,0.4931506849315068,0.48864260739260734,0.48781029273316023,fixed250,0.5482022607022606,4,242.10347130039656
B,relative10_sequence_ce,11,L2,42,42,L2,0.1,0.4041095890410959,0.39576048951048953,0.3866802832244008,full_count,0.3156144781144781,4,242.10347130039656
B,relative10_sequence_ce,23,L2,42,42,L2,1.0,0.3767123287671233,0.3680978743478744,0.35143455661748346,full_count,0.3978234728234727,4,242.10347130039656
B,relative10_sequence_ce,101,L2,42,42,L2,0.1,0.3561643835616438,0.3583846708846709,0.3511652749765124,full_count,0.4723665223665224,4,242.10347130039656
C,relative10_sequence_ce,11,L3,688,43,L1,0.1,0.1232876712328767,0.11021617271617272,0.08057463961406282,fixed250,0.13134920634920635,2,54.31342963722199
C,relative10_sequence_ce,23,L3,688,43,L1,0.01,0.21232876712328766,0.18985181485181482,0.1661251429356154,fixed250,0.13194444444444445,2,54.31342963722199
C,relative10_sequence_ce,101,L3,688,43,L1,0.1,0.15753424657534246,0.14623709623709624,0.09880929977260251,fixed250,0.14956709956709954,2,54.31342963722199
C,relative10_sequence_ce,11,L3,43,43,L1,10.0,0.1232876712328767,0.11201298701298701,0.07413301588671663,full_count,0.11249999999999999,2,54.31342963722199
C,relative10_sequence_ce,23,L3,43,43,L1,0.01,0.19863013698630136,0.1763236763236763,0.14373152908622014,full_count,0.13194444444444445,2,54.31342963722199
C,relative10_sequence_ce,101,L3,43,43,L1,1.0,0.14383561643835616,0.12824675324675325,0.07659842753300698,full_count,0.12238455988455987,2,54.31342963722199
C,relative10_sequence_ce,11,L3,688,43,L1,0.1,0.3287671232876712,0.328252997002997,0.31453921816113467,fixed250,0.3073472823472823,3,117.0136826471659
C,relative10_sequence_ce,23,L3,688,43,L1,0.1,0.3219178082191781,0.3194617882117882,0.29783173407924596,fixed250,0.32566137566137565,3,117.0136826471659
C,relative10_sequence_ce,101,L3,688,43,L1,0.1,0.3561643835616438,0.35631868131868133,0.3534121651768711,fixed250,0.32090548340548336,3,117.0136826471659
C,relative10_sequence_ce,11,L3,43,43,L1,10.0,0.2465753424657534,0.24408230658230656,0.22413091280861028,full_count,0.24603174603174605,3,117.0136826471659
C,relative10_sequence_ce,23,L3,43,43,L1,10.0,0.3287671232876712,0.3180638805638806,0.29643025592712513,full_count,0.32876984126984127,3,117.0136826471659
C,relative10_sequence_ce,101,L3,43,43,L1,1.0,0.2534246575342466,0.24957889332889335,0.22749545457139028,full_count,0.25102813852813854,3,117.0136826471659
C,relative10_sequence_ce,11,L3,672,42,L1,1.0,0.4794520547945205,0.47383796758796753,0.46491339619153904,fixed250,0.4724025974025973,4,242.10347130039656
C,relative10_sequence_ce,23,L3,672,42,L1,0.1,0.5,0.49388736263736255,0.49101168835252035,fixed250,0.4294733044733045,4,242.10347130039656
C,relative10_sequence_ce,101,L3,672,42,L1,0.01,0.5,0.48716144966144964,0.457056960210985,fixed250,0.4454365079365079,4,242.10347130039656
C,relative10_sequence_ce,11,L3,42,42,L1,1.0,0.4315068493150685,0.41815476190476186,0.38662650486289757,full_count,0.32064093314093317,4,242.10347130039656
C,relative10_sequence_ce,23,L3,42,42,L1,1.0,0.4520547945205479,0.4391927516927516,0.424862072542938,full_count,0.4126443001443001,4,242.10347130039656
C,relative10_sequence_ce,101,L3,42,42,L1,10.0,0.3424657534246575,0.34264208014208014,0.32860739659759264,full_count,0.3536796536796536,4,242.10347130039656
C,relative10_sequence_ce,11,L3,688,43,L2,0.1,0.4931506849315068,0.4767489454989455,0.46722498546502345,fixed250,0.4187890812890813,2,54.31342963722199
C,relative10_sequence_ce,23,L3,688,43,L2,0.1,0.4041095890410959,0.40869547119547117,0.3923382750044853,fixed250,0.3405122655122655,2,54.31342963722199
C,relative10_sequence_ce,101,L3,688,43,L2,1.0,0.3767123287671233,0.3669247419247419,0.3535008635072574,fixed250,0.3385702260702261,2,54.31342963722199
C,relative10_sequence_ce,11,L3,43,43,L2,1.0,0.3493150684931507,0.33450715950715953,0.32282599636980325,full_count,0.32321428571428573,2,54.31342963722199
C,relative10_sequence_ce,23,L3,43,43,L2,10.0,0.3287671232876712,0.3306422743922744,0.29545552965629446,full_count,0.296993746993747,2,54.31342963722199
C,relative10_sequence_ce,101,L3,43,43,L2,0.1,0.3287671232876712,0.31100149850149844,0.28536553348259336,full_count,0.2297979797979798,2,54.31342963722199
C,relative10_sequence_ce,11,L3,688,43,L2,0.1,0.4657534246575342,0.4633311133311133,0.46422681714037006,fixed250,0.4192159692159692,3,117.0136826471659
C,relative10_sequence_ce,23,L3,688,43,L2,0.01,0.4863013698630137,0.47922702297702297,0.45685359473834164,fixed250,0.3716931216931217,3,117.0136826471659
C,relative10_sequence_ce,101,L3,688,43,L2,0.1,0.4794520547945205,0.47042679542679533,0.46386205479342735,fixed250,0.4746392496392496,3,117.0136826471659
C,relative10_sequence_ce,11,L3,43,43,L2,10.0,0.2671232876712329,0.2579691142191142,0.2425383046072701,full_count,0.333435545935546,3,117.0136826471659
C,relative10_sequence_ce,23,L3,43,43,L2,1.0,0.4863013698630137,0.4912691475191475,0.4826393753423805,full_count,0.33694083694083693,3,117.0136826471659
C,relative10_sequence_ce,101,L3,43,43,L2,1.0,0.3904109589041096,0.3868790931290931,0.3691241990914735,full_count,0.4078102453102453,3,117.0136826471659
C,relative10_sequence_ce,11,L3,672,42,L2,1.0,0.410958904109589,0.40087828837828837,0.39848317513259945,fixed250,0.4215728715728715,4,242.10347130039656
C,relative10_sequence_ce,23,L3,672,42,L2,1.0,0.4931506849315068,0.48603826728826727,0.4875909263713523,fixed250,0.42299182299182303,4,242.10347130039656
C,relative10_sequence_ce,101,L3,672,42,L2,0.1,0.4931506849315068,0.474259768009768,0.45539196834960244,fixed250,0.47947330447330444,4,242.10347130039656
C,relative10_sequence_ce,11,L3,42,42,L2,1.0,0.3972602739726027,0.3955329392829392,0.3761296912293289,full_count,0.3367784992784993,4,242.10347130039656
C,relative10_sequence_ce,23,L3,42,42,L2,1.0,0.4931506849315068,0.4799506049506049,0.4826233959017971,full_count,0.37311808561808557,4,242.10347130039656
C,relative10_sequence_ce,101,L3,42,42,L2,0.01,0.3698630136986301,0.3532148407148407,0.3074555096784919,full_count,0.3703102453102453,4,242.10347130039656
D,relative10_sequence_ce,11,L3,688,43,L1,10.0,0.1095890410958904,0.09807692307692306,0.06311213407602324,fixed250,0.1382936507936508,2,54.31342963722199
D,relative10_sequence_ce,23,L3,688,43,L1,1.0,0.13013698630136986,0.12110389610389612,0.10552362707535122,fixed250,0.13293650793650794,2,54.31342963722199
D,relative10_sequence_ce,101,L3,688,43,L1,0.1,0.1095890410958904,0.1129218004218004,0.08891880169306471,fixed250,0.11249999999999999,2,54.31342963722199
D,relative10_sequence_ce,11,L3,43,43,L1,0.1,0.13013698630136986,0.11309523809523808,0.07081825708827996,full_count,0.10416666666666667,2,54.31342963722199
D,relative10_sequence_ce,23,L3,43,43,L1,0.1,0.14383561643835616,0.125,0.07201149425287356,full_count,0.12037037037037036,2,54.31342963722199
D,relative10_sequence_ce,101,L3,43,43,L1,1.0,0.07534246575342465,0.07783189033189032,0.04021958867091611,full_count,0.10555555555555556,2,54.31342963722199
D,relative10_sequence_ce,11,L3,688,43,L1,0.1,0.363013698630137,0.3584991397491397,0.35645246671612396,fixed250,0.34867724867724864,3,117.0136826471659
D,relative10_sequence_ce,23,L3,688,43,L1,0.1,0.3287671232876712,0.32259060384060384,0.30032736183616804,fixed250,0.34329004329004326,3,117.0136826471659
D,relative10_sequence_ce,101,L3,688,43,L1,0.1,0.3767123287671233,0.3691773504273504,0.3540908736436892,fixed250,0.3298701298701298,3,117.0136826471659
D,relative10_sequence_ce,11,L3,43,43,L1,0.1,0.21232876712328766,0.20235736485736486,0.18617630553905062,full_count,0.24154040404040403,3,117.0136826471659
D,relative10_sequence_ce,23,L3,43,43,L1,0.1,0.3356164383561644,0.31479839604839605,0.2888712260158116,full_count,0.22911856661856664,3,117.0136826471659
D,relative10_sequence_ce,101,L3,43,43,L1,0.1,0.2465753424657534,0.23665501165501165,0.20441567456140528,full_count,0.2590007215007215,3,117.0136826471659
D,relative10_sequence_ce,11,L3,672,42,L1,1.0,0.4589041095890411,0.453951603951604,0.44978157243587186,fixed250,0.4415885040885041,4,242.10347130039656
D,relative10_sequence_ce,23,L3,672,42,L1,0.1,0.5136986301369864,0.5107905982905983,0.510755531242551,fixed250,0.36504930254930246,4,242.10347130039656
D,relative10_sequence_ce,101,L3,672,42,L1,1.0,0.4589041095890411,0.4480963480963481,0.45279317384188394,fixed250,0.5288900913900914,4,242.10347130039656
D,relative10_sequence_ce,11,L3,42,42,L1,1.0,0.4452054794520548,0.4471535409035409,0.4368981992084458,full_count,0.3998376623376623,4,242.10347130039656
D,relative10_sequence_ce,23,L3,42,42,L1,10.0,0.3767123287671233,0.35949814074814074,0.34124703048078525,full_count,0.4047679172679173,4,242.10347130039656
D,relative10_sequence_ce,101,L3,42,42,L1,1.0,0.3767123287671233,0.3733398545898546,0.35931296603894786,full_count,0.39779341029341025,4,242.10347130039656
D,relative10_sequence_ce,11,L3,688,43,L2,0.1,0.5,0.49086330336330325,0.48940125630234527,fixed250,0.40873015873015867,2,54.31342963722199
D,relative10_sequence_ce,23,L3,688,43,L2,0.1,0.3219178082191781,0.3101787101787102,0.3060939981706572,fixed250,0.296031746031746,2,54.31342963722199
D,relative10_sequence_ce,101,L3,688,43,L2,0.1,0.4178082191780822,0.4118742368742368,0.4103994384788198,fixed250,0.3931577681577682,2,54.31342963722199
D,relative10_sequence_ce,11,L3,43,43,L2,10.0,0.3082191780821918,0.32067654567654563,0.3116290343501578,full_count,0.37672558922558924,2,54.31342963722199
D,relative10_sequence_ce,23,L3,43,43,L2,1.0,0.3082191780821918,0.30297064047064043,0.29360359523402996,full_count,0.23820346320346317,2,54.31342963722199
