architecture,objective,seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
A,fixed250_sequence_ce,11,1,2.600438662937709,0.10317378908453789,2.4039995670318604,0.11805555555555554
A,fixed250_sequence_ce,11,2,2.3467062044882323,0.15874568841943057,2.3761603832244873,0.16111111111111112
A,fixed250_sequence_ce,11,3,2.2407286101487336,0.21179330394739196,2.3609845638275146,0.16746031746031745
A,fixed250_sequence_ce,11,4,2.159520658486476,0.231565483192148,2.3660728931427,0.15912698412698414
A,fixed250_sequence_ce,11,5,2.063296455524464,0.2815495583413175,2.369732618331909,0.15853174603174605
A,fixed250_sequence_ce,11,6,1.9768155827579728,0.321760363998849,2.365748405456543,0.15357142857142855
A,fixed250_sequence_ce,11,7,1.8923779319773033,0.3383944517171487,2.338369131088257,0.16051587301587303
A,fixed250_sequence_ce,11,8,1.810005617428975,0.37902297616518227,2.413888931274414,0.20231481481481484
A,fixed250_sequence_ce,11,9,1.7096757519470844,0.4241464494667924,2.41558837890625,0.24636243386243384
A,fixed250_sequence_ce,11,10,1.621473982904536,0.470360841053739,2.405488967895508,0.2390873015873016
A,fixed250_sequence_ce,11,11,1.5399580999003426,0.48655300539574137,2.3852689266204834,0.2810846560846561
A,fixed250_sequence_ce,11,12,1.4490689004349833,0.5281704450303407,2.350071907043457,0.2830687830687831
A,fixed250_sequence_ce,11,13,1.3591141581740518,0.553047035713398,2.2481777667999268,0.28908730158730156
A,fixed250_sequence_ce,11,14,1.2910886916769557,0.586081833801333,2.245742082595825,0.32754930254930253
A,fixed250_sequence_ce,11,15,1.2211075288703643,0.6056463273157909,2.2202205657958984,0.2898809523809524
A,fixed250_sequence_ce,11,16,1.1532852185983051,0.6292651820591803,2.142774820327759,0.3140873015873015
A,fixed250_sequence_ce,11,17,1.0675474288336382,0.6672526536785486,2.2273688316345215,0.332473544973545
A,fixed250_sequence_ce,11,18,1.0019757653267576,0.6824342894253417,2.2114555835723877,0.33756613756613757
