epoch,train_ba,val_ba,train_loss,val_loss,checkpoint_source
0,0.8361931778327838,0.5166786916786916,0.8628762129456985,1.434938669204712,C1_selected_checkpoint
1,0.8369654435067789,0.47964165464165465,0.9060016087738865,1.4592105150222778,e2e_finetune
2,0.8583146033572828,0.45510461760461757,0.8114718075668546,1.450120449066162,e2e_finetune
3,0.8665909123267509,0.5259379509379509,0.7471581276846014,1.3931965827941895,e2e_finetune
4,0.894700435559845,0.4621753246753247,0.7012387692620545,1.4168939590454102,e2e_finetune
5,0.8898922182208748,0.5176046176046175,0.6483035013720829,1.3520416021347046,e2e_finetune
6,0.915897700017473,0.49613997113997105,0.6016090722584684,1.3448309898376465,e2e_finetune
7,0.9196061520592584,0.5291786916786917,0.5758106116583753,1.3390079736709595,e2e_finetune
8,0.928340686363761,0.49613997113997105,0.5359967442777605,1.3395459651947021,e2e_finetune
9,0.9280837161618223,0.5245490620490619,0.5083407731454261,1.337402105331421,e2e_finetune
10,0.9368995295242043,0.5050685425685425,0.48317829733666373,1.3367971181869507,e2e_finetune
11,0.9456928930234504,0.5100288600288599,0.45516637480607747,1.3478728532791138,e2e_finetune
12,0.9421310795166683,0.5100288600288599,0.4349463188094239,1.2954169511795044,e2e_finetune
13,0.9509231861028923,0.5169733044733044,0.4174869762230248,1.3129019737243652,e2e_finetune
14,0.9515956345694584,0.5100288600288599,0.39293748283960733,1.2983735799789429,e2e_finetune
15,0.9573962881642295,0.5176046176046176,0.37926751724003516,1.3161988258361816,e2e_finetune
16,0.9541597371335611,0.5308621933621933,0.35831817784530984,1.2786743640899658,e2e_finetune
17,0.9627802750923343,0.5176046176046176,0.34305453054260676,1.3139493465423584,e2e_finetune
18,0.9626847497026912,0.5176046176046175,0.32252031975071527,1.2876207828521729,e2e_finetune
19,0.9728461918799493,0.5358225108225108,0.30492643342576214,1.294359803199768,e2e_finetune
20,0.9679768396881775,0.5586760461760462,0.29438285137207704,1.295571208000183,e2e_finetune
21,0.9712133907188463,0.5314935064935065,0.2805777000272951,1.299630045890808,e2e_finetune
