epoch,train_ba,val_ba,train_loss,val_loss,checkpoint_source
0,0.8667437603707863,0.544059644059644,0.8505178874618216,1.4085336923599243,C1_selected_checkpoint
1,0.8335764104898234,0.5179353054353054,0.8922374894820064,1.3781352043151855,e2e_finetune
2,0.8766919600118226,0.44782347282347285,0.8284462413361069,1.4538145065307617,e2e_finetune
3,0.8832633451148423,0.4773208273208272,0.7435040148728481,1.3814914226531982,e2e_finetune
4,0.904797652601243,0.4966329966329966,0.6921334968376488,1.3849453926086426,e2e_finetune
5,0.9063538999434675,0.5106902356902357,0.6455631104270686,1.3704514503479004,e2e_finetune
6,0.9212470814831543,0.4846019721019721,0.605426973504577,1.356994867324829,e2e_finetune
7,0.9345434406251015,0.49353054353054343,0.5911166195512434,1.3543305397033691,e2e_finetune
8,0.9276008802326707,0.5375781625781625,0.5581894869853625,1.3170429468154907,e2e_finetune
9,0.9425408626358883,0.5300024050024049,0.5267567575080464,1.3274372816085815,e2e_finetune
10,0.9506326242693167,0.5270262145262145,0.4977049090981278,1.3259459733963013,e2e_finetune
11,0.9510784081034654,0.5204124579124579,0.46927620960389893,1.3046926259994507,e2e_finetune
12,0.9490894143927734,0.5035774410774411,0.4509141616484795,1.338120460510254,e2e_finetune
13,0.9551744959844234,0.5392616642616642,0.4217551797884877,1.295365333557129,e2e_finetune
14,0.9599275824041765,0.5131373256373256,0.399003243487386,1.3199877738952637,e2e_finetune
15,0.9662523878754873,0.5174663299663299,0.3782203300068998,1.3056522607803345,e2e_finetune
16,0.9678549519780515,0.5389309764309764,0.359475628182728,1.31802237033844,e2e_finetune
17,0.972209790687729,0.5048039923039923,0.3480408631790936,1.3116326332092285,e2e_finetune
18,0.9714951849529619,0.5293410293410294,0.3297579850161548,1.3232488632202148,e2e_finetune
19,0.9798392020469789,0.5197811447811448,0.3152129765016487,1.2821342945098877,e2e_finetune
20,0.9713099997677768,0.5186928811928813,0.300313861306481,1.3106904029846191,e2e_finetune
21,0.9782366379444148,0.5041726791726792,0.2875473336693342,1.2932219505310059,e2e_finetune
22,0.9730977490555262,0.5057599807599807,0.27571396634829026,1.3138995170593262,e2e_finetune
23,0.9834924197443143,0.5425024050024051,0.26561485489961817,1.315707802772522,e2e_finetune
24,0.9856084328162097,0.5133357383357383,0.2515668244246977,1.3274563550949097,e2e_finetune
25,0.9882966048592206,0.5204064454064454,0.2411486889891288,1.3226701021194458,e2e_finetune
26,0.9835250994828764,0.5083754208754209,0.23070523830165962,1.311691403388977,e2e_finetune
27,0.9872424197443143,0.5321849446849447,0.223313279847475,1.2979321479797363,e2e_finetune
28,0.9872424197443143,0.539129389129389,0.21428255034088062,1.3101531267166138,e2e_finetune
29,0.9888147467883394,0.5301647426647427,0.20631227784641024,1.3266382217407227,e2e_finetune
30,0.9888147467883394,0.5307960557960558,0.19790245277130666,1.3282320499420166,e2e_finetune
