epoch,train_ba,val_ba,train_loss,val_loss,checkpoint_source
0,0.9458032892488113,0.5636063011063012,0.45648474137261896,1.295999526977539,C1_selected_checkpoint
1,0.9234202341593175,0.5659211159211158,0.5195400682045548,1.346333622932434,e2e_finetune
2,0.9400274405396924,0.5566618566618566,0.4970790478120367,1.2624869346618652,e2e_finetune
3,0.9407117947657134,0.5543470418470419,0.4635469005563378,1.3048657178878784,e2e_finetune
4,0.9518283018179415,0.5548039923039922,0.4412521461406386,1.2577651739120483,e2e_finetune
5,0.9518911474690226,0.5543470418470418,0.42440250146614705,1.2629133462905884,e2e_finetune
6,0.9532426938774948,0.5299362674362674,0.40086071744638135,1.2853598594665527,e2e_finetune
7,0.954974075797049,0.499512987012987,0.38151510749749595,1.3010510206222534,e2e_finetune
8,0.9608655064433814,0.5401274651274651,0.36307710070618254,1.2920206785202026,e2e_finetune
9,0.9640427032480292,0.563936988936989,0.3511025072067412,1.3043670654296875,e2e_finetune
10,0.9613878236323652,0.5253066378066378,0.33354541064334614,1.2904638051986694,e2e_finetune
11,0.9676378236323652,0.5569925444925444,0.3165164573467537,1.3072384595870972,e2e_finetune
12,0.9671570544015959,0.5497174122174122,0.3048340577164123,1.2902659177780151,e2e_finetune
13,0.9708743746630338,0.5421416546416546,0.2923644683652408,1.2806240320205688,e2e_finetune
14,0.9725991386426998,0.5557299182299182,0.2803460117974503,1.3320338726043701,e2e_finetune
15,0.9720275923603693,0.5490860990860991,0.27595023146594866,1.2802969217300415,e2e_finetune
16,0.974142348519243,0.5569925444925444,0.26529105184615787,1.3337562084197998,e2e_finetune
17,0.975264143391038,0.5180315055315056,0.2515780982688044,1.3053677082061768,e2e_finetune
18,0.9774115792884738,0.5708814333814334,0.24336441043321935,1.3062992095947266,e2e_finetune
19,0.9758683694119306,0.537512025012025,0.23466756375644376,1.3370133638381958,e2e_finetune
20,0.9773474767243714,0.5395262145262145,0.22751791146864375,1.3093128204345703,e2e_finetune
21,0.9776608670377614,0.537512025012025,0.219407452389008,1.3391050100326538,e2e_finetune
22,0.9806760617196231,0.5543771043771044,0.21279208890439721,1.3531466722488403,e2e_finetune
23,0.9790734976170589,0.5395262145262146,0.20414197809109383,1.335694432258606,e2e_finetune
24,0.9806760617196231,0.5368807118807118,0.19291707650211715,1.3602668046951294,e2e_finetune
25,0.9806760617196231,0.5351972101972102,0.18742795009005705,1.343820333480835,e2e_finetune
26,0.9840711234480182,0.5557299182299182,0.18279777133834135,1.3398839235305786,e2e_finetune
27,0.982527913571475,0.5368807118807118,0.1755718069468431,1.3460643291473389,e2e_finetune
28,0.9856143333245612,0.5262325637325638,0.16712922714458275,1.3696976900100708,e2e_finetune
29,0.9837624814727093,0.5534151034151035,0.16305520032851503,1.3258209228515625,e2e_finetune
30,0.9856143333245612,0.5503487253487254,0.15784748303808158,1.3568897247314453,e2e_finetune
31,0.9873504444356724,0.5487854737854737,0.1548344855567059,1.3678418397903442,e2e_finetune
32,0.9873504444356724,0.5351972101972102,0.1518573014774134,1.342131495475769,e2e_finetune
33,0.9873504444356724,0.5494167869167869,0.14810176970831498,1.3789962530136108,e2e_finetune
34,0.9873504444356724,0.5438251563251563,0.1424465916294239,1.352587342262268,e2e_finetune
35,0.9873504444356724,0.5563612313612314,0.13675648790885167,1.369077205657959,e2e_finetune
36,0.9873504444356724,0.5583453583453583,0.13147290097148817,1.3919949531555176,e2e_finetune
37,0.9873504444356724,0.5351972101972102,0.12651174783501484,1.3925145864486694,e2e_finetune
38,0.9873504444356724,0.5633056758056758,0.12404094531285784,1.4086192846298218,e2e_finetune
39,0.9873504444356724,0.5563612313612314,0.12039736559592097,1.4060360193252563,e2e_finetune
40,0.9873504444356724,0.5633056758056758,0.11853158417544143,1.4030818939208984,e2e_finetune
41,0.9873504444356724,0.5424723424723424,0.11471016787107963,1.398936152458191,e2e_finetune
42,0.9900386164786831,0.5444564694564694,0.10957623094884542,1.406548261642456,e2e_finetune
43,0.9873504444356724,0.5471019721019721,0.10807119957499989,1.4208612442016602,e2e_finetune
44,0.9900386164786831,0.5626743626743627,0.10436213460210679,1.382251262664795,e2e_finetune
45,0.9900386164786831,0.5325817700817701,0.10129497558032378,1.4151817560195923,e2e_finetune
46,0.9900386164786831,0.5348965848965849,0.09886555029993008,1.3908981084823608,e2e_finetune
47,0.9900386164786831,0.5418410293410293,0.09508756719362921,1.4014195203781128,e2e_finetune
48,0.9900386164786831,0.5342652717652717,0.09462836836168155,1.4043643474578857,e2e_finetune
