readout,seed,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_hidden_1_firing_rate,train_hidden_2_firing_rate,train_output_firing_rate,train_output_full_window_firing_rate,train_mean_active_bins,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_hidden_1_firing_rate,val_hidden_2_firing_rate,val_output_firing_rate,val_output_full_window_firing_rate,val_silent_output_fraction,val_mean_active_bins,val_mean_last_active_bin
fixed200_zero_hold_gru,11,1,2.4755471228732504,0.0981067125645439,0.0910460230428784,0.03342565111076137,0.001321296079186695,0.0014624803205654279,0.0035627104024653724,0.001730835171041308,0.4388984509466437,2.4862725734710693,0.07936507936507936,0.08333333333333333,0.012626262626262626,0.0004272836010885787,0.000292857299622509,0.00033469405671143884,0.00011819506448412698,0.9365079365079365,0.11904761904761904,-0.5714285714285714
fixed200_zero_hold_gru,11,2,2.462327344487333,0.12220309810671257,0.11373256197872363,0.06096403066761086,0.0013537462106620664,0.0015788035741202875,0.004172982229889293,0.0020251906061746986,0.47676419965576594,2.4863481521606445,0.0873015873015873,0.09027777777777778,0.02313931297709924,0.0004560892371170222,0.00034223838995698356,0.0005788561144763409,0.0002044193328373016,0.9285714285714286,0.15079365079365079,-0.5238095238095238
fixed200_zero_hold_gru,11,3,2.452937259526343,0.13080895008605853,0.12304708786164577,0.07600013090497515,0.0014644430301304706,0.0019006879427872778,0.005464183429078668,0.00262251573257315,0.5903614457831325,2.4793097972869873,0.07936507936507936,0.08333333333333333,0.012820512820512822,0.0005233023878500571,0.000491067509437275,0.0011110745325256782,0.00039236886160714287,0.8888888888888888,0.23015873015873015,-0.2698412698412698
fixed200_zero_hold_gru,11,4,2.438462419887418,0.14629948364888123,0.13739205238349708,0.09284153662760121,0.0016321892742894469,0.0024753693034317583,0.007406480814644849,0.003530374287327883,0.7624784853700516,2.470846176147461,0.07936507936507936,0.08333333333333333,0.013020833333333334,0.0006268655078570802,0.0007496323852163989,0.002271530155385831,0.000805082775297619,0.8650793650793651,0.29365079365079366,-0.10317460317460317
fixed200_zero_hold_gru,11,5,2.4211509395999875,0.14457831325301204,0.1362702575117022,0.0872395775672904,0.0018250582008809688,0.003185346776759844,0.009605238916709934,0.004561143569814974,0.9328743545611016,2.4628078937530518,0.07936507936507936,0.08194444444444444,0.019672531769305963,0.0007510040821701343,0.0011042160477570011,0.0036542006847511193,0.0012962704613095238,0.8253968253968254,0.4126984126984127,0.16666666666666666
fixed200_zero_hold_gru,11,6,2.401415977133326,0.15834767641996558,0.14945059132882846,0.1059118122261875,0.0020146559448640865,0.0040660799822466375,0.011932227377024469,0.005636664963425129,1.0774526678141136,2.454786539077759,0.0873015873015873,0.09027777777777778,0.02210526315789474,0.0008703417171451145,0.0015205260732156967,0.0049792599420595204,0.001781645275297619,0.8095238095238095,0.46825396825396826,0.25396825396825395
fixed200_zero_hold_gru,11,7,2.3823465032955045,0.17900172117039587,0.1688097672681931,0.12799713411857086,0.002240367544843988,0.005297222268745708,0.015056861004572328,0.007056336394685886,1.3235800344234079,2.4460065364837646,0.0873015873015873,0.09384920634920635,0.035588023088023085,0.001009568957949258,0.0021206434904749365,0.0066445000438943025,0.00240265376984127,0.7777777777777778,0.6031746031746031,0.49206349206349204
fixed200_zero_hold_gru,11,8,2.3631015730806966,0.18244406196213425,0.17405427308266744,0.13050644499030206,0.0025248295844708325,0.006765852412614936,0.0188268335371062,0.008744520492685025,1.6024096385542168,2.4327340126037598,0.10317460317460317,0.10912698412698413,0.04065604065604066,0.0012057216223334212,0.002974524844175226,0.009135501711877799,0.0033327132936507935,0.7142857142857143,0.7857142857142857,0.9365079365079365
fixed200_zero_hold_gru,11,9,2.338339130562472,0.20654044750430292,0.19823584549930276,0.16299771243568936,0.0028053662049675916,0.008409294555077294,0.02341800375165391,0.010814673313790877,1.8571428571428572,2.4202523231506348,0.1349206349206349,0.13412698412698412,0.08842362702656821,0.001397759195856378,0.004048563558950048,0.012383680098323238,0.004519507998511905,0.6825396825396826,0.9920634920634921,1.1904761904761905
fixed200_zero_hold_gru,11,10,2.3132834459130818,0.21858864027538727,0.20910834998677208,0.17678330076188323,0.00309414620563753,0.010359966168120991,0.02860531428475723,0.013139892157917384,2.0963855421686746,2.4008307456970215,0.15873015873015872,0.15,0.09704229082040176,0.0016199741023615135,0.005378423755596524,0.01615310332718813,0.005947536892361111,0.6190476190476191,1.1904761904761905,1.6111111111111112
fixed200_zero_hold_gru,11,11,2.2860658640705576,0.23407917383820998,0.22532751806845405,0.20202095325893332,0.0033771689249166765,0.012368603136985613,0.033050982296883115,0.015180420342082616,2.3390705679862305,2.381117820739746,0.15873015873015872,0.15496031746031746,0.11664344109996283,0.0018257286454218243,0.006656845316477921,0.0195302212272847,0.007214742993551587,0.5952380952380952,1.3571428571428572,1.753968253968254
fixed200_zero_hold_gru,11,12,2.257826218711735,0.2547332185886403,0.24329941644453298,0.21794362753593807,0.0035926744351583565,0.014035597794228482,0.036039534727921346,0.016566475164049053,2.5266781411359727,2.3701486587524414,0.15079365079365079,0.1494047619047619,0.09806519017045333,0.001978672855763322,0.007837876393644106,0.02224343780177333,0.008303687686011904,0.5476190476190477,1.5238095238095237,2.0793650793650795
fixed200_zero_hold_gru,11,13,2.215820213193122,0.2667814113597246,0.2549396438008628,0.23638397442861492,0.0038162924782688796,0.015664515885909523,0.040461126836049376,0.01868138009627797,2.6867469879518073,2.3674330711364746,0.1746031746031746,0.16746031746031745,0.13806338588947284,0.0021110416117987884,0.008849502897023966,0.02526391449389869,0.00946044921875,0.5079365079365079,1.6746031746031746,2.357142857142857
fixed200_zero_hold_gru,11,14,2.1800551886402597,0.2874354561101549,0.27522901706239666,0.2638836751410739,0.004046191191987539,0.01734603459393371,0.04523810022275445,0.0209240281438253,2.8623063683304646,2.3351552486419678,0.16666666666666666,0.16547619047619047,0.12761932003922852,0.0022708443069089632,0.01006962733737161,0.029239092265823895,0.011023142981150794,0.49206349206349204,1.8253968253968254,2.4761904761904763
fixed200_zero_hold_gru,11,15,2.127460581095001,0.30120481927710846,0.2873648172917503,0.27731028567246613,0.00434413050396101,0.01964345156346827,0.052699536905220494,0.024496633296579175,3.0740103270223753,2.3346457481384277,0.16666666666666666,0.16904761904761903,0.11490722441809398,0.0024594526380475813,0.011533913835484154,0.03463534808181898,0.013114808097718254,0.4603174603174603,1.9841269841269842,2.6666666666666665
fixed200_zero_hold_gru,11,16,2.085304152739848,0.3287435456110155,0.31299595561226157,0.2975912608371572,0.004701081950190095,0.022430499145828797,0.059907653206491704,0.027742737131561963,3.3270223752151464,2.342228412628174,0.1349206349206349,0.1349206349206349,0.09033418022095326,0.0027310486348871917,0.013671703537880784,0.04131825564041788,0.015704442584325396,0.4523809523809524,2.126984126984127,2.7698412698412698
fixed200_zero_hold_gru,11,17,2.0513596834291072,0.3407917383820998,0.3245368235989768,0.308312287520586,0.00509807267154605,0.025694877694407692,0.0683614358450433,0.031632178826914804,3.5886402753872635,2.303126335144043,0.14285714285714285,0.13690476190476192,0.08914310768847182,0.0030396804494776577,0.01609412035817751,0.04951002984812571,0.018978058345734128,0.42063492063492064,2.357142857142857,3.0
fixed200_zero_hold_gru,11,18,2.0224363212946566,0.35456110154905335,0.33856492482764217,0.32772110841723034,0.005518223365769508,0.029113263520190263,0.07217903679635554,0.033482983272375214,3.8399311531841653,2.316373348236084,0.15079365079365079,0.15515873015873016,0.12606551689959358,0.003338710385391976,0.018590608813975947,0.05363335089105434,0.020632789248511904,0.36507936507936506,2.6746031746031744,3.3968253968253967
fixed200_zero_hold_gru,11,19,1.945516918284142,0.37865748709122204,0.3604312865150361,0.34798346526626855,0.005807003366439446,0.031095207638970303,0.0779849933843603,0.03619101125484079,3.9518072289156625,2.265794277191162,0.15873015873015872,0.1494047619047619,0.12581804685892348,0.003541035686067948,0.01991772561671495,0.059229874462294795,0.022908528645833332,0.3492063492063492,2.7698412698412698,3.515873015873016
fixed200_zero_hold_gru,11,20,1.9068973076733378,0.38209982788296043,0.3632690173311705,0.3457146486868438,0.006143542633192088,0.03406282450131475,0.0781922555144288,0.03640027464769793,4.156626506024097,2.254880905151367,0.19047619047619047,0.1849206349206349,0.166595994931827,0.003768051531911158,0.02190600035115442,0.06082104292862786,0.023525661892361112,0.3492063492063492,2.888888888888889,3.5238095238095237
fixed200_zero_hold_gru,11,21,1.8418613768690835,0.41480206540447506,0.3956180698506355,0.37764205905458587,0.006351197305173598,0.035508425519620815,0.08386474785201065,0.039081199238919964,4.259896729776248,2.226750612258911,0.1984126984126984,0.19775132275132276,0.1828681192423165,0.003910022166622772,0.022927914581687296,0.06583322359757704,0.025487506200396824,0.30952380952380953,3.0238095238095237,3.8253968253968256
fixed200_zero_hold_gru,11,22,1.7806835554142622,0.4388984509466437,0.41888392184267137,0.41312134107186455,0.0066174715694977135,0.03779445877367813,0.08530302142127388,0.0398228656814759,4.445783132530121,2.162165641784668,0.2222222222222222,0.21690115440115443,0.217005957005957,0.004064338073918005,0.024269434202440522,0.06684279255552629,0.025992257254464284,0.29365079365079366,3.1904761904761907,4.007936507936508
fixed200_zero_hold_gru,11,23,1.7589619773185192,0.4440619621342513,0.42429331185250535,0.40828620892321194,0.006902980387559247,0.03978045915889259,0.09221803976083207,0.04310048508767212,4.561101549053356,2.1515870094299316,0.21428571428571427,0.2076058201058201,0.1847845672845673,0.004272836010885787,0.02576252633658151,0.07249418400491617,0.02824765159970238,0.2777777777777778,3.2936507936507935,4.126984126984127
fixed200_zero_hold_gru,11,24,1.68660767025053,0.45438898450946646,0.43763254121037587,0.4375515828953642,0.007183909549969015,0.042257267782672046,0.09539344214246236,0.044594533266996556,4.710843373493976,2.1489760875701904,0.24603174603174602,0.23290644540644542,0.22813760771965108,0.0044785905539460975,0.027570422921604776,0.07547350978842947,0.029479011656746032,0.2777777777777778,3.373015873015873,4.150793650793651
fixed200_zero_hold_gru,11,25,1.625748698354383,0.4974182444061962,0.47710210604374637,0.470751255897212,0.00741053708107927,0.04337378783057263,0.09848719580618688,0.04598731141082186,4.779690189328743,2.082303524017334,0.25396825396825395,0.24712602212602217,0.2434735072122786,0.004615074400842771,0.02828850627688526,0.07782734176103942,0.03045169890873016,0.2698412698412698,3.4444444444444446,4.190476190476191
fixed200_zero_hold_gru,11,26,1.5916390972990997,0.4991394148020654,0.48099988229881235,0.4752218506628357,0.0075772365468035575,0.044110458153985295,0.09840921081280252,0.04593898753496127,4.846815834767642,2.1206634044647217,0.2222222222222222,0.21593915343915346,0.20438118359560495,0.004733040338864016,0.02898395663242911,0.0776133570362567,0.03040035187251984,0.2619047619047619,3.4761904761904763,4.238095238095238
fixed200_zero_hold_gru,11,27,1.5402661225471561,0.5215146299483648,0.500643481581239,0.5013313508516805,0.007706775378096371,0.04509272886763696,0.0993481710687189,0.046447648854345956,4.879518072289157,2.0855939388275146,0.24603174603174602,0.23816137566137566,0.23519876767016357,0.004813284610657537,0.02961630892810113,0.07876558247739443,0.030833410838293652,0.25396825396825395,3.5476190476190474,4.277777777777778
fixed200_zero_hold_gru,11,28,1.4900272364460458,0.5387263339070568,0.5205130235382316,0.5226938161985529,0.007865624005560488,0.04631157150752843,0.10346776759843905,0.04834236499569707,4.963855421686747,2.07354998588562,0.24603174603174602,0.23941798941798942,0.21835258330075935,0.004925077912386972,0.030354967737687647,0.08226066631551225,0.03225465804811508,0.24603174603174602,3.5555555555555554,4.341269841269841
