epoch,train_classification_loss,train_balanced_accuracy,val_classification_loss,val_balanced_accuracy,train_progress_loss,train_sticky_loss,train_confidence_loss,train_weighted_progress_loss,train_weighted_sticky_loss,train_weighted_confidence_loss,train_total_loss
0,8.900493674352123,0.07695694242864054,7.31953239440918,0.08888888888888889,,,,,,,
1,5.823197216257171,0.09109123172733051,3.0773375034332275,0.19356060606060607,0.21115497647177126,0.05930885558438178,0.9968056751610695,0.06334649568196007,0.0,0.0,5.886543793440276
2,2.35906407816685,0.31297378329935494,2.001278877258301,0.32385161135161133,0.20697960832032813,0.060183386614934095,0.9960212777280562,0.0620938837335873,0.0,0.0,2.421157985258841
3,1.1803664077785052,0.5802757459723958,1.7122210264205933,0.3867183742183742,0.20442281801913978,0.06248405244259128,0.9945892460785306,0.061326848044863255,0.0,0.0,1.2416932911142424
4,0.8738306413008711,0.7087554853623992,1.6081122159957886,0.4257395382395382,0.20127847426524467,0.06600563219153738,0.9920063791299646,0.06038354418646038,0.0,0.0,0.9342141990612378
5,0.6685285652360899,0.7943464584182708,1.636088490486145,0.4286796536796536,0.19858328264572123,0.06878752855138401,0.9907872702496803,0.05957498711737421,0.0,0.0,0.72810355664941
6,0.5896535229046866,0.796380358974087,1.5024501085281372,0.5007094757094758,0.19554912815713638,0.07077152752630066,0.9904921759631671,0.058664741023426004,0.0,0.0,0.6483182716287557
7,0.5044241313679904,0.825072507548363,1.5238851308822632,0.5230940355940356,0.19255402248205294,0.0729707504226706,0.9893241234367357,0.05776620980050806,0.0,0.0,0.5621903438165964
8,0.4559811590152846,0.8494565884623153,1.41716468334198,0.5413119288119289,0.1896593434264861,0.0740371373916452,0.9899142354778087,0.05689780566706715,0.0,0.0,0.5128789648747075
9,0.3843501909874803,0.8917998320834924,1.5137485265731812,0.5234247234247235,0.18648992591696228,0.07630623517984367,0.9882177061140024,0.05594697911388492,0.0,0.0,0.4402971726276378
10,0.34701247079852526,0.9019924660317279,1.4237275123596191,0.5071548821548821,0.18352448865899532,0.07829104697334992,0.9879692613360394,0.05505734914833625,0.0,0.0,0.4020698212099978
11,0.3206779574157859,0.9020068446891393,1.511229395866394,0.5130711880711881,0.18049088815506067,0.08034993031041347,0.9875890683389161,0.05414726926260684,0.0,0.0,0.37482522497283816
12,0.3020978100123381,0.9102774029436534,1.5272390842437744,0.5092051467051467,0.1772844601621316,0.08278544240738561,0.9866891023214015,0.05318534135715892,0.0,0.0,0.35528315642204217
13,0.2782955782138542,0.9205628584777648,1.461051106452942,0.5343314093314094,0.1742786206497383,0.08499447624367404,0.9865335058837668,0.05228358795048858,0.0,0.0,0.3305791642087257
14,0.25776618257447076,0.9386443909795279,1.5671467781066895,0.5286435786435787,0.17120873045798218,0.08755488355167966,0.9857128983725779,0.051362622041966954,0.0,0.0,0.3091288000704294
15,0.2628821628536907,0.9338133027451346,1.5465186834335327,0.5198532948532948,0.1680502019527652,0.09083406583577548,0.9838473302361888,0.05041506215160562,0.0,0.0,0.3132972222289612
16,0.23556692464831774,0.9407906061957116,1.595070481300354,0.5118085618085618,0.16513881833643593,0.09294153862791504,0.9844239508018231,0.04954164788742484,0.0,0.0,0.28510856956705166
17,0.2087858841977308,0.9474212413557584,1.5611498355865479,0.5184644059644059,0.16213074665061372,0.09612902251301451,0.9826742936945208,0.048639227051076296,0.0,0.0,0.25742511251194344
18,0.21098679488784475,0.9453603552505236,1.6669424772262573,0.5152176527176527,0.15891643468668867,0.0992375725620585,0.9815979622522443,0.04767493165631918,0.0,0.0,0.25866172610174565
