architecture,condition,seed,epoch,split,shift,valid_firing_rate_hz,tail_firing_rate_hz,tail_valid_ratio,tail_stage1_firing_rate_hz,tail_stage2_firing_rate_hz,tail_stage3_firing_rate_hz
mid_long,sat,23,1,train,6,14.3830754470043,20.332276474318327,1.4136251005033227,21.034744945244086,20.353237124321463,19.548561593312023
mid_long,sat,23,1,train,7,15.9658650537107,24.99439649036533,1.56548964971718,24.9821641353483,25.095143525436125,24.898505586973744
mid_long,sat,23,1,val,6,12.322644025567387,18.325814536340854,1.487165781817434,19.07645793360079,18.28757485900343,17.554043839758126
mid_long,sat,23,1,val,7,14.348771586590917,23.895930301945338,1.6653641852014944,24.114890400604686,23.925111925111924,23.62711010330058
mid_long,sat,23,2,train,6,14.556621342157376,20.380451990561603,1.4000812078238136,21.04483239078764,20.395604395604394,19.644291451520367
mid_long,sat,23,2,train,7,16.457816623559335,25.337698808121853,1.53955408470471,25.48774690599131,25.37517101372523,25.134551812692948
mid_long,sat,23,2,val,6,12.445180196562868,18.727453554521222,1.5047956926885964,19.390894819466247,18.74527588813303,17.98941798941799
mid_long,sat,23,2,val,7,14.604278231352238,24.184270199307793,1.655971614358139,24.336298622012908,24.248851677423104,23.949609473419
mid_long,sat,23,3,train,6,14.607664252496516,20.44698665769415,1.399743744397717,21.139250881075323,20.45653256668747,19.68669234762178
mid_long,sat,23,3,train,7,17.00055588919541,26.208861223627054,1.5416473081497246,26.46380813678576,26.207183522157706,25.934486244296917
mid_long,sat,23,3,val,6,12.490930601017512,18.71854238771532,1.4985706818505986,19.364846793418224,18.74899703471132,17.98538674729151
mid_long,sat,23,3,val,7,14.989277248955943,24.576361538767554,1.6395961680193343,24.820047677190534,24.60608174893889,24.280171327790374
mid_long,sat,23,4,train,6,14.456832452444358,20.652802401873874,1.428584198496532,21.305491983633118,20.676438879536985,19.920115837499658
mid_long,sat,23,4,train,7,17.09279042817824,26.57231719574323,1.5545921134057528,26.820903709027633,26.57799802033881,26.296860913039914
mid_long,sat,23,4,val,6,12.367591791347389,18.86557664001273,1.5254042143605888,19.586255014826442,18.892261177975463,18.055933484504912
mid_long,sat,23,4,val,7,15.037435569434516,24.718303695747306,1.6437845124331156,24.92423978138264,24.745624745624745,24.465608465608465
mid_long,sat,23,5,train,6,14.390476669003474,20.717404526807552,1.43966075643846,21.25787924066754,20.799505715168365,20.04294729940169
mid_long,sat,23,5,train,7,17.133420584808196,26.948748808337537,1.572876161823306,27.112632634147264,26.99239028326808,26.723929732535584
mid_long,sat,23,5,val,6,12.400232430782866,19.22902494331066,1.5506987510633838,19.960230245944533,19.327635327635328,18.33005794910557
mid_long,sat,23,5,val,7,15.132682025492139,25.11676015435414,1.6597692406437319,25.26100354671783,25.14936914936915,24.92517006802721
mid_long,sat,23,6,train,6,14.1609877441187,20.281478222233726,1.4322078790483364,20.900380170603924,20.332255237590864,19.555992678195775
mid_long,sat,23,6,train,7,17.679630768347334,27.78540154172005,1.5716053070217704,27.995889365941,27.813508350513516,27.526924022621095
mid_long,sat,23,6,val,6,12.100580658916186,18.612244897959183,1.5381282454610923,19.353683353683355,18.762021047735335,17.646762408667172
mid_long,sat,23,6,val,7,15.553799783454775,25.706806699287903,1.6527669802354858,25.895459038316183,25.746613175184603,25.45930964978584
mid_long,sat,23,7,train,6,14.034248197746615,20.203210263179464,1.4395648401332504,20.84550446684698,20.257608140568554,19.448460508701473
mid_long,sat,23,7,train,7,18.019780722847365,28.366130472480684,1.5741662403535872,28.572487753210645,28.393334720357096,28.113105483157117
mid_long,sat,23,7,val,6,11.852297762226653,18.319449417193777,1.545645391695944,19.05227048084191,18.376882376882378,17.46334089191232
mid_long,sat,23,7,val,7,15.850508546847761,26.358594899948283,1.662949477112537,26.60433746148032,26.429443572300716,26.01562106324011
mid_long,sat,23,8,train,6,14.614963388675013,20.893265866904784,1.4295804451412286,21.602869878257142,20.8886787337734,20.129497582165396
mid_long,sat,23,8,train,7,17.96251057744685,28.134225408616206,1.5662746745402414,28.32393309501743,28.1697969271119,27.890172936644536
mid_long,sat,23,8,val,6,12.207866695093452,18.839479651509727,1.5432245552846373,19.57695214838072,18.884818884818884,17.99143361048123
mid_long,sat,23,8,val,7,15.764091116211212,26.307037434856984,1.6687950634720572,26.542938542938543,26.35129949415664,26.00352733686067
mid_long,sat,23,9,train,6,14.932348205163787,21.259620652319267,1.4237292326847448,21.98457881762529,21.265142201458897,20.468267628336474
mid_long,sat,23,9,train,7,17.482605134438252,27.351959934259057,1.5645242642001664,27.460851254310807,27.413238511345224,27.167609212359643
mid_long,sat,23,9,val,6,12.314617638820957,19.0266141544337,1.545043030362035,19.835571835571837,19.04482818768533,18.130511463844798
mid_long,sat,23,9,val,7,15.376951728808457,25.717627401837927,1.6724789057935578,26.003372289086574,25.78010349438921,25.340388007054674
mid_long,sat,23,10,train,6,14.854252552344903,20.954831139811663,1.4106957631135548,21.70737581408838,20.95404538089564,20.140425648170915
mid_long,sat,23,10,train,7,17.462494227764633,27.44886312165957,1.5718752867512493,27.589567059446576,27.500394040841545,27.240608693276506
mid_long,sat,23,10,val,6,12.197164846098214,18.761825197915424,1.5382119889867027,19.59741845456131,18.769463340891914,17.84832451499118
mid_long,sat,23,10,val,7,15.38872376270322,25.787007200541034,1.6757079793088199,26.08895866038723,25.778242921100063,25.46938775510204
mid_long,sat,23,11,train,6,14.725981718662643,20.50868996932952,1.392687452771878,21.27321215789374,20.505759300940024,19.683632489140233
mid_long,sat,23,11,train,7,17.800500380030417,28.020481496339816,1.5741401027004127,28.171814416220613,28.066501484745892,27.806682512362375
mid_long,sat,23,11,val,6,12.02352734615047,18.441023192902893,1.5337448539015541,19.20297691726263,18.482935054363626,17.570168808264047
mid_long,sat,23,11,val,7,15.695866828866565,26.17273342085372,1.6674920669382178,26.485260770975056,26.185708471422757,25.82010582010582
mid_long,sat,23,12,train,6,14.64615060689223,20.51766248668142,1.400891130876816,21.2364938561152,20.534004148461978,19.72122503619922
mid_long,sat,23,12,train,7,17.904934174584298,28.12939405311903,1.5710414670525932,28.273495867299655,28.168586433646674,27.930825342185067
mid_long,sat,23,12,val,6,11.94326347868618,18.278076142737795,1.5304088514296492,18.987150415721846,18.31920460491889,17.46535651297556
mid_long,sat,23,12,val,7,15.89465367395312,26.405060269721925,1.661254206060017,26.68434211291354,26.43130414558986,26.074074074074073
mid_long,sat,23,13,train,6,14.57902917979626,20.49585236757988,1.405844800419441,21.227213406215128,20.496478851039953,19.702865885309947
mid_long,sat,23,13,train,7,17.875533458228954,27.88741216207472,1.5600883871377178,28.016871252671596,27.93213671010573,27.69871322022785
mid_long,sat,23,13,val,6,11.85122757732713,18.292715916776068,1.5435292080435874,19.128553985696843,18.32664689807547,17.350466112370874
mid_long,sat,23,13,val,7,15.820543369661094,26.28794207741576,1.661633324669992,26.56898656898657,26.31966974824118,25.949105568153186
mid_long,sat,23,14,train,6,14.544371043675984,20.324408266794354,1.3974071622458766,21.117865496522985,20.285449490268768,19.507034942491053
mid_long,sat,23,14,train,7,18.300771944264334,28.739387194319708,1.5703920731784733,28.89770699753488,28.794008057347128,28.508701472556893
mid_long,sat,23,14,val,6,11.739393255326886,18.146318176393365,1.5457628671021189,18.99645328216757,18.138728995871855,17.233560090702948
mid_long,sat,23,14,val,7,16.17236665537956,27.097585232923578,1.6755485335171934,27.365311936740508,27.145764288621432,26.75535399344923
mid_long,sat,23,15,train,6,14.372611650384776,20.186645615760572,1.4045217464162225,20.973413276339265,20.17408409146791,19.3479223014507
mid_long,sat,23,15,train,7,18.32404751137898,28.653527105198453,1.5637116792785553,28.83556833298658,28.6943440953768,28.41209736906811
mid_long,sat,23,15,val,6,11.502614846307235,17.840792457333812,1.5510205892933437,18.71364614221757,17.85406128263271,16.88082640463593
mid_long,sat,23,15,val,7,16.07471228329801,26.92381748020846,1.6749175354250612,27.24065352636781,26.93924065352637,26.563869992441422
mid_long,sat,23,16,train,6,14.380880601859717,20.303150302606774,1.4118155114910833,21.054919836331194,20.27697603601218,19.51708876321613
mid_long,sat,23,16,train,7,18.11926335509835,28.29255583019511,1.5614628076054882,28.43086001777912,28.348949959965452,28.081632653061224
mid_long,sat,23,16,val,6,11.465693467273661,17.92162947050165,1.5630654632146812,18.722949008663296,17.96011396011396,17.011841773746536
mid_long,sat,23,16,val,7,15.944684818005861,26.641842701993077,1.6708917740353972,26.957846386417813,26.654572940287228,26.285714285714285
mid_long,sat,23,17,train,6,14.328612661672437,20.053300204038496,1.3995283896311195,20.815645628038055,20.04456129068866,19.236893150834632
