architecture,condition,seed,epoch,split,shift,valid_firing_rate_hz,tail_firing_rate_hz,tail_valid_ratio,tail_stage1_firing_rate_hz,tail_stage2_firing_rate_hz,tail_stage3_firing_rate_hz
mid_long,wc_only,37,1,train,6,15.655115815566013,29.027059904494454,1.8541581069386024,30.037991841778418,29.24713611116365,27.693467748545203
mid_long,wc_only,37,1,train,7,12.25938411943403,23.670190967953445,1.9307814109870807,23.988349000397193,23.755127259430186,23.23350545037292
mid_long,wc_only,37,1,val,6,11.530172107469975,24.260651629072683,2.104101430832511,25.599627885342173,24.39211582068725,22.667674477198286
mid_long,wc_only,37,1,val,7,7.843385128610306,17.88025619604567,2.279660618834575,18.257805686377115,17.965695679981394,17.378684807256235
mid_long,wc_only,37,2,train,6,14.673152306461633,27.698989297684832,1.8877326915966788,28.76051773814252,27.936978683966636,26.291178318717044
mid_long,wc_only,37,2,train,7,12.422057874684869,23.807953618987227,1.916586918139053,24.081153499397907,23.918543877235788,23.39218096877305
mid_long,wc_only,37,2,val,6,10.583326017616248,22.845685642678124,2.1586489544639207,24.220943078085934,23.013431013431013,21.174099269337365
mid_long,wc_only,37,2,val,7,7.751616773476136,17.814695468830806,2.298190943828352,18.172219315076457,17.913599627885343,17.320231796422274
mid_long,wc_only,37,3,train,6,15.152190019994466,28.380762577700708,1.8730469021474874,29.454937489360898,28.59710112033692,26.98270633554627
mid_long,wc_only,37,3,train,7,13.046363711042895,24.62141584598329,1.8872243938088946,24.890570129812815,24.718276559928885,24.224899598393574
mid_long,wc_only,37,3,val,6,10.88458306683221,23.41345427059713,2.1510657897355046,24.844235129949414,23.558578987150415,21.706223230032755
mid_long,wc_only,37,3,val,7,8.025851653979123,18.36145920356447,2.2877895076046006,18.758299901157045,18.44572358858073,17.84026203073822
mid_long,wc_only,37,4,train,6,15.734232326591682,29.224317247507752,1.857371662049067,30.257494656806188,29.408131742038798,27.905909351692483
mid_long,wc_only,37,4,train,7,13.75785083826017,25.71012729758993,1.8687604335766483,25.955804379212296,25.81135215902858,25.33431685927383
mid_long,wc_only,37,4,val,6,11.449373147555923,24.340215618411108,2.125899409925946,25.696377696377695,24.498168498168496,22.699924414210127
mid_long,wc_only,37,4,val,7,8.578334608358311,19.24239169351951,2.2431383913109033,19.669980812837956,19.286702715274142,18.73116654069035
mid_long,wc_only,37,5,train,6,15.741990848963232,28.952657029837933,1.8391992034314235,29.95729227742997,29.141016184045444,27.660246427888424
mid_long,wc_only,37,5,train,7,14.297068143082848,26.319706322605136,1.8409163374757387,26.61189183736516,26.393196017980873,25.923558178291398
mid_long,wc_only,37,5,val,6,11.51492197265176,24.286748617575686,2.109154423734468,25.57544043258329,24.41630327344613,22.75031494079113
mid_long,wc_only,37,5,val,7,8.99757954274678,19.93237060906234,2.215303628533123,20.375138089423803,19.9713936856794,19.410430839002267
mid_long,wc_only,37,6,train,6,15.77465831158028,28.676717611584902,1.8178978615678245,29.661528374092917,28.88439156941739,27.384859164549354
mid_long,wc_only,37,6,train,7,14.950213223782487,27.141450873310642,1.8154557709006176,27.500394040841545,27.184858744239122,26.705570581646313
mid_long,wc_only,37,6,val,6,11.506092947230687,24.184270199307793,2.1018664033240335,25.47683004825862,24.32885632885633,22.627362055933485
mid_long,wc_only,37,6,val,7,9.380170644326556,20.641444882046386,2.2005404448085417,21.08773765916623,20.69329612186755,20.101788863693624
mid_long,wc_only,37,7,train,6,15.872303399059057,28.73069075442479,1.8101147660854318,29.683317256467,28.94289875357001,27.468786711471736
mid_long,wc_only,37,7,train,7,15.37101097661836,27.661994918449306,1.7996210503347763,27.99387187683229,27.730387799234617,27.228369259350327
mid_long,wc_only,37,7,val,6,11.635317773848193,24.468791025182004,2.1029757416835335,25.78010349438921,24.734461305889877,22.760393046107332
mid_long,wc_only,37,7,val,7,9.651730062580734,20.957791303655966,2.171402553507817,21.489621489621488,20.99656956799814,20.33963214915596
mid_long,wc_only,37,8,train,6,16.2781966220759,29.365392828025314,1.8039708887777552,30.371281042537497,29.553390957866,28.07201595497637
mid_long,wc_only,37,8,train,7,15.612801242894866,27.75144401451132,1.7774801320256706,28.097974314841785,27.79817543328731,27.32541048547933
mid_long,wc_only,37,8,val,6,12.005066656633684,24.914349365477186,2.0753195361651886,26.247107389964533,25.08610965753823,23.284454522549762
mid_long,wc_only,37,8,val,7,9.798077847590621,20.875044754744003,2.1305244844403073,21.44682830397116,20.905401476830047,20.22272612748803
mid_long,wc_only,37,9,train,6,16.16728037790895,29.15833473528917,1.8035398690265347,30.15097123186624,29.378272903229874,27.84471218206158
mid_long,wc_only,37,9,train,7,15.790022227592361,28.05029786169382,1.7764571485325191,28.43086001777912,28.09151834969391,27.59336666393465
mid_long,wc_only,37,9,val,6,11.862732064997012,24.62855551577356,2.0761284483904228,26.00151171579743,24.840513983371125,22.91156462585034
mid_long,wc_only,37,9,val,7,9.894126942322886,21.09655090106218,2.1322296574566946,21.670097098668528,21.143554857840574,20.424288233812042
mid_long,wc_only,37,10,train,6,16.66928740109439,29.746655796116798,1.7845187427846398,30.72635912567066,29.93953837327331,28.476354397180557
mid_long,wc_only,37,10,train,7,15.896599824380486,28.116556451369387,1.7687151190814563,28.522050525492865,28.141148581768203,27.65062972980357
mid_long,wc_only,37,10,val,6,12.328530042514767,25.280343716433944,2.050556200070489,26.65271236699808,25.44147915576487,23.61904761904762
mid_long,wc_only,37,10,val,7,10.018268390667654,21.304053785256794,2.1265205676763683,21.837548694691552,21.37240537240537,20.652053413958175
mid_long,wc_only,37,11,train,6,16.662498694019288,29.626838179786816,1.778054943849499,30.650501535183118,29.803963105167924,28.32598420894462
mid_long,wc_only,37,11,train,7,15.905940676972548,28.15341279187642,1.769993574327538,28.545453399153917,28.202883748494763,27.675108597655928
mid_long,wc_only,37,11,val,6,12.266459318342385,25.073477344154036,2.044068030834371,26.475957904529334,25.22007093435665,23.395313681027968
mid_long,wc_only,37,11,val,7,10.015860474643725,21.367068464812824,2.1333232944793865,21.869178440607012,21.461712890284318,20.72058453010834
mid_long,wc_only,37,12,train,6,16.707620626759088,29.70910926196731,1.7781771519509433,30.738060562501182,29.897978097633864,28.38980411441685
