architecture,objective,profile,seed,shift,alpha,tau_syn_ms,tau_group,neuron_start,neuron_stop,neuron_count,n_test_samples,fs_hz,tail_stage1_steps,tail_stage2_steps,tail_stage3_steps,valid_firing_rate_hz,tail_stage1_firing_rate_hz,tail_stage2_firing_rate_hz,tail_stage3_firing_rate_hz,tail_firing_rate_hz,valid_spikes_per_neuron_sample,tail_stage1_spikes_per_neuron_sample,tail_stage2_spikes_per_neuron_sample,tail_stage3_spikes_per_neuron_sample,tail_spikes_per_neuron_sample,tail_to_valid_rate_ratio
short_mid_long,timestep_ce,a1,11,2,0.75,54.31342963722199,short_mid,0,22,22,146,64.0,13,13,12,0.1166335321404904,0.3647858990324744,0.099626400996264,0.006641760066417601,0.16097529003080555,0.1506849315068493,0.07409713574097136,0.020236612702366128,0.0012453300124533001,0.09557907845579078,1.3801801855482134
short_mid_long,timestep_ce,a1,11,3,0.875,117.0136826471659,short_mid,22,44,22,146,64.0,13,13,12,0.3959274655099705,1.209311236708497,0.8721141871826803,0.30552096305520965,0.8085468965065216,0.5115193026151931,0.24564134495641346,0.17714819427148193,0.057285180572851806,0.4800747198007472,2.042159150199597
short_mid_long,timestep_ce,a1,11,4,0.9375,242.10347130039656,short_mid,44,65,21,146,64.0,13,13,12,0.49026476064249425,1.3327311957448944,1.034070951879171,0.6836268754076973,1.0255776427369794,0.6333985649054142,0.27071102413568165,0.2100456621004566,0.12818003913894324,0.6089367253750816,2.0918852935563943
short_mid_long,timestep_ce,a1,11,5,0.96875,492.1461612435418,short_mid,65,86,21,146,64.0,13,13,12,1.1451292246520874,2.840483717196046,2.509709468613578,2.080452272233094,2.4873141758505852,1.4794520547945205,0.5769732550554468,0.5097847358121331,0.39008480104370513,1.476842791911285,2.172081650091744
short_mid_long,timestep_ce,a1,11,6,0.984375,992.1669944116244,long,86,107,21,146,64.0,13,13,12,1.0716652466155447,2.631742686537207,2.450298559887601,2.2457055881713415,2.4477632437257526,1.3845401174168297,0.5345727332028702,0.4977168949771689,0.42106979778212655,1.4533594259621656,2.2840744826391455
short_mid_long,timestep_ce,a1,11,7,0.9921875,1992.177287539818,long,107,128,21,146,64.0,13,13,12,1.2259143551390073,3.1279040594109087,2.972151136534698,2.8232224396607957,2.9784049164005904,1.58382257012394,0.6353555120678408,0.6037181996086106,0.5293542074363993,1.7684279191128507,2.429537515337168
