seed,model_kind,split,layer,state,lag_steps,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
11,random_a2,test,L1,spike50,1,0.9104723788485034,0.1361425301491776,0.9123508023488212,0.13426395290963947,36031916294.19063,198976815933.39923,4548
11,random_a2,test,L1,spike50,2,0.831940917292804,0.2101808765853395,0.8352124872964498,0.20749082728555723,72160719488.43036,289381439669.0062,4245
11,random_a2,test,L1,spike50,4,0.6063328262518013,0.32586561505341544,0.6139818231878339,0.32147413805480585,166590101829.0338,508107781558.64575,3718
11,random_a2,test,L1,spike50,8,0.47177935606687454,0.3402525943770147,0.4818313332365338,0.3358148727413048,281478942913.68896,701557785296.3458,3188
11,random_a2,test,L1,spike50,16,0.36789590678747364,0.34158808492298387,0.37935676041221184,0.3374537652658684,417466300962.0868,848376309311.145,2645
11,random_a2,test,L1,spike50,32,0.2986226976205235,0.3348349816022581,0.3108815848788174,0.3306151525349064,695662103150.607,1285469469918.856,1667
11,random_a2,test,L1,spike50,48,0.21710221735408466,0.3170778917386825,0.22994104781217348,0.31316834452577885,762062967952.3557,1218027139571.8887,962
11,random_a2,test,L1,spike50,64,0.1904590409243779,0.3301996142784982,0.2031487085270814,0.3252615546297009,738751818562.8298,1151677071996.589,414
11,random_a2,test,L1,syn_current,1,0.9048304764441747,0.13874445900670299,0.9045601573358827,0.13901985978647044,1378596405.3019915,34717591155.594894,10429
11,random_a2,test,L1,syn_current,2,0.8227923555079886,0.16619441372510244,0.822279243325589,0.16650514265503052,1810498705.164981,33696683188.84417,10301
11,random_a2,test,L1,syn_current,4,0.6958288413205334,0.17732716387515216,0.6949899003687925,0.177479953270512,2749424401.311648,45407815452.71891,10045
11,random_a2,test,L1,syn_current,8,0.5530084253327866,0.1718319890634246,0.5517999948160376,0.1718245251430978,4981321609.96574,60741914902.1883,9533
11,random_a2,test,L1,syn_current,16,0.5017054820887131,0.1892646119221215,0.5005925037767133,0.18921090891625097,10126316124.200544,103876535568.85236,8509
11,random_a2,test,L1,syn_current,32,0.4675035176130251,0.20368449593171428,0.46670956184304646,0.20378026926829285,14449973123.029661,130936905167.00986,6461
11,random_a2,test,L1,syn_current,48,0.384077238972935,0.20264149028282244,0.38318514656058805,0.2025663278314664,20878843652.19357,156711614220.93005,4425
11,random_a2,test,L1,syn_current,64,0.3571524322634051,0.20557187084298162,0.35632391606267344,0.20543243176897255,27581983392.158825,184184469817.34183,2662
11,random_a2,test,L1,pre_reset,1,0.9573825362176596,0.0751417544550327,0.9572552935275183,0.07524616246436433,1378596405.1525779,34717591155.60083,10429
