seed,model_kind,split,layer,state,lag_steps,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
23,a2,test,L1,spike50,1,0.9364201572443316,0.06650170172402628,0.9419392425794261,0.06495194366963768,18476989559.1461,176449559892.43503,9074
23,a2,test,L1,spike50,2,0.9045998914609458,0.09125726610736165,0.913084711263512,0.08847040870892542,46418569307.09676,332522990164.5595,8942
23,a2,test,L1,spike50,4,0.7928889410173433,0.1546775468739789,0.8122037780767352,0.14718606120186095,137247108378.78296,736849833116.2296,8678
23,a2,test,L1,spike50,8,0.7117514191235301,0.18725759636339148,0.7387530467497487,0.17626245092292742,393220736096.0569,1471684620828.2012,8166
23,a2,test,L1,spike50,16,0.6584398859469947,0.20485976750826684,0.6889149107766424,0.19327956869981525,979970209234.8688,2576807635164.0806,7152
23,a2,test,L1,spike50,32,0.6011185965458558,0.22254003675612574,0.6355028228560531,0.2093235879155718,1918956479844.0413,4095859693290.365,5112
23,a2,test,L1,spike50,48,0.5273527742431999,0.24448447065514076,0.56692488761941,0.2299978923910674,2671889808397.4004,4613269552163.78,3242
23,a2,test,L1,spike50,64,0.46517558198809367,0.28693115804286734,0.5073751076747097,0.26674181137257497,3374550158454.667,4888281777133.354,1762
23,a2,test,L1,syn_current,1,0.9501737585395338,0.09396584438180194,0.9539373500321263,0.08815682729549491,2089840230.1309261,53788453969.38005,10429
23,a2,test,L1,syn_current,2,0.908015373254509,0.11854317259416257,0.9150009435789465,0.11106692686055802,2768912158.463593,52273184424.63134,10301
23,a2,test,L1,syn_current,4,0.8401667874802947,0.1459939986641202,0.8523117347305048,0.1360501343445983,4436424238.369134,73754198885.36658,10045
23,a2,test,L1,syn_current,8,0.7556761012178739,0.169062885903048,0.7738977670762174,0.1564195457431416,8429733850.302648,102464870208.53812,9533
23,a2,test,L1,syn_current,16,0.7199455012332524,0.17626440223851983,0.7392593736227532,0.165053817301274,20004297712.697506,206608248950.6754,8509
23,a2,test,L1,syn_current,32,0.6908433320238391,0.1884996513416782,0.7123553696115732,0.17682728306009127,32233813210.535473,290238576947.7109,6461
23,a2,test,L1,syn_current,48,0.6255390896746515,0.19697924741285255,0.6500038333020659,0.1867406336881556,49781592253.02252,373200933984.14764,4425
23,a2,test,L1,syn_current,64,0.5784698565440813,0.22186455983444897,0.6050311898905003,0.21325128899246296,65496304279.22586,428673560398.85626,2662
23,a2,test,L1,pre_reset,1,0.9689719998080996,0.05906205082841172,0.9710010410990094,0.055710533477776575,2089840230.06804,53788453969.3825,10429
23,a2,test,L1,pre_reset,2,0.937765520423462,0.09006251683567193,0.941848184047537,0.08465625441749766,3733755309.2464337,75458015299.01001,10301
23,a2,test,L1,pre_reset,4,0.8714163631241766,0.12828863849398495,0.8797282254035961,0.11971013689389695,6960077723.505809,111701045330.03743,10045
23,a2,test,L1,pre_reset,8,0.7803249585835924,0.16059713967357733,0.7938899124911514,0.14844893739302542,14188454747.506357,172618156720.19617,9533
23,a2,test,L1,pre_reset,16,0.7356204188455643,0.17286968127682528,0.749852232510236,0.1621845557568527,33638347885.58482,342899557615.1726,8509
23,a2,test,L1,pre_reset,32,0.7060953500025025,0.18792201668117806,0.7214795266341042,0.17720243889753856,54664460116.55253,484874409891.8987,6461
23,a2,test,L1,pre_reset,48,0.6409486695556307,0.196245561158182,0.6580836746840134,0.18701628562786105,84236194764.81128,628393224224.3403,4425
23,a2,test,L1,pre_reset,64,0.5939089103334044,0.22010854402203847,0.6130039300811222,0.21241980480804384,112493936025.22604,728405702952.643,2662
23,a2,test,L2,spike50,1,0.9622730386760919,0.04735628420415465,0.9775116091226713,0.046257440768919904,27368428738.20048,272368140344.0439,8894
23,a2,test,L2,spike50,2,0.9181586003906794,0.06844428149904654,0.9543052229347699,0.060095767638758596,89957676381.19493,666597888876.8628,8765
23,a2,test,L2,spike50,4,0.7869163672521852,0.13923329957509584,0.885445604324615,0.10333472763069892,354080339714.47205,1933934547371.5552,8509
23,a2,test,L2,spike50,8,0.601409578221241,0.20438575095066983,0.7913259765574248,0.13718972312348768,1266528763274.7976,4599970679865.577,7997
23,a2,test,L2,spike50,16,0.3934563027545908,0.23371742969725937,0.6862510070710002,0.1528912658882194,3480996960879.6333,8183265752789.396,6975
23,a2,test,L2,spike50,32,0.19746320884747806,0.2456993477754088,0.5849151978273149,0.15802113111677626,6488169839625.781,11686204098994.22,4928
23,a2,test,L2,spike50,48,0.0270137060612561,0.26983068299876567,0.4860095223332556,0.17455325995895488,9125929567572.545,13697227374334.164,3102
23,a2,test,L2,spike50,64,-0.0937095026952566,0.25099357675602957,0.39782698830035484,0.17065010281342755,11810355080343.674,14799835037149.627,1658
23,a2,test,L2,syn_current,1,0.9483228473741263,0.082419557924017,0.9574987143686674,0.0747503548117528,19707499793.889004,207322736893.90857,9121
23,a2,test,L2,syn_current,2,0.9216727349604739,0.1087705038471938,0.935659120195716,0.09695515243910816,48444345342.70548,382740773599.9883,8993
23,a2,test,L2,syn_current,4,0.8445488734346931,0.16527074115516485,0.8723622364525508,0.1449410076608465,133783149021.87004,768819115019.49,8737
23,a2,test,L2,syn_current,8,0.697665441900891,0.23055094286737574,0.7523422157092235,0.1990793614447863,402821416776.5785,1592323526968.0679,8225
23,a2,test,L2,syn_current,16,0.5011618515405781,0.2691238455493331,0.5918515843901172,0.2308233600297575,1043381410094.078,2836230116409.7383,7201
23,a2,test,L2,syn_current,32,0.25198266761785826,0.299178110642363,0.3900665742954018,0.25817639442046436,1757936343843.6643,3878395305368.564,5153
