seed,model_kind,split,layer,state,lag_steps,corr_mean,corr_std,cosine_mean,cosine_std,normalized_l2_mean,normalized_l2_std,count
37,c2,test,L1,spike50,1,0.9409898116936796,0.05451814375361495,0.946269754854409,0.05329542489392924,18919253767.15557,178545942818.4152,9050
37,c2,test,L1,spike50,2,0.911707180962609,0.07569758974618224,0.9198205656796138,0.0733254410535466,48507652509.72596,347242439579.53394,8918
37,c2,test,L1,spike50,4,0.8076634371415384,0.13359585435907198,0.8261168681558657,0.12692065232066693,149028922490.84525,800400371883.0758,8656
37,c2,test,L1,spike50,8,0.7346642331497689,0.154926319604943,0.7604873773424977,0.14507705116315794,432927411970.719,1591654446402.9736,8147
37,c2,test,L1,spike50,16,0.6759277198634733,0.16983712301457127,0.7064827439794535,0.1595907709485858,1098057436702.1626,2771832489044.465,7133
37,c2,test,L1,spike50,32,0.6223318442747354,0.17438379291519443,0.6564872185859744,0.16340837764824348,2032487294221.0647,4215180080145.3457,5091
37,c2,test,L1,spike50,48,0.5561584476194043,0.187101907072919,0.5947243020364044,0.17594226815853786,2738239621778.0557,4682373954527.078,3225
37,c2,test,L1,spike50,64,0.492697969642514,0.21408675789620177,0.5333788805544669,0.19961712101246737,3480916498683.355,5039830662145.69,1749
37,c2,test,L1,syn_current,1,0.9393715752591251,0.1056266704260989,0.9446324323668113,0.09886133486277193,2201322312.1429014,57051977079.54292,10429
37,c2,test,L1,syn_current,2,0.8868477251069451,0.13257190591971435,0.8968260737303739,0.12433143285964453,2870796067.0406055,54657816627.64533,10301
37,c2,test,L1,syn_current,4,0.8019741236510237,0.15830084468631886,0.819702742708374,0.1489840565233109,4560683492.862279,76137087803.901,10045
37,c2,test,L1,syn_current,8,0.6963262592278212,0.176468356846195,0.7241675359576659,0.16592586298648881,8648950530.275753,105724354928.96948,9533
37,c2,test,L1,syn_current,16,0.655837652758986,0.18987292258439076,0.687500053640874,0.1781262044573728,19266421168.55766,199157337423.92508,8509
37,c2,test,L1,syn_current,32,0.6227030270441835,0.20638913096506756,0.6561318711044954,0.19472804840651667,30082716352.097614,270721711675.99274,6461
37,c2,test,L1,syn_current,48,0.5511418206351162,0.2099043242272887,0.5898235485120568,0.1996062224101466,45726984585.98138,342488461892.26697,4425
37,c2,test,L1,syn_current,64,0.497693711082891,0.22899778793327083,0.5398323164730352,0.21933156925533984,58889235777.60833,385570567286.3652,2662
37,c2,test,L1,pre_reset,1,0.9601916174601777,0.06508956449154464,0.9634312189886494,0.06134857730531999,2201322312.0831094,57051977079.545235,10429
37,c2,test,L1,pre_reset,2,0.9195285362037919,0.10036596171158099,0.9259070481851654,0.09440136855985126,3875184869.0269766,78631637546.78328,10301
37,c2,test,L1,pre_reset,4,0.8318593335652629,0.1390241558163079,0.8451499900552635,0.13079970161044283,7121819873.126863,114182250945.96687,10045
37,c2,test,L1,pre_reset,8,0.7096912806058415,0.1649924088844686,0.7330002653687467,0.15489866396593344,14443113953.00373,175718822013.02377,9533
37,c2,test,L1,pre_reset,16,0.6564862013905051,0.18600956619380826,0.6837815431822462,0.17475148371431257,31804656716.528282,324310305839.2328,8509
37,c2,test,L1,pre_reset,32,0.6252071587305217,0.20709455897456203,0.6534094672230075,0.19603706754454,48670855714.06193,431801581556.7657,6461
37,c2,test,L1,pre_reset,48,0.5532849201214002,0.20990715243546132,0.5860624093684613,0.20035209897954245,74382275471.99796,553735750547.0687,4425
37,c2,test,L1,pre_reset,64,0.5006642691196217,0.23158291092708758,0.5367271819503469,0.22348553648906294,95608942466.32918,617961409208.7136,2662
37,c2,test,L2,spike50,1,0.9661148982003205,0.04618317089769777,0.9788152871440675,0.045087717884567266,30090852307.03383,304098757792.66547,8909
37,c2,test,L2,spike50,2,0.9260998057743587,0.06493908872218836,0.9564224761735779,0.05927015084129262,99125659943.15224,740094944136.4722,8779
37,c2,test,L2,spike50,4,0.8085849536842028,0.12526283391598284,0.8912595469936133,0.09968931100765722,385102388396.8353,2091269837632.381,8519
37,c2,test,L2,spike50,8,0.6473635719369841,0.17706451026606385,0.8045667177299201,0.12899403875405072,1348000561592.1973,4835167053152.67,8007
37,c2,test,L2,spike50,16,0.45889873747948057,0.20891739148352476,0.7040284656735544,0.1459275972955807,3683868767318.3335,8545063240638.812,6988
37,c2,test,L2,spike50,32,0.25915417013041525,0.2269260915505965,0.5947030466101835,0.15759626405463012,6363493139138.529,11471465980107.656,4953
37,c2,test,L2,spike50,48,0.10909917718945474,0.24613630884166243,0.5073463264725603,0.16428423286302374,8660089059596.091,13114613873612.695,3124
37,c2,test,L2,spike50,64,-0.002760551593323148,0.24618921915443084,0.42917446631855505,0.16736231853486377,11206507511549.15,14174827409292.234,1672
37,c2,test,L2,syn_current,1,0.9619694518782097,0.07131524295384269,0.9658689198416894,0.0664530277359862,19821722092.884056,203512734606.6836,9086
37,c2,test,L2,syn_current,2,0.9439298679187329,0.089304370734454,0.9497662420288228,0.08264014540300503,50577350863.22815,387202167879.59894,8958
37,c2,test,L2,syn_current,4,0.8920259463686141,0.12920268225544862,0.903378674376267,0.11987861788716196,143687259193.08743,792432355618.5385,8702
37,c2,test,L2,syn_current,8,0.7939549104852014,0.1784562120967416,0.8162106133324392,0.16505305928471253,438275395656.1823,1667962264421.9536,8190
37,c2,test,L2,syn_current,16,0.6510721422746502,0.21377854435288313,0.6891391817639214,0.19652246047137242,1197753196552.129,3111360514340.6523,7166
37,c2,test,L2,syn_current,32,0.44307674069319836,0.24798563405684051,0.5047094219889385,0.23229058964519547,2176267052893.3394,4541616059628.215,5118
37,c2,test,L2,syn_current,48,0.2662574383685627,0.2686444185300658,0.3537859561761903,0.25529952786806903,3203395011381.125,5515575314545.047,3241
37,c2,test,L2,syn_current,64,0.09845453556011675,0.282599909366326,0.21248575722993412,0.2687540689250206,4110876843773.6914,5994917075948.188,1761
37,c2,test,L2,pre_reset,1,0.9800924564117788,0.04710393768928722,0.9817630562380848,0.043742416086422965,19821722092.826942,203512734606.68915,9086
37,c2,test,L2,pre_reset,2,0.9614136472391575,0.07090672212970693,0.9642285218560103,0.06627782098014956,57681806109.31479,441700135723.66187,8958
37,c2,test,L2,pre_reset,4,0.9128495002645901,0.11559321047537839,0.9186580477073697,0.10924193947443399,182483557346.57074,1017458454851.9781,8702
37,c2,test,L2,pre_reset,8,0.8161753902342807,0.17067771579119387,0.8281812702770879,0.1620940606110055,617388518485.8552,2422776819774.316,8190
37,c2,test,L2,pre_reset,16,0.67169604373108,0.2099217826013951,0.692943822352978,0.19890318340233767,1909242009325.6873,5118970583749.243,7166
37,c2,test,L2,pre_reset,32,0.461287541201306,0.24485350394031408,0.49703559254844526,0.23520443322966333,3695580898788.7256,7866982363807.736,5118
37,c2,test,L2,pre_reset,48,0.28390170017930527,0.26421354843093114,0.33704064906551173,0.2576714933838607,5631856682381.384,9914332109583.229,3241
37,c2,test,L2,pre_reset,64,0.11253206590944614,0.27876186235735523,0.18397411188351503,0.2732633046506553,7240065036127.135,10824226309912.201,1761
37,c2,test,L3,spike50,1,0.9795718362693002,0.04427023173099415,0.9871374352443002,0.0435350248103652,32843794854.31892,327898932043.9661,8786
37,c2,test,L3,spike50,2,0.9470177009496233,0.06057390130903007,0.970024416829738,0.05694199746109162,119240508721.53223,866986397272.2908,8658
37,c2,test,L3,spike50,4,0.8544645708050366,0.10647043794910419,0.9227211478793765,0.08541593088900053,500278592724.29095,2618889905657.0454,8402
37,c2,test,L3,spike50,8,0.7032609696437535,0.1583120288499872,0.848351193032998,0.10920488414328687,1793893529405.0059,6170939207584.495,7890
37,c2,test,L3,spike50,16,0.4953433816255935,0.20721859079417654,0.747121256871668,0.12957344011376098,4731398175106.907,10454436126996.223,6866
37,c2,test,L3,spike50,32,0.25055649656308326,0.22707951667387083,0.6248116551970618,0.14074537098839868,7879287546641.809,13470546322540.447,4835
37,c2,test,L3,spike50,48,0.08542316576005458,0.2286188019131192,0.5359567524567989,0.14182914655651405,10346540690480.514,14893890617558.887,3031
37,c2,test,L3,spike50,64,-0.021607809601671704,0.23615250985687578,0.46883883174687024,0.14744796184759196,13266441822850.324,15818549623782.297,1601
37,c2,test,L3,syn_current,1,0.9864315657492332,0.052653863611953615,0.986741910691991,0.0520862812547176,18741623090.651592,192586418491.20273,8934
37,c2,test,L3,syn_current,2,0.9744724566822943,0.06937710383698721,0.9751674139972992,0.0683792710940023,59804125992.27445,447968546925.30145,8806
37,c2,test,L3,syn_current,4,0.9409420904556322,0.09909492499373389,0.9427641093909691,0.09712944515328566,213862150504.73,1141533777418.1792,8550
37,c2,test,L3,syn_current,8,0.8590861394072626,0.1478551421715388,0.8637316091618326,0.14421228972833713,791735299685.6354,2901397317348.9297,8038
37,c2,test,L3,syn_current,16,0.693100390503669,0.2103032413645501,0.7038027351584744,0.2042345003485078,2698824136593.206,6572086624057.697,7014
37,c2,test,L3,syn_current,32,0.42572875707225555,0.2633630434452349,0.4468643586226609,0.25452430711575136,6145801938747.646,11350139446849.475,4968
37,c2,test,L3,syn_current,48,0.22441937457233155,0.27436812746709316,0.2526841086559221,0.26414854014077316,9832916395782.084,15210672152551.943,3127
37,c2,test,L3,syn_current,64,0.08489507752650063,0.27038175594799646,0.11638776430559392,0.2596572593445349,13923260907826.07,17862753844007.043,1672
37,c2,test,L3,pre_reset,1,0.9906721379528406,0.03981884907768461,0.9907929031622735,0.039417019345800185,18741623090.642097,192586418491.20364,8934
37,c2,test,L3,pre_reset,2,0.9786694925362484,0.060985166950276025,0.9789581699666311,0.06036703506779542,66795488220.25794,512606504701.01624,8806
37,c2,test,L3,pre_reset,4,0.946524918967526,0.09310738535226347,0.9473273968785086,0.09230795438875714,267294081864.3279,1467939115476.9653,8550
37,c2,test,L3,pre_reset,8,0.8660305442841916,0.1432047714484656,0.8683778020173663,0.14170717768729674,1146883081129.5693,4385663212007.563,8038
37,c2,test,L3,pre_reset,16,0.6990276988228078,0.2077711121274355,0.7049449667256988,0.20495456971936982,4531080098799.366,11384095773685.264,7014
37,c2,test,L3,pre_reset,32,0.42855791785025055,0.2615676128539406,0.44101958841746075,0.256578581078354,11438485272170.797,21207425839887.367,4968
37,c2,test,L3,pre_reset,48,0.22674111872264513,0.2724366215678634,0.24321912431307105,0.2660195878931318,18606666261237.473,28871627203765.652,3127
37,c2,test,L3,pre_reset,64,0.08730032699453583,0.2685943273795536,0.10470153851883994,0.2608248553458931,26671799611815.75,34282094559108.523,1672
37,c2,test,L1,spike50,1,0.9341070179251488,0.05950631987076787,0.9381748687855964,0.058074060873710344,17729979462.815075,161017957321.60187,1168
37,c2,test,L1,spike50,2,0.910399458098084,0.07201021691507913,0.9159267211083075,0.07000656482571183,42572955197.275894,275270322378.4258,1150
37,c2,test,L1,spike50,4,0.8161522774157938,0.13090030199153962,0.827934050034877,0.1258693094437949,132208864784.20682,628301443558.8032,1114
37,c2,test,L1,spike50,8,0.7739352409166195,0.14232582381410935,0.788623268127117,0.13615554973350918,407140211178.18286,1341338927888.7803,1042
37,c2,test,L1,spike50,16,0.7365437345981192,0.1770276082694785,0.7526154278479745,0.1708806677798708,1005421744420.9609,2257658488941.057,898
37,c2,test,L1,spike50,32,0.6580834309058528,0.19794905902182705,0.679382997436049,0.18914332969728967,1827391979331.9126,3165034923284.4946,610
37,c2,test,L1,spike50,48,0.6027316231300606,0.20931926601123185,0.6260604139978891,0.19934201346365948,3129422535379.338,4162605190376.152,327
37,c2,test,L1,spike50,64,0.47559984867981675,0.2409418524110384,0.5019733586921316,0.23259843743498598,5081503620607.171,4450653991691.134,98
37,c2,test,L1,syn_current,1,0.9405834267297914,0.0983040873508877,0.9461056980399944,0.09231156348394916,1307713698.624908,22614678872.602657,1397
37,c2,test,L1,syn_current,2,0.8899019575119562,0.12348288250218672,0.9003909951624237,0.11631918125224618,2625014155.7020774,37190880833.021194,1379
37,c2,test,L1,syn_current,4,0.8088541270773476,0.14912953532330017,0.8276063630924528,0.1408668849772274,4905165533.776557,60389448603.508354,1343
37,c2,test,L1,syn_current,8,0.7165829376894239,0.16880330167330518,0.7454688792739645,0.15840330579017245,7762817563.182179,81017221805.0665,1271
37,c2,test,L1,syn_current,16,0.7107744927649579,0.17988168021771336,0.7406311881230758,0.16563594529882048,15652718865.399353,159967312795.75598,1127
37,c2,test,L1,syn_current,32,0.6400692886602718,0.18612239954446783,0.6753123532951728,0.17465808077241435,22884407625.514664,194949256822.74277,839
37,c2,test,L1,syn_current,48,0.6002986642565636,0.19326592331406567,0.6366185369494105,0.18219316494969354,44751027827.85394,305636458306.2376,551
37,c2,test,L1,syn_current,64,0.5043779705178957,0.18272236779822174,0.5428702727759612,0.17470271368169565,64769486682.93077,334998087409.2753,288
37,c2,test,L1,pre_reset,1,0.9623808524125712,0.05774012483707382,0.9659003331244924,0.055221206210834275,1307713698.56125,22614678872.606335,1397
37,c2,test,L1,pre_reset,2,0.9241213181791862,0.08946862217085771,0.9311438858468394,0.08493835775518288,3199458252.942678,44316991738.56014,1379
37,c2,test,L1,pre_reset,4,0.8403963209367175,0.12604472500205688,0.8555367593814367,0.11915241297745806,6861469948.95702,82870470219.67581,1343
37,c2,test,L1,pre_reset,8,0.7310858393854983,0.1538049746727692,0.757621443606881,0.14420224314686028,12714365066.836046,132413714789.56697,1271
37,c2,test,L1,pre_reset,16,0.7152142349127053,0.1735441891687073,0.7434935117729472,0.15985449910525504,27915952577.761246,274319318099.68896,1127
37,c2,test,L1,pre_reset,32,0.6503345979879848,0.1796318416388334,0.6824290577497304,0.1688306201045219,39835615320.53887,331438130122.05725,839
37,c2,test,L1,pre_reset,48,0.6103235930652979,0.18984471289593188,0.6432301429998024,0.179632702724754,73429065328.82085,491991439747.25146,551
37,c2,test,L1,pre_reset,64,0.5124453759519279,0.18089691045107406,0.5479363213587752,0.17236883371029008,112557642579.37291,573685194694.0413,288
37,c2,test,L2,spike50,1,0.9629686470431827,0.03987583867449215,0.9762478029896526,0.03916960998222318,30171467967.148495,283989376929.227,1143
37,c2,test,L2,spike50,2,0.929454971204684,0.05562828106895065,0.9567189755424228,0.050963749890454005,91458934408.32385,636168197853.8162,1125
37,c2,test,L2,spike50,4,0.8229881216777999,0.11151183447195337,0.894468588274635,0.09193544202994246,355293670753.62396,1788365226494.1926,1089
37,c2,test,L2,spike50,8,0.6871573087650045,0.15871290109638447,0.8177321750433951,0.12339941124451961,1309555721000.4849,4316708638640.7617,1017
37,c2,test,L2,spike50,16,0.5258791446478946,0.19703713915528084,0.7249418747880065,0.1527717142168595,3834077561901.29,8030688296309.536,873
37,c2,test,L2,spike50,32,0.34307458217035464,0.214294566432556,0.6099824715367737,0.17214496816034136,7578989647970.909,11635565336702.904,585
37,c2,test,L2,spike50,48,0.19623661799290762,0.24072922972083816,0.5065117916534245,0.1656859268995895,12303679260063.248,13862251976391.818,307
37,c2,test,L2,spike50,64,0.06366137404150812,0.2356601114894112,0.34884014352373244,0.1680687076526691,19739833006087.48,12996114530573.332,85
37,c2,test,L2,syn_current,1,0.9538729454920924,0.07529230785318769,0.9608862709670183,0.06996818616069655,20537778043.54386,193234319697.4763,1168
37,c2,test,L2,syn_current,2,0.9373322531596093,0.08212107823021544,0.9468497521252385,0.07650576755632972,45645213223.96793,300504451195.7346,1150
37,c2,test,L2,syn_current,4,0.8897434733854864,0.11163790809485015,0.9070601753090451,0.10272112510771424,130180860271.51567,629984465107.174,1114
37,c2,test,L2,syn_current,8,0.8005098892815844,0.16115931479304016,0.8339574709788747,0.1464657009805911,393004577486.8294,1329243040359.3188,1042
37,c2,test,L2,syn_current,16,0.676450107504312,0.2101172912093071,0.7309653933467999,0.18900498239808514,977619429772.348,2236681335330.944,898
37,c2,test,L2,syn_current,32,0.4917977779773081,0.24550112685329398,0.571550135224388,0.2284109241122965,1830165250009.858,3147681273773.2607,610
37,c2,test,L2,syn_current,48,0.32792847978279416,0.2677103185541925,0.42649588547589745,0.26219955933277234,3364810471921.683,4374096796691.094,327
37,c2,test,L2,syn_current,64,0.12414823883685168,0.267743005225907,0.2221528379209437,0.2607990468495024,6006212752899.969,5063640289899.005,98
37,c2,test,L2,pre_reset,1,0.973799635420661,0.045234926136429814,0.9774508876267196,0.0424536407381847,20537778043.49274,193234319697.48172,1168
37,c2,test,L2,pre_reset,2,0.9559098703635939,0.06306926098313045,0.9611323036095148,0.05959279176307192,53450895313.958336,355298402503.1397,1150
37,c2,test,L2,pre_reset,4,0.9087024654023108,0.09821555874660484,0.9191361371487993,0.0918178747306313,165847193359.2334,804431926325.067,1114
37,c2,test,L2,pre_reset,8,0.8179759810996866,0.1531004391554901,0.8395728744017448,0.14286159536049517,550474152339.9891,1902115894104.6846,1042
37,c2,test,L2,pre_reset,16,0.6879284765236794,0.20644181844234927,0.7248310271436983,0.19042504363841825,1501617034690.517,3512826114339.319,898
37,c2,test,L2,pre_reset,32,0.4987561523181943,0.24132100933371084,0.5527139954239484,0.2296245433263546,2845205091181.508,4971316961240.588,610
37,c2,test,L2,pre_reset,48,0.3304621383486129,0.26065440199509254,0.39629926810858274,0.2610448837829798,5498897616531.998,7338989250442.18,327
37,c2,test,L2,pre_reset,64,0.1197409373230575,0.2485730532902993,0.18218790413762506,0.24687988610895337,10132003923818.354,9013540276167.252,98
37,c2,test,L3,spike50,1,0.9782068264376447,0.0495456186467745,0.9858013059603666,0.04925797023567687,29164661955.26139,284094537400.8071,1125
37,c2,test,L3,spike50,2,0.9474188409194348,0.06345494170010159,0.9695386501566949,0.06150932826016043,114012853107.02663,807608168844.1908,1107
37,c2,test,L3,spike50,4,0.8585031874490238,0.10568823216303874,0.9238882798882389,0.08928230898685181,503691183565.25525,2540378383281.0615,1071
37,c2,test,L3,spike50,8,0.7141475768878226,0.15318993628042052,0.8529670087031445,0.11313702303406958,1946043760209.0132,6287589836932.341,999
37,c2,test,L3,spike50,16,0.5149231993895301,0.18518572763067903,0.7554733563424175,0.1295238785560341,5587308824417.165,11061727019864.195,855
37,c2,test,L3,spike50,32,0.2778638783458681,0.210889362266286,0.6301821341049743,0.14492754371945038,10251546424342.271,14564400377319.686,567
37,c2,test,L3,spike50,48,0.09262899139410606,0.2486799008107327,0.5163838456593693,0.16463473157068265,15259343739164.26,15967551858001.645,294
37,c2,test,L3,spike50,64,-0.029181777222984852,0.25495949090210684,0.37281991515646407,0.18852066962460304,24117751098112.535,13847409455784.805,74
37,c2,test,L3,syn_current,1,0.9850997147503016,0.04820678829318558,0.9855824858015566,0.047738828755669635,18412230059.052505,176032207017.6221,1143
37,c2,test,L3,syn_current,2,0.9745801023963981,0.059356490708989997,0.9755834908393689,0.05816639409502168,54411906810.224945,384016257133.49426,1125
37,c2,test,L3,syn_current,4,0.9416759413895427,0.09023648505978982,0.944217555445002,0.08762045700382178,202258870129.7355,1017044322140.527,1089
37,c2,test,L3,syn_current,8,0.8624205501569527,0.14105358529217932,0.8686932515419652,0.13634423228161485,799283341052.5143,2710430192384.481,1017
37,c2,test,L3,syn_current,16,0.7009209224651244,0.1914728756494489,0.7149430016627848,0.18621494061349794,2924355286165.944,6442786856164.221,873
37,c2,test,L3,syn_current,32,0.4285688918218053,0.24960470314970162,0.4548311544684362,0.24246677353020826,7129698543553.443,11093712980793.807,585
37,c2,test,L3,syn_current,48,0.1922393604893305,0.2860683587077408,0.2304303741557521,0.277170878238866,13453751373864.53,15501253519372.008,307
