mean_embedding_cosine_similarity,median_embedding_cosine_similarity,mean_embedding_cosine_distance,median_embedding_cosine_distance,prediction_agreement
0.875000637155859,0.8825196900169645,0.12499936284414095,0.11748030998303549,0.1984126984126984
