architecture,training_family,regularization,source,split,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
234x234,e2e_wc,task_only,l2_fixed250_ordered,test,3,0.6278538812785388,0.609290478040478,0.6056947344023528,0.003954453898559064,0.006089070758768298,0.009839202352836479
234x234,e2e_wc,task_only,l2_fixed250_ordered,train,3,0.9563970166379804,0.9566972275444319,0.9597920539317996,0.02138226638391764,0.021063468449227598,0.019579077521094918
234x234,e2e_wc,task_only,l2_fixed250_ordered,val,3,0.5370370370370371,0.5280743947410614,0.5389316650600596,0.04371087735941356,0.04238234608663654,0.0454537316806633
234x234,e2e_wc,task_only,l2_fixed250_phase_shuffled,test,3,0.408675799086758,0.39624495874495874,0.379419966217679,0.016463704454173462,0.021618487060589317,0.02356658460471684
234x234,e2e_wc,task_only,l2_fixed250_phase_shuffled,train,3,0.9535283993115319,0.9516105366242352,0.9560679045826167,0.020006420853887277,0.022574146621458284,0.02059093672656441
234x234,e2e_wc,task_only,l2_fixed250_phase_shuffled,val,3,0.3800705467372134,0.3645622895622896,0.35356387248455895,0.015946332733708178,0.017102574145222267,0.018285074504293085
234x234,e2e_wc,task_only,l2_wholecount_shared,test,3,0.5867579908675798,0.5737429237429237,0.5694933261092704,0.014257986297713287,0.01858495533988893,0.01939203034812184
234x234,e2e_wc,task_only,l2_wholecount_shared,train,3,0.8967297762478484,0.8932942332898003,0.9007247274837984,0.04069394291751078,0.043694336971531765,0.040398004977524375
234x234,e2e_wc,task_only,l2_wholecount_shared,val,3,0.4894179894179895,0.47607824274490945,0.4765774019148435,0.030047134104763375,0.027448391418539272,0.03815771512418528
234x234,e2e_wc,task_plus_reg,l2_fixed250_ordered,test,3,0.6141552511415526,0.5989119676619676,0.5970162997778236,0.020925003173314353,0.017506917428498584,0.015633588215032378
234x234,e2e_wc,task_plus_reg,l2_fixed250_ordered,train,3,0.9546758462421113,0.9545435226583612,0.9582552809385495,0.02152036641825712,0.02193773233466491,0.019852577565868185
234x234,e2e_wc,task_plus_reg,l2_fixed250_ordered,val,3,0.5026455026455027,0.49446448613115274,0.5018366823097299,0.022910724967842338,0.015094065938346947,0.012260268661669406
234x234,e2e_wc,task_plus_reg,l2_fixed250_phase_shuffled,test,3,0.4429223744292237,0.43274457024457025,0.4184391177305778,0.02633005158600642,0.024342090324023482,0.027490439066965446
234x234,e2e_wc,task_plus_reg,l2_fixed250_phase_shuffled,train,3,0.9443488238668961,0.9429742059372201,0.9489763876329212,0.01994875347184588,0.022437897895192235,0.019939659346588572
234x234,e2e_wc,task_plus_reg,l2_fixed250_phase_shuffled,val,3,0.3800705467372134,0.3658148949815616,0.35929278375930956,0.026499081483803717,0.029926810243266357,0.039012975966615585
234x234,e2e_wc,task_plus_reg,l2_wholecount_shared,test,3,0.5251141552511416,0.514195757945758,0.4988006208238156,0.06652421134398846,0.06246994421723222,0.06529828211562134
234x234,e2e_wc,task_plus_reg,l2_wholecount_shared,train,3,0.9064830751577739,0.9013811123611389,0.9066727945299714,0.07869219158799923,0.08729793925709843,0.08301438005106516
234x234,e2e_wc,task_plus_reg,l2_wholecount_shared,val,3,0.4841269841269842,0.47243265993265987,0.4727633089086655,0.03174603174603175,0.04043342702443188,0.04479596538634161
234x234,local_tsce,task_only,l2_fixed250_ordered,test,3,0.6027397260273973,0.5912062474562475,0.5967407233749946,0.04277395889313973,0.03685703372758917,0.027738869274204173
234x234,local_tsce,task_only,l2_fixed250_ordered,train,3,0.9827882960413081,0.9826003037685721,0.983940876835019,0.016951562481576785,0.016875537060325838,0.015358167474294722
234x234,local_tsce,task_only,l2_fixed250_ordered,val,3,0.5687830687830687,0.5605058521725188,0.5680924618627982,0.00458214499356845,0.009823173245589107,0.005142780885232245
234x234,local_tsce,task_only,l2_fixed250_phase_shuffled,test,3,0.49086757990867574,0.47205356372023033,0.4643139162209535,0.01425798629771325,0.013739562403742179,0.014737405480542849
234x234,local_tsce,task_only,l2_fixed250_phase_shuffled,train,3,0.9414802065404476,0.9376907292881489,0.9438519873238973,0.013912054679268104,0.015833389224532216,0.013928315322743223
234x234,local_tsce,task_only,l2_fixed250_phase_shuffled,val,3,0.44003527336860665,0.42060285393618724,0.4161414627474345,0.009290699958423973,0.009572767054162972,0.006871617732324679
234x234,local_tsce,task_only,l2_wholecount_shared,test,3,0.6073059360730594,0.5954279516779516,0.5908279371180538,0.01046250158665718,0.010860690804373031,0.008671039758937453
234x234,local_tsce,task_only,l2_wholecount_shared,train,3,0.9236947791164658,0.9223900926520652,0.9270214816535797,0.025373889142278814,0.027669561528374787,0.025300198339821122
234x234,local_tsce,task_only,l2_wholecount_shared,val,3,0.5396825396825397,0.5280944364277698,0.5307979018146537,0.0209980262782904,0.02363287542602399,0.025883344027056346
234x234,local_tsce,task_plus_reg,l2_fixed250_ordered,test,3,0.6004566210045662,0.589727170977171,0.5837084395853774,0.022017467490851532,0.020266131797358904,0.03148824704826445
234x234,local_tsce,task_plus_reg,l2_fixed250_ordered,train,3,0.9770510613884108,0.9773174460912921,0.9787071698652102,0.01671692746337751,0.017264062006452145,0.015676746307012504
234x234,local_tsce,task_plus_reg,l2_fixed250_ordered,val,3,0.5634920634920636,0.5512666345999678,0.5569144695926004,0.020998026278290408,0.016263562403556277,0.014923030895645544
234x234,local_tsce,task_plus_reg,l2_fixed250_phase_shuffled,test,3,0.4939117199391172,0.4798197944031277,0.46893509061083655,0.015201662370957476,0.012995142794359512,0.017707632996113276
234x234,local_tsce,task_plus_reg,l2_fixed250_phase_shuffled,train,3,0.955249569707401,0.9535058752554338,0.9581581516055838,0.012969196277059442,0.014025230100708915,0.01250998910159463
234x234,local_tsce,task_plus_reg,l2_fixed250_phase_shuffled,val,3,0.4488536155202822,0.4336466517022073,0.43686206785931475,0.012219053316182555,0.015610570555609852,0.024690660697743037
234x234,local_tsce,task_plus_reg,l2_wholecount_shared,test,3,0.5776255707762558,0.5656341343841343,0.5578099501762712,0.03088527227960885,0.031806735159340974,0.028744616824678906
234x234,local_tsce,task_plus_reg,l2_wholecount_shared,train,3,0.9592656339644291,0.9593278981896542,0.962070914822703,0.021382266383917607,0.02211362880008859,0.020485389136513463
234x234,local_tsce,task_plus_reg,l2_wholecount_shared,val,3,0.5317460317460317,0.5178992303992304,0.5133555669634438,0.03636964837266544,0.03640669056086785,0.03984242847330372
34x234,e2e_wc,task_only,l2_fixed250_ordered,test,3,0.5753424657534246,0.560778342028342,0.5614281552458689,0.036243168644720374,0.034780544366322545,0.03371852626224551
34x234,e2e_wc,task_only,l2_fixed250_ordered,train,3,0.967871485943775,0.9673224805080588,0.9705018052749109,0.03061232718750223,0.030875322753075123,0.0275887512414791
34x234,e2e_wc,task_only,l2_fixed250_ordered,val,3,0.5238095238095238,0.515055315055315,0.5260087272432648,0.02861548631320631,0.03363059483729579,0.03338634850491867
34x234,e2e_wc,task_only,l2_fixed250_phase_shuffled,test,3,0.3774733637747336,0.3658364012530679,0.34578959597203696,0.031165289542531595,0.03082672486352184,0.03816602520715878
34x234,e2e_wc,task_only,l2_fixed250_phase_shuffled,train,3,0.9301969783897496,0.9267696587215611,0.9342988477896464,0.019220449660359174,0.019407820455653743,0.01669391394541207
34x234,e2e_wc,task_only,l2_fixed250_phase_shuffled,val,3,0.3880070546737213,0.37276401581957136,0.36098941429600134,0.057495320326994837,0.054832034524983135,0.059812270126389344
34x234,e2e_wc,task_only,l2_wholecount_shared,test,3,0.545662100456621,0.537058312058312,0.5266237104422236,0.043498992884149934,0.04154904897518415,0.031188692688794234
34x234,e2e_wc,task_only,l2_wholecount_shared,train,3,0.9053356282271944,0.9016329556720684,0.9081700322945293,0.04330377151603831,0.046445908413838555,0.04336130782535242
34x234,e2e_wc,task_only,l2_wholecount_shared,val,3,0.5,0.48320907487574155,0.4833654785750348,0.02099802627829042,0.014546260631040055,0.006729030738924634
34x234,e2e_wc,task_plus_reg,l2_fixed250_ordered,test,3,0.6004566210045662,0.5849594849594849,0.5757706507529935,0.014257986297713287,0.016332871303249227,0.021523868871949056
34x234,e2e_wc,task_plus_reg,l2_fixed250_ordered,train,3,0.9598393574297188,0.9596491382664278,0.9632069346402975,0.0169806638978184,0.017243137903180175,0.01541472737341248
34x234,e2e_wc,task_plus_reg,l2_fixed250_ordered,val,3,0.5211640211640212,0.5102473144139811,0.5174736685412101,0.016521158725921695,0.013610771005511705,0.017958013540559356
34x234,e2e_wc,task_plus_reg,l2_fixed250_phase_shuffled,test,3,0.4330289193302892,0.41769364894364897,0.39283944497028017,0.025457730112142644,0.024723142248589403,0.034633766486467495
34x234,e2e_wc,task_plus_reg,l2_fixed250_phase_shuffled,train,3,0.9627079747561674,0.9624635459287104,0.9658946536483463,0.0022948938611588865,0.002501472134382929,0.002110436720742706
34x234,e2e_wc,task_plus_reg,l2_fixed250_phase_shuffled,val,3,0.38095238095238093,0.3632462188017744,0.35378904088889795,0.02099802627829037,0.019855265170697856,0.027969981845972287
34x234,e2e_wc,task_plus_reg,l2_wholecount_shared,test,3,0.5799086757990868,0.5656142468642468,0.556580225166247,0.02593108833698753,0.02824271607243979,0.033348491509650795
34x234,e2e_wc,task_plus_reg,l2_wholecount_shared,train,3,0.9162363740676994,0.9125619455448418,0.9200396063949482,0.03338952272392765,0.0358156459605319,0.031555238348765204
34x234,e2e_wc,task_plus_reg,l2_wholecount_shared,val,3,0.5079365079365079,0.48995711079044413,0.4957866775369349,0.015873015873015914,0.016516681596554016,0.026446241822316245
34x234,local_tsce,task_only,l2_fixed250_ordered,test,3,0.6164383561643836,0.6036697099197098,0.6036020094627664,0.0,0.005297093720570658,0.00838087813739815
34x234,local_tsce,task_only,l2_fixed250_ordered,train,3,0.9822145725760184,0.982280797766245,0.9834389010087223,0.011715764691142916,0.01234048224873326,0.011030038450528896
34x234,local_tsce,task_only,l2_fixed250_ordered,val,3,0.5608465608465608,0.557936507936508,0.5626722394175755,0.0300471341047633,0.03028082599998804,0.028953260955774097
34x234,local_tsce,task_only,l2_fixed250_phase_shuffled,test,3,0.4901065449010655,0.4778181694848362,0.4663078916728933,0.03247578126841994,0.0326210675673991,0.029334342475826516
34x234,local_tsce,task_only,l2_fixed250_phase_shuffled,train,3,0.9640466628418435,0.9622002093597963,0.9655617985752684,0.011790447612773633,0.013386154729597073,0.011959212409468121
34x234,local_tsce,task_only,l2_fixed250_phase_shuffled,val,3,0.4462081128747795,0.42736024263802036,0.4249710220031755,0.013049954662212333,0.014854590250057535,0.016091606279712116
34x234,local_tsce,task_only,l2_wholecount_shared,test,3,0.6187214611872146,0.6026542901542902,0.5956066756918329,0.017237064920709453,0.013647700261937472,0.00992500632648038
34x234,local_tsce,task_only,l2_wholecount_shared,train,3,0.9397590361445783,0.9378848141882993,0.942252976134096,0.037353759749071756,0.038868795980168534,0.03570462957159798
34x234,local_tsce,task_only,l2_wholecount_shared,val,3,0.5608465608465608,0.5503427128427129,0.5579938739120475,0.019973106971615723,0.020538720538720537,0.014291302475294235
34x234,local_tsce,task_plus_reg,l2_fixed250_ordered,test,3,0.6506849315068494,0.6376861564361564,0.6361367972575439,0.03624316864472046,0.035136250486334224,0.0316519489660617
34x234,local_tsce,task_plus_reg,l2_fixed250_ordered,train,3,0.9713138267355136,0.9714207392068088,0.9735605186415076,0.01671692746337751,0.017217949326457888,0.015549024422141367
34x234,local_tsce,task_plus_reg,l2_fixed250_ordered,val,3,0.5555555555555555,0.5433281224947892,0.5486677011090458,0.01587301587301583,0.015149897812419526,0.01723959078858552
34x234,local_tsce,task_plus_reg,l2_fixed250_phase_shuffled,test,3,0.47336377473363767,0.46127213835547165,0.4558976407203634,0.040862690285110456,0.035695997068547876,0.03578825932451211
34x234,local_tsce,task_plus_reg,l2_fixed250_phase_shuffled,train,3,0.9615605278255881,0.959990194174404,0.9637581606686959,0.007970421106970663,0.008710499262585684,0.007939562806851045
34x234,local_tsce,task_plus_reg,l2_fixed250_phase_shuffled,val,3,0.43033509700176364,0.4168463737908182,0.41266766666445726,0.018007564247497485,0.016491845057515137,0.009141390038704887
34x234,local_tsce,task_plus_reg,l2_wholecount_shared,test,3,0.634703196347032,0.6255610130610131,0.6240357595223006,0.04954916532924814,0.045254711979188865,0.04825216011532626
34x234,local_tsce,task_plus_reg,l2_wholecount_shared,train,3,0.9271371199082044,0.9260909746836452,0.931007404338092,0.02967875423150334,0.03138642007166001,0.027326595300527865
34x234,local_tsce,task_plus_reg,l2_wholecount_shared,val,3,0.5370370370370371,0.527250681417348,0.5313683890372461,0.039149863986636876,0.037035597000837896,0.031144039090515524
34x34,e2e_wc,task_only,l2_fixed250_ordered,test,3,0.5639269406392694,0.5478290228290228,0.5488511297939859,0.025931088336987526,0.018631714965324887,0.01101282146119616
34x34,e2e_wc,task_only,l2_fixed250_ordered,train,3,0.9414802065404476,0.937729826451085,0.9422916189204531,0.05972238062959544,0.06611567145932667,0.06112230068968543
34x34,e2e_wc,task_only,l2_fixed250_ordered,val,3,0.5185185185185185,0.501473063973064,0.5080237259213792,0.016521158725921727,0.011633434728477722,0.010423791070466365
34x34,e2e_wc,task_only,l2_fixed250_phase_shuffled,test,3,0.3926940639269407,0.38226333851333855,0.37001314516220973,0.0351479550647047,0.03215990792639163,0.034689426095496884
34x34,e2e_wc,task_only,l2_fixed250_phase_shuffled,train,3,0.9634729393765539,0.9625062335218764,0.9661503678382882,0.02303721785095132,0.02479172009318771,0.021508776068279563
34x34,e2e_wc,task_only,l2_fixed250_phase_shuffled,val,3,0.4047619047619047,0.3854069798514243,0.3786364949974294,0.009538495437735443,0.006723559157443066,0.009473229053088667
34x34,e2e_wc,task_only,l2_wholecount_shared,test,3,0.5251141552511416,0.5186299811299812,0.5115609657250275,0.010462501586657156,0.007810722256987343,0.005721750959025694
