contrast,architecture,training_family,regularization,metric,n,delta_mean,delta_std
ordered_minus_phase_shuffled,34x345,local_tsce,task_plus_reg,balanced_accuracy,3,0.14258010508010502,0.01309783563144752
ordered_minus_phase_shuffled,34x345,local_tsce,task_plus_reg,macro_f1,3,0.1534012367312084,0.015818495968549687
ordered_minus_phase_shuffled,34x45,e2e_wc,task_only,accuracy,3,0.1796042617960426,0.057953702780809524
ordered_minus_phase_shuffled,34x45,e2e_wc,task_only,balanced_accuracy,3,0.17548909423909417,0.05881464506052613
ordered_minus_phase_shuffled,34x45,e2e_wc,task_only,macro_f1,3,0.19255689408061963,0.06075876885738933
ordered_minus_phase_shuffled,34x45,e2e_wc,task_plus_reg,accuracy,3,0.14155251141552513,0.025931088336987547
ordered_minus_phase_shuffled,34x45,e2e_wc,task_plus_reg,balanced_accuracy,3,0.13541026874360204,0.017467332975585982
ordered_minus_phase_shuffled,34x45,e2e_wc,task_plus_reg,macro_f1,3,0.1583169120330562,0.023080870498483164
ordered_minus_phase_shuffled,34x45,local_tsce,task_only,accuracy,3,0.0936073059360731,0.033786868919974254
ordered_minus_phase_shuffled,34x45,local_tsce,task_only,balanced_accuracy,3,0.09447689656022984,0.04219012943087193
ordered_minus_phase_shuffled,34x45,local_tsce,task_only,macro_f1,3,0.10369514798937988,0.04236621221438406
ordered_minus_phase_shuffled,34x45,local_tsce,task_plus_reg,accuracy,3,0.11796042617960428,0.004752662099237772
ordered_minus_phase_shuffled,34x45,local_tsce,task_plus_reg,balanced_accuracy,3,0.11779401154401155,0.002630344886094674
ordered_minus_phase_shuffled,34x45,local_tsce,task_plus_reg,macro_f1,3,0.11814216418406438,0.010899721616033605
ordered_minus_phase_shuffled,4x4,e2e_wc,task_only,accuracy,3,0.17884322678843226,0.03836250581774297
ordered_minus_phase_shuffled,4x4,e2e_wc,task_only,balanced_accuracy,3,0.17782132990466323,0.03876156705232476
ordered_minus_phase_shuffled,4x4,e2e_wc,task_only,macro_f1,3,0.20145214172423018,0.045338693171311825
ordered_minus_phase_shuffled,4x4,e2e_wc,task_plus_reg,accuracy,3,0.15753424657534248,0.03292740890834693
ordered_minus_phase_shuffled,4x4,e2e_wc,task_plus_reg,balanced_accuracy,3,0.15603909978909974,0.02769088017224386
ordered_minus_phase_shuffled,4x4,e2e_wc,task_plus_reg,macro_f1,3,0.18243505686329098,0.02088428453871814
ordered_minus_phase_shuffled,4x4,local_tsce,task_only,accuracy,3,0.10958904109589045,0.02968036529680365
ordered_minus_phase_shuffled,4x4,local_tsce,task_only,balanced_accuracy,3,0.1078658995325662,0.025120133807608944
ordered_minus_phase_shuffled,4x4,local_tsce,task_only,macro_f1,3,0.12402034432387386,0.031150053225779163
ordered_minus_phase_shuffled,4x4,local_tsce,task_plus_reg,accuracy,3,0.12252663622526633,0.030145056804167947
ordered_minus_phase_shuffled,4x4,local_tsce,task_plus_reg,balanced_accuracy,3,0.12149447774447773,0.033682199961567655
ordered_minus_phase_shuffled,4x4,local_tsce,task_plus_reg,macro_f1,3,0.14191381576898032,0.035844272643064536
ordered_minus_phase_shuffled,5x5,e2e_wc,task_only,accuracy,3,0.12100456621004567,0.027775171371224747
ordered_minus_phase_shuffled,5x5,e2e_wc,task_only,balanced_accuracy,3,0.11825959534292868,0.024587882271231078
ordered_minus_phase_shuffled,5x5,e2e_wc,task_only,macro_f1,3,0.13274205217803092,0.020054606878712043
ordered_minus_phase_shuffled,5x5,e2e_wc,task_plus_reg,accuracy,3,0.13318112633181126,0.05640393900665992
ordered_minus_phase_shuffled,5x5,e2e_wc,task_plus_reg,balanced_accuracy,3,0.12672743922743923,0.053867251477341956
ordered_minus_phase_shuffled,5x5,e2e_wc,task_plus_reg,macro_f1,3,0.152153072365885,0.0689322819807089
ordered_minus_phase_shuffled,5x5,local_tsce,task_only,accuracy,3,0.07382039573820394,0.019947248739849512
ordered_minus_phase_shuffled,5x5,local_tsce,task_only,balanced_accuracy,3,0.07000090958424286,0.025374232641908634
ordered_minus_phase_shuffled,5x5,local_tsce,task_only,macro_f1,3,0.08202388917505814,0.02470568289717148
ordered_minus_phase_shuffled,5x5,local_tsce,task_plus_reg,accuracy,3,0.091324200913242,0.04794520547945205
ordered_minus_phase_shuffled,5x5,local_tsce,task_plus_reg,balanced_accuracy,3,0.08550384800384801,0.04825605211684655
ordered_minus_phase_shuffled,5x5,local_tsce,task_plus_reg,macro_f1,3,0.0891236918706697,0.03936835345197741
ordered_minus_wholecount,234x234,e2e_wc,task_only,accuracy,3,0.04109589041095892,0.018121584322360156
ordered_minus_wholecount,234x234,e2e_wc,task_only,balanced_accuracy,3,0.035547554297554296,0.023402966009452505
ordered_minus_wholecount,234x234,e2e_wc,task_only,macro_f1,3,0.036201408293082306,0.02111305520218426
ordered_minus_wholecount,234x234,e2e_wc,task_plus_reg,accuracy,3,0.08904109589041097,0.08416579265372952
ordered_minus_wholecount,234x234,e2e_wc,task_plus_reg,balanced_accuracy,3,0.08471620971620969,0.07837900597387869
ordered_minus_wholecount,234x234,e2e_wc,task_plus_reg,macro_f1,3,0.09821567895400803,0.08084598418663448
ordered_minus_wholecount,234x234,local_tsce,task_only,accuracy,3,-0.004566210045662118,0.04349899288414987
ordered_minus_wholecount,234x234,local_tsce,task_only,balanced_accuracy,3,-0.004221704221704203,0.03788612540713205
ordered_minus_wholecount,234x234,local_tsce,task_only,macro_f1,3,0.005912786256940805,0.023514517246369857
ordered_minus_wholecount,234x234,local_tsce,task_plus_reg,accuracy,3,0.02283105022831052,0.014257986297713233
ordered_minus_wholecount,234x234,local_tsce,task_plus_reg,balanced_accuracy,3,0.024093036593036632,0.016601027776080343
ordered_minus_wholecount,234x234,local_tsce,task_plus_reg,macro_f1,3,0.025898489409106218,0.009625274104248373
ordered_minus_wholecount,34x234,e2e_wc,task_only,accuracy,3,0.02968036529680366,0.07938510799412656
ordered_minus_wholecount,34x234,e2e_wc,task_only,balanced_accuracy,3,0.02372002997002994,0.07485233470985032
ordered_minus_wholecount,34x234,e2e_wc,task_only,macro_f1,3,0.03480444480364534,0.06444651028300702
ordered_minus_wholecount,34x234,e2e_wc,task_plus_reg,accuracy,3,0.02054794520547946,0.034246575342465724
ordered_minus_wholecount,34x234,e2e_wc,task_plus_reg,balanced_accuracy,3,0.019345238095238138,0.03703458815315134
ordered_minus_wholecount,34x234,e2e_wc,task_plus_reg,macro_f1,3,0.01919042558674648,0.041186081433303524
ordered_minus_wholecount,34x234,local_tsce,task_only,accuracy,3,-0.0022831050228310223,0.017237064920709484
ordered_minus_wholecount,34x234,local_tsce,task_only,balanced_accuracy,3,0.001015419765419745,0.018689667797507716
ordered_minus_wholecount,34x234,local_tsce,task_only,macro_f1,3,0.007995333770933533,0.01808973779571399
ordered_minus_wholecount,34x234,local_tsce,task_plus_reg,accuracy,3,0.01598173515981738,0.03514795506470465
ordered_minus_wholecount,34x234,local_tsce,task_plus_reg,balanced_accuracy,3,0.012125143375143366,0.032666979457312714
ordered_minus_wholecount,34x234,local_tsce,task_plus_reg,macro_f1,3,0.01210103773524318,0.037106258951934666
ordered_minus_wholecount,34x34,e2e_wc,task_only,accuracy,3,0.038812785388127824,0.015817815594236322
ordered_minus_wholecount,34x34,e2e_wc,task_only,balanced_accuracy,3,0.02919904169904164,0.010821270546075212
ordered_minus_wholecount,34x34,e2e_wc,task_only,macro_f1,3,0.03729016406895843,0.006888869035723097
ordered_minus_wholecount,34x34,e2e_wc,task_plus_reg,accuracy,3,0.047945205479452024,0.0136986301369863
ordered_minus_wholecount,34x34,e2e_wc,task_plus_reg,balanced_accuracy,3,0.038915251415251394,0.014835269964755123
ordered_minus_wholecount,34x34,e2e_wc,task_plus_reg,macro_f1,3,0.03940613574496726,0.01311267232720828
ordered_minus_wholecount,34x34,local_tsce,task_only,accuracy,3,0.0273972602739726,0.013698630136986356
ordered_minus_wholecount,34x34,local_tsce,task_only,balanced_accuracy,3,0.028905816405816426,0.010688630086866307
ordered_minus_wholecount,34x34,local_tsce,task_only,macro_f1,3,0.032482633149485664,0.006430497224181498
ordered_minus_wholecount,34x34,local_tsce,task_plus_reg,accuracy,3,0.02511415525114158,0.017237064920709484
ordered_minus_wholecount,34x34,local_tsce,task_plus_reg,balanced_accuracy,3,0.026423576423576473,0.020657220225109817
ordered_minus_wholecount,34x34,local_tsce,task_plus_reg,macro_f1,3,0.030890117468083084,0.023701377841009848
ordered_minus_wholecount,34x345,e2e_wc,task_only,accuracy,3,0.05479452054794524,0.011863361695677225
ordered_minus_wholecount,34x345,e2e_wc,task_only,balanced_accuracy,3,0.0499160561660561,0.00937369929085612
ordered_minus_wholecount,34x345,e2e_wc,task_only,macro_f1,3,0.06157873625895708,0.01918907520579815
ordered_minus_wholecount,34x345,e2e_wc,task_plus_reg,accuracy,3,0.05707762557077626,0.007908907797118192
ordered_minus_wholecount,34x345,e2e_wc,task_plus_reg,balanced_accuracy,3,0.05265336515336516,0.002510164719914837
ordered_minus_wholecount,34x345,e2e_wc,task_plus_reg,macro_f1,3,0.05529471946875756,0.012826183220913234
ordered_minus_wholecount,34x345,local_tsce,task_only,accuracy,3,0.0091324200913242,0.015817815594236322
ordered_minus_wholecount,34x345,local_tsce,task_only,balanced_accuracy,3,0.010489741739741784,0.019401668363812418
ordered_minus_wholecount,34x345,local_tsce,task_only,macro_f1,3,0.009382372703146236,0.015299527621081808
ordered_minus_wholecount,34x345,local_tsce,task_plus_reg,accuracy,3,0.02511415525114158,0.01046250158665715
ordered_minus_wholecount,34x345,local_tsce,task_plus_reg,balanced_accuracy,3,0.02875041625041619,0.017041146492543107
ordered_minus_wholecount,34x345,local_tsce,task_plus_reg,macro_f1,3,0.03869554426914138,0.015598785959063615
ordered_minus_wholecount,34x45,e2e_wc,task_only,accuracy,3,0.08675799086757989,0.09597191578531375
ordered_minus_wholecount,34x45,e2e_wc,task_only,balanced_accuracy,3,0.07893634143634137,0.09743275299995252
ordered_minus_wholecount,34x45,e2e_wc,task_only,macro_f1,3,0.09027643172996301,0.09531797257080118
ordered_minus_wholecount,34x45,e2e_wc,task_plus_reg,accuracy,3,0.07762557077625575,0.03447412984141895
ordered_minus_wholecount,34x45,e2e_wc,task_plus_reg,balanced_accuracy,3,0.07104932104932105,0.03367723386004424
ordered_minus_wholecount,34x45,e2e_wc,task_plus_reg,macro_f1,3,0.09441513383815363,0.040567395445276516
ordered_minus_wholecount,34x45,local_tsce,task_only,accuracy,3,-0.0182648401826484,0.007908907797118161
ordered_minus_wholecount,34x45,local_tsce,task_only,balanced_accuracy,3,-0.02350589225589228,0.010723937239766957
ordered_minus_wholecount,34x45,local_tsce,task_only,macro_f1,3,-0.01732365235298509,0.01590967325820491
ordered_minus_wholecount,34x45,local_tsce,task_plus_reg,accuracy,3,0.06392694063926942,0.057441760846617014
ordered_minus_wholecount,34x45,local_tsce,task_plus_reg,balanced_accuracy,3,0.06431577681577681,0.05470294833793567
ordered_minus_wholecount,34x45,local_tsce,task_plus_reg,macro_f1,3,0.07024695961008891,0.05829602163517483
ordered_minus_wholecount,4x4,e2e_wc,task_only,accuracy,3,0.05707762557077628,0.02593108833698757
ordered_minus_wholecount,4x4,e2e_wc,task_only,balanced_accuracy,3,0.050536038036038046,0.03143258047630972
ordered_minus_wholecount,4x4,e2e_wc,task_only,macro_f1,3,0.06283720247043284,0.030679903193793198
ordered_minus_wholecount,4x4,e2e_wc,task_plus_reg,accuracy,3,0.07534246575342467,0.006849315068493152
ordered_minus_wholecount,4x4,e2e_wc,task_plus_reg,balanced_accuracy,3,0.06995735745735744,0.005251600479901515
ordered_minus_wholecount,4x4,e2e_wc,task_plus_reg,macro_f1,3,0.08991563355623981,0.014446101215201314
ordered_minus_wholecount,4x4,local_tsce,task_only,accuracy,3,0.022831050228310484,0.01046250158665721
ordered_minus_wholecount,4x4,local_tsce,task_only,balanced_accuracy,3,0.018738668738668807,0.00835951267104284
ordered_minus_wholecount,4x4,local_tsce,task_only,macro_f1,3,0.025291168644876127,0.009184329069054933
ordered_minus_wholecount,4x4,local_tsce,task_plus_reg,accuracy,3,0.043378995433789945,0.028515972595426466
ordered_minus_wholecount,4x4,local_tsce,task_plus_reg,balanced_accuracy,3,0.04411606911606917,0.030958483675459364
ordered_minus_wholecount,4x4,local_tsce,task_plus_reg,macro_f1,3,0.05666928412986466,0.030127437408225315
ordered_minus_wholecount,5x5,e2e_wc,task_only,accuracy,3,0.018264840182648418,0.017237064920709488
ordered_minus_wholecount,5x5,e2e_wc,task_only,balanced_accuracy,3,0.017637455137455127,0.01564831979044879
ordered_minus_wholecount,5x5,e2e_wc,task_only,macro_f1,3,0.03318187092110314,0.028099484913207462
ordered_minus_wholecount,5x5,e2e_wc,task_plus_reg,accuracy,3,0.05022831050228308,0.07194498290679786
ordered_minus_wholecount,5x5,e2e_wc,task_plus_reg,balanced_accuracy,3,0.050374394124394116,0.0728027069486836
ordered_minus_wholecount,5x5,e2e_wc,task_plus_reg,macro_f1,3,0.09784677867033346,0.11324697192114293
ordered_minus_wholecount,5x5,local_tsce,task_only,accuracy,3,-0.00684931506849316,0.056064060081318146
ordered_minus_wholecount,5x5,local_tsce,task_only,balanced_accuracy,3,-0.009718753468753505,0.05299634670779813
ordered_minus_wholecount,5x5,local_tsce,task_only,macro_f1,3,0.0016848576251276375,0.04940809818540647
ordered_minus_wholecount,5x5,local_tsce,task_plus_reg,accuracy,3,0.01598173515981734,0.04560498711287256
ordered_minus_wholecount,5x5,local_tsce,task_plus_reg,balanced_accuracy,3,0.008154345654345621,0.04215916636313605
ordered_minus_wholecount,5x5,local_tsce,task_plus_reg,macro_f1,3,0.021369162972197264,0.03823820686648376
phase_shuffled_minus_wholecount,234x234,e2e_wc,task_only,accuracy,3,-0.17808219178082188,0.021779433822304697
phase_shuffled_minus_wholecount,234x234,e2e_wc,task_only,balanced_accuracy,3,-0.177497964997965,0.02787588235321395
phase_shuffled_minus_wholecount,234x234,e2e_wc,task_only,macro_f1,3,-0.19007335989159135,0.030327977953223176
phase_shuffled_minus_wholecount,234x234,e2e_wc,task_plus_reg,accuracy,3,-0.0821917808219178,0.09020432084538094
phase_shuffled_minus_wholecount,234x234,e2e_wc,task_plus_reg,balanced_accuracy,3,-0.08145118770118766,0.08480165686922873
phase_shuffled_minus_wholecount,234x234,e2e_wc,task_plus_reg,macro_f1,3,-0.0803615030932378,0.09069988436366822
phase_shuffled_minus_wholecount,234x234,local_tsce,task_only,accuracy,3,-0.11643835616438358,0.017237064920709484
phase_shuffled_minus_wholecount,234x234,local_tsce,task_only,balanced_accuracy,3,-0.12337438795772128,0.018114054529765444
phase_shuffled_minus_wholecount,234x234,local_tsce,task_only,macro_f1,3,-0.12651402089710034,0.014023836513692631
phase_shuffled_minus_wholecount,234x234,local_tsce,task_plus_reg,accuracy,3,-0.08371385083713849,0.03626713107288844
phase_shuffled_minus_wholecount,234x234,local_tsce,task_plus_reg,balanced_accuracy,3,-0.08581433998100664,0.03714549083674777
phase_shuffled_minus_wholecount,234x234,local_tsce,task_plus_reg,macro_f1,3,-0.08887485956543457,0.037419927808384684
phase_shuffled_minus_wholecount,34x234,e2e_wc,task_only,accuracy,3,-0.16818873668188739,0.012982284710222294
phase_shuffled_minus_wholecount,34x234,e2e_wc,task_only,balanced_accuracy,3,-0.17122191080524418,0.013571134517896951
phase_shuffled_minus_wholecount,34x234,e2e_wc,task_only,macro_f1,3,-0.18083411447018657,0.006989626554817923
phase_shuffled_minus_wholecount,34x234,e2e_wc,task_plus_reg,accuracy,3,-0.1468797564687976,0.01845411819327568
phase_shuffled_minus_wholecount,34x234,e2e_wc,task_plus_reg,balanced_accuracy,3,-0.1479205979205978,0.0228247472309824
phase_shuffled_minus_wholecount,34x234,e2e_wc,task_plus_reg,macro_f1,3,-0.1637407801959668,0.03164898994767355
phase_shuffled_minus_wholecount,34x234,local_tsce,task_only,accuracy,3,-0.12861491628614916,0.0194175811600808
phase_shuffled_minus_wholecount,34x234,local_tsce,task_only,balanced_accuracy,3,-0.12483612066945399,0.02356783882009481
phase_shuffled_minus_wholecount,34x234,local_tsce,task_only,macro_f1,3,-0.12929878401893954,0.02200228920236564
phase_shuffled_minus_wholecount,34x234,local_tsce,task_plus_reg,accuracy,3,-0.16133942161339423,0.01395000211554294
phase_shuffled_minus_wholecount,34x234,local_tsce,task_plus_reg,balanced_accuracy,3,-0.16428887470554143,0.01255693023234883
phase_shuffled_minus_wholecount,34x234,local_tsce,task_plus_reg,macro_f1,3,-0.1681381188019373,0.01661406689920297
phase_shuffled_minus_wholecount,34x34,e2e_wc,task_only,accuracy,3,-0.13242009132420093,0.044913962495219166
phase_shuffled_minus_wholecount,34x34,e2e_wc,task_only,balanced_accuracy,3,-0.13636664261664258,0.03956046939334656
phase_shuffled_minus_wholecount,34x34,e2e_wc,task_only,macro_f1,3,-0.1415478205628178,0.03977170226382348
phase_shuffled_minus_wholecount,34x34,e2e_wc,task_plus_reg,accuracy,3,-0.1331811263318113,0.05008974938174832
phase_shuffled_minus_wholecount,34x34,e2e_wc,task_plus_reg,balanced_accuracy,3,-0.14058156349823017,0.04857261110356558
phase_shuffled_minus_wholecount,34x34,e2e_wc,task_plus_reg,macro_f1,3,-0.1553925312617607,0.04808505677206939
phase_shuffled_minus_wholecount,34x34,local_tsce,task_only,accuracy,3,-0.12480974124809739,0.04790895201076756
phase_shuffled_minus_wholecount,34x34,local_tsce,task_only,balanced_accuracy,3,-0.12536491286491283,0.04908861907414217
phase_shuffled_minus_wholecount,34x34,local_tsce,task_only,macro_f1,3,-0.13249755383511863,0.048743648843949515
phase_shuffled_minus_wholecount,34x34,local_tsce,task_plus_reg,accuracy,3,-0.08295281582952817,0.01449966429471666
phase_shuffled_minus_wholecount,34x34,local_tsce,task_plus_reg,balanced_accuracy,3,-0.08608143399810064,0.021606968822544037
phase_shuffled_minus_wholecount,34x34,local_tsce,task_plus_reg,macro_f1,3,-0.09178756090346134,0.024946515758888302
phase_shuffled_minus_wholecount,34x345,e2e_wc,task_only,accuracy,3,-0.12861491628614916,0.02704620341539858
phase_shuffled_minus_wholecount,34x345,e2e_wc,task_only,balanced_accuracy,3,-0.1323149843983177,0.02586763998769662
phase_shuffled_minus_wholecount,34x345,e2e_wc,task_only,macro_f1,3,-0.13999303897878926,0.024469038883668224
phase_shuffled_minus_wholecount,34x345,e2e_wc,task_plus_reg,accuracy,3,-0.11796042617960427,0.008018001333982257
phase_shuffled_minus_wholecount,34x345,e2e_wc,task_plus_reg,balanced_accuracy,3,-0.1191422774756108,0.005145759248484705
phase_shuffled_minus_wholecount,34x345,e2e_wc,task_plus_reg,macro_f1,3,-0.13117161541371816,0.012506700745833285
phase_shuffled_minus_wholecount,34x345,local_tsce,task_only,accuracy,3,-0.1133942161339422,0.023431970043136505
phase_shuffled_minus_wholecount,34x345,local_tsce,task_only,balanced_accuracy,3,-0.11034019992353321,0.026086790519285058
phase_shuffled_minus_wholecount,34x345,local_tsce,task_only,macro_f1,3,-0.11829324949779002,0.027470940954279575
phase_shuffled_minus_wholecount,34x345,local_tsce,task_plus_reg,accuracy,3,-0.1164383561643836,0.006040528107453401
phase_shuffled_minus_wholecount,34x345,local_tsce,task_plus_reg,balanced_accuracy,3,-0.11382968882968882,0.009013474802287334
phase_shuffled_minus_wholecount,34x345,local_tsce,task_plus_reg,macro_f1,3,-0.11470569246206701,0.017114291940435275
phase_shuffled_minus_wholecount,34x45,e2e_wc,task_only,accuracy,3,-0.09284627092846272,0.08333593957685098
phase_shuffled_minus_wholecount,34x45,e2e_wc,task_only,balanced_accuracy,3,-0.09655275280275277,0.08734137113511835
phase_shuffled_minus_wholecount,34x45,e2e_wc,task_only,macro_f1,3,-0.10228046235065665,0.09236696474714533
phase_shuffled_minus_wholecount,34x45,e2e_wc,task_plus_reg,accuracy,3,-0.06392694063926939,0.017237064920709543
phase_shuffled_minus_wholecount,34x45,e2e_wc,task_plus_reg,balanced_accuracy,3,-0.06436094769428098,0.018048267077074107
phase_shuffled_minus_wholecount,34x45,e2e_wc,task_plus_reg,macro_f1,3,-0.06390177819490257,0.01800270853279466
phase_shuffled_minus_wholecount,34x45,local_tsce,task_only,accuracy,3,-0.1118721461187215,0.03138750475997152
phase_shuffled_minus_wholecount,34x45,local_tsce,task_only,balanced_accuracy,3,-0.11798278881612212,0.03776414639674171
phase_shuffled_minus_wholecount,34x45,local_tsce,task_only,macro_f1,3,-0.12101880034236497,0.0433841863732421
phase_shuffled_minus_wholecount,34x45,local_tsce,task_plus_reg,accuracy,3,-0.05403348554033486,0.05277545950558844
phase_shuffled_minus_wholecount,34x45,local_tsce,task_plus_reg,balanced_accuracy,3,-0.05347823472823474,0.05320355791704033
phase_shuffled_minus_wholecount,34x45,local_tsce,task_plus_reg,macro_f1,3,-0.04789520457397548,0.0474365370602733
phase_shuffled_minus_wholecount,4x4,e2e_wc,task_only,accuracy,3,-0.121765601217656,0.019147253615538977
phase_shuffled_minus_wholecount,4x4,e2e_wc,task_only,balanced_accuracy,3,-0.12728529186862517,0.01681615867111545
phase_shuffled_minus_wholecount,4x4,e2e_wc,task_only,macro_f1,3,-0.1386149392537973,0.02318227168751501
phase_shuffled_minus_wholecount,4x4,e2e_wc,task_plus_reg,accuracy,3,-0.08219178082191782,0.039610391718943996
phase_shuffled_minus_wholecount,4x4,e2e_wc,task_plus_reg,balanced_accuracy,3,-0.0860817423317423,0.032228572430268505
phase_shuffled_minus_wholecount,4x4,e2e_wc,task_plus_reg,macro_f1,3,-0.09251942330705117,0.03516686752347928
phase_shuffled_minus_wholecount,4x4,local_tsce,task_only,accuracy,3,-0.08675799086757996,0.040003231661952625
phase_shuffled_minus_wholecount,4x4,local_tsce,task_only,balanced_accuracy,3,-0.0891272307938974,0.0319401191458098
phase_shuffled_minus_wholecount,4x4,local_tsce,task_only,macro_f1,3,-0.09872917567899774,0.035778557679681376
phase_shuffled_minus_wholecount,4x4,local_tsce,task_plus_reg,accuracy,3,-0.07914764079147639,0.0034875005288856824
phase_shuffled_minus_wholecount,4x4,local_tsce,task_plus_reg,balanced_accuracy,3,-0.07737840862840856,0.0030320924235988193
phase_shuffled_minus_wholecount,4x4,local_tsce,task_plus_reg,macro_f1,3,-0.08524453163911566,0.005789428706133439
phase_shuffled_minus_wholecount,5x5,e2e_wc,task_only,accuracy,3,-0.10273972602739724,0.01271179078271693
