contrast,architecture,training_family,regularization,metric,n,delta_mean,delta_std
ordered_minus_phase_shuffled,234x234,e2e_wc,task_only,accuracy,3,0.2191780821917808,0.017831620264627042
ordered_minus_phase_shuffled,234x234,e2e_wc,task_only,balanced_accuracy,3,0.2130455192955193,0.018254258496540044
ordered_minus_phase_shuffled,234x234,e2e_wc,task_only,macro_f1,3,0.22627476818467365,0.013756079980922674
ordered_minus_phase_shuffled,234x234,e2e_wc,task_plus_reg,accuracy,3,0.17123287671232879,0.006040528107453457
ordered_minus_phase_shuffled,234x234,e2e_wc,task_plus_reg,balanced_accuracy,3,0.16616739741739736,0.006835896746191041
ordered_minus_phase_shuffled,234x234,e2e_wc,task_plus_reg,macro_f1,3,0.17857718204724582,0.013876858198489272
ordered_minus_phase_shuffled,234x234,local_tsce,task_only,accuracy,3,0.11187214611872147,0.028515972595426462
ordered_minus_phase_shuffled,234x234,local_tsce,task_only,balanced_accuracy,3,0.11915268373601708,0.023282407351360272
ordered_minus_phase_shuffled,234x234,local_tsce,task_only,macro_f1,3,0.13242680715404115,0.01407659524012661
ordered_minus_phase_shuffled,234x234,local_tsce,task_plus_reg,accuracy,3,0.106544901065449,0.022869070321638846
ordered_minus_phase_shuffled,234x234,local_tsce,task_plus_reg,balanced_accuracy,3,0.10990737657404327,0.02142364794913449
ordered_minus_phase_shuffled,234x234,local_tsce,task_plus_reg,macro_f1,3,0.11477334897454079,0.03535906257764549
ordered_minus_phase_shuffled,34x234,e2e_wc,task_only,accuracy,3,0.19786910197869104,0.06735482282092993
ordered_minus_phase_shuffled,34x234,e2e_wc,task_only,balanced_accuracy,3,0.19494194077527408,0.06539102982920571
ordered_minus_phase_shuffled,34x234,e2e_wc,task_only,macro_f1,3,0.2156385592738319,0.07132303667581448
ordered_minus_phase_shuffled,34x234,e2e_wc,task_plus_reg,accuracy,3,0.16742770167427704,0.03890221588776879
ordered_minus_phase_shuffled,34x234,e2e_wc,task_plus_reg,balanced_accuracy,3,0.16726583601583597,0.040456488985375384
ordered_minus_phase_shuffled,34x234,e2e_wc,task_plus_reg,macro_f1,3,0.18293120578271327,0.05438386878376315
ordered_minus_phase_shuffled,34x234,local_tsce,task_only,accuracy,3,0.12633181126331813,0.0324757812684199
ordered_minus_phase_shuffled,34x234,local_tsce,task_only,balanced_accuracy,3,0.12585154043487373,0.037701897678707796
ordered_minus_phase_shuffled,34x234,local_tsce,task_only,macro_f1,3,0.13729411778987308,0.035019243636213365
ordered_minus_phase_shuffled,34x234,local_tsce,task_plus_reg,accuracy,3,0.1773211567732116,0.021213637541501226
ordered_minus_phase_shuffled,34x234,local_tsce,task_plus_reg,balanced_accuracy,3,0.1764140180806848,0.020842816785643422
ordered_minus_phase_shuffled,34x234,local_tsce,task_plus_reg,macro_f1,3,0.18023915653718045,0.020691670128795536
ordered_minus_phase_shuffled,34x34,e2e_wc,task_only,accuracy,3,0.17123287671232879,0.058252743480242335
ordered_minus_phase_shuffled,34x34,e2e_wc,task_only,balanced_accuracy,3,0.16556568431568422,0.05004681030262012
ordered_minus_phase_shuffled,34x34,e2e_wc,task_only,macro_f1,3,0.17883798463177625,0.04569211107329453
ordered_minus_phase_shuffled,34x34,e2e_wc,task_plus_reg,accuracy,3,0.18112633181126334,0.038835162320161584
ordered_minus_phase_shuffled,34x34,e2e_wc,task_plus_reg,balanced_accuracy,3,0.17949681491348154,0.03383610892921413
ordered_minus_phase_shuffled,34x34,e2e_wc,task_plus_reg,macro_f1,3,0.19479866700672796,0.034973185652660964
ordered_minus_phase_shuffled,34x34,local_tsce,task_only,accuracy,3,0.15220700152206998,0.038902215887768786
ordered_minus_phase_shuffled,34x34,local_tsce,task_only,balanced_accuracy,3,0.15427072927072927,0.04176617819479547
ordered_minus_phase_shuffled,34x34,local_tsce,task_only,macro_f1,3,0.1649801869846043,0.0431720261830824
ordered_minus_phase_shuffled,34x34,local_tsce,task_plus_reg,accuracy,3,0.10806697108066975,0.010295090759869693
ordered_minus_phase_shuffled,34x34,local_tsce,task_plus_reg,balanced_accuracy,3,0.11250501042167711,0.012388937438963753
ordered_minus_phase_shuffled,34x34,local_tsce,task_plus_reg,macro_f1,3,0.12267767837154442,0.0163500574175926
ordered_minus_phase_shuffled,34x345,e2e_wc,task_only,accuracy,3,0.18340943683409439,0.03487500528885722
ordered_minus_phase_shuffled,34x345,e2e_wc,task_only,balanced_accuracy,3,0.1822310405643738,0.031135752772161535
ordered_minus_phase_shuffled,34x345,e2e_wc,task_only,macro_f1,3,0.20157177523774636,0.033084465298270305
ordered_minus_phase_shuffled,34x345,e2e_wc,task_plus_reg,accuracy,3,0.17503805175038054,0.00475266209923774
ordered_minus_phase_shuffled,34x345,e2e_wc,task_plus_reg,balanced_accuracy,3,0.17179564262897595,0.0026372658077965998
ordered_minus_phase_shuffled,34x345,e2e_wc,task_plus_reg,macro_f1,3,0.1864663348824757,0.015515264940842755
ordered_minus_phase_shuffled,34x345,local_tsce,task_only,accuracy,3,0.1225266362252664,0.038835162320161605
ordered_minus_phase_shuffled,34x345,local_tsce,task_only,balanced_accuracy,3,0.12082994166327499,0.04490095119736899
ordered_minus_phase_shuffled,34x345,local_tsce,task_only,macro_f1,3,0.12767562220093626,0.0420116978701321
ordered_minus_phase_shuffled,34x345,local_tsce,task_plus_reg,accuracy,3,0.1415525114155252,0.009951824072010626
