seed,condition,max_abs_charge_identity_error,mean_abs_final_membrane,mean_spikes_per_output_neuron_sample,mean_total_output_spikes_per_sample,negative_evidence_fraction,output_spikes_per_neuron_second,potential_multi_crossing_fraction,silent_output_neuron_fraction,silent_sample_fraction,negative_event_fraction,positive_event_fraction,valid_output_positions
11,source_w_beta_0.5_cap1_gain1,2.2737367544323206e-13,6.453279474638365,18.25799086757991,219.0958904109589,0.5775278882261984,14.132096311022753,0.1950864258891098,0.2026255707762557,0.0,,,
11,source_w_beta_0.6_cap1_gain1,3.410605131648481e-13,8.019196046401772,18.345319634703195,220.14383561643837,0.5775278882261984,14.199690744422355,0.19911089021426995,0.21118721461187215,0.0,,,
11,source_w_beta_0.7_cap1_gain1,3.979039320256561e-13,10.60742135905914,18.370433789954337,220.44520547945206,0.5775278882261984,14.21912966644577,0.2029075546719682,0.2208904109589041,0.0,,,
11,source_w_beta_0.8_cap1_gain1,4.547473508864641e-13,15.720835301754555,18.363013698630137,220.35616438356163,0.5775278882261984,14.213386348575215,0.2062624254473161,0.2374429223744292,0.0,,,
11,source_w_beta_0.95_cap1_gain1,2.2737367544323206e-13,54.12499356014613,17.43321917808219,209.1986301369863,0.5775278882261984,13.493704440026507,0.20154075546719682,0.329337899543379,0.0,,,
11,source_w_beta_0.9_cap1_gain1,3.410605131648481e-13,30.216594195136494,18.02568493150685,216.3082191780822,0.5775278882261984,13.952286282306163,0.20653164347249833,0.2751141552511416,0.0,,,
11,source_w_beta_1_cap1_gain1,0.0,164.1783086542156,16.503995433789953,198.04794520547946,0.5775278882261984,12.77446432516015,0.1919938701126574,0.4172374429223744,0.0,,,
11,source_w_if_beta1_bipolar_gain1,,85.40157872266047,,1084.2123287671234,,69.93373094764745,,,0.0,0.6337028964907293,0.36629710350927064,144864.0
11,source_w_if_beta1_cap31_gain1,0.0,156.95484089143258,57.24486301369863,686.9383561643835,0.5775278882261984,44.30881378396289,0.12031974817760106,0.4172374429223744,0.0,,,
11,source_w_if_beta1_gain1,0.0,164.1783086542156,16.503995433789953,198.04794520547946,0.5775278882261984,12.77446432516015,0.1919938701126574,0.4172374429223744,0.0,,,
11,source_w_if_beta1_gain_calibrated,2.1316282072803006e-14,11.601311063742603,4.0062785388127855,48.07534246575342,0.5775278882261984,3.1009498564170532,0.000276121051468964,0.5593607305936074,0.0,,,
11,source_w_lif_beta05_bipolar_gain1,,2.9178178122501093,,792.4657534246576,,51.115529047934615,,,0.0,0.6989801210025929,0.30101987899740706,144864.0
11,source_w_lif_beta05_cap31_gain1,2.2737367544323206e-13,5.59676622165021,79.64497716894977,955.7397260273973,0.5775278882261984,61.647006847802075,0.17662773359840955,0.2026255707762557,0.0,,,
11,source_w_lif_beta05_gain1,2.2737367544323206e-13,6.453279474638365,18.25799086757991,219.0958904109589,0.5775278882261984,14.132096311022753,0.1950864258891098,0.2026255707762557,0.0,,,
11,source_w_lif_beta05_gain_calibrated,3.552713678800501e-14,0.4703459333558141,1.75,21.0,0.5775278882261984,1.3545394300861497,0.0,0.6986301369863014,0.0136986301369863,,,
23,source_w_beta_0.5_cap1_gain1,2.2737367544323206e-13,5.74034582000046,17.765981735159816,213.1917808219178,0.5693685111552905,13.751270156836757,0.18700298210735586,0.21746575342465754,0.0,,,
23,source_w_beta_0.6_cap1_gain1,2.8421709430404007e-13,7.143079223366286,17.84474885844749,214.13698630136986,0.5693685111552905,13.812237685001104,0.19149685222001325,0.23059360730593606,0.0,,,
23,source_w_beta_0.7_cap1_gain1,3.410605131648481e-13,9.446203834002862,17.90353881278539,214.84246575342465,0.5693685111552905,13.857742434283189,0.1958595648332229,0.24315068493150685,0.0,,,
23,source_w_beta_0.8_cap1_gain1,4.547473508864641e-13,13.964480022486539,17.859018264840184,214.3082191780822,0.5693685111552905,13.823282527059863,0.19905566600397614,0.271689497716895,0.0,,,
23,source_w_beta_0.95_cap1_gain1,2.2737367544323206e-13,47.821798303476406,16.863584474885844,202.36301369863014,0.5693685111552905,13.052794345040866,0.19435470510271702,0.3504566210045662,0.0,,,
23,source_w_beta_0.9_cap1_gain1,3.410605131648481e-13,26.767299678818397,17.522831050228312,210.27397260273972,0.5693685111552905,13.56306604815551,0.2002222774464325,0.3082191780821918,0.0,,,
23,source_w_beta_1_cap1_gain1,0.0,144.1714532418364,15.743721461187215,188.92465753424656,0.5693685111552905,12.185995140269494,0.1827162027833002,0.4469178082191781,0.0,,,
23,source_w_if_beta1_bipolar_gain1,,72.1538485931297,,1026.335616438356,,66.20057433178705,,,0.0,0.6508325269445093,0.3491674730554907,144864.0
23,source_w_if_beta1_cap31_gain1,0.0,137.1387915630596,50.04509132420091,600.5410958904109,0.5693685111552905,38.73602827479567,0.11917384581400486,0.4469178082191781,0.0,,,
