seed,condition,max_abs_charge_identity_error,mean_abs_final_membrane,mean_spikes_per_output_neuron_sample,mean_total_output_spikes_per_sample,negative_evidence_fraction,output_spikes_per_neuron_second,potential_multi_crossing_fraction,silent_output_neuron_fraction,silent_sample_fraction
11,X2_wlin_lif_beta05,2.2737367544323206e-13,6.098169758840112,21.57933789954338,258.95205479452056,0.5378423901038215,16.702893748619395,0.234737408880053,0.158675799086758,0.0
11,X4_wlif_lif_beta05,5.684341886080802e-14,0.8338117552679679,15.091324200913242,181.0958904109589,0.46363485752153744,11.681024961343052,0.06988623812679479,0.2505707762557078,0.0
23,X2_wlin_lif_beta05,5.684341886080802e-14,2.63282549992778,20.763698630136986,249.16438356164383,0.4954440026507621,16.071570576540754,0.19352634194831014,0.18664383561643835,0.0
23,X4_wlif_lif_beta05,5.684341886080802e-14,0.9986127034543151,15.519977168949772,186.23972602739727,0.47652971062513805,12.01281201678816,0.08125552242102937,0.2705479452054795,0.0
37,X2_wlin_lif_beta05,1.1368683772161603e-13,4.042700024014989,21.43607305936073,257.2328767123288,0.5305596973713276,16.59200353434946,0.22132482880494808,0.1541095890410959,0.0
37,X4_wlif_lif_beta05,4.263256414560601e-14,0.9988567563866231,14.55365296803653,174.64383561643837,0.4872570134747073,11.264855312569031,0.07079053457035564,0.18949771689497716,0.0
