mode,split,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,objective_loss_mean,accuracy_std,balanced_accuracy_std,macro_f1_std,objective_loss_std
lif,test,3,0.49086757990867574,0.47266021016021015,0.45182728373760533,2.2253346737116986,0.015817815594236322,0.017049137623960386,0.01182543301451751,0.006619588557932354
lif,train,3,0.7974756167527252,0.7910493383241629,0.7761472479063717,2.089948739324297,0.12102573772613776,0.12464809793161037,0.13954199522686087,0.05953330407433115
lif,val,3,0.5079365079365079,0.5003006253006252,0.47617247760503334,2.2235533396402993,0.0363696483726654,0.04382330856861997,0.05363078272926479,0.023504100301494645
linear,test,3,0.5662100456621005,0.5498182373182372,0.53874045105099,1.5623181045871892,0.017237064920709505,0.02113306766919594,0.020747788514644178,0.18321530804306724
linear,train,3,0.8181296615031556,0.8121025074903357,0.8131890025966916,1.0866080238705589,0.12650699981280186,0.13439230694757529,0.1382766022860299,0.40826067894666196
linear,val,3,0.5476190476190476,0.5361892736892737,0.5257286879535366,1.5117175181706746,0.034594436059846634,0.04197354864183287,0.06131799805550948,0.23226781880361105
