condition,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
X1_wlin_analog,3,0.5662100456621005,0.5498182373182372,0.53874045105099,0.017237064920709505,0.02113306766919594,0.020747788514644178
X2_wlin_lif_beta05,3,0.5159817351598174,0.4997759185259185,0.4828260297771541,0.02092500317331438,0.021536694375708425,0.03416999465671184
X3_wlif_analog,3,0.4954337899543379,0.47876452251452245,0.45756324467330783,0.01425798629771326,0.021079199480776408,0.037251203414763956
X4_wlif_lif_beta05,3,0.49086757990867574,0.47266021016021015,0.45182728373760533,0.015817815594236322,0.017049137623960386,0.01182543301451751
