seed,charge_sanity_delta_pp,leakage_penalty_pp,spike_conversion_penalty_pp,total_linear_to_lif_pp
11,0.0,-24.03318903318903,24.25123487623487,0.2180458430458443
23,0.0,-14.829753579753579,16.846139971139973,2.0163863913863933
37,0.0,-22.89703352203351,25.93774281274281,3.040709290709298
