epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
0,0.067122703538358,0.9900083794201442,2.1884961128234863,0.6027597402597403
1,0.06777405531086322,0.9900083794201442,2.1924550533294678,0.5951839826839828
2,0.06683761044926365,0.9900083794201442,2.202542304992676,0.6027597402597403
3,0.0671261973621359,0.9916750460868108,2.2071988582611084,0.5977994227994228
4,0.06666357596941844,0.9916750460868108,2.209902286529541,0.6097041847041847
5,0.06631403953388411,0.9916750460868108,2.2129697799682617,0.6027597402597403
6,0.06650004746222456,0.9916750460868108,2.210334062576294,0.5951839826839828
7,0.06630366996071732,0.9916750460868108,2.2125091552734375,0.6027597402597403
8,0.06616133995187468,0.9900083794201442,2.219494104385376,0.5977994227994228
9,0.06602745737861233,0.9916750460868108,2.2238054275512695,0.5908549783549784
10,0.06591097284717527,0.9916750460868108,2.22796368598938,0.5908549783549784
11,0.06587580477309105,0.9916750460868108,2.2311272621154785,0.5908549783549784
12,0.06580459023224712,0.9916750460868108,2.2316527366638184,0.5908549783549784
13,0.06577211169593306,0.9916750460868108,2.2294504642486572,0.5908549783549784
14,0.06579824269023081,0.9916750460868108,2.235633373260498,0.6027597402597403
15,0.06565074390521763,0.9916750460868108,2.2370243072509766,0.5908549783549784
16,0.06562917818365019,0.9916750460868108,2.236278533935547,0.5908549783549784
17,0.06551475654934852,0.9916750460868108,2.233553171157837,0.5908549783549784
18,0.06552065454308015,0.9916750460868108,2.2335805892944336,0.6027597402597403
19,0.06545055117746638,0.9916750460868108,2.2399795055389404,0.5908549783549784
20,0.0653928483286536,0.9916750460868108,2.240368366241455,0.5908549783549784
21,0.06540552794086954,0.9916750460868108,2.244140386581421,0.5908549783549784
22,0.0653467601912157,0.9916750460868108,2.251018762588501,0.5839105339105338
23,0.06538650751908962,0.9916750460868108,2.251763105392456,0.5839105339105338
24,0.06526332433542266,0.9916750460868108,2.2476391792297363,0.5908549783549784
25,0.06522781808384519,0.9916750460868108,2.2452328205108643,0.5908549783549784
26,0.0652096896895597,0.9916750460868108,2.2473647594451904,0.5908549783549784
27,0.06516703620886434,0.9916750460868108,2.251004219055176,0.5908549783549784
28,0.0652615112956235,0.9916750460868108,2.254417657852173,0.5763347763347764
29,0.06508178642202367,0.9916750460868108,2.2543857097625732,0.5908549783549784
