method,seed,epoch,train_ba,val_ba,train_loss,val_loss
l2_whole,11,1.0,0.1395784592146982,0.1359848484848485,2.4738993135869194,2.427649736404419
l2_whole,11,2.0,0.2268891165561531,0.1970959595959596,2.400812779769635,2.3773059844970703
l2_whole,11,3.0,0.3102363167758099,0.2133297258297257,2.3378848253962503,2.332645893096924
l2_whole,11,4.0,0.4060352009427111,0.2843614718614718,2.280522742903376,2.290712356567383
l2_whole,11,5.0,0.4511298389833813,0.2962662337662338,2.2242673649845357,2.2515223026275635
l2_whole,11,6.0,0.5110911329134137,0.3511964886964887,2.171058151274663,2.21249794960022
l2_whole,11,7.0,0.5434120135852007,0.3581409331409331,2.1194239372640795,2.175401449203491
l2_whole,11,8.0,0.5642952716618551,0.3796055796055795,2.0696231838758146,2.139254570007324
l2_whole,11,9.0,0.6109608493991588,0.4067520442520441,2.021359932812479,2.103952169418335
l2_whole,11,10.0,0.6581178478487025,0.4150853775853775,1.9746660761496695,2.070460319519043
l2_whole,11,11.0,0.6824079568552853,0.4067520442520442,1.929351785712316,2.0384812355041504
l2_whole,11,12.0,0.7192371752626189,0.4206409331409331,1.8860929498574,2.007908821105957
l2_whole,11,13.0,0.7403031745269163,0.4478234728234728,1.84412514999278,1.97912073135376
l2_whole,11,14.0,0.7476315518386901,0.4617123617123617,1.8033897291977927,1.9515738487243648
l2_whole,11,15.0,0.7598567034791647,0.4471921596921597,1.764363386339657,1.9252333641052248
l2_whole,11,16.0,0.772897458771264,0.456451418951419,1.7267708433679787,1.9006445407867432
l2_whole,11,17.0,0.770541758051477,0.4633958633958634,1.690199624240501,1.8757247924804688
l2_whole,11,18.0,0.7887444264913371,0.4633958633958634,1.6550219861242323,1.852094650268555
l2_whole,11,19.0,0.7945635846389266,0.5030784030784031,1.6213430281145027,1.830025315284729
l2_whole,11,20.0,0.8055803765914394,0.4891895141895142,1.588288751403559,1.8083577156066892
l2_whole,11,21.0,0.8211780927939945,0.4758958633958633,1.5566885077399355,1.7871558666229248
l2_whole,11,22.0,0.8325118396922576,0.4808561808561808,1.5262255373181657,1.7677788734436035
l2_whole,11,23.0,0.8421789199238537,0.4808561808561808,1.496755732931902,1.748771905899048
l2_whole,11,24.0,0.8488200834198562,0.5086339586339587,1.4682399046810892,1.7299270629882812
l2_whole,11,25.0,0.8515990325144281,0.5436868686868687,1.4410194271402803,1.7108174562454224
l2_whole,11,26.0,0.8571237238724527,0.5387265512265512,1.4140933750008142,1.694243311882019
l2_whole,11,27.0,0.8566743774672241,0.5506313131313131,1.3886959669717207,1.6780811548233032
l2_whole,11,28.0,0.8689327201710918,0.5575757575757575,1.3639750817146237,1.6622726917266846
l2_whole,11,29.0,0.8723277818994869,0.5575757575757575,1.339812233608069,1.6468559503555298
l2_whole,11,30.0,0.8705916707883757,0.5575757575757575,1.3165873531220087,1.632210612297058
l2_whole,11,31.0,0.8702444485661536,0.5575757575757575,1.2937789683497916,1.6204957962036133
l2_whole,11,32.0,0.8698634484958744,0.5506313131313131,1.2720381150762718,1.608578085899353
l2_whole,11,33.0,0.8739677425432425,0.5436868686868687,1.2507480705051126,1.597029685974121
l2_whole,11,34.0,0.8765651375346919,0.5436868686868687,1.2305728498711643,1.5850403308868408
l2_whole,11,35.0,0.8890378728837712,0.5436868686868687,1.2105831314077065,1.5728044509887695
l2_whole,11,36.0,0.8900670211021985,0.5436868686868687,1.1915109063179683,1.5607903003692627
l2_whole,11,37.0,0.8928887401537562,0.5367424242424242,1.172912929226322,1.5499438047409058
l2_whole,11,38.0,0.891345530277213,0.5575757575757576,1.1544915905507624,1.53902006149292
l2_whole,11,39.0,0.8940022794946834,0.5492424242424243,1.1370654015861157,1.5282403230667114
l2_whole,11,40.0,0.9009497648577284,0.5422979797979798,1.1203558859439398,1.519255757331848
l2_whole,11,41.0,0.9019712702340724,0.5422979797979798,1.103632869901017,1.5107837915420532
l2_whole,11,42.0,0.9036693597262796,0.5542027417027416,1.087391285498253,1.502227783203125
l2_whole,11,43.0,0.9035785826747182,0.5542027417027416,1.071562743433166,1.4924848079681396
l2_whole,11,44.0,0.9035785826747182,0.5611471861471862,1.056377275470202,1.4836360216140747
l2_whole,11,45.0,0.9029975239484984,0.5680916305916305,1.041619763522058,1.4739701747894287
l2_whole,11,46.0,0.9048493758003504,0.5680916305916305,1.0273749114313964,1.4657968282699585
l2_whole,11,47.0,0.904631510876603,0.5756673881673882,1.0132809079247374,1.4585916996002195
l2_whole,11,48.0,0.904631510876603,0.5687229437229436,1.0000328928386075,1.4536036252975464
l2_whole,11,49.0,0.904661747935142,0.5617784992784992,0.9865394900464766,1.4467265605926514
l2_whole,11,50.0,0.9089839069062572,0.5617784992784992,0.9737969201936574,1.439554214477539
l2_whole,11,51.0,0.909502048835376,0.5617784992784992,0.9613477594881172,1.4325541257858276
l2_whole,11,52.0,0.9095334716609168,0.5617784992784992,0.9492078502494168,1.425831913948059
l2_whole,11,53.0,0.91080552169957,0.5687229437229436,0.9371530774743544,1.4191964864730835
l2_whole,11,54.0,0.91080552169957,0.5756673881673882,0.925731063299458,1.41279137134552
l2_whole,11,55.0,0.9076306305529808,0.5832431457431456,0.9141954982752644,1.4080150127410889
l2_whole,11,56.0,0.909366741664092,0.5832431457431456,0.903462314154318,1.4039679765701294
l2_whole,11,57.0,0.910969305766656,0.5762987012987012,0.892678017665515,1.3988255262374878
l2_whole,11,58.0,0.9100695148467038,0.5832431457431456,0.8824449383658509,1.3936407566070557
