architecture,hidden_width,tau_mem_ms,seed,split,best_epoch,parameter_count,tail_spike_fraction,valid_count_accuracy,valid_count_balanced_accuracy,valid_count_macro_f1,full_count_accuracy,full_count_balanced_accuracy,full_count_macro_f1,valid_membrane_accuracy,valid_membrane_balanced_accuracy,valid_membrane_macro_f1,full_membrane_accuracy,full_membrane_balanced_accuracy,full_membrane_macro_f1
ff,32,1000.0,37,val,90,1344,0.014096916299559472,0.30158730158730157,0.303968253968254,0.27015996047950935,0.29365079365079366,0.2970238095238095,0.25955389987344873,0.10317460317460317,0.0909090909090909,0.08382936507936507,0.14285714285714285,0.13257575757575757,0.1018403067589397
ff,32,1000.0,37,test,90,1344,0.027461486939048894,0.23972602739726026,0.22743506493506493,0.19155137780249287,0.2465753424657534,0.23546869796869796,0.20440590111642742,0.13013698630136986,0.12476134976134974,0.10345335785700811,0.136986301369863,0.13155316905316905,0.11277277576316874
ff,32,1000.0,53,train,127,1344,0.04717289465083342,0.4354561101549053,0.4259666053629376,0.41520266774454745,0.41308089500860584,0.4039972670578151,0.39547630426865243,0.1962134251290878,0.19217878169062186,0.18348690340766138,0.0963855421686747,0.09564754670077459,0.0880270396117297
ff,32,1000.0,53,val,127,1344,0.02833530106257379,0.2698412698412698,0.2706349206349206,0.2354510525563157,0.2698412698412698,0.26706349206349206,0.23581210307016756,0.1984126984126984,0.18707311207311209,0.18011325463658123,0.1111111111111111,0.12106782106782106,0.11878446086650422
ff,32,1000.0,53,test,127,1344,0.04029850746268657,0.2328767123287671,0.2187257187257187,0.18861277611277613,0.21232876712328766,0.19924519924519923,0.17349672052121912,0.19863013698630136,0.1838092463092463,0.16742975201674545,0.1095890410958904,0.10602036852036852,0.10655776590114034
ff,32,1000.0,71,train,87,1344,0.015172845299546378,0.3493975903614458,0.3381381956104486,0.3104957585357599,0.35111876075731496,0.33913007192072114,0.30963604419340696,0.1686746987951807,0.16019197238375002,0.14576295041048873,0.07917383820998279,0.07369789081035844,0.059504110837695696
ff,32,1000.0,71,val,87,1344,0.007531380753138075,0.23809523809523808,0.25152116402116403,0.19486508022125082,0.23015873015873015,0.2445767195767196,0.187283238651612,0.15873015873015872,0.14785353535353538,0.1349713544959725,0.07936507936507936,0.07146464646464645,0.05909692159692159
ff,32,1000.0,71,test,87,1344,0.010496850944716585,0.2328767123287671,0.22424519924519926,0.18616098326624644,0.2328767123287671,0.22424519924519926,0.18480022895747572,0.1917808219178082,0.17628343878343877,0.15397413708030638,0.10273972602739725,0.09628704628704628,0.09385053847088513
ff,32,2000.0,11,train,103,1344,0.07146688120139448,0.40619621342512907,0.3873164702773009,0.3582097972116094,0.3855421686746988,0.36570015523007565,0.33373414230059945,0.16695352839931152,0.1609577137892003,0.1534071223372893,0.08950086058519793,0.08421309339733314,0.06406827340676646
ff,32,2000.0,11,val,103,1344,0.05807365439093484,0.29365079365079366,0.3001322751322752,0.24650394944103637,0.2777777777777778,0.28455988455988457,0.23234273408616382,0.1746031746031746,0.18204665704665704,0.1887311378835025,0.11904761904761904,0.1125,0.0705038594083154
ff,32,2000.0,11,test,103,1344,0.07078584283143372,0.2328767123287671,0.22104839604839607,0.18539220834512818,0.2534246575342466,0.2412864912864913,0.19990422698524804,0.1780821917808219,0.17183233433233433,0.1614019606712947,0.0684931506849315,0.07437562437562438,0.0459124865303355
ff,32,2000.0,23,train,137,1344,0.07848986729760313,0.4853700516351119,0.4653961094619175,0.4474986900448959,0.459552495697074,0.44010999113080285,0.41745772913976986,0.1566265060240964,0.14999864690809936,0.14316217778255533,0.13080895008605853,0.12635905178233445,0.12281527719341125
ff,32,2000.0,23,val,137,1344,0.06120157215047726,0.2777777777777778,0.2761904761904762,0.2332007630638462,0.2857142857142857,0.2817460317460318,0.22958614208614206,0.1984126984126984,0.19292328042328047,0.1933813692701161,0.09523809523809523,0.09944083694083694,0.10538880194452949
ff,32,2000.0,23,test,137,1344,0.06151062867480778,0.21232876712328766,0.2013653013653014,0.16635901189525945,0.22602739726027396,0.2130966255966256,0.17518327295142236,0.14383561643835616,0.13275890775890775,0.11343785906604238,0.13013698630136986,0.12025474525474524,0.09624139042091356
ff,32,2000.0,37,train,103,1344,0.07832448716109597,0.4388984509466437,0.4267374380651369,0.41393169028594756,0.4354561101549053,0.4207966570712191,0.4032025320457013,0.15834767641996558,0.1547927024065171,0.1446636576776211,0.0963855421686747,0.08983334110669479,0.0782694187131213
ff,32,2000.0,37,val,103,1344,0.05541972290138549,0.29365079365079366,0.2863816738816739,0.2580588168459324,0.30952380952380953,0.30229076479076483,0.27284356725146197,0.1349206349206349,0.12503607503607503,0.11300153191223784,0.1349206349206349,0.12987012987012989,0.09087459292377326
ff,32,2000.0,37,test,103,1344,0.09470404984423676,0.23972602739726026,0.22692446442446443,0.1961610189256945,0.2465753424657534,0.23450022200022203,0.18911979690076294,0.14383561643835616,0.1359848484848485,0.1093700085404891,0.08904109589041095,0.09101315351315352,0.05493969627759746
ff,32,2000.0,53,train,140,1344,0.07071506280288795,0.47332185886402756,0.4587833577720337,0.43550117034343216,0.4629948364888124,0.4459265643488297,0.4189733683548205,0.1549053356282272,0.1541070083062851,0.14601289079439142,0.09982788296041308,0.09447333635869672,0.041492517458015514
ff,32,2000.0,53,val,140,1344,0.05704008221993834,0.29365079365079366,0.29146825396825393,0.25065929973218976,0.2698412698412698,0.2607142857142857,0.2351872138488047,0.18253968253968253,0.1701118326118326,0.15274473140689993,0.07936507936507936,0.07007575757575758,0.020797720797720798
ff,32,2000.0,53,test,140,1344,0.07297921478060046,0.2602739726027397,0.24485791985791985,0.2208630055621034,0.2602739726027397,0.2464812964812965,0.21853981052267468,0.18493150684931506,0.18217476967476967,0.17016178266178264,0.07534246575342465,0.08333333333333333,0.011827956989247311
ff,32,2000.0,71,train,132,1344,0.07724233341019138,0.42857142857142855,0.41060621745069575,0.38040455111725874,0.39414802065404475,0.3782473151600047,0.35290040482849694,0.18416523235800344,0.1786658751863184,0.17451686047714599,0.07917383820998279,0.07706058908972636,0.06550084444617292
ff,32,2000.0,71,val,132,1344,0.056172436316133244,0.24603174603174602,0.25257936507936507,0.17820396975994698,0.20634920634920634,0.2115079365079365,0.1487719660513778,0.21428571428571427,0.2031144781144781,0.1946711374549169,0.10317460317460317,0.10033068783068783,0.0857789682333293
ff,32,2000.0,71,test,132,1344,0.06356164383561644,0.2534246575342466,0.23485125985125987,0.2112758115332979,0.2534246575342466,0.23315157065157063,0.20614946182599858,0.14383561643835616,0.13554778554778554,0.11148645609553313,0.0958904109589041,0.0947968697968698,0.07935643418688454
ff,64,250.0,11,train,84,2688,0.0008167710318540703,0.5679862306368331,0.5460779590420267,0.5159036889133245,0.5679862306368331,0.5460779590420267,0.5159036889133245,0.14802065404475043,0.1399542708955861,0.12681772357587448,0.0757314974182444,0.0720954703173534,0.06902648324948842
ff,64,250.0,11,val,84,2688,0.0,0.31746031746031744,0.30936147186147184,0.27512195048959753,0.31746031746031744,0.30936147186147184,0.27512195048959753,0.1111111111111111,0.10357142857142858,0.09674736422897146,0.11904761904761904,0.1119047619047619,0.10580746872284541
ff,64,250.0,11,test,84,2688,0.0,0.21232876712328766,0.19860278610278606,0.16647418973445038,0.21232876712328766,0.19860278610278606,0.16647418973445038,0.1780821917808219,0.1694721944721945,0.15843699923282373,0.136986301369863,0.1305111555111555,0.12777199888461502
ff,64,250.0,23,train,125,2688,0.0002442598925256473,0.6660929432013769,0.6451763501160079,0.6368695366025308,0.6660929432013769,0.6451763501160079,0.6368695366025308,0.16351118760757316,0.15724407133924487,0.15127660582163074,0.07056798623063683,0.06840938913007134,0.06629762789556824
ff,64,250.0,23,val,125,2688,0.0,0.2857142857142857,0.28237734487734484,0.24174018176575718,0.2857142857142857,0.28237734487734484,0.24174018176575718,0.07936507936507936,0.07007575757575757,0.06839483300871559,0.0873015873015873,0.08198051948051947,0.08976544583144508
ff,64,250.0,23,test,125,2688,0.0,0.23972602739726026,0.22299367299367298,0.1819577765229939,0.23972602739726026,0.22299367299367298,0.1819577765229939,0.08904109589041095,0.08671328671328671,0.09020002145002144,0.0821917808219178,0.07751415251415252,0.08107595590292008
ff,64,250.0,37,train,106,2688,0.0006711409395973154,0.6660929432013769,0.6481634953519464,0.6299185105286519,0.6712564543889845,0.6529118334336178,0.6352738477081693,0.1342512908777969,0.131615483820307,0.1287542881244985,0.0774526678141136,0.07648699002796301,0.06986418825086148
ff,64,250.0,37,val,106,2688,0.0,0.35714285714285715,0.35350529100529093,0.30614257353995694,0.35714285714285715,0.35350529100529093,0.30614257353995694,0.14285714285714285,0.14405363155363157,0.1369600737734448,0.14285714285714285,0.14405363155363157,0.14004611778734585
ff,64,250.0,37,test,106,2688,0.0,0.2602739726027397,0.2467920967920968,0.21916846053842956,0.2602739726027397,0.2467920967920968,0.21916846053842956,0.136986301369863,0.1359786047286047,0.12711729809769026,0.0958904109589041,0.09156121656121656,0.08716156632823298
ff,64,250.0,53,train,76,2688,0.0,0.5542168674698795,0.5360519130110787,0.5170933015306055,0.5542168674698795,0.5360519130110787,0.5170933015306055,0.11703958691910499,0.11154763081118056,0.1019897579816334,0.058519793459552494,0.05626492226145538,0.056313749958307395
ff,64,250.0,53,val,76,2688,0.0,0.24603174603174602,0.24190115440115442,0.21505739141917266,0.24603174603174602,0.24190115440115442,0.21505739141917266,0.047619047619047616,0.05142496392496393,0.044373219373219364,0.05555555555555555,0.05622294372294372,0.053353636854980936
ff,64,250.0,53,test,76,2688,0.0,0.2465753424657534,0.23336108336108333,0.20284583828277838,0.2465753424657534,0.23336108336108333,0.20284583828277838,0.0821917808219178,0.07883782883782885,0.06566811909949165,0.0684931506849315,0.06576756576756577,0.055808439110146886
ff,64,250.0,71,train,141,2688,0.0004209640075773521,0.7056798623063684,0.6916224035570222,0.687602449107978,0.7056798623063684,0.6916224035570222,0.687602449107978,0.16179001721170397,0.15383435348821028,0.1440121485271828,0.05679862306368331,0.0580353073514868,0.05595027079459686
ff,64,250.0,71,val,141,2688,0.0,0.30952380952380953,0.3175925925925926,0.25581750547594956,0.30952380952380953,0.3175925925925926,0.25581750547594956,0.11904761904761904,0.11624579124579122,0.12392040707830183,0.1111111111111111,0.10883237133237134,0.0997187977910078
ff,64,250.0,71,test,141,2688,0.0,0.23972602739726026,0.22614330114330114,0.19686699466111232,0.23972602739726026,0.22614330114330114,0.19686699466111232,0.13013698630136986,0.12666638916638914,0.12441604047963696,0.136986301369863,0.13376900876900877,0.13156702854037625
ff,64,500.0,11,train,138,2688,0.0030624744793793387,0.6351118760757315,0.6232344565156375,0.6245095715521214,0.6351118760757315,0.6232344565156375,0.6244046254163358,0.1703958691910499,0.16763769802181427,0.15047411130248828,0.07401032702237521,0.07142817734470676,0.06544303300842018
ff,64,500.0,11,val,138,2688,0.004056795131845842,0.30158730158730157,0.2997113997113997,0.24614032437831937,0.30158730158730157,0.2997113997113997,0.2454739908784027,0.1349206349206349,0.12302188552188553,0.10874339989407068,0.07936507936507936,0.08181216931216931,0.08608885631911946
ff,64,500.0,11,test,138,2688,0.0018433179723502304,0.2876712328767123,0.2689019314019314,0.2298811390802685,0.2876712328767123,0.2689019314019314,0.2298811390802685,0.136986301369863,0.14062950937950935,0.12645558833329948,0.0958904109589041,0.09482323232323231,0.08571104164924366
ff,64,500.0,23,train,149,2688,0.007407407407407408,0.6798623063683304,0.6670695175539927,0.6700341831484607,0.6815834767641996,0.6681319581997668,0.6707536093337323,0.1514629948364888,0.14536798039110285,0.12836958813358432,0.0757314974182444,0.07176535871296322,0.06697167665764647
ff,64,500.0,23,val,149,2688,0.0016849199663016006,0.30952380952380953,0.30817700817700816,0.27959914916050815,0.30952380952380953,0.30817700817700816,0.27959914916050815,0.14285714285714285,0.13425925925925927,0.11586526181353768,0.09523809523809523,0.09259259259259257,0.08775268440709617
ff,64,500.0,23,test,149,2688,0.005891016200294551,0.2808219178082192,0.2660853035853036,0.23861607607174837,0.273972602739726,0.258509546009546,0.22472718718285947,0.1232876712328767,0.11538600288600287,0.09733619410089998,0.07534246575342465,0.07881493506493506,0.0696948662505938
ff,64,500.0,37,train,47,2688,0.0074817207957830305,0.45266781411359724,0.4350732527327977,0.41569072422933595,0.44922547332185886,0.43173569741017953,0.4124102409462942,0.15834767641996558,0.15111169016066353,0.14180740277215279,0.06540447504302926,0.06295391490198186,0.058908079026113204
ff,64,500.0,37,val,47,2688,0.0009132420091324201,0.2619047619047619,0.2615440115440115,0.24008146061921806,0.2619047619047619,0.2615440115440115,0.24072386481000932,0.09523809523809523,0.09633237133237132,0.09809707260154832,0.03968253968253968,0.038425925925925926,0.040621706772377565
ff,64,500.0,37,test,47,2688,0.003137254901960784,0.2534246575342466,0.2387293262293262,0.21101989971959012,0.2534246575342466,0.2387293262293262,0.21101989971959012,0.0821917808219178,0.0762987012987013,0.0629939504939505,0.0684931506849315,0.06560939060939061,0.05419082125603864
ff,64,500.0,53,train,147,2688,0.0044835007173601145,0.6729776247848537,0.6548648478071879,0.6477563411640538,0.6729776247848537,0.6548334249816473,0.6466786598258453,0.153184165232358,0.14692232659606874,0.1280984633022714,0.07917383820998279,0.0751404119407264,0.06309037442557826
ff,64,500.0,53,val,147,2688,0.002014098690835851,0.31746031746031744,0.32328042328042333,0.2963754276561324,0.31746031746031744,0.32328042328042333,0.2963754276561324,0.1111111111111111,0.09953703703703703,0.09197157009657009,0.0873015873015873,0.08287037037037037,0.07689510310478052
ff,64,500.0,53,test,147,2688,0.004201680672268907,0.21232876712328766,0.19477189477189474,0.16915600601469064,0.21232876712328766,0.19477189477189474,0.16915600601469064,0.0958904109589041,0.09406565656565656,0.08027537643409854,0.10273972602739725,0.10384892884892884,0.09003392223268884
ff,64,500.0,71,train,142,2688,0.00775473399458972,0.648881239242685,0.6298625004772819,0.6103262951607415,0.648881239242685,0.6298310776517414,0.6095643807670427,0.1566265060240964,0.1499626674434758,0.13274877390302134,0.06884681583476764,0.06441668102762257,0.05698627594784317
ff,64,500.0,71,val,142,2688,0.0019455252918287938,0.29365079365079366,0.2865079365079365,0.2614904518640151,0.29365079365079366,0.2865079365079365,0.2614904518640151,0.09523809523809523,0.09309163059163057,0.07886539664935006,0.047619047619047616,0.041666666666666664,0.032396514161220046
ff,64,500.0,71,test,142,2688,0.005573248407643312,0.2191780821917808,0.20931707181707182,0.1789542231647495,0.2191780821917808,0.20931707181707182,0.17915229669615637,0.1095890410958904,0.1037157287157287,0.09110252320778638,0.0958904109589041,0.0915001665001665,0.08925383218146377
ff,64,1000.0,11,train,59,2688,0.03113114523172278,0.4406196213425129,0.42401948267884265,0.3970042841789438,0.4440619621342513,0.4273101481629044,0.39597583979543605,0.14285714285714285,0.13543103157513073,0.13077325781976035,0.06712564543889846,0.06299120595666101,0.04969981395714212
ff,64,1000.0,11,val,59,2688,0.035311795642374154,0.29365079365079366,0.2837301587301587,0.23094449279652948,0.29365079365079366,0.28436147186147187,0.24448374258753916,0.11904761904761904,0.11749639249639247,0.1072267885567118,0.0873015873015873,0.08320707070707072,0.06948945565016994
ff,64,1000.0,11,test,59,2688,0.04227129337539432,0.2465753424657534,0.22813020313020313,0.20313837737437057,0.273972602739726,0.2568098568098568,0.2334043457606676,0.136986301369863,0.12495976245976247,0.11791561528209975,0.02054794520547945,0.02186147186147186,0.010693257359924026
ff,64,1000.0,23,train,137,2688,0.06801770323782902,0.6006884681583476,0.5837475522199037,0.5791893182548958,0.5869191049913941,0.5678035940291811,0.5554767861541282,0.16351118760757316,0.15506495829262198,0.1403062616010621,0.08089500860585198,0.0765221888626439,0.0335393591747333
ff,64,1000.0,23,val,137,2688,0.049878345498783457,0.31746031746031744,0.3127705627705628,0.2733052845187243,0.31746031746031744,0.3134018759018759,0.2686486601541531,0.11904761904761904,0.11253607503607503,0.10847832022894958,0.0873015873015873,0.07996632996632996,0.05403138528138527
ff,64,1000.0,23,test,137,2688,0.0861141011840689,0.2602739726027397,0.2471889221889222,0.22429099737452138,0.2671232876712329,0.25377261627261627,0.2291643345848151,0.1506849315068493,0.14214257964257965,0.12794672647613822,0.04794520547945205,0.049783549783549784,0.01574977817213842
ff,64,1000.0,37,train,148,2688,0.02399435426958363,0.6110154905335629,0.5986718622471608,0.5982633933567891,0.6075731497418244,0.5933205188258489,0.5900145259319944,0.16006884681583478,0.1546505980277745,0.14606883537683937,0.08433734939759036,0.08122916875132156,0.07471610430889085
ff,64,1000.0,37,val,148,2688,0.010475423045930701,0.3412698412698413,0.3402837902837903,0.3150105196476164,0.3492063492063492,0.3472282347282347,0.3196451814833652,0.20634920634920634,0.19544853294853295,0.1715421761474393,0.11904761904761904,0.1226310726310726,0.11219242664534516
ff,64,1000.0,37,test,148,2688,0.02382528127068167,0.2808219178082192,0.2606657231657232,0.2296594684385382,0.2876712328767123,0.2666181041181041,0.23581416454979676,0.2054794520547945,0.19577297702297702,0.17678949838976799,0.13013698630136986,0.1270271395271395,0.12438220101419363
ff,64,1000.0,53,train,141,2688,0.04996763754045307,0.6161790017211703,0.5979990835721102,0.5923193894116457,0.6058519793459552,0.5863460360982156,0.5761777170877417,0.1738382099827883,0.1678262751168826,0.15753252980855686,0.08777969018932874,0.08173076923076923,0.022195967233774417
ff,64,1000.0,53,val,141,2688,0.03462897526501767,0.30952380952380953,0.3157407407407408,0.24536435786435787,0.30952380952380953,0.3157407407407408,0.24585671779644616,0.15079365079365079,0.13472222222222222,0.10872546518689764,0.0873015873015873,0.07638888888888888,0.015536723163841809
