architecture,hidden_width,tau_mem_ms,seed,split,best_epoch,parameter_count,tail_spike_fraction,valid_count_accuracy,valid_count_balanced_accuracy,valid_count_macro_f1,full_count_accuracy,full_count_balanced_accuracy,full_count_macro_f1,valid_membrane_accuracy,valid_membrane_balanced_accuracy,valid_membrane_macro_f1,full_membrane_accuracy,full_membrane_balanced_accuracy,full_membrane_macro_f1
ff,32,250.0,11,train,144,1344,0.0007908264136022143,0.46987951807228917,0.4523889377688397,0.4131384910103601,0.46987951807228917,0.4523889377688397,0.41325623793452987,0.12564543889845095,0.1182046776136676,0.11094222881909267,0.08950086058519793,0.08686286762729604,0.0853543650868422
ff,32,250.0,11,val,144,1344,0.0,0.25396825396825395,0.24589947089947092,0.24582924693573316,0.25396825396825395,0.24589947089947092,0.24582924693573316,0.14285714285714285,0.1297979797979798,0.11726611802831315,0.11904761904761904,0.10989057239057239,0.10957557907273836
ff,32,250.0,11,test,144,1344,0.0,0.2328767123287671,0.22219863469863468,0.19279712768434573,0.2328767123287671,0.22219863469863468,0.19279712768434573,0.1095890410958904,0.10269730269730269,0.09129951838285172,0.08904109589041095,0.08392440892440893,0.0745291146761735
ff,32,250.0,23,train,85,1344,0.0009398496240601503,0.46471600688468157,0.446323507672703,0.42301191972219826,0.46471600688468157,0.44638286189872384,0.4236439649041402,0.12736660929432014,0.12370673535717157,0.11830641933566466,0.06368330464716007,0.06339935428994181,0.06318963266777909
ff,32,250.0,23,val,85,1344,0.0,0.24603174603174602,0.25102813852813854,0.17563642300484408,0.24603174603174602,0.25102813852813854,0.17563642300484408,0.12698412698412698,0.11527777777777777,0.11035800533916751,0.1349206349206349,0.12314814814814816,0.12101171673006306
ff,32,250.0,23,test,85,1344,0.0,0.19863013698630136,0.18485125985125986,0.14418756464134688,0.19863013698630136,0.18485125985125986,0.14418756464134688,0.10273972602739725,0.10047591297591296,0.09308349866102505,0.10273972602739725,0.10123348873348871,0.10035827315806277
ff,32,250.0,37,train,142,1344,0.000211864406779661,0.47160068846815834,0.461023748707259,0.439816850352378,0.47160068846815834,0.461023748707259,0.439816850352378,0.11359724612736662,0.11286630072451977,0.10536194452851742,0.07917383820998279,0.078356413098001,0.07224917991206033
ff,32,250.0,37,val,142,1344,0.0,0.2857142857142857,0.2942821067821068,0.24079144711497655,0.2857142857142857,0.2942821067821068,0.24079144711497655,0.1349206349206349,0.13715127465127464,0.14010390239038686,0.0873015873015873,0.08694684944684945,0.09334688786947952
ff,32,250.0,37,test,142,1344,0.0,0.2671232876712329,0.25046065046065047,0.20852304359609228,0.2671232876712329,0.25046065046065047,0.20852304359609228,0.0821917808219178,0.07751415251415252,0.07357973004902829,0.04794520547945205,0.047752247752247755,0.04524290264823224
ff,32,250.0,53,train,121,1344,0.00021867483052700635,0.4836488812392427,0.4695307577420045,0.4409815488005391,0.4836488812392427,0.4695307577420045,0.4409815488005391,0.13769363166953527,0.13105222328677749,0.1224915432491067,0.08261617900172118,0.07987558734992142,0.07763642521766746
ff,32,250.0,53,val,121,1344,0.0,0.2698412698412698,0.2805555555555555,0.22134940932894898,0.2698412698412698,0.2805555555555555,0.22134940932894898,0.09523809523809523,0.08842592592592592,0.08254665801608056,0.07936507936507936,0.07453703703703703,0.07360601164321545
ff,32,250.0,53,test,121,1344,0.0,0.1780821917808219,0.1664099789099789,0.14246439834445473,0.1780821917808219,0.1664099789099789,0.14246439834445473,0.14383561643835616,0.134519647019647,0.13308316513772608,0.0958904109589041,0.09178460428460428,0.0813438403492167
ff,32,250.0,71,train,124,1344,0.0,0.46815834767641995,0.45120629934342005,0.4193234205452348,0.46815834767641995,0.45120629934342005,0.4193234205452348,0.1342512908777969,0.12803592654286478,0.11851104987691861,0.06196213425129088,0.06019196452113731,0.05940233612552378
ff,32,250.0,71,val,124,1344,0.0,0.23809523809523808,0.24071067821067818,0.2058517381311499,0.23809523809523808,0.24071067821067818,0.2058517381311499,0.12698412698412698,0.1273809523809524,0.11319067222234591,0.1111111111111111,0.1099206349206349,0.10247773573366968
ff,32,250.0,71,test,124,1344,0.0,0.21232876712328766,0.2105415417915418,0.16435642979502627,0.21232876712328766,0.2105415417915418,0.16435642979502627,0.13013698630136986,0.12370615495615495,0.11294598046037929,0.0684931506849315,0.0616050616050616,0.06379821480585245
ff,32,500.0,11,train,149,1344,0.005487196541403392,0.5180722891566265,0.4986786622809097,0.46593852982041156,0.5146299483648882,0.49533998706723453,0.46320479188758057,0.1703958691910499,0.1644816485428768,0.14829064320242658,0.07056798623063683,0.06911422282722689,0.06135220771510918
ff,32,500.0,11,val,149,1344,0.002680965147453083,0.2777777777777778,0.2827080327080327,0.2225183119224701,0.2777777777777778,0.2827080327080327,0.2225183119224701,0.09523809523809523,0.08935185185185186,0.08138632567101382,0.07936507936507936,0.07671957671957673,0.07625689820467045
ff,32,500.0,11,test,149,1344,0.0022641509433962265,0.21232876712328766,0.1986790986790987,0.1668423824770574,0.21232876712328766,0.1986790986790987,0.1668423824770574,0.14383561643835616,0.12987012987012989,0.09809050501204424,0.0821917808219178,0.07675657675657675,0.06878198248996568
ff,32,500.0,23,train,103,1344,0.010856453558504222,0.4079173838209983,0.3948581599537974,0.38653307847950535,0.40963855421686746,0.39619363003926744,0.3888160545994545,0.13769363166953527,0.13564940856747004,0.12140045386723124,0.07917383820998279,0.07493818201365371,0.06936658999261562
ff,32,500.0,23,val,103,1344,0.003205128205128205,0.30158730158730157,0.30304232804232806,0.2569426674274792,0.30158730158730157,0.30304232804232806,0.2576199332684164,0.07936507936507936,0.07377946127946128,0.07481028961292119,0.07142857142857142,0.06809163059163059,0.06620413616381358
ff,32,500.0,23,test,103,1344,0.0071301247771836,0.18493150684931506,0.1723040848040848,0.15009557492316114,0.1917808219178082,0.17825646575646578,0.15492676574071923,0.14383561643835616,0.13698246198246197,0.12778115677945898,0.06164383561643835,0.05717893217893218,0.05864267676767676
ff,32,500.0,37,train,66,1344,0.005044510385756677,0.35972461273666095,0.3457351906924142,0.30618904105965267,0.35800344234079173,0.3436518573590808,0.30234471836367766,0.12564543889845095,0.12115889290995656,0.11155746141411958,0.055077452667814115,0.05306403313085703,0.05054722336543643
ff,32,500.0,37,val,66,1344,0.00333889816360601,0.2619047619047619,0.24834656084656084,0.22627339714476294,0.2619047619047619,0.24834656084656084,0.22627339714476294,0.14285714285714285,0.13274410774410775,0.1200104451220505,0.0873015873015873,0.08413299663299663,0.0770147200294259
ff,32,500.0,37,test,66,1344,0.0014388489208633094,0.18493150684931506,0.1739274614274614,0.15004342189167955,0.18493150684931506,0.1739274614274614,0.14901609835796217,0.10273972602739725,0.09264346764346765,0.08719626702082843,0.0958904109589041,0.08907203907203907,0.0818577936224995
ff,32,500.0,53,train,119,1344,0.012329442709189545,0.43717728055077454,0.420790571281461,0.3906031995455279,0.4406196213425129,0.424033127563233,0.39287975333430997,0.1703958691910499,0.16417320287788287,0.15019282860844224,0.08777969018932874,0.084238954316877,0.07745687025910945
ff,32,500.0,53,val,119,1344,0.0,0.25396825396825395,0.264484126984127,0.2116338309141237,0.25396825396825395,0.264484126984127,0.2116338309141237,0.11904761904761904,0.10896464646464647,0.10104051817158112,0.10317460317460317,0.09583333333333333,0.09804148851500177
ff,32,500.0,53,test,119,1344,0.005801305293691081,0.2054794520547945,0.19067737817737818,0.15794943482443483,0.19863013698630136,0.18472499722499724,0.1511630365072394,0.13013698630136986,0.12266206016206015,0.11450149472013539,0.1232876712328767,0.11617549117549116,0.11415296758434014
ff,32,500.0,71,train,145,1344,0.010509177027827117,0.4939759036144578,0.4786998520647289,0.45092899255431035,0.49225473321858865,0.4772272065236871,0.44904076076453486,0.14629948364888123,0.14048786670503283,0.12804234238629827,0.058519793459552494,0.05822201954106618,0.05750843407573434
ff,32,500.0,71,val,145,1344,0.0041946308724832215,0.30952380952380953,0.31527777777777777,0.2610271255291063,0.31746031746031744,0.3236111111111111,0.26683506811865804,0.10317460317460317,0.11011904761904762,0.0921664090687679,0.06349206349206349,0.06825396825396825,0.05455468737202484
ff,32,500.0,71,test,145,1344,0.008666666666666666,0.2602739726027397,0.2546502109002109,0.23806117710058597,0.2671232876712329,0.2606025918525918,0.24184267631943004,0.14383561643835616,0.13297813297813296,0.12334804084804085,0.11643835616438356,0.11189851814851816,0.11715688458882652
ff,32,1000.0,11,train,114,1344,0.05863354037267081,0.45611015490533563,0.4404616843108797,0.4154814730321473,0.45266781411359724,0.4374830553895482,0.4102496722517441,0.0981067125645439,0.0938936642361078,0.08793642249036097,0.10843373493975904,0.10235130486050908,0.08568412238558615
ff,32,1000.0,11,val,114,1344,0.04064516129032258,0.29365079365079366,0.29209956709956714,0.24818863311532421,0.2777777777777778,0.2754329004329005,0.23220096061133746,0.16666666666666666,0.16286676286676285,0.14991458223282714,0.07936507936507936,0.07222222222222223,0.056662242630912706
ff,32,1000.0,11,test,114,1344,0.07487237663074305,0.2671232876712329,0.2522102897102897,0.22113354073455938,0.273972602739726,0.26041736041736036,0.22976491710044342,0.1643835616438356,0.15794344544344543,0.14254507265955,0.07534246575342465,0.07824675324675325,0.05069615863558266
ff,32,1000.0,23,train,149,1344,0.04930762262197489,0.5111876075731497,0.5017513162778728,0.4919786272327777,0.5077452667814114,0.49602712283063716,0.4809133674276423,0.1549053356282272,0.14817364881127665,0.1344376042123819,0.07917383820998279,0.0790558779056774,0.07320180476325266
ff,32,1000.0,23,val,149,1344,0.019230769230769232,0.2698412698412698,0.27777777777777785,0.20342583588775567,0.2777777777777778,0.28472222222222227,0.2093553688662384,0.1349206349206349,0.1330687830687831,0.12080681872348538,0.06349206349206349,0.05555555555555555,0.05235100329439952
ff,32,1000.0,23,test,149,1344,0.05931198102016608,0.17123287671232876,0.1627913752913753,0.14319484727379464,0.19863013698630136,0.18938977688977687,0.17526583061466783,0.11643835616438356,0.11093559218559218,0.10443666030253466,0.0684931506849315,0.06828588078588078,0.04843757271161989
ff,32,1000.0,37,train,90,1344,0.02623777053068485,0.3803786574870912,0.3634163429522752,0.34002477479284104,0.3769363166953528,0.3600978145787155,0.33604049909426886,0.1549053356282272,0.15012139491556029,0.15025949397047503,0.10671256454388985,0.10176043782240747,0.09283932347628078
