architecture,hidden_width,tau_mem_ms,tail_spike_fraction_mean,tail_spike_fraction_std,valid_count_balanced_accuracy_mean,valid_count_balanced_accuracy_std,valid_count_macro_f1_mean,valid_count_macro_f1_std,full_count_balanced_accuracy_mean,full_count_balanced_accuracy_std,full_count_macro_f1_mean,full_count_macro_f1_std,valid_membrane_balanced_accuracy_mean,valid_membrane_balanced_accuracy_std,valid_membrane_macro_f1_mean,valid_membrane_macro_f1_std,full_membrane_balanced_accuracy_mean,full_membrane_balanced_accuracy_std,full_membrane_macro_f1_mean,full_membrane_macro_f1_std
ff,32,250.0,0.0,0.0,0.20689241314241316,0.032674255083443605,0.17046571281225317,0.029406591687839673,0.20689241314241316,0.032674255083443605,0.17046571281225317,0.029406591687839673,0.10778263403263402,0.022157708155938642,0.10079837853820209,0.022806107841891084,0.07725996225996226,0.022056128268849222,0.07305446912750753,0.020466725699185326
ff,32,500.0,0.005060219320360176,0.0031133784471513515,0.1980476467976468,0.03355251175548135,0.17259839824338377,0.0372431311722912,0.199238122988123,0.03555770273596796,0.17275819188048164,0.03922900804792699,0.12302725052725053,0.017775689946833532,0.11018349287610159,0.01714847767359886,0.09021631146631146,0.024586273333561066,0.08811846101066172,0.026471412839634
ff,32,1000.0,0.04248824059947223,0.025425468417801727,0.2170815295815296,0.03294946075560904,0.18613070503797388,0.027857816118458858,0.22175324675324673,0.028474740994982352,0.1935467196620467,0.023676856406102374,0.15074661449661447,0.03184812739205228,0.13436779598322893,0.029137367629962288,0.09607864357864357,0.024737306141796676,0.08246296229647936,0.030804943578474568
ff,32,2000.0,0.07270827599333904,0.01319688798246738,0.22580946830946833,0.016325025449328012,0.1960102112522967,0.02146309791797672,0.2337032412032412,0.012711771159650607,0.1977793138372213,0.016516212891829325,0.15165972915972917,0.023455486340280433,0.13317161340702838,0.029964181243586407,0.09275474525474525,0.017248249920804908,0.05765559288099568,0.032423907605827036
ff,64,250.0,0.0,0.0,0.22557858807858805,0.01764422542816441,0.19346265194795292,0.020131825436273766,0.22557858807858805,0.01764422542816441,0.19346265194795292,0.020131825436273766,0.11953366078366079,0.037244116429234905,0.11316769567193281,0.03589620574435008,0.09982461982461982,0.030902300599628247,0.09667699775325825,0.032358879659495764
ff,64,500.0,0.004129303630903557,0.001688470997918642,0.23556110556110554,0.03318841657467229,0.20552546881020942,0.03060696266148117,0.23404595404595402,0.03158049165371623,0.202787305738713,0.027262097223736848,0.10601911976911975,0.02406819340575075,0.09163272651400697,0.02342333908792021,0.08691933066933066,0.014915275611408062,0.07777689671400574,0.015544513099994826
ff,64,1000.0,0.05218907221714854,0.02508935175905324,0.256016761016761,0.030015144002785953,0.23069319948614342,0.02880711088984098,0.2608327783327783,0.01892618068802546,0.2318505161919445,0.013636909023705839,0.16677072927072928,0.03176988659823596,0.15508767879050817,0.032312293762378395,0.07188228438228438,0.041853307883476076,0.040811988234147056,0.04723395020475917
ff,64,2000.0,0.10921931772340136,0.027494067509399273,0.2763077200577201,0.037284865313913035,0.25511646001145133,0.03910888238313664,0.2790508103008103,0.054595841771370134,0.25250511723113866,0.05591910729534634,0.14454295704295705,0.013844552566782646,0.12816956622408043,0.014916836073448842,0.06223137973137973,0.017995663676931967,0.029439789872667065,0.010607685883458636
ff,128,250.0,0.0,0.0,0.2475628538128538,0.03344930882294301,0.21862461295267033,0.02580185787250016,0.2475628538128538,0.03344930882294301,0.21862461295267033,0.02580185787250016,0.12160520035520035,0.029889476204042805,0.11501122781495925,0.029082619677527483,0.1001992451992452,0.029900892269490394,0.0962547702415035,0.029143816640676307
ff,128,500.0,0.00612105090069777,0.002818837252647208,0.254771756021756,0.040496988356381575,0.22669153315372662,0.039634376382086826,0.2586678599178599,0.04276498996358202,0.23019811925412612,0.04161967439552602,0.12398254523254523,0.037118059438347555,0.11470329276660332,0.03969630576187903,0.10506285381285381,0.032156346530989456,0.0904794692219403,0.03420375578890875
