objective,uses_valid_length,mean_best_val_ba,sd_best_val_ba,mean_test_ba,sd_test_ba,mean_test_macro_f1,sd_test_macro_f1,mean_common_whole_window_test_ba,mean_output_firing_rate,mean_output_full_window_firing_rate,mean_silent_output_fraction,mean_firing_onset_epoch,backbone_params,readout_params,total_params
timestep_ce,True,0.3339065255731923,0.017972429796373358,0.31069717319717316,0.01343359620953972,0.2384147602739063,0.019435035014035536,0.30967273467273465,0.13989442971798838,0.048854136938736685,0.0,19.333333333333332,21760,0,21760
relative_10bin_ce,True,0.5582952541285875,0.015366050859898232,0.4770650645650645,0.032018932035375536,0.4681914701847572,0.03780634774617504,0.11728988603988603,0.17148728002356237,0.057360784103881284,0.03424657534246575,19.666666666666668,21760,1452,23212
whole_window_count_ce,False,0.19190917107583774,0.05185667415847488,0.17857420357420353,0.003001243037949472,0.16826679147036724,0.007114591703452118,0.17857420357420353,0.011173698549444076,0.0036803177321156773,0.3698630136986301,33.666666666666664,21760,0,21760
fixed_250ms_ce,False,0.39923240339907,0.055732214900646296,0.35236962111962106,0.012269451990232813,0.32685860512757176,0.016768488731736322,0.06650224775224775,0.1573567852146381,0.0541040893740487,0.05251141552511415,19.666666666666668,21760,2316,24076
