experiment,objective,uses_valid_length,seed,best_epoch,best_val_ba,val_loss_at_best_val_ba,firing_onset_epoch,input_channels,hidden_width,hidden_shift_syn,hidden_tau_syn_ms,num_classes,backbone_params,readout_params,total_params,zero_hidden_1_firing_rate,zero_hidden_2_firing_rate,zero_output_firing_rate,train_accuracy,train_balanced_accuracy,train_macro_f1,train_loss,train_hidden_1_firing_rate,train_hidden_1_full_window_firing_rate,train_hidden_2_firing_rate,train_hidden_2_full_window_firing_rate,train_output_firing_rate,train_output_full_window_firing_rate,train_silent_output_fraction,train_samples,val_accuracy,val_balanced_accuracy,val_macro_f1,val_loss,val_hidden_1_firing_rate,val_hidden_1_full_window_firing_rate,val_hidden_2_firing_rate,val_hidden_2_full_window_firing_rate,val_output_firing_rate,val_output_full_window_firing_rate,val_silent_output_fraction,val_samples,test_accuracy,test_balanced_accuracy,test_macro_f1,test_loss,test_hidden_1_firing_rate,test_hidden_1_full_window_firing_rate,test_hidden_2_firing_rate,test_hidden_2_full_window_firing_rate,test_output_firing_rate,test_output_full_window_firing_rate,test_silent_output_fraction,test_samples,train_common_whole_window_accuracy,train_common_whole_window_balanced_accuracy,train_common_whole_window_macro_f1,val_common_whole_window_accuracy,val_common_whole_window_balanced_accuracy,val_common_whole_window_macro_f1,test_common_whole_window_accuracy,test_common_whole_window_balanced_accuracy,test_common_whole_window_macro_f1
experiment_2_1_2_single_tau_objective_comparison,timestep_ce,True,11,88,0.33710317460317457,2.376559257507324,20,30,128,2,54.31342963722199,12,21760,0,21760,0.0,0.0,0.0,0.53184165232358,0.5115644878066262,0.46747949422073054,2.2824548784508765,0.01011672102936004,0.0040860988597246125,0.07729464300668264,0.03173344886241394,0.11749041150953825,0.05174940834767642,0.01549053356282272,581,0.3492063492063492,0.33710317460317457,0.2516519578113781,2.376559257507324,0.006985366736897551,0.002467806377108135,0.05942602712667896,0.021107991536458332,0.1153103327188131,0.04301525297619048,0.05555555555555555,126,0.3219178082191781,0.2999708624708624,0.21605499791469648,2.3667423104586667,0.011493538767395626,0.003716873796018836,0.09666415569085487,0.03154221626177226,0.13844019218025183,0.04823951198630137,0.0,146,0.5163511187607573,0.49637372556397724,0.4543859694813314,0.3333333333333333,0.3168650793650793,0.23500841060316038,0.3082191780821918,0.28598484848484845,0.19570111690854727
experiment_2_1_2_single_tau_objective_comparison,relative_10bin_ce,True,11,88,0.5435545935545936,1.907151699066162,21,30,128,2,54.31342963722199,12,21760,1452,23212,0.0,0.0,0.0,0.8450946643717728,0.8444279508717095,0.8529561234568579,0.5331886344542807,0.005611124951848192,0.0022664423038134683,0.03632412761485253,0.014988963246961058,0.13205598450209635,0.05731799967728055,0.08950086058519793,581,0.5476190476190477,0.5435545935545936,0.5448323437543829,1.907151699066162,0.003364086779036081,0.0011882479228670635,0.022119299227460275,0.007829938616071428,0.10329792526263425,0.037623491236772486,0.1746031746031746,126,0.4520547945205479,0.44752122877122874,0.4332476821654108,2.3422288274111813,0.006274203735917827,0.0020275377247431507,0.04288267789098741,0.013952803938356165,0.1656450187762315,0.055826822916666664,0.04794520547945205,146,0.0981067125645439,0.09282251940178317,0.07810147094114249,0.047619047619047616,0.045075757575757575,0.045691955691955694,0.08904109589041095,0.08925241425241426,0.05764634470507385
experiment_2_1_2_single_tau_objective_comparison,whole_window_count_ce,False,11,92,0.16448412698412698,2.575782060623169,38,30,128,2,54.31342963722199,12,21760,0,21760,0.0,0.0,0.0,0.5146299483648882,0.5115816752230593,0.5697756149883738,1.3413804999317032,0.0022487417723215035,0.0009075959249946213,0.005530130470464099,0.0022608745528990963,0.008942279241406647,0.0037650602409638554,0.4199655765920826,581,0.15079365079365079,0.16448412698412698,0.13972883597883598,2.575782060623169,0.00118514616802739,0.0004185267857142857,0.002460824335001317,0.0008690243675595238,0.003643227109121236,0.0012865823412698413,0.6825396825396826,126,0.18493150684931506,0.17515123765123763,0.16387212526223718,2.9988788447967947,0.0023291242130550035,0.0007522792032320205,0.005746122224983433,0.001856346652932363,0.008394079964656506,0.0027245647831050227,0.4246575342465753,146,0.5146299483648882,0.5115816752230593,0.5697756149883738,0.15079365079365079,0.16448412698412698,0.13972883597883598,0.18493150684931506,0.17515123765123763,0.16387212526223718
experiment_2_1_2_single_tau_objective_comparison,fixed_250ms_ce,False,11,97,0.4627164502164503,2.334723949432373,17,30,128,2,54.31342963722199,12,21760,2316,24076,0.0,0.0,0.0,0.8812392426850258,0.8801178202318064,0.8869903257484989,0.39917831589658576,0.006677137940275009,0.0026966298508767214,0.04743620408829786,0.01962390577936747,0.14967256770562914,0.06646844072719449,0.05679862306368331,581,0.4603174603174603,0.4627164502164503,0.4743140969157961,2.334723949432373,0.004081484285839698,0.001442076667906746,0.02942975814239312,0.010439918154761904,0.12217979106312,0.04569175760582011,0.12698412698412698,126,0.3561643835616438,0.3500839438339438,0.32686723382283595,3.236593491410556,0.00739055251822399,0.0023876869515196916,0.05625427124751491,0.018351933727525686,0.1941407112878286,0.06645307148972603,0.00684931506849315,146,0.0981067125645439,0.10462064164325986,0.08052870007343506,0.09523809523809523,0.09527417027417028,0.06347587597587598,0.08904109589041095,0.09024655899655899,0.08191029994750375
experiment_2_1_2_single_tau_objective_comparison,timestep_ce,True,23,91,0.3145502645502646,2.3879048824310303,17,30,128,2,54.31342963722199,12,21760,0,21760,0.0,0.0,0.0,0.53184165232358,0.5163201374593809,0.46116712290409784,2.291527327079576,0.009335562622473077,0.0037692623171256454,0.07572316688160517,0.031131606504141568,0.10066100568889187,0.044227131741250716,0.024096385542168676,581,0.3333333333333333,0.3145502645502646,0.2565501409841033,2.3879048824310303,0.006562884075147046,0.0023181249224950395,0.056460418312703015,0.020046657986111112,0.10209814766043368,0.038070436507936505,0.07142857142857142,126,0.3356164383561644,0.3063561438561438,0.24793592013076415,2.359701927394083,0.010739598865142478,0.0034725241465111303,0.09540996210238568,0.031145278721639556,0.12344681908548708,0.04305793378995434,0.0,146,0.5008605851979346,0.4845352228135247,0.4240845007288627,0.31746031746031744,0.29570105820105824,0.23758548215069955,0.3424657534246575,0.31131646131646123,0.24467047860723215
experiment_2_1_2_single_tau_objective_comparison,relative_10bin_ce,True,23,100,0.5742183742183743,1.699676513671875,19,30,128,2,54.31342963722199,12,21760,1452,23212,0.0,0.0,0.0,0.9018932874354562,0.9004714094065681,0.9063062931241318,0.33194048167967755,0.006524569983419029,0.0026266127568308952,0.0445481423869898,0.018099287495966006,0.1566510906035585,0.06635862647016638,0.058519793459552494,581,0.5873015873015873,0.5742183742183743,0.5842957829541938,1.699676513671875,0.003981350408217014,0.0014059884207589285,0.026739860416117988,0.009457784985739088,0.11532496415298628,0.0421885333994709,0.16666666666666666,126,0.5136986301369864,0.5110875235875235,0.508324314947851,2.1510071248224336,0.007422263295228628,0.002397302078874144,0.05334205703280318,0.017263125066887843,0.18572592224431192,0.062192315924657536,0.0410958904109589,146,0.11015490533562823,0.12858242961737584,0.07712522194742945,0.12698412698412698,0.14007936507936508,0.08527845611178946,0.14383561643835616,0.16521464646464645,0.10156284334688088
experiment_2_1_2_single_tau_objective_comparison,whole_window_count_ce,False,23,98,0.1595238095238095,2.5728206634521484,30,30,128,2,54.31342963722199,12,21760,0,21760,0.0,0.0,0.0,0.5180722891566265,0.517334442403735,0.5794894702557062,1.3164036271904505,0.0023438677625739024,0.000945204506642642,0.005716195337230141,0.0023396634809326592,0.011543872577754702,0.004820621772805508,0.4199655765920826,581,0.15079365079365079,0.1595238095238095,0.1406257945588609,2.5728206634521484,0.0012791074093582652,0.00045170859685019843,0.0025122629707663947,0.0008871895926339286,0.005018581921399936,0.0017774470899470898,0.626984126984127,126,0.1917808219178082,0.17981671106671104,0.16445308499743982,3.240091650453332,0.0024171377982107355,0.0007807065362799658,0.005973274933730947,0.0019311774266909246,0.011410702451954937,0.0037301120148401827,0.3698630136986301,146,0.5180722891566265,0.517334442403735,0.5794894702557062,0.15079365079365079,0.1595238095238095,0.1406257945588609,0.1917808219178082,0.17981671106671104,0.16445308499743982
experiment_2_1_2_single_tau_objective_comparison,fixed_250ms_ce,False,23,96,0.37662337662337664,2.516728639602661,21,30,128,2,54.31342963722199,12,21760,2316,24076,0.0,0.0,0.0,0.8313253012048193,0.8309790091657834,0.8443463014569796,0.5203378499580127,0.005356626944914331,0.0021601297769201807,0.038264723985462344,0.015716237578662865,0.12909011227047637,0.057293347497131386,0.08089500860585198,581,0.3888888888888889,0.37662337662337664,0.3916547898058787,2.516728639602661,0.0031885095689579493,0.0011260017516121032,0.02265563273637082,0.008012801881820436,0.09938401662130922,0.037093874007936505,0.16666666666666666,126,0.3424657534246575,0.3414037351537352,0.3100858037132547,3.31904847327977,0.005700173956262425,0.001841505912885274,0.042453611663353215,0.013819237277932363,0.14354843163242767,0.04953713613013699,0.07534246575342465,146,0.08089500860585198,0.07774282597788887,0.05081699062857754,0.0873015873015873,0.07638888888888888,0.01929824561403509,0.0958904109589041,0.08896103896103896,0.05853375425743846
experiment_2_1_2_single_tau_objective_comparison,timestep_ce,True,101,97,0.3500661375661376,2.3580455780029297,21,30,128,2,54.31342963722199,12,21760,0,21760,0.0,0.0,0.0,0.5593803786574871,0.5404968554776638,0.4898799964275733,2.2603333369795098,0.012160294228482423,0.004906659282218158,0.0963698247274189,0.03952625163040555,0.1388753970779529,0.061059528291738385,0.012048192771084338,581,0.35714285714285715,0.3500661375661376,0.27807096226213873,2.3580455780029297,0.008638261566148714,0.003052000015500992,0.07458327846545518,0.026498703729538692,0.13786468849676645,0.05160280257936508,0.023809523809523808,126,0.3493150684931507,0.3257645132645133,0.25125336277625826,2.33581620373138,0.014189601971504307,0.0045897601401969175,0.12294721255798542,0.040188515023009415,0.1577962778882262,0.05526496503995434,0.0,146,0.5387263339070568,0.520909860100574,0.47221950717387995,0.3492063492063492,0.3417328042328042,0.2693221520630997,0.3561643835616438,0.3317168942168942,0.252067045273567
experiment_2_1_2_single_tau_objective_comparison,relative_10bin_ce,True,101,74,0.5571127946127946,1.7334572076797485,19,30,128,2,54.31342963722199,12,21760,1452,23212,0.0,0.0,0.0,0.8141135972461274,0.8118268232642419,0.8227975807267244,0.615659775811916,0.005879231078433015,0.00236865780644901,0.038395571289798515,0.01562767882355314,0.12218416601068552,0.051510730421686746,0.08433734939759036,581,0.5555555555555556,0.5571127946127946,0.5553104984683933,1.7334572076797485,0.003676147836010886,0.0012982080853174603,0.023334622728469846,0.008243621341765874,0.09984490679776431,0.03600622106481482,0.16666666666666666,126,0.4931506849315068,0.4725864413364413,0.46300241344100995,2.150747620896117,0.00686958975314778,0.0022194222228167806,0.04830327928263751,0.015641303911601026,0.1630908990501436,0.054063213470319636,0.0136986301369863,146,0.09122203098106713,0.0915433258607062,0.06538814410293282,0.09523809523809523,0.09856301106301106,0.0674118786494761,0.10273972602739725,0.0974025974025974,0.04969384707287933
