experiment,seed,width,depth,best_epoch_by_val_ba,best_val_ba,val_loss_at_best_val_ba,firing_onset_epoch,input_channels,num_classes,backbone_params,readout_params,total_params,zero_mean_hidden_firing_rate,zero_output_firing_rate,zero_hidden_1_firing_rate,zero_hidden_2_firing_rate,train_accuracy,train_balanced_accuracy,train_macro_f1,train_loss,train_mean_hidden_firing_rate,train_output_firing_rate,train_network_firing_rate,train_silent_output_fraction,train_samples,val_accuracy,val_balanced_accuracy,val_macro_f1,val_loss,val_mean_hidden_firing_rate,val_output_firing_rate,val_network_firing_rate,val_silent_output_fraction,val_samples,zero_hidden_3_firing_rate,zero_hidden_4_firing_rate
experiment_2_3_depth_sweep_relative10bin,11,128,2,73,0.5080026455026454,1.7612321376800537,21,30,12,21760,1452,23212,0.0,0.0,0.0,0.0,0.7022375215146299,0.7021655777075532,0.7144658997460508,0.9476555629974799,0.019174298553770914,0.11234444872460515,0.023346096322614238,0.14802065404475043,581,0.5158730158730159,0.5080026455026454,0.5021807918014226,1.7612321376800537,0.011510594987270653,0.08541099698592457,0.014819568211090976,0.2222222222222222,126,,
experiment_2_3_depth_sweep_relative10bin,23,128,2,80,0.506024531024531,1.569000482559204,21,30,12,21760,1452,23212,0.0,0.0,0.0,0.0,0.7573149741824441,0.7542387911357874,0.7725533579723066,0.7984610624649849,0.024102466000636442,0.14358171292031643,0.02945228302689077,0.12048192771084337,581,0.5079365079365079,0.506024531024531,0.5315065925360043,1.569000482559204,0.014505695285751909,0.11093553390103297,0.018823449253600317,0.23015873015873015,126,,
experiment_2_3_depth_sweep_relative10bin,101,128,2,80,0.4973544973544974,1.544445514678955,21,30,12,21760,1452,23212,0.0,0.0,0.0,0.0,0.7349397590361446,0.7319778398295175,0.7537037703121232,0.8091771509273943,0.02520256471184283,0.12999871595178678,0.029894929692735845,0.11876075731497418,581,0.5079365079365079,0.4973544973544974,0.5098547301922588,1.544445514678955,0.016253237204810814,0.10491469873877038,0.020223153392898558,0.20634920634920634,126,,
experiment_2_3_depth_sweep_relative10bin,11,128,3,76,0.18968253968253967,2.3302195072174072,32,30,12,38144,1452,39596,0.0,0.0,0.0,0.0,0.4629948364888124,0.45536634885645993,0.5078193040388971,1.5750825062471085,0.010997410619078723,0.04780288185081593,0.012112727929131366,0.4819277108433735,581,0.20634920634920634,0.18968253968253967,0.16779628375077874,2.3302195072174072,0.00419122004213853,0.020132853422292454,0.004674299841537134,0.746031746031746,126,0.0,
experiment_2_3_depth_sweep_relative10bin,23,128,3,80,0.19371693121693123,2.296693801879883,28,30,12,38144,1452,39596,0.0,0.0,0.0,0.0,0.43373493975903615,0.43025011087983983,0.49206203900712353,1.6268283660153309,0.009474217149301311,0.046351349088046626,0.010591705995929956,0.53184165232358,581,0.19047619047619047,0.19371693121693123,0.17574976124504427,2.296693801879883,0.003612821159980101,0.022890878763936442,0.004197004723736354,0.6904761904761905,126,0.0,
experiment_2_3_depth_sweep_relative10bin,101,128,3,74,0.22288359788359788,2.1744883060455322,21,30,12,38144,1452,39596,0.0,0.0,0.0,0.0,0.4802065404475043,0.47363397637520316,0.5367250394788962,1.4951994499117904,0.011540470547841962,0.05093344722282703,0.0127341971137506,0.47332185886402756,581,0.23015873015873015,0.22288359788359788,0.23896656204115266,2.1744883060455322,0.0048452908729113625,0.025136803909519213,0.005460185207354025,0.626984126984127,126,0.0,
experiment_2_3_depth_sweep_relative10bin,11,128,4,80,0.11607142857142856,2.433806896209717,34,30,12,54528,1452,55980,0.0,0.0,0.0,0.0,0.33390705679862304,0.327467800667076,0.37905112869918406,1.8862472235027976,0.006622509190714656,0.030974871734749138,0.007180196882562774,0.6712564543889845,581,0.12698412698412698,0.11607142857142856,0.06427603561749902,2.433806896209717,0.0024066423053287684,0.010834577005238053,0.00259964844349463,0.873015873015873,126,0.0,0.0
experiment_2_3_depth_sweep_relative10bin,23,128,4,80,0.09722222222222222,2.4406135082244873,68,30,12,54528,1452,55980,0.0,0.0,0.0,0.0,0.16351118760757316,0.15104457574837707,0.13475040170863348,2.296433924807944,0.0015938510141189476,0.0094307758442617,0.001773322575114583,0.9087779690189329,581,0.1111111111111111,0.09722222222222222,0.03851540616246499,2.4406135082244873,0.00030794596611359847,0.002428818072747491,0.0003565155563418555,0.9841269841269841,126,0.0,0.0
experiment_2_3_depth_sweep_relative10bin,101,128,4,67,0.10218253968253967,2.6002068519592285,25,30,12,54528,1452,55980,0.0,0.0,0.0,0.0,0.2495697074010327,0.23998780056133442,0.270696111280413,2.099984777568745,0.00396506586329911,0.021167255653999253,0.004359009140948732,0.7693631669535284,581,0.1111111111111111,0.10218253968253967,0.05966117216117215,2.6002068519592285,0.0009835067158282854,0.00567699645919293,0.0010909912137679338,0.9285714285714286,126,0.0,0.0
