stage,gain,balanced_accuracy
fine,0.14865088937534013,0.41171837421837426
coarse,0.125,0.4096981721981723
fine,0.10511205190671431,0.40830928330928334
fine,0.1767766952966369,0.40414261664261675
coarse,0.0625,0.4032227032227032
fine,0.08838834764831845,0.39997594997595004
coarse,0.25,0.39164261664261674
coarse,0.5,0.31432780182780184
coarse,4.0,0.27725468975468975
coarse,1.0,0.2765031265031265
coarse,8.0,0.26799543049543045
coarse,16.0,0.26799543049543045
coarse,2.0,0.2541065416065416
