model_type,hidden_width,objective,seed,split,best_epoch,primary_readout,parameter_count,tail_logit_l1_fraction,endpoint_logits_accuracy,endpoint_logits_balanced_accuracy,endpoint_logits_macro_f1,valid_sum_logits_accuracy,valid_sum_logits_balanced_accuracy,valid_sum_logits_macro_f1,full_sum_logits_accuracy,full_sum_logits_balanced_accuracy,full_sum_logits_macro_f1,primary_balanced_accuracy,primary_macro_f1
ff_ann,64,endpoint_ce,11,train,122,endpoint_logits,2688,0.0,0.4079173838209983,0.4009506185887193,0.4027884581932535,0.14629948364888123,0.14273046369813852,0.10359430235095891,0.14629948364888123,0.14273046369813852,0.10359430235095891,0.4009506185887193,0.4027884581932535
ff_ann,64,endpoint_ce,11,val,122,endpoint_logits,2688,0.0,0.2222222222222222,0.21581289081289082,0.21503135066665802,0.14285714285714285,0.12984006734006734,0.10917277167277167,0.14285714285714285,0.12984006734006734,0.10917277167277167,0.21581289081289082,0.21503135066665802
ff_ann,64,endpoint_ce,11,test,122,endpoint_logits,2688,0.0,0.18493150684931506,0.18469863469863468,0.16670702481100974,0.1780821917808219,0.15521978021978022,0.08096016184251478,0.1780821917808219,0.15521978021978022,0.08096016184251478,0.18469863469863468,0.16670702481100974
ff_ann,64,endpoint_ce,23,train,82,endpoint_logits,2688,0.0,0.37521514629948366,0.36873738979294485,0.36578895633777514,0.12392426850258176,0.1231967810641969,0.07305239787667224,0.12392426850258176,0.1231967810641969,0.07305239787667224,0.36873738979294485,0.36578895633777514
ff_ann,64,endpoint_ce,23,val,82,endpoint_logits,2688,0.0,0.23015873015873015,0.21409331409331409,0.20800763958066884,0.07936507936507936,0.07398989898989898,0.037770298471322156,0.07936507936507936,0.07398989898989898,0.037770298471322156,0.21409331409331409,0.20800763958066884
ff_ann,64,endpoint_ce,23,test,82,endpoint_logits,2688,0.0,0.21232876712328766,0.20926365301365302,0.1949191450703852,0.15753424657534246,0.13736263736263737,0.07013299377475947,0.15753424657534246,0.13736263736263737,0.07013299377475947,0.20926365301365302,0.1949191450703852
ff_ann,64,endpoint_ce,37,train,44,endpoint_logits,2688,0.0,0.33562822719449226,0.3259182134678447,0.320176901822731,0.1738382099827883,0.1634578579725176,0.12195556322186264,0.1738382099827883,0.1634578579725176,0.12195556322186264,0.3259182134678447,0.320176901822731
ff_ann,64,endpoint_ce,37,val,44,endpoint_logits,2688,0.0,0.20634920634920634,0.19094516594516597,0.17190756103799584,0.16666666666666666,0.14962121212121213,0.10253501400560223,0.16666666666666666,0.14962121212121213,0.10253501400560223,0.19094516594516597,0.17190756103799584
ff_ann,64,endpoint_ce,37,test,44,endpoint_logits,2688,0.0,0.17123287671232876,0.1718739593739594,0.1476661424908269,0.1780821917808219,0.1573010323010323,0.10436507936507938,0.1780821917808219,0.1573010323010323,0.10436507936507938,0.1718739593739594,0.1476661424908269
ff_ann,64,endpoint_ce,53,train,13,endpoint_logits,2688,0.0,0.2736660929432014,0.2609110202184579,0.2378184312319668,0.14285714285714285,0.13470990342059525,0.09540139833617024,0.14285714285714285,0.13470990342059525,0.09540139833617024,0.2609110202184579,0.2378184312319668
ff_ann,64,endpoint_ce,53,val,13,endpoint_logits,2688,0.0,0.2222222222222222,0.21102092352092353,0.18270894765459986,0.15079365079365079,0.13724747474747476,0.11144037561203397,0.15079365079365079,0.13724747474747476,0.11144037561203397,0.21102092352092353,0.18270894765459986
ff_ann,64,endpoint_ce,53,test,13,endpoint_logits,2688,0.0,0.136986301369863,0.13807581307581307,0.11589356311797472,0.13013698630136986,0.11655011655011654,0.07961221413913548,0.13013698630136986,0.11655011655011654,0.07961221413913548,0.13807581307581307,0.11589356311797472
ff_ann,64,endpoint_ce,71,train,49,endpoint_logits,2688,0.0,0.342512908777969,0.33321037288657646,0.3303529866354752,0.14285714285714285,0.1370502978646708,0.0913933719643477,0.14285714285714285,0.1370502978646708,0.0913933719643477,0.33321037288657646,0.3303529866354752
ff_ann,64,endpoint_ce,71,val,49,endpoint_logits,2688,0.0,0.21428571428571427,0.20066738816738816,0.1819802551593914,0.1349206349206349,0.1226010101010101,0.08367789617789617,0.1349206349206349,0.1226010101010101,0.08367789617789617,0.20066738816738816,0.1819802551593914
ff_ann,64,endpoint_ce,71,test,49,endpoint_logits,2688,0.0,0.1780821917808219,0.17404539904539906,0.1500067919144671,0.17123287671232876,0.14926739926739926,0.08243727598566308,0.17123287671232876,0.14926739926739926,0.08243727598566308,0.17404539904539906,0.1500067919144671
ff_ann,64,sum_logits_ce,11,train,138,valid_sum_logits,2688,0.0,0.1514629948364888,0.1443256319084103,0.11978557815780176,0.7074010327022375,0.6987444149311712,0.6983717474909157,0.7074010327022375,0.6987444149311712,0.6983717474909157,0.6987444149311712,0.6983717474909157
ff_ann,64,sum_logits_ce,11,val,138,valid_sum_logits,2688,0.0,0.06349206349206349,0.06114718614718615,0.04483400643284364,0.3888888888888889,0.38595478595478605,0.3693869248652908,0.3888888888888889,0.38595478595478605,0.3693869248652908,0.38595478595478605,0.3693869248652908
ff_ann,64,sum_logits_ce,11,test,138,valid_sum_logits,2688,0.0,0.1232876712328767,0.1216033966033966,0.09130350851343379,0.4589041095890411,0.4413634976134975,0.4283252764481864,0.4589041095890411,0.4413634976134975,0.4283252764481864,0.4413634976134975,0.4283252764481864
ff_ann,64,sum_logits_ce,23,train,147,valid_sum_logits,2688,0.0,0.13080895008605853,0.128187945251259,0.10578498129495455,0.7418244406196214,0.7363892302325331,0.7382761285218241,0.7418244406196214,0.7363892302325331,0.7382761285218241,0.7363892302325331,0.7382761285218241
ff_ann,64,sum_logits_ce,23,val,147,valid_sum_logits,2688,0.0,0.06349206349206349,0.060515873015873,0.05080795080795081,0.3968253968253968,0.3801647426647427,0.3723176330152657,0.3968253968253968,0.3801647426647427,0.3723176330152657,0.3801647426647427,0.3723176330152657
ff_ann,64,sum_logits_ce,23,test,147,valid_sum_logits,2688,0.0,0.11643835616438356,0.11327006327006327,0.08655147956618546,0.4246575342465753,0.4036449661449661,0.3854610612570836,0.4246575342465753,0.4036449661449661,0.3854610612570836,0.4036449661449661,0.3854610612570836
ff_ann,64,sum_logits_ce,37,train,134,valid_sum_logits,2688,0.0,0.12564543889845095,0.12014550880505526,0.09594008726197205,0.6867469879518072,0.6739481910091626,0.671649875758695,0.6867469879518072,0.6739481910091626,0.671649875758695,0.6739481910091626,0.671649875758695
