model_type,hidden_width,objective,primary_balanced_accuracy_mean,primary_balanced_accuracy_std,primary_macro_f1_mean,primary_macro_f1_std,tail_logit_l1_fraction_mean,tail_logit_l1_fraction_std
ff_ann,64,endpoint_ce,0.17559149184149186,0.025692367995453904,0.15503853348093272,0.02889037965953548,0.0,0.0
ff_ann,64,sum_logits_ce,0.43408813408813407,0.018124952127046973,0.42260539654176077,0.021126196306475227,0.0,0.0
ff_ann,128,endpoint_ce,0.1745442057942058,0.011771254040370842,0.1538163504759284,0.013895567907558663,0.0,0.0
ff_ann,128,sum_logits_ce,0.471559829059829,0.030142965833207785,0.46058392241162255,0.03293504090614352,0.0,0.0
rnn,64,endpoint_ce,0.485761322011322,0.016088053910399153,0.4873068138280586,0.0198902365114562,0.9962171443896999,0.05008637957557991
rnn,64,sum_logits_ce,0.5128581141081141,0.08805207657788089,0.5067559295788648,0.09208431056376047,0.9962527810966334,0.022197804825484665
rnn,128,endpoint_ce,0.5039381451881452,0.016882861033528113,0.5005853341342086,0.02036706895052902,1.0465863839747354,0.043643302359767704
rnn,128,sum_logits_ce,0.5241108891108891,0.04298060811742758,0.5250674314511844,0.04666285363048463,1.0111670870425864,0.04408798694814095
